회사명,거래소코드,회계년도,* (정상)영업손익(보고서기재)(IFRS연결),매출액(수익)(*)(IFRS연결),당기순이익(손실)(IFRS연결),자본(*)(IFRS연결),이자비용(IFRS연결),이자수익(IFRS연결),배당금수익(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결),* 발행한 주식총수(*)(IFRS연결),자산(*)(IFRS연결),현금및현금성자산(*)(IFRS연결),유동부채(*)(IFRS연결),재고자산(*)(IFRS연결),유동자산(*)(IFRS연결),부채(*)(IFRS연결),합계_기말인원,법인세비용차감전(계속사업)손익(IFRS연결),인건비(IFRS연결),금융비용(IFRS연결),임차료(IFRS연결),세금과공과(IFRS연결),감가상각비(IFRS연결),상장일,상장폐지일
(주)광무,029480,2019/12,-3012624,36483979,-6421201,22844122,1037639,344961,420,-2435580,60855285,63139837,17184794,36140360,505706,39307761,40295715,129,-6421.2,10470.43,692.26,61.71,0,1449.84,1996/08/27,
(주)광무,029480,2020/12,-3573279,25175823,-19325974,24221981,1865706,283918,0,-1312547,79665776,38625151,7983204,11735792,177237,15351708,14403170,118,-19540.82,8435.61,1581.79,74.88,0,834.17,1996/08/27,
(주)광주신세계,037710,2011/12,,,,,,,,,,,,,,,,310,,,,,,,2002/02/07,
(주)광주신세계,037710,2012/12,,,,,,,,,,,,,,,,292,,,,,,,2002/02/07,
(주)광주신세계,037710,2013/12,,,,,,,,,,,,,,,,394,,,,,,,2002/02/07,
(주)광주신세계,037710,2014/12,,,,,,,,,,,,,,,,389,,,,,,,2002/02/07,
(주)광주신세계,037710,2015/12,,,,,,,,,,,,,,,,373,,,,,,,2002/02/07,
(주)광주신세계,037710,2016/12,,,,,,,,,,,,,,,,363,,,,,,,2002/02/07,
(주)광주신세계,037710,2017/12,,,,,,,,,,,,,,,,348,,,,,,,2002/02/07,
(주)광주신세계,037710,2018/12,,,,,,,,,,,,,,,,340,,,,,,,2002/02/07,
(주)광주신세계,037710,2019/12,,,,,,,,,,,,,,,,174,,,,,,,2002/02/07,
(주)광주신세계,037710,2020/12,,,,,,,,,,,,,,,,172,,,,,,,2002/02/07,
(주)구영테크,053270,2011/12,5159050,147832315,-647883,36633264,5373560,382992,0,1574250,12859875,149471330,1861222,104279859,15288601,58842369,112838066,191,107.9,17760.73,4990.57,0,0,7353.74,2002/02/07,
(주)구영테크,053270,2012/12,7488049,155788988,1633009,36686891,5794495,513449,0,11791408,12859875,161163024,5204007,115585365,18805001,66346373,124476132,216,2183.66,18823.48,5281.05,0,0,7784.81,2002/02/07,
(주)구영테크,053270,2013/12,7492265,172747316,2179847,39023837,5393133,387641,0,11048296,12859875,149230187,4116936,89109382,17835115,53694228,110206350,266,3694.98,23882.14,5005.2,0,0,7986.04,2002/02/07,
(주)구영테크,053270,2014/12,5438229,170528694,2236588,52212920,3944686,215207,0,3399363,19794174,155857242,3836784,79347724,21780928,57115595,103644323,291,3178.45,25704.41,3729.07,0,0,8310.74,2002/02/07,
(주)구영테크,053270,2015/12,6145428,172083049,4158785,56401223,3112676,148112,0,17308908,19794174,161330950,8693067,68834054,19812030,58836903,104929726,286,4954.13,28209.17,2964.28,0,0,8311.18,2002/02/07,
(주)구영테크,053270,2016/12,4337719,148301597,2542450,57780291,2622375,120700,0,19282164,19794174,166748490,8429682,67161561,19802569,54139890,108968199,284,3890.66,26665.93,2086.83,0,0,8527.24,2002/02/07,
(주)구영테크,053270,2017/12,5691336,149833357,1357296,55811041,2401216,99078,0,5515131,19794174,187009683,12868009,81848867,20106730,64140319,131198641,303,1739.44,25876.93,2234.44,0,0,8055.33,2002/02/07,
(주)구영테크,053270,2018/12,5378869,195238339,5920905,68827896,3651961,100253,0,3263344,26394174,202572970,4563937,75014258,31595113,60744298,133745074,283,7501.89,26400.6,3551.71,0,0,9036.9,2002/02/07,
(주)구영테크,053270,2019/12,5239175,230853336,3387486,71704257,3945636,40800,0,7656129,26394174,206569873,6189218,89345198,34405094,70165074,134865616,248,3847.08,28372.25,3904.84,0,0,11921.36,2002/02/07,
(주)구영테크,053270,2020/12,2938642,196660508,727487,69507562,2826237,58547,0,18178378,26394174,211767320,8819752,99453596,25480168,72082754,142259758,257,988.04,23187.25,2767.69,0,0,13196.68,2002/02/07,
(주)국동,005320,2011/12,1137580,154293577,-7212195,5829570,2293961,90510,0,-963482,4009154,68162305,3322590,55840092,17915375,39415062,62332735,69,-1065.87,587.9,2203.45,0,0,1282.26,1996/12/24,
(주)국동,005320,2012/12,6792926,138172746,5142066,9422729,1986850,16743,0,4976107,4009154,65808287,2906481,49512946,16279648,39351863,56385558,60,4365.51,11300.63,1970.11,0,0,0,1996/12/24,
(주)국동,005320,2013/12,5522012,147860227,4009323,15412210,1517869,4602,0,-2405589,4566254,73040609,1971553,51305589,22892835,48642552,57628398,65,4502.09,19148.69,1513.27,0,0,1975.24,1996/12/24,
(주)국동,005320,2014/12,10149086,186086561,8898694,28639367,1907730,60694,0,-12910,4696124,89271398,7711945,43845038,22684183,60454108,60632031,67,8919.42,24650,1847.04,0,0,1382.37,1996/12/24,
(주)국동,005320,2015/12,8655834,170296068,5235608,31226110,2122786,17509,0,3908416,4696124,93758552,10502885,44926359,27935227,63906154,62532443,73,7289.27,26519.22,2105.28,0,0,1240.05,1996/12/24,
(주)국동,005320,2016/12,10563534,197368723,6208749,51725723,2011605,81658,0,747703,5914052,124126720,12322601,47910562,31975546,83256355,72400997,72,9747.32,22499.24,1929.95,0,0,1951.76,1996/12/24,
(주)국동,005320,2017/12,-5856432,191602989,-8967738,42630725,2571982,89285,0,-6827943,13032774,106307080,3794622,48234584,31470800,66343830,63676354,73,-9948.09,31392.6,2482.7,0,0,2073.43,1996/12/24,
(주)국동,005320,2018/12,5762204,219550054,2111761,48475045,2276187,55277,0,-3944667,13740480,123134702,2166123,63170690,32699651,83767312,74659657,85,3189.87,40583.46,2220.91,0,0,2145.4,1996/12/24,
(주)국동,005320,2019/12,-4249136,223077183,-4523376,65481226,2389226,143892,0,3901005,27596156,133723726,6285361,42862482,32361904,89543258,68242500,80,-4630.1,53899.74,2245.33,0,0,2770.66,1996/12/24,
(주)국동,005320,2020/12,26588643,253421044,10672756,83835084,4336090,189630,0,25978507,38845864,180700682,68665738,84320572,30006610,133048250,96865598,74,17884.38,25401.1,4146.46,0,0,6375.31,1996/12/24,
(주)국보,001140,2011/12,1737608,130636214,-37903,34466553,2307255,473152,0,3249944,1027304,98869465,679464,54216640,675022,41337436,64402912,192,212.63,10433.61,1834.1,0,0,2356.4,1989/12/02,
(주)국보,001140,2012/12,1365801,122343037,-874559,33793391,2139837,471880,0,-3613866,1027304,98494841,1214169,53242160,743450,39130945,64701450,176,1203.68,10619.78,1667.96,0,0,2193.12,1989/12/02,
(주)국보,001140,2013/12,731017,117073443,-3846673,29768264,2038874,480146,0,2809735,1027304,98315386,582680,55559279,748235,37418409,68547122,173,-5945.38,10587.29,1377.55,0,0,2200.2,1989/12/02,
(주)국보,001140,2014/12,-2409123,97520169,-6999514,22620239,1832984,259953,0,-238084,1027304,91005502,635179,55303602,665254,31669967,68385263,170,-8183.37,10476.53,1389.36,0,0,1527.73,1989/12/02,
(주)국보,001140,2015/12,-2462368,91618545,-4043773,18409444,1587301,193916,0,-837022,1027304,83085438,434501,52453525,413181,26759792,64675995,184,-4520.45,10257.32,1211.95,0,0,1218.71,1989/12/02,
(주)국보,001140,2016/12,204105,87333326,-4187272,15275562,1467033,127284,0,507314,1027304,81308887,325360,54893083,376717,26046898,66033326,142,-4362.47,8954.75,1203.54,0,0,1127.29,1989/12/02,
(주)국보,001140,2017/12,-3934059,78255522,-2889794,17848563,1478737,267806,0,-3103505,1682304,73270170,989475,45812874,405427,18529522,55421608,127,-5205.34,7991.82,1091.56,0,0,1012.5,1989/12/02,
(주)국보,001140,2018/12,-5293766,71549828,-3999572,13412206,1313254,427922,0,-6078157,1682304,48188113,374556,28126737,354646,11759027,34775907,123,-892.2,8269.43,841.63,0,0,983.78,1989/12/02,
(주)국보,001140,2019/12,-968491,89087334,-6676274,28604010,2767538,669944,0,-9899692,23966505,115356448,5572861,75280895,43435168,70457619,86752439,136,-7522.6,10662.19,2053.77,0,0,2894.62,1989/12/02,
(주)국보,001140,2020/12,-10803222,109928741,-20527205,30827300,3666819,800550,0,-10627275,49376445,90823631,812308,53421974,25685354,50578930,59996330,116,-21631.88,11760.06,2804.38,0,0,4357.48,1989/12/02,
(주)국보디자인,066620,2011/12,8573206,130689686,6055732,48143562,35995,1227598,81194,15461768,7500000,80200900,5281816,31069394,0,59455203,32057338,266,8297.85,30445.69,-1272.8,0,0,159.31,2002/09/05,
(주)국보디자인,066620,2012/12,10501258,119402993,8281324,57564527,5242,1689209,21393,15200794,7500000,92877548,13259781,34306810,0,74341481,35313021,265,11077.97,24987.02,-1705.36,0,0,128.05,2002/09/05,
(주)국보디자인,066620,2013/12,11767773,163518536,10935895,65598063,7642,1749076,12632,20298063,7500000,127902185,10572561,59554141,0,102871707,62304123,285,13755.04,32092.33,-1754.07,0,0,140.41,2002/09/05,
(주)국보디자인,066620,2014/12,13346472,176373907,10942079,74350888,6962,1618109,38839,13115955,7500000,132011877,8152883,54113739,0,106963249,57660989,285,14310.41,35363.16,-1649.99,0,0,169.87,2002/09/05,
(주)국보디자인,066620,2015/12,12789435,192608497,10768050,83307386,6850,1473412,37413,12342482,7500000,141089858,10481462,54622328,0,107093318,57782472,302,14344.28,40009.87,-1503.98,0,0,193.38,2002/09/05,
(주)국보디자인,066620,2016/12,10516456,201410031,10738135,86928845,1629,1504562,36118,12706335,7500000,158452485,12617207,66972237,0,128985094,71523640,352,13255.99,43083.72,-1539.05,0,0,181.55,2002/09/05,
(주)국보디자인,066620,2017/12,23215727,270658405,13340935,99283826,6551,1386009,35112,17688040,7500000,164381715,26550428,61606792,0,135628503,65097890,387,22791.3,54993.95,-1414.57,0,0,271.42,2002/09/05,
(주)국보디자인,066620,2018/12,16463397,254259835,13872876,108600438,43076,1819282,76690,2672078,7500000,175036784,16160182,62027834,0,142346121,66436346,341,18337.33,52699.93,-1852.9,0,0,343.59,2002/09/05,
(주)국보디자인,066620,2019/12,11557298,269005976,15942956,123363884,19514,2250416,85292,5879030,7500000,222514980,15351377,94320054,0,194818591,99151096,331,21735.41,59436.44,-2316.19,0,0,577.83,2002/09/05,
(주)국보디자인,066620,2020/12,25743067,288138989,20099538,166024203,12770,1427503,174250,34430454,7500000,269228220,31271562,95126933,0,104746555,103204017,340,27646.64,58534.92,-1588.98,0,0,547.08,2002/09/05,
(주)국순당,043650,2011/12,5344491,127686247,5264054,178114387,31961,1748052,74311,7678883,17858304,199135153,48340287,16472336,16285781,82405755,21020767,410,7119.33,19621.17,-1790.4,1190.12,828.88,6310.45,2000/08/24,
(주)국순당,043650,2012/12,5650758,118697826,6185532,191625826,32722,1289806,129883,7480415,17858304,209729554,51514086,13830374,16139074,87400525,18103728,377,7957.8,18737.2,-1386.97,0,0,5777.69,2000/08/24,
(주)국순당,043650,2013/12,1441447,99173525,5742772,194567775,156475,1239593,81205,4097835,17858304,218115221,53321435,13705357,16182543,100545624,23547445,365,7872.58,21439.45,-1164.32,0,0,4693.39,2000/08/24,
(주)국순당,043650,2014/12,1082245,91863604,3463226,196810690,118046,713239,64943,2930587,17858304,217479839,37463095,14219171,15332903,99291581,20669149,350,5693.65,20529,-660.14,0,0,4144.18,2000/08/24,
(주)국순당,043650,2015/12,-8197632,77443124,-3529405,198167277,24482,1557498,238238,-9008894,17858304,216587928,37751657,10740663,14869710,97221146,18420650,336,-4169.74,20706.06,-1771.25,0,0,3493.03,2000/08/24,
(주)국순당,043650,2016/12,-6487771,69701266,-2760688,194018641,19825,576328,449186,141542,17858304,213004831,24730729,10786059,14890028,85261001,18986190,309,-3085.46,19323.98,-1005.69,0,0,3156.01,2000/08/24,
(주)국순당,043650,2017/12,-4263332,62761236,9687855,221539252,347165,1309258,833810,-2421354,17858304,242199755,36104178,12226432,14274110,86651908,20660503,256,12572.74,17181.75,-1795.9,0,0,3088.76,2000/08/24,
(주)국순당,043650,2018/12,-2994444,61496072,-2977369,215679919,381389,642827,860943,-5633688,17858304,238619493,24841713,11783237,14888891,72906719,22939575,260,2901.11,14484.94,-1122.38,0,0,2848.91,2000/08/24,
(주)국순당,043650,2019/12,-5966921,102095769,-8269903,204958649,1381287,442967,753078,-4311503,17858304,252484287,36376370,33853250,16017909,78834555,47525638,248,-8073.5,17673.07,185.24,0,0,5141.98,2000/08/24,
(주)국순당,043650,2020/12,4581979,52947425,18661685,222502376,17515,277689,881738,15137331,17858304,244882856,39770931,11406626,12081108,73281925,22380480,234,25441.22,11552.07,-1141.91,0,0,3174.14,2000/08/24,
(주)국영지앤엠,006050,2011/12,,,,,,,,,,,,,,,,105,,,,,,,1994/10/07,
(주)국영지앤엠,006050,2012/12,,,,,,,,,,,,,,,,98,,,,,,,1994/10/07,
(주)국영지앤엠,006050,2013/12,,,,,,,,,,,,,,,,102,,,,,,,1994/10/07,
(주)국영지앤엠,006050,2014/12,,,,,,,,,,,,,,,,120,,,,,,,1994/10/07,
(주)국영지앤엠,006050,2015/12,,,,,,,,,,,,,,,,105,,,,,,,1994/10/07,
(주)국영지앤엠,006050,2016/12,,,,,,,,,,,,,,,,113,,,,,,,1994/10/07,
(주)국영지앤엠,006050,2017/12,,,,,,,,,,,,,,,,111,,,,,,,1994/10/07,
(주)국영지앤엠,006050,2018/12,,,,,,,,,,,,,,,,107,,,,,,,1994/10/07,
(주)국영지앤엠,006050,2019/12,,,,,,,,,,,,,,,,115,,,,,,,1994/10/07,
(주)국영지앤엠,006050,2020/12,,,,,,,,,,,,,,,,121,,,,,,,1994/10/07,
(주)국전약품,307750,2018/12,,,,,,,,,,,,,,,,1,,,,,,,2018/12/19,
(주)국전약품,307750,2019/12,,,,,,,,,,,,,,,,1,,,,,,,2018/12/19,
(주)국전약품,307750,2020/12,,,,,,,,,,,,,,,,109,,,,,,,2018/12/19,
(주)그래디언트,035080,2011/12,-17906695,428571939,-12292479,328872047,372559,9403911,0,30951834,60842093,777653618,54613232,340898793,40547172,278334197,448781572,59,-8867.62,60616.79,-9031.35,8792.63,0,8712.54,1999/07/05,
(주)그래디언트,035080,2012/12,14020875,454225001,12756395,396658401,10192172,2765821,0,-36922160,60842093,739985481,42853941,269391513,34742521,240486033,343327081,14,31785.6,70076.68,7426.35,11206.26,7242.45,11326.35,1999/07/05,
(주)그래디언트,035080,2013/12,47742962,2930521926,23780984,751939530,6369409,3060057,0,79408763,60842093,1598503940,101729470,720884668,68307862,979087606,846564410,18,32712.75,83886.45,3309.35,15667.49,5346.98,35489.68,1999/07/05,
(주)그래디언트,035080,2014/12,51009616,3135027346,31456346,900343355,3444607,3477876,0,231909338,60000000,1920350951,196754526,878695192,80245551,1142871354,1020007595,25,50422.35,93793.7,-33.27,15489.32,5518.45,44596.31,1999/07/05,
(주)그래디언트,035080,2015/12,65149099,3536848758,42995247,903808796,2479657,3722915,0,-17283547,59500000,2106702049,121906079,1068144809,138382962,1337838696,1202893253,19,61406.79,109195.44,-1243.26,19901.56,6076.97,45135.26,1999/07/05,
(주)그래디언트,035080,2016/12,49505493,3845761388,-39011241,840330799,3801339,2492634,0,115110645,59000000,2073537018,139604598,1146717741,117903146,1415600914,1233206219,11,-34304.14,114373.05,1280.83,21700.46,5966.24,42626.84,1999/07/05,
(주)그래디언트,035080,2017/12,29816493,3541486629,-63634928,742316982,2236223,2821986,0,185478374,58500000,1804533355,133905382,976373594,137969792,1229878565,1062216374,12,-50276.17,136731.79,-1922.05,36841.36,6753.45,43344.27,1999/07/05,
(주)그래디언트,035080,2018/12,19963614,3440906300,-4194664,714481098,2365245,4232257,0,89690570,58500000,1809664488,168076807,1016015610,166911756,1261972833,1095183390,10,9848.28,142611.56,-2186.83,24603.16,7640.92,44914.19,1999/07/05,
(주)그래디언트,035080,2019/12,45164129,3412333826,6507368,669586510,4459859,4480146,1288394,136435672,58500000,1780051911,143135378,980078258,85519268,1206801338,1110465400,32,24057.71,143001.84,-1308.68,6715.58,8492.02,55733.74,1999/07/05,
(주)그래디언트,035080,2020/12,-11151028,3169208084,-25807835,609773674,3472305,2595011,911618,-69055960,81189163,1602860078,103771321,866123176,89600368,1014819459,993086403,1145,-18715.43,126099.98,-34.32,5834.96,3629.56,55183.5,1999/07/05,
(주)그리티,204020,2011/12,,,,,,,,,,,,,,,,,,,,,,,2018/07/23,
(주)그리티,204020,2012/12,,,,,,,,,,,,,,,,,,,,,,,2018/07/23,
(주)그리티,204020,2013/12,,,,,,,,,,,,,,,,,,,,,,,2018/07/23,
(주)그리티,204020,2014/12,10909472,99923756,7132762,40936869,189461,425103,0,5059215,4311014,51545496,1055635,10608626,18075223,46362837,10608626,,9573.52,7989.37,-235.64,2007.85,0,352.44,2018/07/23,
(주)그리티,204020,2015/12,7184142,102486038,5888698,45516181,138761,387564,0,6091954,4311014,55745710,1356635,10229529,20461028,49989428,10229529,,7540.11,8171.21,-248.8,2738.12,0,447.96,2018/07/23,
(주)그리티,204020,2016/12,4664730,105600459,3293317,49389241,165562,307112,0,852547,8622028,64735243,838649,15346001,25215511,56890820,15346001,,4651.15,9186.11,-141.55,3009.38,0,834.21,2018/07/23,
(주)그리티,204020,2017/12,10144193,125799821,7716468,56069599,246741,268598,0,-5526832,8622028,73262908,705105,17193308,37009863,64782903,17193308,,9848.24,10258.78,-21.86,3750.51,0,906.22,2018/07/23,
(주)그리티,204020,2018/12,8045203,119259702,4810592,74460588,274868,368102,0,5431995,10073715,95755030,259218,17801728,40441857,89112620,21294442,94,7673.24,11304.64,-93.23,3699.2,0,825.61,2018/07/23,
(주)그리티,204020,2019/12,2913982,123079831,1563323,74181103,588632,629629,0,-1686901,20147430,92151596,1068615,17294799,42201748,82603832,17970493,96,2720.3,11217.56,-41,862.54,0,3034.16,2018/07/23,
(주)그리티,204020,2020/12,2147779,123462306,836636,71954329,311072,297447,0,3256329,20147430,87285205,1162962,11847391,41537605,73439848,15330876,107,1415.25,11743.36,13.63,676.39,0,3359.42,2018/07/23,
(주)그린플러스,186230,2011/12,,,,,,,,,,,,,,,,,,,,,,,2019/08/07,
(주)그린플러스,186230,2012/12,,,,,,,,,,,,,,,,,,,,,,,2019/08/07,
(주)그린플러스,186230,2013/12,,,,,,,,,,,,,,,,74,,,,,,,2019/08/07,
(주)그린플러스,186230,2014/12,,,,,,,,,,,,,,,,83,,,,,,,2019/08/07,
(주)그린플러스,186230,2015/12,,,,,,,,,,,,,,,,83,,,,,,,2019/08/07,
(주)그린플러스,186230,2016/12,,,,,,,,,,,,,,,,89,,,,,,,2019/08/07,
(주)그린플러스,186230,2017/12,,,,,,,,,,,,,,,,89,,,,,,,2019/08/07,
(주)그린플러스,186230,2018/12,5106600,46357455,2269801,23995551,1710087,82655,4020,-3235041,3784614,63717254,992428,17989473,6294971,28102212,39721703,91,3334.42,6896.62,1623.41,0,0,2021.13,2019/08/07,
(주)그린플러스,186230,2019/12,5077238,48831866,2533086,37391337,1673740,15628,4020,-2089558,4823871,72321985,4837160,17448583,6019316,38480019,34930648,95,3349.95,7033.08,1654.09,0,0,2390.84,2019/08/07,
(주)그린플러스,186230,2020/12,5935588,62676119,-2138595,34033434,1530585,15120,10050,2648942,9607742,89110558,10778230,34179405,6002404,49804113,55077124,105,-2941.08,8176.64,1505.42,0,0,2451.4,2019/08/07,
(주)극동자동화,272420,2014/12,,,,,,,,,,,,,,,,,,,,,,,2017/06/28,2018/11/15
(주)극동자동화,272420,2015/12,,,,,,,,,,,,,,,,,,,,,,,2017/06/28,2018/11/15
(주)극동자동화,272420,2016/12,,,,,,,,,,,,,,,,,,,,,,,2017/06/28,2018/11/15
(주)극동자동화,272420,2017/12,,,,,,,,,,,,,,,,56,,,,,,,2017/06/28,2018/11/15
(주)글로벌스탠다드테크놀로지,083450,2011/12,4242807,41504144,3521902,27594673,200715,302249,0,4492432,7520000,52575255,3863326,22182733,14561368,33914648,24980582,214,4110.27,12011.18,-101.53,0,0,556.78,2006/02/01,
(주)글로벌스탠다드테크놀로지,083450,2012/12,8120683,64812103,7003711,36008304,319062,398262,0,4001355,8418874,53824618,8776984,15995521,17354428,31615500,17816313,267,8295.37,16755.69,-79.2,0,0,871.11,2006/02/01,
(주)글로벌스탠다드테크놀로지,083450,2013/12,7530078,80982977,5925826,42629997,163137,229359,0,1561871,8913253,62626777,9300747,17024585,17043649,37636405,19996780,306,6762.81,18146.16,-66.22,0,0,1003.89,2006/02/01,
(주)글로벌스탠다드테크놀로지,083450,2014/12,8599178,89122994,7880919,50846053,142780,300683,0,12091380,9317745,69972237,18149434,16020729,13254999,42966221,19126184,361,8307.4,19896.3,-157.9,0,0,1063.63,2006/02/01,
(주)글로벌스탠다드테크놀로지,083450,2015/12,6011588,84422579,5703892,56675666,99731,340200,0,6748971,9317745,69691968,15546834,10452602,9698920,35391249,13016302,392,6302.83,25147.38,-240.47,0,0,1445.56,2006/02/01,
(주)글로벌스탠다드테크놀로지,083450,2016/12,4877910,90819412,4644376,60779819,77128,106861,0,158727,9317745,89405841,12768576,25498390,23047266,53825575,28626022,435,5228.06,28117.14,-29.73,0,0,1614.41,2006/02/01,
(주)글로벌스탠다드테크놀로지,083450,2017/12,22260787,162835484,15756344,78275559,104819,133485,0,17990434,9317745,102400669,19097277,21709365,22852794,57916418,24125110,584,18667.33,35513.69,-28.67,0,0,1595.23,2006/02/01,
(주)글로벌스탠다드테크놀로지,083450,2018/12,10405764,129850197,10303468,85807825,87752,185463,0,2345516,9317745,105027408,11785443,17071170,18514976,54651818,19219582,605,11503.98,39514.98,-97.71,0,0,2395.55,2006/02/01,
(주)글로벌스탠다드테크놀로지,083450,2019/12,21908352,168231754,17968416,103310701,179031,196944,0,19307761,9317745,136751562,25567080,31060762,21844307,88978443,33440861,594,23042.53,45087.09,-17.91,0,0,3346.07,2006/02/01,
(주)글로벌스탠다드테크놀로지,083450,2020/12,18150174,166880498,15490969,113736945,127598,292292,0,19591166,9317745,141835536,35991785,25004329,26146394,91827386,28098591,658,16786.13,49521.82,-164.69,0,0,3514.25,2006/02/01,
(주)금양,001570,2011/12,6952664,109810009,2964115,45175687,3474172,490244,5555,-688415,39353308,130817841,13002717,73872403,14236426,73356949,85642155,75,3452.49,5073.04,2978.37,0,0,1018.02,1976/12/27,
(주)금양,001570,2012/12,6614054,122905331,3717420,45542580,3945628,357233,5555,3603001,39353308,127557393,17534641,63820848,13739318,69850864,82014813,79,4987.17,6154.98,3582.84,0,0,1542.47,1976/12/27,
(주)금양,001570,2013/12,5644293,156304448,719232,45554255,3499004,402997,5555,-16906920,39353308,147115126,11080984,83935212,20839381,90828722,101560871,85,1505.35,6446.94,3090.45,0,0,3732.51,1976/12/27,
(주)금양,001570,2014/12,5163631,158550531,-111826,44489985,3403006,534879,5555,34150831,39353308,160244911,29099311,74016116,25271205,111767170,115754926,102,514.22,7413.25,2862.57,0,0,4218.49,1976/12/27,
(주)금양,001570,2015/12,6855670,158999533,14474633,57953744,2723529,753973,5555,7307038,39353308,165405931,25117840,96536475,21613668,116881516,107452186,101,21270.98,8033.86,1964,0,0,3677.58,1976/12/27,
(주)금양,001570,2016/12,12127454,168681746,-20526295,34480745,3724376,577223,7564,8032406,39353308,178901902,17328617,133837229,19103181,92604838,144421157,114,-26238.98,9226.53,3139.59,0,0,3783.51,1976/12/27,
(주)금양,001570,2017/12,13140970,180373683,18645438,57595446,3683095,586391,5555,-22124138,42710111,196084032,14688418,128670679,22603043,130477254,138488586,109,32451.66,11776.49,3091.15,0,0,4420.48,1976/12/27,
(주)금양,001570,2018/12,13526326,205441375,20253300,79456336,3633805,635231,5555,17366463,43226540,204777156,22511539,114567408,24409366,129420730,125320820,104,27221.53,10726.94,2993.02,0,0,4161.96,1976/12/27,
(주)금양,001570,2019/12,9211215,172723864,-10903987,68287064,3646078,1223746,3703,-599179,44048135,224222540,29324015,140191066,27024408,130285368,155935477,96,-12819.08,12619.04,2418.63,0,0,2908.24,1976/12/27,
(주)금양,001570,2020/12,6006943,176169811,-3962270,79793803,5710657,26613,1145,-507536,44048135,219851714,23515303,80448046,29788831,126398218,140057911,96,-4157.93,13987.13,5682.9,0,0,4130.68,1976/12/27,
(주)금오하이텍,165270,2011/12,,,,,,,,,,,,,,,,,,,,,,,2013/12/10,2017/06/07
(주)금오하이텍,165270,2012/12,,,,,,,,,,,,,,,,,,,,,,,2013/12/10,2017/06/07
(주)금오하이텍,165270,2013/12,,,,,,,,,,,,,,,,89,,,,,,,2013/12/10,2017/06/07
(주)금오하이텍,165270,2014/12,,,,,,,,,,,,,,,,93,,,,,,,2013/12/10,2017/06/07
(주)금오하이텍,165270,2015/12,,,,,,,,,,,,,,,,126,,,,,,,2013/12/10,2017/06/07
(주)금오하이텍,165270,2016/12,,,,,,,,,,,,,,,,148,,,,,,,2013/12/10,2017/06/07
(주)금호에이치티,214330,2011/12,,,,,,,,,,,,,,,,,,,,,,,2015/11/11,
(주)금호에이치티,214330,2012/12,,,,,,,,,,,,,,,,,,,,,,,2015/11/11,
(주)금호에이치티,214330,2013/12,10456454,124006030,7171940,47630734,425564,131799,0,8289430,230000,90563582,5983894,39324981,21915180,64093826,42932849,,9585.44,19716.68,293.77,0,0,4183.48,2015/11/11,
(주)금호에이치티,214330,2014/12,16325134,179174058,13452116,63008983,855851,53537,0,-5732102,4600000,110805833,369125,39937191,25981334,79326289,47796849,,16646.52,23222.55,802.31,0,0,5098.69,2015/11/11,
(주)금호에이치티,214330,2015/12,20339189,203071984,14971109,81388280,990738,45396,0,9868864,9765000,123875646,742412,38988266,28696569,86522457,42487367,555,18842.98,26405.66,945.34,0,0,6824.04,2015/11/11,
(주)금호에이치티,214330,2016/12,14295443,208574892,8354070,86282030,1235244,17002,0,23467650,9765000,156606980,4648006,49574660,30299760,90849794,70324951,514,12344.62,28513.07,1218.24,0,0,7914.03,2015/11/11,
(주)금호에이치티,214330,2017/12,8924225,179707629,4933421,90754420,1147411,195835,0,14172411,9765000,150164495,7211370,46752476,31489881,88316450,59410075,472,6627.54,25672.52,951.58,0,0,7298.52,2015/11/11,
(주)금호에이치티,214330,2018/12,10493446,209260006,7792877,124851870,2868262,264452,0,1469654,15831019,238380056,43575223,86743745,49440535,155547300,113528186,512,8336.43,28458.48,2603.81,0,0,7256.2,2015/11/11,
(주)금호에이치티,214330,2019/12,4059148,251095062,-75223,172630689,11721134,876408,0,7214831,23608582,322078193,64426161,132504381,48755715,204929138,149447504,525,324.01,33101.25,10844.73,0,0,8424.04,2015/11/11,
(주)금호에이치티,214330,2020/12,-4710924,219632557,-9813211,223139865,9730585,1496440,0,14753679,117904727,344298589,63068393,120052684,36939733,204851670,121158723,488,-8373.1,32579.2,8234.15,0,0,8718.1,2015/11/11,
(주)금화피에스시,036190,2011/12,,,,,,,,,,,,,,,,523,,,,,,,2000/12/26,
(주)금화피에스시,036190,2012/12,,,,,,,,,,,,,,,,561,,,,,,,2000/12/26,
(주)금화피에스시,036190,2013/12,27103680,166122419,22786047,117616926,5599,2097664,0,9648006,6000000,142932108,2694803,21706304,211891,89606593,25315182,615,30505.29,73647.96,-2387.07,4988.82,456.23,1976.7,2000/12/26,
(주)금화피에스시,036190,2014/12,23448696,189631759,21397903,133525938,16457,1778702,0,9016891,6000000,158057524,8385311,20654148,650775,92403274,24531587,704,27611.57,91534.51,-1970.41,6059.52,3135.01,2976.3,2000/12/26,
(주)금화피에스시,036190,2015/12,27682715,235969690,22676558,149051009,10491,1289205,0,24673698,6000000,189001800,16992167,34447722,572369,121277555,39950792,776,29246.17,112930.66,-1361.67,6279.96,4186.68,2329.03,2000/12/26,
