회사명,거래소코드,회계년도,* (정상)영업손익(보고서기재)(IFRS연결),매출액(수익)(*)(IFRS연결),당기순이익(손실)(IFRS연결),자본(*)(IFRS연결),이자비용(IFRS연결),이자수익(IFRS연결),배당금수익(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결),* 발행한 주식총수(*)(IFRS연결),자산(*)(IFRS연결),현금및현금성자산(*)(IFRS연결),유동부채(*)(IFRS연결),재고자산(*)(IFRS연결),유동자산(*)(IFRS연결),부채(*)(IFRS연결),합계_기말인원,법인세비용차감전(계속사업)손익(IFRS연결),인건비(IFRS연결),금융비용(IFRS연결),임차료(IFRS연결),세금과공과(IFRS연결),감가상각비(IFRS연결),상장일,상장폐지일
(주)CMG제약,058820,2011/12,640283,17751704,-1508282,18034249,181404,39831,0,-2560438,43693200,27305198,1152489,7633673,2743103,15341167,9270949,135,-1508.28,3118.67,141.57,376.12,0,1344.09,2001/08/31,
(주)CMG제약,058820,2012/12,-4205503,16255389,-6660149,31590685,542880,131363,0,-1572581,66025540,57108035,4674359,6793095,2955172,47109213,25517350,134,-6660.15,4712.51,411.52,401.09,0,1404.34,2001/08/31,
(주)CMG제약,058820,2013/12,791250,20402140,296181,48997281,1134104,796706,0,-3939013,86626866,55912563,21705184,5500075,4618718,38209699,6915281,136,311.19,4986.26,337.4,243.9,0,1116.14,2001/08/31,
(주)CMG제약,058820,2014/12,442322,22752584,158039,49002644,122840,270164,0,724893,86626866,58068326,8827046,8719202,4913103,28300941,9065682,164,158.04,5599.85,-147.32,215.13,0,1464.84,2001/08/31,
(주)CMG제약,058820,2015/12,-2572168,27041894,-3650091,46806888,79830,109662,0,2410205,88297244,56532821,2566167,8849994,5455617,26271614,9725933,156,-3650.09,6218.5,-29.83,195.67,0,1890.05,2001/08/31,
(주)CMG제약,058820,2016/12,1730753,32969825,1727895,101107635,0,153681,0,3321352,108707244,110979867,2148521,9136755,6393756,78772201,9872232,160,1642.24,6682.92,-153.68,293.08,0,2100.67,2001/08/31,
(주)CMG제약,058820,2017/12,1558607,41535588,2834901,97944019,0,1129441,0,1948086,108887244,109568153,3799004,10884321,7904518,81227330,11624134,200,2870.32,8786.99,-1129.44,543.32,0,1854.79,2001/08/31,
(주)CMG제약,058820,2018/12,2567820,49864782,6065026,103981846,0,502121,0,886779,108887244,114379880,13464430,8495060,8572582,81370415,10398033,222,3655.6,11342.93,-502.12,505.13,0,1846.11,2001/08/31,
(주)CMG제약,058820,2019/12,2603774,58622681,3051177,180158283,8593,1099682,0,2823387,138892244,192243166,18579821,9306387,9048933,150584066,12084883,241,3836.61,13817.61,-1091.09,477.47,0,2105.69,2001/08/31,
(주)CMG제약,058820,2020/12,,,,,,,,,,,,,,,,237,,,,,,,2001/08/31,
(주)DB하이텍,000990,2011/12,-43150444,552216245,-97946584,308061688,57547249,5642704,0,60749180,42923284,1199043869,40025028,794704783,77112663,279725559,890982181,2567,-93006.98,136223,51904.55,0,0,122718,1975/12/12,
(주)DB하이텍,000990,2012/12,-15621631,590786488,-31341318,290893335,50196743,4084735,0,73876619,44511167,1157755031,39917597,555433290,79262392,309144147,866861695,2304,-48770.77,137384,46112.01,0,0,110930.46,1975/12/12,
(주)DB하이텍,000990,2013/12,-9610612,493752028,-83046768,204756748,59545366,2914190,0,28380938,44511167,1058391832,35222233,476867874,72377687,222960700,853635085,2142,-81381.69,128629,56621.18,0,0,87686,1975/12/12,
(주)DB하이텍,000990,2014/12,45560248,567718224,-77008844,120702734,67650856,1900522,0,48078139,44511167,984876636,40369011,376436760,69179569,247582371,864173902,1999,-88969.82,128497,65745.33,0,0,82069,1975/12/12,
(주)DB하이텍,000990,2015/12,124968815,666594987,126733352,254057491,50040000,1335827,0,152722221,44511167,984643712,108132861,244044785,83459568,337757266,730586221,2004,115824.13,138722,48703.17,0,0,82878,1975/12/12,
(주)DB하이텍,000990,2016/12,172427930,773140180,88344018,341917315,39113564,1651000,0,248312191,44511167,986788572,115579823,274231115,76344778,368924211,644871257,2047,85493.54,138765,37461.56,0,0,79329,1975/12/12,
(주)DB하이텍,000990,2017/12,143195168,679737744,110175089,455797946,23682439,1966000,0,183124083,44511167,993950720,107494652,145225195,75018890,353662841,538152775,1940,104961.6,132417,21715.44,0,0,70294,1975/12/12,
(주)DB하이텍,000990,2018/12,112993143,669279136,86828768,558391531,16701486,3784234,0,180343534,44511167,1066533840,119106293,156796450,42891649,383378937,508142309,1955,96114,132673,12916.25,0,0,67381,1975/12/12,
(주)DB하이텍,000990,2019/12,181292188,807416423,104637012,644650730,13490314,3419258,0,161078351,44511167,1088889810,84776807,219715556,51837841,426263421,444239080,1979,143965.44,144912,10070.06,0,0,80265,1975/12/12,
(주)DB하이텍,000990,2020/12,239335181,935919766,166025591,794584513,6504852,2020767,0,309982630,44511167,1178581197,48293560,261704001,51848770,459208127,383996685,2012,209655.25,157692,4483.09,0,0,112126,1975/12/12,
(주)ES큐브,050120,2011/12,-3650245,53379952,-4796438,39245830,14839,509805,27468,1107724,23243905,55477032,3160449,14801430,5312339,34078195,16231202,237,-4596.12,14476.82,-522.43,1088.34,391.01,4185.32,2002/04/25,
(주)ES큐브,050120,2012/12,89337,55971147,-359216,39859681,51946,356510,61800,5224759,23393158,46281660,4071828,4802996,4844206,22707006,6421979,236,-111.95,15492.37,-366.36,1144.37,296.94,5342.89,2002/04/25,
(주)ES큐브,050120,2013/12,-1164611,58597361,-16455910,42372440,31106,322721,13263,2590980,36493326,47137573,10119258,3630549,6264936,38357211,4765132,100,-16158.72,15101.11,-304.88,995.63,478.73,4241.43,2002/04/25,
(주)ES큐브,050120,2014/12,171090,44459581,-615409,49628091,7707,630998,14250,2889415,36493326,56611836,25536887,6002775,6084161,46214758,6983745,27,-332.72,4775.85,-637.54,436.64,0,1784.29,2002/04/25,
(주)ES큐브,050120,2015/12,-4060426,42152967,-2307159,49654460,342236,529197,39960,-2778236,36493326,55620280,26509578,5378364,6783417,41180599,5965820,39,-2069.61,5261.84,-226.92,447.72,0,941.14,2002/04/25,
(주)ES큐브,050120,2016/12,2161041,34289385,21541047,71696122,240742,448295,1735,1240854,41621527,105164626,31283393,3406254,7447857,50885945,33468504,30,21717.37,4346.67,-209.29,324.72,0,651.13,2002/04/25,
(주)ES큐브,050120,2017/12,2248520,35745794,1737925,72816880,785009,420111,3086,2310978,83243054,105892131,24250014,3702478,8346570,51038158,33075251,35,1813.29,4158.1,361.81,198.49,0,1150.35,2002/04/25,
(주)ES큐브,050120,2018/12,-1211129,33763508,-6121462,70748607,1483631,711299,0,-1347532,83243054,112430896,26730206,37613190,9236879,45061626,41682289,30,-6069.56,4547.17,772.33,214.3,0,1871.03,2002/04/25,
(주)ES큐브,050120,2019/12,-2617071,43708239,-13767748,74038512,3824474,654074,0,75624795,83088255,463958680,111347468,230135454,7648032,359030693,389920168,30,-15380.59,5313.1,3170.4,727.6,0,1697.11,2002/04/25,
(주)ES큐브,050120,2020/12,10315988,80672425,-25292140,69497819,3334795,63877,0,-37420433,135640864,714889745,11045332,523911459,9415254,322209018,645391926,24,-22810.67,8012.05,3270.92,1098.02,0,1641.63,2002/04/25,
(주)HJ중공업,097230,2011/12,107974000,2891499000,-96920000,1866848000,197618000,26470000,0,-401788000,48288465,7036680000,854074000,2482598000,360584000,2391530000,5169832000,2785,-81762,203264,171148,55467,33450,112451,2007/08/31,
(주)HJ중공업,097230,2012/12,52914000,2549319000,-53214000,1715516000,193230000,18446000,0,-84391000,48288465,6585093000,731662000,2448324000,223809000,2274211000,4869577000,2634,-43042,213333,174784,58026,30092,110692,2007/08/31,
(주)HJ중공업,097230,2013/12,-69574000,2529341000,-190193000,1638998000,175374000,10980000,0,-321347000,69288465,6683379000,590556000,3284862000,601781000,2788908000,5044381000,2758,-257139,279734,157083,45626,27448,105292,2007/08/31,
(주)HJ중공업,097230,2014/12,-144988000,2520325000,-299811000,1573076000,164876000,8690000,0,-238336000,102288465,6470284000,350490000,2843001000,655829000,2647534000,4897208000,2544,-319669,280340,154517,42307,35824,98046,2007/08/31,
(주)HJ중공업,097230,2015/12,-79370000,3115473000,-260925000,1368589000,158440000,9612000,0,257547000,102288465,5914637000,163004000,3430218000,873978000,2429499000,4546048000,2632,-317241,283054,146576,52543,26448,101407,2007/08/31,
(주)HJ중공업,097230,2016/12,-79319000,2813271000,-334446000,895183000,135764000,9399000,0,-36763000,106052508,5256464000,138821000,2636927000,675011000,2372221000,4361281000,2473,-338330,281156,124253,51377,21183,81634,2007/08/31,
(주)HJ중공업,097230,2017/12,-116693000,2452314000,-277978000,577198000,107855000,5780000,0,385461000,106052508,4206655000,145442000,3329421000,709533000,1894161000,3629457000,2493,-276333,205593,99335,36130,21365,85674,2007/08/31,
(주)HJ중공업,097230,2018/12,61676000,1697869000,-1283647000,-708186000,100013000,6449000,0,420195000,106052508,2733620000,229003000,2140149000,519198000,1720906000,3441806000,2271,-8407,181945,90476,26996,15950,0,2007/08/31,
(주)HJ중공업,097230,2019/12,83839000,1628751000,306169000,244994000,121331000,6791000,0,155934000,83274281,2470222000,122434000,1845223000,363759000,1300538000,2225228000,2016,-22227,172176,104388,18095,39467,21286,2007/08/31,
(주)HJ중공업,097230,2020/12,51629000,1695815000,78346000,320003000,57798000,6628000,0,264454000,83274281,2193855000,213893000,1034561000,167158000,1067516000,1873852000,1944,12884,163168,50214,27414,18977,19818,2007/08/31,
(주)MH에탄올,023150,2011/12,603258,44785159,-4357312,42667338,5135026,984628,197400,178820,7000000,134206851,4086479,78266518,9734817,45677724,91539513,51,-3195.13,4441,3953,0,0,3614.59,1996/12/24,
(주)MH에탄올,023150,2012/12,5451733,59768175,287369,39678259,5045503,554057,0,-4906202,7000000,134385813,597206,81625166,20566965,50009828,94707555,52,1036.47,5785.63,4491.45,0,521.4,3529.45,1996/12/24,
(주)MH에탄올,023150,2013/12,3009741,62199887,7028234,45885523,3449237,296404,0,6114050,7000000,129697936,108868,75260635,12486229,43178092,83812413,51,708.93,5227.8,3152.83,0,478.82,3481.71,1996/12/24,
(주)MH에탄올,023150,2014/12,8744851,48983781,-203193,52788681,1555697,350917,0,5159224,7378526,85534839,7509,31619269,6986598,28731429,32746158,53,4569.59,4368.17,1204.78,0,324.98,827.61,1996/12/24,
(주)MH에탄올,023150,2015/12,11092013,50386203,7778593,57884347,873794,283482,0,13384066,7378526,78996052,3159526,20538639,3603074,22500870,21111704,47,10027.89,4383.54,590.31,0,319.33,1133.78,1996/12/24,
(주)MH에탄올,023150,2016/12,11874476,48897025,8144684,63581883,403741,109020,0,12245831,7378526,72339673,1365583,7640748,5538540,19709368,8757790,43,10451.38,4839.4,294.72,0,337.57,1168.22,1996/12/24,
(주)MH에탄올,023150,2017/12,8116711,51977132,4308068,106837344,2347045,3104263,0,3336890,7378526,500180086,14814756,189894170,5608722,84767703,393342742,48,6611.76,5833.99,-757.22,0,787.3,2855.26,1996/12/24,
(주)MH에탄올,023150,2018/12,1228204,72795863,-12033428,91585473,12835878,1703742,237495,-11269669,7378526,440177523,6903478,141080352,6538026,29576016,348592051,50,-9905.44,9214.1,10894.64,0,3291.57,12253.48,1996/12/24,
(주)MH에탄올,023150,2019/12,7829103,80879342,-7552043,79389077,10745704,192705,229356,11368931,7378526,451474451,9075329,282350933,8173323,32814839,372085374,47,-5455.05,9943.06,10323.64,0,3739.58,13564.46,1996/12/24,
(주)MH에탄올,023150,2020/12,15781923,94645239,3802823,80425495,12276917,203577,228020,18985796,7378526,449679366,12487284,146138663,8357467,37728511,369253871,54,5062.47,9962.15,11845.32,0,3301.28,15052.09,1996/12/24,
(주)SH에너지화학,002360,2011/12,4165988,173209351,1800972,65242326,1477868,147646,1711,5825197,111479950,104710740,5237442,34076575,11114123,50355479,39468414,109,2319.76,8434.07,1328.51,0,0,2127.66,1985/12/23,
(주)SH에너지화학,002360,2012/12,2183184,193950102,210854,64881202,1270453,12620,1811,-855725,111139950,103690070,2188211,29499813,14210523,50509179,38808867,112,794.58,10200.48,1256.02,0,0,2267.16,1985/12/23,
(주)SH에너지화학,002360,2013/12,6424227,231912218,4606872,69599141,1211307,13763,0,5949724,111139950,110488951,5531807,35131167,11944305,59051785,40889810,116,5333.94,12079.17,1197.54,0,0,2225.42,1985/12/23,
(주)SH에너지화학,002360,2014/12,21271907,230912587,16733050,84237197,797274,12362,0,24749424,111139950,110741407,7793768,20681148,13898172,60325646,26504210,140,21021.93,13048.34,784.91,0,0,2253.45,1985/12/23,
(주)SH에너지화학,002360,2015/12,22950175,216441364,12590617,91646221,270414,67263,0,24630676,111139950,115520726,19647658,17080931,11899473,68213722,23874505,146,17561.15,16592.48,203.15,0,0,2314.66,1985/12/23,
(주)SH에너지화학,002360,2016/12,24101160,218397677,18028878,104088887,114261,268795,0,11685757,111139950,124488724,26449147,12512423,11572141,84222915,20399837,148,23294.28,15744.19,-154.53,0,0,2283.93,1985/12/23,
(주)SH에너지화학,002360,2017/12,14181936,188114822,9879057,107693472,87453,267878,0,14208400,111139950,125312154,33117530,8284440,19985599,87597479,17618682,148,12568.38,14667,-180.43,0,0,2264.58,1985/12/23,
(주)SH에너지화학,002360,2018/12,2100669,183598766,2033570,105390892,92440,293943,0,5202762,111139950,122434685,29395933,6658546,22253999,85758694,17043794,156,2708.68,15291.7,-201.5,0,0,2326.43,1985/12/23,
(주)SH에너지화학,002360,2019/12,-3131128,140852575,-3090151,98999976,129835,414657,0,16081690,111139950,123415832,40801867,7524603,16753438,83558867,24415856,158,-3303.96,15136.04,-284.82,0,0,2522.63,1985/12/23,
(주)SH에너지화학,002360,2020/12,-7851791,93584262,-6945600,90008391,203144,304599,10226,4213790,111139950,117356594,32973581,7397527,9593716,72449407,27348204,161,-9343.77,15547.94,-111.68,0,0,2611.43,1985/12/23,
(주)SIMPAC,009160,2011/12,27346333,215365697,24976613,168941269,1306820,1941245,0,18427061,29084925,310879328,63806746,116979241,26468261,152885455,141938059,257,33983.56,17977.59,-634.43,0,0,2416.51,1989/07/29,
(주)SIMPAC,009160,2012/12,25191277,225353321,19285856,187860952,1623737,1943393,1820582,13157000,29084925,318665505,23996902,108358727,25350698,152757766,130804553,275,24369.48,18370.81,-2140.24,0,0,3172.02,1989/07/29,
(주)SIMPAC,009160,2013/12,23599349,205751154,20043596,208831047,1423590,1843263,2651710,12060558,29084925,361985890,9579706,133795401,25646140,108635043,153154843,277,27807.68,17849.27,-3071.38,0,0,3529.87,1989/07/29,
(주)SIMPAC,009160,2014/12,17341900,263152264,14312319,219125252,2046202,606677,48170,34443800,29084925,381939281,26579526,136708331,40715808,144850453,162814028,305,16767.93,28207.9,1391.36,0,0,5336.94,1989/07/29,
(주)SIMPAC,009160,2015/12,21241031,269528038,16449973,232007841,1449136,204674,54299,10256628,29084925,422833445,24992942,169308019,56208760,174086524,190825603,296,21963.27,31196.2,1190.16,0,0,5608.51,1989/07/29,
(주)SIMPAC,009160,2016/12,23566192,267074156,16183843,240416530,1407278,238155,52001,35245662,29084925,417865468,51893169,155344858,45959349,176778523,177448939,306,21702.15,30407.83,1117.12,0,0,5866.01,1989/07/29,
(주)SIMPAC,009160,2017/12,11697915,230634812,12895699,240826100,1158468,310802,0,-9543549,29084925,381158251,30772455,130651105,39255148,150671614,140332152,305,9576.89,26075.8,847.67,0,0,6782.55,1989/07/29,
(주)SIMPAC,009160,2018/12,10190572,306150809,69198558,435032869,2502486,917584,49960,37360242,65429516,681750819,112467533,228518804,110042965,310736335,246717950,500,71517.28,31469.15,1534.94,0,0,9733.59,1989/07/29,
(주)SIMPAC,009160,2019/12,11141319,430085162,9487516,441195485,3213238,1713090,9466,37470315,65429516,679145850,127867537,219489571,88166502,289195402,237950364,491,13075.08,37403.36,1490.68,0,0,13506.36,1989/07/29,
(주)SIMPAC,009160,2020/12,7787378,365863303,34139484,463986165,2954966,762180,6245,-17042761,65429516,737277692,123731014,249080266,131733391,353237849,273291527,484,42861.69,38332.83,2186.54,0,0,13090.53,1989/07/29,
(주)SNT에너지,100840,2011/12,,,,,,,,,,,,,,,,184,,,,,,,2008/02/22,
(주)SNT에너지,100840,2012/12,,,,,,,,,,,,,,,,195,,,,,,,2008/02/22,
(주)SNT에너지,100840,2013/12,,,,,,,,,,,,,,,,209,,,,,,,2008/02/22,
(주)SNT에너지,100840,2014/12,,,,,,,,,,,,,,,,218,,,,,,,2008/02/22,
(주)SNT에너지,100840,2015/12,,,,,,,,,,,,,,,,232,,,,,,,2008/02/22,
(주)SNT에너지,100840,2016/12,,,,,,,,,,,,,,,,218,,,,,,,2008/02/22,
(주)SNT에너지,100840,2017/12,,,,,,,,,,,,,,,,195,,,,,,,2008/02/22,
(주)SNT에너지,100840,2018/12,,,,,,,,,,,,,,,,190,,,,,,,2008/02/22,
(주)SNT에너지,100840,2019/12,17473548,213326726,15452273,244954910,9865,1055090,4725,-40064824,7506711,333897235,21039331,67469967,10208805,204986584,88942325,191,20073.13,15404.41,-1049.95,0,0,2268.24,2008/02/22,
(주)SNT에너지,100840,2020/12,23125971,237399736,9787541,235772710,53450,167870,4500,70341151,7506711,335351657,67800802,80879383,6105733,203747270,99578947,192,13630.74,16134.73,-118.92,0,0,2390.1,2008/02/22,
(주)SNT홀딩스,036530,2011/12,120504644,1663846065,87196578,1311007481,7143963,6872533,381787,86981830,14923423,2124828265,233373653,597785981,274834022,1041841182,813820784,9,123027.05,153640.27,-110.36,0,0,39569.08,2002/10/22,
(주)SNT홀딩스,036530,2012/12,85693573,1668749904,63253909,1318022867,4226517,5789768,293091,57310654,14923423,2074903906,194157169,540250663,280540811,998857779,756881039,9,80967.58,167447.63,-1856.34,0,0,42897.66,2002/10/22,
(주)SNT홀딩스,036530,2013/12,84798090,1576368464,53763061,1374365240,2791257,5627943,164229,94174241,14923423,2149176237,276440760,569273848,311174402,1070812404,774810996,8,72179.66,176288.73,-3000.92,0,0,42096.18,2002/10/22,
(주)SNT홀딩스,036530,2014/12,65504975,1552374806,66985248,1356040938,1905308,5300534,258631,95278602,14923423,2039388864,243530561,477795324,283952471,994978341,683347926,8,75546.55,165761.63,-3653.86,0,0,42796.51,2002/10/22,
(주)SNT홀딩스,036530,2015/12,161533664,1612746929,116419931,1529249091,739116,4876879,409763,120263344,15370076,2169311305,359044775,433769566,268780766,1140793639,640062214,8,174720.57,168461.5,-4547.53,0,0,45219.21,2002/10/22,
(주)SNT홀딩스,036530,2016/12,72283066,1537700275,10146568,1530892611,252333,4829764,47088,143865685,15830105,2210178425,431998241,487107956,236908975,1205349271,679285814,8,36876.54,150994.85,-4624.52,0,0,47551.32,2002/10/22,
(주)SNT홀딩스,036530,2017/12,60637139,1508152132,25863066,1519293154,339401,4868409,54939,104208804,15830105,2146174938,413299290,448821933,215870141,1187727595,626881784,7,30329.6,147333.04,-4583.95,0,0,47732.51,2002/10/22,
(주)SNT홀딩스,036530,2018/12,72650119,1401307482,73732317,1503275496,1214990,7950442,24023,128942884,16303886,2113834573,268803322,381612594,220256725,1168023374,610559077,10,103102.28,143630.87,-6759.48,0,0,43947.56,2002/10/22,
(주)SNT홀딩스,036530,2019/12,126277061,1512114565,124509305,1625933047,686117,9863773,38178,89185851,16303886,2236679025,375881409,405603647,229809615,1266526398,610745978,10,146019.48,140966.37,-9215.83,0,0,42984.3,2002/10/22,
(주)SNT홀딩스,036530,2020/12,127086173,1435754699,77889420,1617529065,830850,6946002,38401,261292399,16303886,2270485740,364820275,461442515,216342558,1241961812,652956674,9,102501.36,133902.74,-6153.55,0,0,40855.44,2002/10/22,
(주)STX,011810,2011/12,234608000,5967701000,222363000,1915942000,140928000,18485000,210000,55801000,59943040,5234175000,233297000,2041868000,315306000,1430457000,3318233000,392,151483,141304,122233,28763,9223,71037,1990/09/12,
(주)STX,011810,2012/12,-410811000,6159850000,-490928000,1506639000,131782000,22048000,22000,250636000,60394160,5067029000,306062000,2363189000,182590000,1484305000,3560390000,375,-520202,163958,109712,30773,9202,66871,1990/09/12,
(주)STX,011810,2013/12,-961776000,2449401000,-1595630000,-509663000,89818000,15990000,2000,130779000,61478240,1342520000,65147000,1278680000,94076000,793607000,1852183000,177,-1496671,128770,73826,17162,4881,26883,1990/09/12,
(주)STX,011810,2014/12,35691000,1634606000,380584000,93662000,46824000,11067000,2000,-76097000,29845269,1255002000,111282000,788697000,207648000,893610000,1161340000,124,361948,87303,35755,8679,2298,9178,1990/09/12,
(주)STX,011810,2015/12,-34170000,1630827000,-48982000,72342000,40644000,10880000,2000,-15950000,29879719,1267224000,77005000,866685000,316312000,902119000,1194882000,127,-58278,90723,29762,6852,2309,8198,1990/09/12,
(주)STX,011810,2016/12,-34169000,1720153000,-457446000,-330596000,37511000,4230000,2000,57833000,47331679,707709000,47692000,974743000,226131000,486347000,1038305000,120,-457898,64933,33279,6134,1478,6907,1990/09/12,
(주)STX,011810,2017/12,44053000,1803878000,334386000,42560000,21843000,2511000,2000,100295000,19133430,627542000,95504000,553981000,181620000,475786000,584982000,119,334626,52472,19330,5718,938,3030,1990/09/12,
(주)STX,011810,2018/12,-14778000,1502985000,9107000,64028000,13206000,2453000,2000,-48114000,19726902,554061000,44279000,463598000,129417000,422861000,490033000,110,9775,54450,10751,4914,682,2949,1990/09/12,
(주)STX,011810,2019/12,1748000,1471164000,-33218000,56291000,15626000,3117000,2000,528000,19726902,560107000,40025000,439806000,118778000,386401000,503816000,116,-32919,61618,12507,3440,834,5584,1990/09/12,
(주)STX,011810,2020/12,-493000,975567000,-20448000,81729000,12560000,2296000,2000,57915000,19726902,617563000,26120000,458274000,102015000,319912000,535834000,85,-20566,58956,10262,1957,945,9460,1990/09/12,
(주)TCC스틸,002710,2011/12,11421367,514424043,4557868,225441968,8114981,663850,452042,-10245999,16000000,454329510,5323614,165589918,79633257,183481284,228887542,315,5592.21,31741.46,6999.09,0,0,6637.1,1984/12/21,
(주)TCC스틸,002710,2012/12,5933944,501337475,124581,225998781,10432463,818724,665090,-4610373,17000000,547013976,15783640,191715329,100648536,218440703,321015196,319,353.99,31364.2,8948.65,0,0,9189.44,1984/12/21,
(주)TCC스틸,002710,2013/12,-7745721,500832754,-19955830,205738102,13182471,1391676,590726,-29220038,18000000,543708595,13813767,155751890,117184576,220034732,337970494,311,-24102.36,40300.68,11200.07,0,0,12659.92,1984/12/21,
(주)TCC스틸,002710,2014/12,344471,518995240,-15813610,189038004,13854998,1266208,573094,-21440429,19000000,551000563,5864762,283660429,124343812,233224033,361962559,306,-14942.48,56610.96,12015.7,0,0,13625.33,1984/12/21,
(주)TCC스틸,002710,2015/12,15855157,495795871,-110218983,86012476,7297746,569539,595786,30047778,22342500,376394571,10425620,153614700,48965898,240184174,290382095,281,-15211.29,48734.92,6132.42,0,0,10628.98,1984/12/21,
(주)TCC스틸,002710,2016/12,15351135,444453635,16948843,103337634,6078027,557827,472569,-35273178,22342500,282914735,8916043,94244692,51850499,120777516,179577101,277,23634.17,46664.61,5047.63,0,0,6381.22,1984/12/21,
(주)TCC스틸,002710,2017/12,8106455,391370092,1503708,100915803,5220217,554138,1422887,-1168958,22342500,278692540,8669938,160048884,52771855,120243911,177776736,283,5082.56,47434.45,3243.19,0,0,5733.16,1984/12/21,
(주)TCC스틸,002710,2018/12,17080602,413176279,9755131,112246210,5179538,553272,1775978,21492009,22342500,304781579,23250080,93172096,69197191,152165969,192535369,277,15364.23,52444.71,2850.29,0,0,5336.28,1984/12/21,
(주)TCC스틸,002710,2019/12,12856170,437173902,5037267,116843135,5675854,732748,1301034,-6746810,22342500,314210087,14972034,165995910,72619098,148991647,197366953,275,10751.59,53640.45,3642.07,0,0,6394.81,1984/12/21,
(주)TCC스틸,002710,2020/12,970928,431797912,-1687460,121130879,6061332,513669,882934,-5592098,23000000,306758932,13900650,133757972,54240200,136857884,185628052,271,-464.3,52172.23,4664.73,0,0,6728.98,1984/12/21,
(주)가비아,079940,2011/12,8180883,52838864,7014899,48665742,367186,591238,9575,9650833,12735684,64954440,12010183,13905604,14450,28837190,16288697,191,8869.91,12357.14,-233.63,0,437.29,4249.65,2005/10/19,
(주)가비아,079940,2012/12,7619962,69058144,9419144,58945247,493791,579943,3683032,13224986,13335684,85244515,12997549,14858349,248459,31997486,26299269,211,11450.53,15463.28,-3769.18,0,624.83,5800.5,2005/10/19,
(주)가비아,079940,2013/12,7033504,70675565,9505713,68600227,444815,606811,2642189,12813443,13335684,91231294,12326982,14999568,93612,37411881,22631067,228,11314.45,16961.99,-2804.19,0,694.21,6541.4,2005/10/19,
(주)가비아,079940,2014/12,8382688,80432047,6752737,75509702,340937,599267,0,16223625,13535684,98544072,15906033,16229926,0,41920706,23034370,247,8012.09,18747.79,-258.33,0,761.8,6565.12,2005/10/19,
(주)가비아,079940,2015/12,11349094,91648622,8530281,84096148,175055,560473,0,19257887,13535684,105081568,23217895,13210992,0,52239105,20985420,262,10236.59,21669.17,-385.42,0,873.98,7060.73,2005/10/19,
(주)가비아,079940,2016/12,12549259,102178978,10177685,95951841,150039,520024,0,17871404,13535684,125796754,25443558,20386590,1363738,60241586,29844914,268,11234.04,26464.1,-369.99,0,950.7,7134.03,2005/10/19,
(주)가비아,079940,2017/12,12712157,116217941,9669613,99896520,236636,562266,0,20444884,13535684,133382584,29957017,29400833,1675464,66113388,33486064,275,11168.63,29193.46,-325.63,0,1110.37,7536.18,2005/10/19,
(주)가비아,079940,2018/12,18188449,128728438,15340647,114187490,291945,654647,0,21870330,13535684,151440505,30287387,29792809,1982294,78058272,37253015,280,18069.76,35863.18,-362.7,0,1321.38,7349.46,2005/10/19,
(주)가비아,079940,2019/12,23736596,148306878,21102390,134959139,693082,653686,0,36950567,13535684,199916131,28753330,43098923,2643604,86880807,64956993,277,24758.25,72513.48,39.4,0,0,20168.48,2005/10/19,
(주)가비아,079940,2020/12,28545232,169044955,23751739,173203629,486898,650576,330000,50082909,13535684,260025259,51902962,50679127,3060285,123738031,86821629,298,27523.15,44441.09,-493.68,0,0,20228.58,2005/10/19,
(주)가온칩스,399720,2018/12,,,,,,,,,,,,,,,,,,,,,,,2022/05/20,
(주)가온칩스,399720,2019/12,,,,,,,,,,,,,,,,,,,,,,,2022/05/20,
(주)가온칩스,399720,2020/12,,,,,,,,,,,,,,,,,,,,,,,2022/05/20,
(주)강스템바이오텍,217730,2013/12,,,,,,,,,,,,,,,,,,,,,,,2015/12/21,
(주)강스템바이오텍,217730,2014/12,,,,,,,,,,,,,,,,,,,,,,,2015/12/21,
(주)강스템바이오텍,217730,2015/12,,,,,,,,,,,,,,,,62,,,,,,,2015/12/21,
(주)강스템바이오텍,217730,2016/12,,,,,,,,,,,,,,,,79,,,,,,,2015/12/21,
(주)강스템바이오텍,217730,2017/12,-11737865,9132939,-11531949,24482163,1439546,292295,0,-10646869,16251712,47198979,3913815,6368374,1725225,25246012,22716816,75,-10124.66,7236.68,1147.25,0,0,1094.24,2015/12/21,
(주)강스템바이오텍,217730,2018/12,-11693969,9165454,-14294032,47581374,949916,186442,9600,-11476851,20824937,73194018,3221946,20056267,1918575,48992790,25612644,89,-14063.45,8742.06,753.87,0,0,1237.22,2015/12/21,
(주)강스템바이오텍,217730,2019/12,-23153708,6004584,-26394472,68719236,1076801,426122,0,-13321543,24089371,113643697,7680863,20598774,266393,55408095,44924460,102,-26302.21,11035.17,650.68,0,0,2097.27,2015/12/21,
(주)강스템바이오텍,217730,2020/12,-18725365,9137898,-19745799,48638871,560710,874079,8000,-13994255,25376658,82505287,9968672,12206140,354859,44750599,33866416,93,-19755.78,10228.36,-321.37,0,0,2993.79,2015/12/21,
(주)강원랜드,035250,2011/12,488541474,1265686425,381175313,2257362696,427568,39845774,0,417827759,213940500,2711401782,53543055,440884890,2245975,1163791156,454039086,3145,499670.55,252924.88,-39418.21,0,0,65114.59,2003/09/04,
