회사명,거래소코드,회계년도,자산(*)(IFRS연결)(천원),자본(*)(IFRS연결)(천원),* (정상)영업손익(보고서기재)(IFRS연결)(천원),당기순이익(손실)(IFRS연결)(천원),매출액(수익)(*)(IFRS연결)(천원),상장일,상장폐지일
(주)제우스,079370,2016/12,290814358,171438309,24030277,19513108,290847560,2006/02/01,
(주)제우스,079370,2017/12,337919035,183722269,33024902,18870684,359108584,2006/02/01,
(주)제우스,079370,2018/12,402378729,214612467,40108158,31042535,453591917,2006/02/01,
(주)제우스,079370,2019/12,381353568,228826484,18187673,14176254,323487856,2006/02/01,
(주)제우스,079370,2020/12,442573139,242101193,18208701,18142820,360024803,2006/02/01,
(주)제이브이엠,054950,2011/12,,,,,,2006/06/07,
(주)제이브이엠,054950,2012/12,,,,,,2006/06/07,
(주)제이브이엠,054950,2013/12,,,,,,2006/06/07,
(주)제이브이엠,054950,2014/12,169978846,98831703,12045955,10106492,88207498,2006/06/07,
(주)제이브이엠,054950,2015/12,162327995,104899504,6469410,5215643,88459262,2006/06/07,
(주)제이브이엠,054950,2016/12,176621064,112166755,14788281,11098157,98148858,2006/06/07,
(주)제이브이엠,054950,2017/12,172422167,121143392,18741991,11460016,106175851,2006/06/07,
(주)제이브이엠,054950,2018/12,176737139,123167202,13297487,8158512,103635370,2006/06/07,
(주)제이브이엠,054950,2019/12,180112579,123609460,10461825,5800049,110144570,2006/06/07,
(주)제이브이엠,054950,2020/12,199931447,137355089,15704538,10441549,115411407,2006/06/07,
(주)제이스텍,090470,2011/12,,,,,,2007/01/10,
(주)제이스텍,090470,2012/12,,,,,,2007/01/10,
(주)제이스텍,090470,2013/12,,,,,,2007/01/10,
(주)제이스텍,090470,2014/12,,,,,,2007/01/10,
(주)제이스텍,090470,2015/12,,,,,,2007/01/10,
(주)제이스텍,090470,2016/12,147314237,56356398,16964107,11856366,150786216,2007/01/10,
(주)제이스텍,090470,2017/12,181942500,129059688,100647459,74149098,570820560,2007/01/10,
(주)제이스텍,090470,2018/12,143329237,129975200,6258629,8017218,126230077,2007/01/10,
(주)제이스텍,090470,2019/12,152785429,129569213,398928,1054683,126892960,2007/01/10,
(주)제이스텍,090470,2020/12,146674142,114559472,-10267853,-14573707,114448676,2007/01/10,
(주)제이시스메디칼,287410,2017/12,,,,,,2018/05/08,
(주)제이시스메디칼,287410,2018/12,,,,,,2018/05/08,
(주)제이시스메디칼,287410,2019/12,,,,,,2018/05/08,
(주)제이시스메디칼,287410,2020/12,,,,,,2018/05/08,
(주)제이앤티씨,204270,2011/12,,,,,,2020/03/04,
(주)제이앤티씨,204270,2012/12,,,,,,2020/03/04,
(주)제이앤티씨,204270,2013/12,,,,,,2020/03/04,
(주)제이앤티씨,204270,2014/12,217229699,88096511,32386875,21383408,236313997,2020/03/04,
(주)제이앤티씨,204270,2015/12,245074446,102424392,11547945,13073478,213486041,2020/03/04,
(주)제이앤티씨,204270,2016/12,343316781,128891650,47591799,27596786,304392468,2020/03/04,
(주)제이앤티씨,204270,2017/12,342281791,179470907,13379048,5063731,268255947,2020/03/04,
(주)제이앤티씨,204270,2018/12,361123753,204904650,25496039,28114476,229357031,2020/03/04,
(주)제이앤티씨,204270,2019/12,443616096,292323558,95471193,87692890,386150387,2020/03/04,
(주)제이앤티씨,204270,2020/12,550623583,388732970,74903661,59349920,347772920,2020/03/04,
(주)제이에스코퍼레이션,194370,2011/12,,,,,,2016/02/04,
(주)제이에스코퍼레이션,194370,2012/12,,,,,,2016/02/04,
(주)제이에스코퍼레이션,194370,2013/12,57975286,36530687,11887459,6098153,104900875,2016/02/04,
(주)제이에스코퍼레이션,194370,2014/12,124471100,56185677,21421773,19059162,161955381,2016/02/04,
(주)제이에스코퍼레이션,194370,2015/12,158996597,98643961,21579018,19594387,240294265,2016/02/04,
(주)제이에스코퍼레이션,194370,2016/12,198836135,155394495,12399008,10511358,188518472,2016/02/04,
(주)제이에스코퍼레이션,194370,2017/12,190454998,156422682,15151255,5760615,236280602,2016/02/04,
(주)제이에스코퍼레이션,194370,2018/12,189468046,155255164,4477122,5862116,205633846,2016/02/04,
(주)제이에스코퍼레이션,194370,2019/12,201631124,156910658,11098653,8222161,253067075,2016/02/04,
(주)제이에스코퍼레이션,194370,2020/12,504395888,150694988,7945475,2319865,402818975,2016/02/04,
(주)제이에스티나,026040,2011/12,89444440,45858570,5726486,4477022,95180590,1999/12/21,
(주)제이에스티나,026040,2012/12,96326673,54932345,7521818,7571514,122360018,1999/12/21,
(주)제이에스티나,026040,2013/12,104128753,63074303,10061017,8518891,139336459,1999/12/21,
(주)제이에스티나,026040,2014/12,119804318,75933842,10351968,8959245,158606188,1999/12/21,
(주)제이에스티나,026040,2015/12,130816043,83120974,4137163,3221164,155347008,1999/12/21,
(주)제이에스티나,026040,2016/12,124877857,79378815,7893021,3423984,170252209,1999/12/21,
(주)제이에스티나,026040,2017/12,109851511,72021474,-48277,-3628728,139948666,1999/12/21,
(주)제이에스티나,026040,2018/12,115242227,71446974,-856462,243541,127351326,1999/12/21,
(주)제이에스티나,026040,2019/12,82018191,45305565,-28539486,-33441723,96140824,1999/12/21,
(주)제이에스티나,026040,2020/12,67905196,30927611,-13714442,-13799024,60003207,1999/12/21,
(주)제이에스피브이,250300,2013/12,,,,,,2016/08/10,2019/03/04
(주)제이에스피브이,250300,2014/12,,,,,,2016/08/10,2019/03/04
(주)제이에스피브이,250300,2015/12,,,,,,2016/08/10,2019/03/04
(주)제이에스피브이,250300,2016/12,,,,,,2016/08/10,2019/03/04
(주)제이에스피브이,250300,2017/12,,,,,,2016/08/10,2019/03/04
(주)제이에이치코오스,065310,2011/12,23667074,15367096,-1767784,-11202630,37499413,2002/07/19,2012/05/31
(주)제이엘케이,322510,2015/12,,,,,,2019/12/11,
(주)제이엘케이,322510,2016/12,,,,,,2019/12/11,
(주)제이엘케이,322510,2017/12,,,,,,2019/12/11,
(주)제이엘케이,322510,2018/12,,,,,,2019/12/11,
(주)제이엘케이,322510,2019/12,38698295,36300721,-10793760,-10644155,229534,2019/12/11,
(주)제이엘케이,322510,2020/12,46553184,30669401,-7533992,-7637096,4489991,2019/12/11,
(주)제이와이피엔터테인먼트,035900,2011/06,23035657,18418988,101481,257342,10237110,2001/08/30,
(주)제이와이피엔터테인먼트,035900,2012/12,24581917,14105888,-6527263,-9872702,15067289,2001/08/30,
(주)제이와이피엔터테인먼트,035900,2013/12,69003855,46703282,-2553317,-3944889,21324437,2001/08/30,
(주)제이와이피엔터테인먼트,035900,2014/12,73883530,55951265,8256638,7850144,48482477,2001/08/30,
(주)제이와이피엔터테인먼트,035900,2015/12,74088719,58815279,4198535,3223273,50557051,2001/08/30,
(주)제이와이피엔터테인먼트,035900,2016/12,86571518,67041728,13811808,8524636,73645283,2001/08/30,
(주)제이와이피엔터테인먼트,035900,2017/12,124428024,85760413,19462607,16369258,102241864,2001/08/30,
(주)제이와이피엔터테인먼트,035900,2018/12,159341920,127968053,28748634,24275342,124821138,2001/08/30,
(주)제이와이피엔터테인먼트,035900,2019/12,207839679,162349944,43458525,31220338,155435845,2001/08/30,
(주)제이와이피엔터테인먼트,035900,2020/12,223949703,186247335,44136483,29636398,144399022,2001/08/30,
(주)제이웨이,058420,2011/12,,,,,,2002/01/10,
(주)제이웨이,058420,2012/12,,,,,,2002/01/10,
(주)제이웨이,058420,2013/12,12513349,8824235,-1726344,-4271455,12898433,2002/01/10,
(주)제이웨이,058420,2014/12,7863481,5252531,-2273982,-3427943,13840273,2002/01/10,
(주)제이웨이,058420,2015/12,8904595,7103805,537355,156583,13815789,2002/01/10,
(주)제이웨이,058420,2016/12,10418151,9164220,-1047983,-1623941,7477631,2002/01/10,
(주)제이웨이,058420,2017/12,7887931,6701638,-2449985,-4122699,6935809,2002/01/10,
(주)제이웨이,058420,2018/12,21496507,10368390,-1450828,-3018698,13099806,2002/01/10,
(주)제이웨이,058420,2019/12,21075399,12787425,-1247159,-3039308,11406518,2002/01/10,
(주)제이웨이,058420,2020/12,17552969,5769889,-7611689,-16805565,11051474,2002/01/10,
(주)제이콘텐트리,036420,2011/12,262663421,81483792,17499919,17736181,136847775,2000/03/23,2019/10/18
(주)제이콘텐트리,036420,2012/12,514509318,132175393,42557816,24341816,393160866,2000/03/23,2019/10/18
(주)제이콘텐트리,036420,2013/12,506503219,137986966,37422969,3720199,401082440,2000/03/23,2019/10/18
(주)제이콘텐트리,036420,2014/12,481081216,165173382,34800618,14516031,394058023,2000/03/23,2019/10/18
(주)제이콘텐트리,036420,2015/12,455951828,78224723,31392640,19629840,349718764,2000/03/23,2019/10/18
(주)제이콘텐트리,036420,2016/12,550190463,125016600,28941769,22403344,335160647,2000/03/23,2019/10/18
(주)제이콘텐트리,036420,2017/12,661939538,235733191,33348962,10885510,420319379,2000/03/23,2019/10/18
(주)제이콘텐트리,036420,2018/12,821203465,420933662,34745943,25554700,511279166,2000/03/23,2019/10/18
(주)제이테크놀로지,035480,2011/12,,,,,,1999/11/18,2019/12/12
(주)제이테크놀로지,035480,2012/12,81679573,21278582,-7854841,-10093246,45388751,1999/11/18,2019/12/12
(주)제이테크놀로지,035480,2013/12,71759851,25564713,-6575638,-22408363,47701963,1999/11/18,2019/12/12
(주)제이테크놀로지,035480,2014/12,54290417,35135146,8382153,1675933,46109159,1999/11/18,2019/12/12
(주)제이테크놀로지,035480,2015/12,,,,,,1999/11/18,2019/12/12
(주)제이테크놀로지,035480,2016/12,,,,,,1999/11/18,2019/12/12
(주)제이테크놀로지,035480,2017/12,66091545,38528428,-12652953,-20075622,8116103,1999/11/18,2019/12/12
(주)제이테크놀로지,035480,2018/12,,,,,,1999/11/18,2019/12/12
(주)제이티,089790,2011/12,,,,,,2006/10/27,
(주)제이티,089790,2012/12,,,,,,2006/10/27,
(주)제이티,089790,2013/12,,,,,,2006/10/27,
(주)제이티,089790,2014/12,48910276,26800856,6280361,6297859,44435428,2006/10/27,
(주)제이티,089790,2015/12,,,,,,2006/10/27,
(주)제이티,089790,2016/12,,,,,,2006/10/27,
(주)제이티,089790,2017/12,,,,,,2006/10/27,
(주)제이티,089790,2018/12,,,,,,2006/10/27,
(주)제이티,089790,2019/12,57029871,26698429,6153285,3787410,42388224,2006/10/27,
(주)제이티,089790,2020/12,54506278,31995001,5316366,5204283,44608947,2006/10/27,
(주)제일기획,030000,2011/12,1810592894,717819154,108629820,95731300,1758178413,1998/03/03,
(주)제일기획,030000,2012/12,1994709278,699167324,125954461,99167497,2365019211,1998/03/03,
(주)제일기획,030000,2013/12,1704530969,668560220,129986589,102269219,2709281436,1998/03/03,
(주)제일기획,030000,2014/12,1843852104,882689822,126772497,102022309,2666255722,1998/03/03,
(주)제일기획,030000,2015/12,1866861902,800339976,127217996,81740961,2806713644,1998/03/03,
(주)제일기획,030000,2016/12,2151431627,776284595,149549496,90648134,3232593889,1998/03/03,
(주)제일기획,030000,2017/12,2238293235,855988046,156535958,128372886,3374986899,1998/03/03,
(주)제일기획,030000,2018/12,2172078164,892792830,181096627,131868993,3477880994,1998/03/03,
(주)제일기획,030000,2019/12,2252767352,956815589,205813034,139453304,3421672988,1998/03/03,
(주)제일기획,030000,2020/12,2242463952,1015529269,204917150,158280184,2747921881,1998/03/03,
(주)제일바이오,052670,2011/12,,,,,,2002/01/24,
(주)제일바이오,052670,2012/12,,,,,,2002/01/24,
(주)제일바이오,052670,2013/12,,,,,,2002/01/24,
(주)제일바이오,052670,2014/12,,,,,,2002/01/24,
(주)제일바이오,052670,2015/12,,,,,,2002/01/24,
(주)제일바이오,052670,2016/12,,,,,,2002/01/24,
(주)제일바이오,052670,2017/12,,,,,,2002/01/24,
(주)제일바이오,052670,2018/12,,,,,,2002/01/24,
(주)제일바이오,052670,2019/12,,,,,,2002/01/24,
(주)제일바이오,052670,2020/12,,,,,,2002/01/24,
(주)제일테크노스,038010,2011/12,95269202,32142145,3646066,2277765,122427564,2000/01/11,
(주)제일테크노스,038010,2012/12,102431222,33824709,4961796,2042625,137797662,2000/01/11,
(주)제일테크노스,038010,2013/12,122072027,38326242,3701070,4587231,135810178,2000/01/11,
(주)제일테크노스,038010,2014/12,138967212,61791305,9868032,5059224,146164435,2000/01/11,
(주)제일테크노스,038010,2015/12,144671637,65050690,6666303,4651854,143614275,2000/01/11,
(주)제일테크노스,038010,2016/12,148643896,66558267,4529774,2230389,144645727,2000/01/11,
(주)제일테크노스,038010,2017/12,157904818,70509669,5642061,3559490,153078017,2000/01/11,
(주)제일테크노스,038010,2018/12,160194091,74310613,8919986,5310949,160764315,2000/01/11,
(주)제일테크노스,038010,2019/12,159138352,76331006,4897130,4299304,167024919,2000/01/11,
(주)제일테크노스,038010,2020/12,153965042,72292731,-2504356,-4334666,136052457,2000/01/11,
(주)제주반도체,080220,2011/12,61576489,55974233,14118642,13061557,82168560,2005/02/01,
(주)제주반도체,080220,2012/12,53864706,49266669,-2757926,-10189603,28675228,2005/02/01,
(주)제주반도체,080220,2013/12,55379872,39559583,-7102023,-9745909,13980911,2005/02/01,
(주)제주반도체,080220,2014/12,61478486,40188685,-7080133,-106662,33252748,2005/02/01,
(주)제주반도체,080220,2015/12,86165615,38689972,1094077,-609829,57664032,2005/02/01,
(주)제주반도체,080220,2016/12,87510890,37784947,463433,-811421,56630491,2005/02/01,
(주)제주반도체,080220,2017/12,93135313,51393895,8433248,3941155,117036992,2005/02/01,
(주)제주반도체,080220,2018/12,226049083,95206915,12795520,9054455,148727537,2005/02/01,
(주)제주반도체,080220,2019/12,224203060,89786361,6146949,-4870020,162112446,2005/02/01,
(주)제주반도체,080220,2020/12,207127746,109871359,5296444,9083573,181540829,2005/02/01,
(주)제주항공,089590,2011/12,,,,,,2015/11/06,
(주)제주항공,089590,2012/12,,,,,,2015/11/06,
(주)제주항공,089590,2013/12,,,,,,2015/11/06,
(주)제주항공,089590,2014/12,,,,,,2015/11/06,
(주)제주항공,089590,2015/12,,,,,,2015/11/06,
(주)제주항공,089590,2016/12,600309976,271928097,58415264,52974879,747613396,2015/11/06,
(주)제주항공,089590,2017/12,800417836,331421849,101318497,77796715,996357341,2015/11/06,
(주)제주항공,089590,2018/12,1031605312,382410696,101202718,70878373,1259395676,2015/11/06,
(주)제주항공,089590,2019/12,1467507641,325119008,-32889587,-33117598,1383976262,2015/11/06,
(주)제주항공,089590,2020/12,1168566447,216811873,-335816214,-306475796,377045661,2015/11/06,
(주)제테마,216080,2017/12,,,,,,2019/11/14,
(주)제테마,216080,2018/12,,,,,,2019/11/14,
(주)제테마,216080,2019/12,,,,,,2019/11/14,
(주)제테마,216080,2020/12,,,,,,2019/11/14,
(주)젠큐릭스,229000,2013/12,,,,,,2020/06/25,
(주)젠큐릭스,229000,2014/12,,,,,,2020/06/25,
(주)젠큐릭스,229000,2015/12,,,,,,2020/06/25,
(주)젠큐릭스,229000,2016/12,,,,,,2020/06/25,
(주)젠큐릭스,229000,2017/12,,,,,,2020/06/25,
(주)젠큐릭스,229000,2018/12,,,,,,2020/06/25,
(주)젠큐릭스,229000,2019/12,,,,,,2020/06/25,
(주)젠큐릭스,229000,2020/12,63977712,53910975,-9266624,32964469,1571992,2020/06/25,
(주)젬백스&카엘,082270,2011/12,131524668,73878073,-8491851,-10481608,52118032,2005/06/24,
(주)젬백스&카엘,082270,2012/12,132988657,61286269,-5353654,-12589082,64496340,2005/06/24,
(주)젬백스&카엘,082270,2013/12,144998535,66566900,-10574251,-3348540,66529832,2005/06/24,
(주)젬백스&카엘,082270,2014/12,106287676,43935090,-5555648,-29834392,101050951,2005/06/24,
(주)젬백스&카엘,082270,2015/12,180232735,99176537,-2760703,-9496500,75073727,2005/06/24,
(주)젬백스&카엘,082270,2016/12,189682338,100389538,-17616739,-40854353,109127634,2005/06/24,
(주)젬백스&카엘,082270,2017/12,159825713,66113723,-1414646,-12481070,47875296,2005/06/24,
(주)젬백스&카엘,082270,2018/12,172592061,113810215,-662609,-13704579,47239503,2005/06/24,
(주)젬백스&카엘,082270,2019/12,163178085,94951931,-8397520,-92102864,42663508,2005/06/24,
(주)젬백스&카엘,082270,2020/12,158799566,135205767,1437671,1635005,65663215,2005/06/24,
(주)젬백스링크,064800,2011/12,45112506,34377257,2575827,2330272,44115451,2002/08/22,
(주)젬백스링크,064800,2012/12,40562867,32604570,-1708597,-1501829,35663240,2002/08/22,
(주)젬백스링크,064800,2013/12,34516902,29436670,-869702,-2879061,28414361,2002/08/22,
(주)젬백스링크,064800,2014/12,30589858,24555101,106755,-3255825,20593230,2002/08/22,
(주)젬백스링크,064800,2015/12,,,,,,2002/08/22,
(주)젬백스링크,064800,2016/12,73565806,39954011,-1677237,-125207,33107624,2002/08/22,
(주)젬백스링크,064800,2017/12,382407315,88133493,23281502,5570118,193679771,2002/08/22,
(주)젬백스링크,064800,2018/12,188999659,111183240,-274320,-12182275,52906980,2002/08/22,
(주)젬백스링크,064800,2019/12,187733153,132635392,5871845,3365933,95068907,2002/08/22,
(주)젬백스링크,064800,2020/12,200775832,149001350,3702120,9703760,93406731,2002/08/22,
(주)조비,001550,2011/12,,,,,,1976/12/28,
(주)조비,001550,2012/12,,,,,,1976/12/28,
(주)조비,001550,2013/12,,,,,,1976/12/28,
(주)조비,001550,2014/12,,,,,,1976/12/28,
(주)조비,001550,2015/12,,,,,,1976/12/28,
(주)조비,001550,2016/12,,,,,,1976/12/28,
(주)조비,001550,2017/12,,,,,,1976/12/28,
(주)조비,001550,2018/12,,,,,,1976/12/28,
(주)조비,001550,2019/12,,,,,,1976/12/28,
(주)조비,001550,2020/12,,,,,,1976/12/28,
(주)조이시티,067000,2011/12,75830215,62251794,6343088,6604198,43753107,2008/05/30,
(주)조이시티,067000,2012/12,82236957,68129800,8201665,7755885,62983843,2008/05/30,
(주)조이시티,067000,2013/12,75412083,60715619,-971036,-9332561,37471740,2008/05/30,
(주)조이시티,067000,2014/12,72840333,56469965,5561923,3424755,46521003,2008/05/30,
(주)조이시티,067000,2015/12,76678645,68150996,8294482,1073890,57536245,2008/05/30,
(주)조이시티,067000,2016/12,58813729,45294448,3072210,-5329639,72519303,2008/05/30,
(주)조이시티,067000,2017/12,50633745,33897438,-2745083,-11486672,92183591,2008/05/30,
(주)조이시티,067000,2018/12,55167707,26497908,-5446745,-7941976,87222356,2008/05/30,
(주)조이시티,067000,2019/12,64930897,25021995,8547462,-1895238,103135835,2008/05/30,
(주)조이시티,067000,2020/12,111274534,77846618,20473154,11704243,165383799,2008/05/30,
(주)조흥,002600,2011/12,,,,,,1976/12/23,
(주)조흥,002600,2012/12,,,,,,1976/12/23,
(주)조흥,002600,2013/12,,,,,,1976/12/23,
(주)조흥,002600,2014/12,,,,,,1976/12/23,
(주)조흥,002600,2015/12,,,,,,1976/12/23,
(주)조흥,002600,2016/12,,,,,,1976/12/23,
(주)조흥,002600,2017/12,,,,,,1976/12/23,
(주)조흥,002600,2018/12,,,,,,1976/12/23,
(주)조흥,002600,2019/12,,,,,,1976/12/23,
(주)조흥,002600,2020/12,,,,,,1976/12/23,
(주)종근당,185750,2013/12,,,,,,2013/12/06,
(주)종근당,185750,2014/12,,,,,,2013/12/06,
(주)종근당,185750,2015/12,,,,,,2013/12/06,
(주)종근당,185750,2016/12,,,,,,2013/12/06,
(주)종근당,185750,2017/12,677205335,403294972,77764992,53728254,884362808,2013/12/06,
(주)종근당,185750,2018/12,711494874,430899571,75739894,41704405,956218889,2013/12/06,
(주)종근당,185750,2019/12,801352143,474953231,74575613,52975285,1079337662,2013/12/06,
(주)종근당,185750,2020/12,946333120,551592778,123935879,90404889,1303005524,2013/12/06,
(주)종근당바이오,063160,2011/12,,,,,,2001/12/11,
(주)종근당바이오,063160,2012/12,,,,,,2001/12/11,
(주)종근당바이오,063160,2013/12,,,,,,2001/12/11,
(주)종근당바이오,063160,2014/12,,,,,,2001/12/11,
(주)종근당바이오,063160,2015/12,,,,,,2001/12/11,
(주)종근당바이오,063160,2016/12,,,,,,2001/12/11,
(주)종근당바이오,063160,2017/12,,,,,,2001/12/11,
(주)종근당바이오,063160,2018/12,,,,,,2001/12/11,
(주)종근당바이오,063160,2019/12,233347513,158462612,15412574,12264880,137184189,2001/12/11,
(주)종근당바이오,063160,2020/12,283462940,168748013,7607022,6207398,124599959,2001/12/11,
(주)종근당홀딩스,001630,2011/12,675483412,359281085,87353518,56539841,569163668,1976/06/30,
(주)종근당홀딩스,001630,2012/12,708019120,384652937,78691063,37369231,595433637,1976/06/30,
(주)종근당홀딩스,001630,2013/12,277523653,185301521,82440634,423642292,560617589,1976/06/30,
(주)종근당홀딩스,001630,2014/12,302655737,188465104,30729902,13301002,181395445,1976/06/30,
(주)종근당홀딩스,001630,2015/12,501005739,381241491,28182086,30557582,221832028,1976/06/30,
(주)종근당홀딩스,001630,2016/12,705665535,548024517,23050479,42855760,335675556,1976/06/30,
(주)종근당홀딩스,001630,2017/12,818863626,640194390,43495867,67418298,450735118,1976/06/30,
(주)종근당홀딩스,001630,2018/12,871435736,670778742,53715501,52811112,531114470,1976/06/30,
(주)종근당홀딩스,001630,2019/12,1074739605,740065431,86159910,79329793,720644043,1976/06/30,
(주)종근당홀딩스,001630,2020/12,1258451806,840301021,89262180,113621663,858118781,1976/06/30,
(주)좋은사람들,033340,2011/12,109720902,69514284,1112904,-304954,128318142,1997/11/03,
(주)좋은사람들,033340,2012/12,117343841,79623883,2993141,1616643,137135332,1997/11/03,
(주)좋은사람들,033340,2013/12,116700663,82132908,676718,833470,146156793,1997/11/03,
(주)좋은사람들,033340,2014/12,115434509,83325858,2409320,1570801,135450575,1997/11/03,
(주)좋은사람들,033340,2015/12,114251841,84658101,1216923,1009136,123968955,1997/11/03,
(주)좋은사람들,033340,2016/12,111375699,81133719,-4155952,-4173262,126642879,1997/11/03,
(주)좋은사람들,033340,2017/12,99097030,71139915,-4941073,-9909303,119279327,1997/11/03,
(주)좋은사람들,033340,2018/12,102858972,86977413,2532183,3617210,128374456,1997/11/03,
(주)좋은사람들,033340,2019/12,110237930,77034105,-9191370,-10376626,126695428,1997/11/03,
(주)좋은사람들,033340,2020/12,119830235,86625987,-23342418,-24784013,112029029,1997/11/03,
(주)주노콜렉션,221670,2014/12,,,,,,2017/06/27,2019/07/16
(주)주노콜렉션,221670,2015/12,,,,,,2017/06/27,2019/07/16
(주)주노콜렉션,221670,2016/12,,,,,,2017/06/27,2019/07/16
(주)주노콜렉션,221670,2017/12,,,,,,2017/06/27,2019/07/16
(주)주노콜렉션,221670,2018/12,,,,,,2017/06/27,2019/07/16
(주)주연테크,044380,2011/12,,,,,,2006/11/15,
(주)주연테크,044380,2012/12,,,,,,2006/11/15,
(주)주연테크,044380,2013/12,,,,,,2006/11/15,
(주)주연테크,044380,2014/12,,,,,,2006/11/15,
(주)주연테크,044380,2015/12,,,,,,2006/11/15,
(주)주연테크,044380,2016/12,50471603,32917813,374296,915353,49684565,2006/11/15,
(주)주연테크,044380,2017/12,55053384,48527605,-6770095,-6185187,60906835,2006/11/15,
(주)주연테크,044380,2018/12,60682697,44644304,-1503454,-5063061,44309488,2006/11/15,
(주)주연테크,044380,2019/12,61757553,42745113,-3839050,-4784336,70517917,2006/11/15,
(주)주연테크,044380,2020/12,57589967,37661988,503726,-2981611,62660644,2006/11/15,
(주)중앙건설,015110,2011/12,413352525,39754142,-42889869,-60307764,117180938,1994/11/05,2012/12/11
(주)중앙디앤엠,051980,2011/12,71131871,38126223,3483009,3566629,38845304,2001/07/31,
(주)중앙디앤엠,051980,2012/12,62644746,42427246,2625278,3245088,45388636,2001/07/31,
(주)중앙디앤엠,051980,2013/12,61029373,42134355,-4438297,-7019094,28924509,2001/07/31,
(주)중앙디앤엠,051980,2014/12,39723229,31751414,-4578364,-9483850,20513360,2001/07/31,
(주)중앙디앤엠,051980,2015/12,28807693,10745048,-9085805,-21736921,18838770,2001/07/31,
(주)중앙디앤엠,051980,2016/12,19389945,12338880,-2231727,-3699586,17853816,2001/07/31,
(주)중앙디앤엠,051980,2017/12,24219333,12980312,-559016,328712,7155718,2001/07/31,
(주)중앙디앤엠,051980,2018/12,22243206,14110064,-2338572,-2735224,11235292,2001/07/31,
(주)중앙디앤엠,051980,2019/12,34959637,24455981,-8514820,-7951033,9780750,2001/07/31,
(주)중앙디앤엠,051980,2020/12,55645751,24942709,-7961100,-12104153,10755435,2001/07/31,
(주)중앙백신연구소,072020,2011/12,,,,,,2003/10/31,
(주)중앙백신연구소,072020,2012/12,,,,,,2003/10/31,
(주)중앙백신연구소,072020,2013/12,,,,,,2003/10/31,
(주)중앙백신연구소,072020,2014/12,,,,,,2003/10/31,
(주)중앙백신연구소,072020,2015/12,,,,,,2003/10/31,
(주)중앙백신연구소,072020,2016/12,,,,,,2003/10/31,
(주)중앙백신연구소,072020,2017/12,,,,,,2003/10/31,
(주)중앙백신연구소,072020,2018/12,,,,,,2003/10/31,
(주)중앙백신연구소,072020,2019/12,,,,,,2003/10/31,
(주)중앙백신연구소,072020,2020/12,,,,,,2003/10/31,
(주)중앙에너비스,000440,2011/09,,,,,,1993/03/24,
(주)중앙에너비스,000440,2012/09,,,,,,1993/03/24,
(주)중앙에너비스,000440,2013/09,,,,,,1993/03/24,
(주)중앙에너비스,000440,2014/09,74326412,50141548,2650684,2809875,101393136,1993/03/24,
(주)중앙에너비스,000440,2015/12,77370624,50698534,2134158,1182033,90446910,1993/03/24,
(주)중앙에너비스,000440,2016/12,77535141,50784708,2106153,1362227,91628326,1993/03/24,
(주)중앙에너비스,000440,2017/12,,,,,,1993/03/24,
(주)중앙에너비스,000440,2018/12,,,,,,1993/03/24,
(주)중앙에너비스,000440,2019/12,61575390,45123992,638178,615333,65702344,1993/03/24,
(주)중앙에너비스,000440,2020/12,71325527,61606666,128643,19200785,53564699,1993/03/24,
(주)지노믹트리,228760,2014/12,,,,,,2019/03/27,
(주)지노믹트리,228760,2015/12,,,,,,2019/03/27,
(주)지노믹트리,228760,2016/12,,,,,,2019/03/27,
(주)지노믹트리,228760,2017/12,,,,,,2019/03/27,
(주)지노믹트리,228760,2018/12,,,,,,2019/03/27,
(주)지노믹트리,228760,2019/12,113725029,108820641,-10308127,-10267441,281626,2019/03/27,
(주)지노믹트리,228760,2020/12,117895894,95255402,-12408515,-11723294,1238851,2019/03/27,
(주)지놈앤컴퍼니,314130,2016/12,,,,,,2020/12/23,
(주)지놈앤컴퍼니,314130,2017/12,,,,,,2020/12/23,
(주)지놈앤컴퍼니,314130,2018/12,,,,,,2020/12/23,
(주)지놈앤컴퍼니,314130,2019/12,35184820,-39308450,-13821331,-84668525,45833,2020/12/23,
(주)지놈앤컴퍼니,314130,2020/12,120882557,115082521,-26628562,-31186053,150581,2020/12/23,
(주)지누스,013890,2011/12,,,,,,2019/10/30,
(주)지누스,013890,2012/12,,,,,,2019/10/30,
(주)지누스,013890,2013/12,,,,,,2019/10/30,
(주)지누스,013890,2014/12,,,,,,2019/10/30,
(주)지누스,013890,2015/12,,,,,,2019/10/30,
(주)지누스,013890,2016/12,,,,,,2019/10/30,
(주)지누스,013890,2017/12,340368616,131539235,87200984,45151696,602754834,2019/10/30,
(주)지누스,013890,2018/12,514784303,176249725,53086658,43608873,621764301,2019/10/30,
(주)지누스,013890,2019/12,755067850,374143630,103868178,72426384,817137677,2019/10/30,
(주)지누스,013890,2020/12,896807386,414413207,86722514,45789825,989524782,2019/10/30,
(주)지니뮤직,043610,2011/12,,,,,,2000/07/20,
(주)지니뮤직,043610,2012/12,73049967,39963632,591533,-2124202,31392714,2000/07/20,
(주)지니뮤직,043610,2013/12,,,,,,2000/07/20,
(주)지니뮤직,043610,2014/12,,,,,,2000/07/20,
(주)지니뮤직,043610,2015/12,,,,,,2000/07/20,
(주)지니뮤직,043610,2016/12,,,,,,2000/07/20,
