회사명,거래소코드,회계년도,자산(*)(IFRS연결)(천원),자본(*)(IFRS연결)(천원),* (정상)영업손익(보고서기재)(IFRS연결)(천원),당기순이익(손실)(IFRS연결)(천원),매출액(수익)(*)(IFRS연결)(천원),상장일,상장폐지일
(주)삼양홀딩스,000070,2016/12,3169444797,1850631550,141013330,65137706,2311465054,1968/12/27,
(주)삼양홀딩스,000070,2017/12,3261056035,1930015247,98828147,67186351,2396290235,1968/12/27,
(주)삼양홀딩스,000070,2018/12,3313797255,2001941981,138458000,102512252,2563475917,1968/12/27,
(주)삼양홀딩스,000070,2019/12,3589513891,2029506524,79376318,62043854,2488563009,1968/12/27,
(주)삼양홀딩스,000070,2020/12,3893564668,2155786614,170336486,143264827,2471226109,1968/12/27,
(주)삼영에스앤씨,361670,2015/12,,,,,,2021/05/21,
(주)삼영에스앤씨,361670,2016/12,,,,,,2021/05/21,
(주)삼영에스앤씨,361670,2017/12,,,,,,2021/05/21,
(주)삼영에스앤씨,361670,2018/12,,,,,,2021/05/21,
(주)삼영에스앤씨,361670,2019/12,,,,,,2021/05/21,
(주)삼영에스앤씨,361670,2020/12,,,,,,2021/05/21,
(주)삼우이엠씨,026250,2011/12,197056732,44146723,-3961599,-34108167,164805985,1995/11/04,2013/04/12
(주)삼우이엠씨,026250,2012/12,101560835,-43963570,-60809865,-92506603,65203679,1995/11/04,2013/04/12
(주)삼원강재,023000,2011/12,,,,,,2011/07/22,
(주)삼원강재,023000,2012/12,,,,,,2011/07/22,
(주)삼원강재,023000,2013/12,,,,,,2011/07/22,
(주)삼원강재,023000,2014/12,,,,,,2011/07/22,
(주)삼원강재,023000,2015/12,,,,,,2011/07/22,
(주)삼원강재,023000,2016/12,,,,,,2011/07/22,
(주)삼원강재,023000,2017/12,,,,,,2011/07/22,
(주)삼원강재,023000,2018/12,,,,,,2011/07/22,
(주)삼원강재,023000,2019/12,,,,,,2011/07/22,
(주)삼원강재,023000,2020/12,,,,,,2011/07/22,
(주)삼익악기,002450,2011/12,351805364,144578918,10638521,1797945,164701388,1988/09/30,
(주)삼익악기,002450,2012/12,322968331,143987635,12190916,7649385,155583864,1988/09/30,
(주)삼익악기,002450,2013/12,344769973,181705462,17513916,46122899,158442932,1988/09/30,
(주)삼익악기,002450,2014/12,378836770,212510706,18871005,10598715,155112617,1988/09/30,
(주)삼익악기,002450,2015/12,408469903,218089776,14841199,8132321,160730157,1988/09/30,
(주)삼익악기,002450,2016/12,414022232,224443121,13364976,6215988,208647230,1988/09/30,
(주)삼익악기,002450,2017/12,599793052,206619454,5720252,-5519953,262407793,1988/09/30,
(주)삼익악기,002450,2018/12,594358054,211479756,23658023,13670823,240038309,1988/09/30,
(주)삼익악기,002450,2019/12,612852995,224164954,27672295,13089168,265391541,1988/09/30,
(주)삼익악기,002450,2020/12,622371934,222897233,20180616,9961370,247857720,1988/09/30,
(주)삼일,032280,2011/12,,,,,,1997/03/15,
(주)삼일,032280,2012/12,,,,,,1997/03/15,
(주)삼일,032280,2013/12,,,,,,1997/03/15,
(주)삼일,032280,2014/12,,,,,,1997/03/15,
(주)삼일,032280,2015/12,,,,,,1997/03/15,
(주)삼일,032280,2016/12,,,,,,1997/03/15,
(주)삼일,032280,2017/12,,,,,,1997/03/15,
(주)삼일,032280,2018/12,,,,,,1997/03/15,
(주)삼일,032280,2019/12,,,,,,1997/03/15,
(주)삼일,032280,2020/12,,,,,,1997/03/15,
(주)삼일기업공사,002290,2011/12,,,,,,1992/11/30,
(주)삼일기업공사,002290,2012/12,,,,,,1992/11/30,
(주)삼일기업공사,002290,2013/12,,,,,,1992/11/30,
(주)삼일기업공사,002290,2014/12,,,,,,1992/11/30,
(주)삼일기업공사,002290,2015/12,,,,,,1992/11/30,
(주)삼일기업공사,002290,2016/12,,,,,,1992/11/30,
(주)삼일기업공사,002290,2017/12,,,,,,1992/11/30,
(주)삼일기업공사,002290,2018/12,,,,,,1992/11/30,
(주)삼일기업공사,002290,2019/12,,,,,,1992/11/30,
(주)삼일기업공사,002290,2020/12,,,,,,1992/11/30,
(주)삼일씨엔에스,004440,2011/12,,,,,,2016/03/30,
(주)삼일씨엔에스,004440,2012/12,,,,,,2016/03/30,
(주)삼일씨엔에스,004440,2013/12,,,,,,2016/03/30,
(주)삼일씨엔에스,004440,2014/12,,,,,,2016/03/30,
(주)삼일씨엔에스,004440,2015/12,,,,,,2016/03/30,
(주)삼일씨엔에스,004440,2016/12,,,,,,2016/03/30,
(주)삼일씨엔에스,004440,2017/12,,,,,,2016/03/30,
(주)삼일씨엔에스,004440,2018/12,,,,,,2016/03/30,
(주)삼일씨엔에스,004440,2019/12,,,,,,2016/03/30,
(주)삼일씨엔에스,004440,2020/12,,,,,,2016/03/30,
(주)삼진,032750,2011/12,91828914,40000189,-132414,406399,88289560,1997/07/14,
(주)삼진,032750,2012/12,76497227,42627028,7275348,3462932,137309465,1997/07/14,
(주)삼진,032750,2013/12,72673320,47076711,5810975,3599520,146331345,1997/07/14,
(주)삼진,032750,2014/12,83318947,53431802,5886325,6697180,137443780,1997/07/14,
(주)삼진,032750,2015/12,78358394,58188527,4248372,5137487,115714410,1997/07/14,
(주)삼진,032750,2016/12,83807458,62853110,4239643,5798153,98172878,1997/07/14,
(주)삼진,032750,2017/12,79676217,63290262,4832172,2770083,108784102,1997/07/14,
(주)삼진,032750,2018/12,78444968,64765932,994129,1600869,87691023,1997/07/14,
(주)삼진,032750,2019/12,96419553,76734298,11744780,12091535,135228931,1997/07/14,
(주)삼진,032750,2020/12,101652354,81589064,11545005,6577486,128957760,1997/07/14,
(주)삼진엘앤디,054090,2011/12,196287402,78798373,11483683,3620743,256603250,2004/02/06,
(주)삼진엘앤디,054090,2012/12,184033478,82287923,5810067,7582941,269052489,2004/02/06,
(주)삼진엘앤디,054090,2013/12,184020091,92672566,6660892,1965228,247897578,2004/02/06,
(주)삼진엘앤디,054090,2014/12,172919117,88483165,-1855453,-8034471,229979167,2004/02/06,
(주)삼진엘앤디,054090,2015/12,201281074,102047080,12689006,9565640,281480920,2004/02/06,
(주)삼진엘앤디,054090,2016/12,197988798,98816014,517170,-2168745,256575199,2004/02/06,
(주)삼진엘앤디,054090,2017/12,162170125,88776975,-3807893,-12721933,220648773,2004/02/06,
(주)삼진엘앤디,054090,2018/12,171051336,92147028,7568078,1739207,215217526,2004/02/06,
(주)삼진엘앤디,054090,2019/12,170409136,92608719,3849653,459781,230790590,2004/02/06,
(주)삼진엘앤디,054090,2020/12,158976436,86138198,2158417,-1466930,180806492,2004/02/06,
(주)삼천리,004690,2011/12,2445760692,1142056810,50265521,30635370,2998510382,1976/12/23,
(주)삼천리,004690,2012/12,2775289821,1163778776,42968550,35680116,3455369500,1976/12/23,
(주)삼천리,004690,2013/12,2747656135,1195230173,52513520,40272231,3658069483,1976/12/23,
(주)삼천리,004690,2014/12,3659823478,1318184722,27535956,11638694,3754788200,1976/12/23,
(주)삼천리,004690,2015/12,3543526900,1349051200,89119862,37223888,3667872079,1976/12/23,
(주)삼천리,004690,2016/12,3690167118,1362989763,60582644,20057055,3063254301,1976/12/23,
(주)삼천리,004690,2017/12,3704259229,1355816089,61136424,5128383,3295097686,1976/12/23,
(주)삼천리,004690,2018/12,3699411189,1368320165,82341340,26603771,3458139501,1976/12/23,
(주)삼천리,004690,2019/12,3912362195,1392949320,85565316,35974986,3461627493,1976/12/23,
(주)삼천리,004690,2020/12,3859947628,1390806224,95778914,27252090,3213828580,1976/12/23,
(주)삼표시멘트,038500,2011/12,1560204642,533091123,-30012208,-86538834,584534130,2001/02/01,
(주)삼표시멘트,038500,2012/12,1475796322,462042745,30300686,-66861826,635366594,2001/02/01,
(주)삼표시멘트,038500,2013/12,1379971344,257401157,-4707067,-255535128,609732692,2001/02/01,
(주)삼표시멘트,038500,2014/12,1312244568,570082944,64842414,326976693,557237633,2001/02/01,
(주)삼표시멘트,038500,2015/12,1107696145,549198460,46938953,-10838171,563812485,2001/02/01,
(주)삼표시멘트,038500,2016/12,1263350828,596713854,68541575,50294749,615909683,2001/02/01,
(주)삼표시멘트,038500,2017/12,1265303707,632315705,74355172,36285020,671307465,2001/02/01,
(주)삼표시멘트,038500,2018/12,1306846597,621044662,745232,-4346817,576027308,2001/02/01,
(주)삼표시멘트,038500,2019/12,1346969002,635202566,48058638,18557380,595485610,2001/02/01,
(주)삼표시멘트,038500,2020/12,1349298506,642917763,61678606,13703733,543151580,2001/02/01,
(주)삼화네트웍스,046390,2011/12,39433601,31890552,3229977,-1600614,25839976,2001/01/11,
(주)삼화네트웍스,046390,2012/12,31727874,27516378,-714981,-4259909,18778857,2001/01/11,
(주)삼화네트웍스,046390,2013/12,40350090,33136477,2865515,3364407,43754688,2001/01/11,
(주)삼화네트웍스,046390,2014/12,40734259,34233570,-2501196,-1691205,32846587,2001/01/11,
(주)삼화네트웍스,046390,2015/12,35922984,32199799,-2553616,-2133302,19754542,2001/01/11,
(주)삼화네트웍스,046390,2016/12,44917658,39264089,7017526,7669221,45701998,2001/01/11,
(주)삼화네트웍스,046390,2017/12,44058838,38636426,-178463,708954,21001397,2001/01/11,
(주)삼화네트웍스,046390,2018/12,54810391,34513983,-3752501,-3069687,12559043,2001/01/11,
(주)삼화네트웍스,046390,2019/12,43303787,34912293,173531,720922,54197930,2001/01/11,
(주)삼화네트웍스,046390,2020/12,37985059,32216487,-206717,-959546,29296600,2001/01/11,
(주)상보,027580,2011/12,,,,,,2007/10/01,
(주)상보,027580,2012/12,,,,,,2007/10/01,
(주)상보,027580,2013/12,,,,,,2007/10/01,
(주)상보,027580,2014/12,174701109,60534451,955399,-10502722,226913198,2007/10/01,
(주)상보,027580,2015/12,176565283,54398904,-1584512,-5219995,178636196,2007/10/01,
(주)상보,027580,2016/12,168504610,53600599,-10818348,-20256950,151681829,2007/10/01,
(주)상보,027580,2017/12,162384453,47793017,-4418883,-7040779,127789248,2007/10/01,
(주)상보,027580,2018/12,118184340,19854325,4032405,-29343733,127480778,2007/10/01,
(주)상보,027580,2019/12,104559643,29448685,-4959353,-10361457,48850032,2007/10/01,
(주)상보,027580,2020/12,111169483,33756773,6748397,3225840,130114213,2007/10/01,
(주)상상인,038540,2011/12,64585941,47139206,5082973,7579784,56869524,2000/08/18,
(주)상상인,038540,2012/12,404172271,65719142,2247429,2585765,84221148,2000/08/18,
(주)상상인,038540,2013/12,421979627,77778241,6833712,10308723,97953874,2000/08/18,
(주)상상인,038540,2014/12,467464220,97786380,23766879,20680303,203079435,2000/08/18,
(주)상상인,038540,2015/12,786123379,154970478,29546633,34021672,191150036,2000/08/18,
(주)상상인,038540,2016/12,1435888907,198014009,72433519,68380027,334876891,2000/08/18,
(주)상상인,038540,2017/12,2043693616,294247599,121890318,100182154,397628354,2000/08/18,
(주)상상인,038540,2018/12,2842816258,431677177,175802642,136605171,484381840,2000/08/18,
(주)상상인,038540,2019/12,3627156735,618663099,182373179,120386462,541349885,2000/08/18,
(주)상상인,038540,2020/12,3605932132,691541209,94052923,64319442,454187717,2000/08/18,
(주)상상인인더스트리,101000,2011/12,82070053,21079287,-16053664,-13601070,40353408,2009/11/06,
(주)상상인인더스트리,101000,2012/12,86691925,13804457,-7134916,-7102519,51031861,2009/11/06,
(주)상상인인더스트리,101000,2013/12,97563737,27259278,3321075,6030043,67380433,2009/11/06,
(주)상상인인더스트리,101000,2014/12,113789347,30722634,4507181,3807188,130219265,2009/11/06,
(주)상상인인더스트리,101000,2015/12,111356662,35779868,7271130,5716502,122422515,2009/11/06,
(주)상상인인더스트리,101000,2016/12,132078004,44863128,15108093,9486341,128443782,2009/11/06,
(주)상상인인더스트리,101000,2017/12,168270390,47288364,-4395345,-21135824,95702436,2009/11/06,
(주)상상인인더스트리,101000,2018/12,,,,,,2009/11/06,
(주)상상인인더스트리,101000,2019/12,47833180,24665123,-986622,-8089270,32880655,2009/11/06,
(주)상상인인더스트리,101000,2020/12,41964511,26484707,597329,1408309,27890453,2009/11/06,
(주)상아프론테크,089980,2011/12,112844339,72320456,7060381,5554667,106413933,2011/07/21,
(주)상아프론테크,089980,2012/12,119965860,74419954,5293590,4353787,94040100,2011/07/21,
(주)상아프론테크,089980,2013/12,143645644,80548148,7752942,6979479,107811747,2011/07/21,
(주)상아프론테크,089980,2014/12,154764487,84285159,5768159,4048259,128382851,2011/07/21,
(주)상아프론테크,089980,2015/12,180814312,92602348,10062465,7858482,143739802,2011/07/21,
(주)상아프론테크,089980,2016/12,201973938,98399836,9093620,5466770,156294805,2011/07/21,
(주)상아프론테크,089980,2017/12,219920722,109483779,10796435,7467457,153236134,2011/07/21,
(주)상아프론테크,089980,2018/12,239055868,119217493,14141183,12063783,182073848,2011/07/21,
(주)상아프론테크,089980,2019/12,248318385,143805479,14886053,12453879,186171234,2011/07/21,
(주)상아프론테크,089980,2020/12,283345311,150016579,7384122,2319887,153347407,2011/07/21,
(주)상지카일룸,042940,2011/12,,,,,,2000/10/19,
(주)상지카일룸,042940,2012/12,,,,,,2000/10/19,
(주)상지카일룸,042940,2013/12,,,,,,2000/10/19,
(주)상지카일룸,042940,2014/12,,,,,,2000/10/19,
(주)상지카일룸,042940,2015/12,,,,,,2000/10/19,
(주)상지카일룸,042940,2016/12,20633897,2581385,-5824100,-7594262,5908248,2000/10/19,
(주)상지카일룸,042940,2017/12,40446347,26787407,-4334582,-7918303,13455342,2000/10/19,
(주)상지카일룸,042940,2018/12,127635929,44529668,1838309,9648780,31021854,2000/10/19,
(주)상지카일룸,042940,2019/12,154372206,44913755,591245,-5132906,104940554,2000/10/19,
(주)상지카일룸,042940,2020/12,185319733,61192970,-3099301,-7018067,21886053,2000/10/19,
(주)새로닉스,042600,2011/12,81521713,54179252,70853,-1967457,90606969,2002/10/01,
(주)새로닉스,042600,2012/12,84738713,47115682,3398527,-607136,123062412,2002/10/01,
(주)새로닉스,042600,2013/12,83937183,47893578,4178503,-855110,117229744,2002/10/01,
(주)새로닉스,042600,2014/12,89873122,57466064,10611936,9084598,134760838,2002/10/01,
(주)새로닉스,042600,2015/12,99370134,64990071,9268900,6283238,130553418,2002/10/01,
(주)새로닉스,042600,2016/12,112030171,76892271,4481495,11691172,117855468,2002/10/01,
(주)새로닉스,042600,2017/12,116633451,71572746,155926,1278697,126219454,2002/10/01,
(주)새로닉스,042600,2018/12,131320112,79669174,4357786,7591327,142092261,2002/10/01,
(주)새로닉스,042600,2019/12,134591385,81680107,78517,-1882399,163776250,2002/10/01,
(주)새로닉스,042600,2020/12,138805992,77631877,2043769,-1616187,163005877,2002/10/01,
(주)새빗켐,107600,2011/12,,,,,,2022/08/04,
(주)새빗켐,107600,2012/12,,,,,,2022/08/04,
(주)새빗켐,107600,2013/12,,,,,,2022/08/04,
(주)새빗켐,107600,2019/12,,,,,,2022/08/04,
(주)새빗켐,107600,2020/12,,,,,,2022/08/04,
(주)샘씨엔에스,252990,2017/12,,,,,,2021/05/20,
(주)샘씨엔에스,252990,2018/12,,,,,,2021/05/20,
(주)샘씨엔에스,252990,2019/12,,,,,,2021/05/20,
(주)샘씨엔에스,252990,2020/12,,,,,,2021/05/20,
(주)서남,294630,2011/12,,,,,,2020/02/20,
(주)서남,294630,2012/12,,,,,,2020/02/20,
(주)서남,294630,2013/12,,,,,,2020/02/20,
(주)서남,294630,2014/12,,,,,,2020/02/20,
(주)서남,294630,2015/12,,,,,,2020/02/20,
(주)서남,294630,2016/12,,,,,,2020/02/20,
(주)서남,294630,2017/12,,,,,,2020/02/20,
(주)서남,294630,2018/12,,,,,,2020/02/20,
(주)서남,294630,2019/12,,,,,,2020/02/20,
(주)서남,294630,2020/12,,,,,,2020/02/20,
(주)서린바이오사이언스,038070,2011/12,,,,,,2005/10/25,
(주)서린바이오사이언스,038070,2012/12,,,,,,2005/10/25,
(주)서린바이오사이언스,038070,2013/12,60387221,41565918,4275067,4160344,42196356,2005/10/25,
(주)서린바이오사이언스,038070,2014/12,60718451,43143810,2699421,2681774,37661962,2005/10/25,
(주)서린바이오사이언스,038070,2015/12,66103985,46328214,1757055,1761080,41628193,2005/10/25,
(주)서린바이오사이언스,038070,2016/12,66469926,49692075,2174109,4157708,44889258,2005/10/25,
(주)서린바이오사이언스,038070,2017/12,71038280,52799688,1156806,2268469,42619342,2005/10/25,
(주)서린바이오사이언스,038070,2018/12,71611770,55268262,1753162,2883827,49876621,2005/10/25,
(주)서린바이오사이언스,038070,2019/12,80707446,61263081,1802772,8887481,54409607,2005/10/25,
(주)서린바이오사이언스,038070,2020/12,78246746,61383003,4470737,4800907,65085176,2005/10/25,
(주)서부티엔디,006730,2011/12,723205437,416457975,3494121,451431,33369233,1995/10/06,
(주)서부티엔디,006730,2012/12,843971875,432750118,3921823,307121,40950228,1995/10/06,
(주)서부티엔디,006730,2013/12,816609915,412627156,9573915,-20470975,50836893,1995/10/06,
(주)서부티엔디,006730,2014/12,858211763,412822991,10527958,244623,54558583,1995/10/06,
(주)서부티엔디,006730,2015/12,,,,,,1995/10/06,
(주)서부티엔디,006730,2016/12,,,,,,1995/10/06,
(주)서부티엔디,006730,2017/12,,,,,,1995/10/06,
(주)서부티엔디,006730,2018/12,,,,,,1995/10/06,
(주)서부티엔디,006730,2019/12,,,,,,1995/10/06,
(주)서부티엔디,006730,2020/12,1978940582,630266300,-22674450,-35216254,84757129,1995/10/06,
(주)서산,079650,2011/12,51441306,43200415,8429683,7251233,58717859,2005/01/21,
(주)서산,079650,2012/12,64857963,54659068,14052424,11789364,83947344,2005/01/21,
(주)서산,079650,2013/12,73043841,64565771,13006633,10243977,89978670,2005/01/21,
(주)서산,079650,2014/12,88511685,77865511,15611943,13499704,99637849,2005/01/21,
(주)서산,079650,2015/12,110417372,95413027,21268484,17855325,112996137,2005/01/21,
(주)서산,079650,2016/12,122973927,111613419,21964440,16875392,112560407,2005/01/21,
(주)서산,079650,2017/12,126631601,116937829,7325835,6099410,100372500,2005/01/21,
(주)서산,079650,2018/12,124337373,115893308,-2519429,-1573936,83413069,2005/01/21,
(주)서산,079650,2019/12,119198013,111342347,-4878862,-2840515,52401645,2005/01/21,
(주)서산,079650,2020/12,109946921,97305431,-8391146,-12637195,39587394,2005/01/21,
(주)서연,007860,2011/12,1218064342,440516867,88493736,65846908,1372835026,1989/09/09,
(주)서연,007860,2012/12,1378190064,484863000,85281887,54214490,2088646585,1989/09/09,
(주)서연,007860,2013/12,1909609095,673283531,200839834,100281439,2955993410,1989/09/09,
(주)서연,007860,2014/12,2266575394,885922527,133698895,256262955,1970181387,1989/09/09,
(주)서연,007860,2015/12,2595484129,980778595,137233697,94183693,3065762345,1989/09/09,
(주)서연,007860,2016/12,2933486634,1072030024,126836326,132366474,3188334590,1989/09/09,
(주)서연,007860,2017/12,2767655964,1000000478,-25756564,-22172450,2913241966,1989/09/09,
(주)서연,007860,2018/12,2696306676,950270188,7028657,-43187388,2852528433,1989/09/09,
(주)서연,007860,2019/12,2215362000,805006136,33214661,-95326226,2202639858,1989/09/09,
(주)서연,007860,2020/12,2151012180,826590483,53029217,-25537869,2237268523,1989/09/09,
(주)서연이화,200880,2014/12,1465384489,522654733,60281245,53464360,1124952719,2014/08/08,
(주)서연이화,200880,2015/12,1703969084,611545552,118466862,81331743,2289404878,2014/08/08,
(주)서연이화,200880,2016/12,1801799813,679619369,107825850,93906381,2402878000,2014/08/08,
(주)서연이화,200880,2017/12,1764809873,672655932,-12182276,30402902,2007468863,2014/08/08,
(주)서연이화,200880,2018/12,1696230428,666618079,11141718,-8091976,1906853644,2014/08/08,
(주)서연이화,200880,2019/12,1820541997,621604482,21876294,-48334159,1976766424,2014/08/08,
(주)서연이화,200880,2020/12,1803837513,632065704,48464737,-40833001,1962384593,2014/08/08,
(주)서연탑메탈,019770,2011/12,81427359,57401123,12439138,9863444,116465760,2011/06/24,
(주)서연탑메탈,019770,2012/12,95205790,64092830,11622885,8185287,131505627,2011/06/24,
(주)서연탑메탈,019770,2013/12,112737803,71275600,9061808,7637313,167337148,2011/06/24,
(주)서연탑메탈,019770,2014/12,131100695,80951051,13580352,10399229,178218415,2011/06/24,
(주)서연탑메탈,019770,2015/12,178443397,83297292,3665549,174035,163297993,2011/06/24,
(주)서연탑메탈,019770,2016/12,204883875,77847767,5813058,-970666,205826875,2011/06/24,
(주)서연탑메탈,019770,2017/12,206264694,79450520,5737959,4273124,209952442,2011/06/24,
(주)서연탑메탈,019770,2018/12,164762718,70219580,-1202788,-10454415,146950981,2011/06/24,
(주)서연탑메탈,019770,2019/12,156275835,67008556,355869,-3206249,159678959,2011/06/24,
(주)서연탑메탈,019770,2020/12,137189005,70025031,6782643,3304589,141400047,2011/06/24,
(주)서울리거,043710,2011/12,12145750,9410562,289273,-1141628,21012884,2002/07/11,
(주)서울리거,043710,2012/12,18045904,11089220,1142248,1259052,41447426,2002/07/11,
(주)서울리거,043710,2013/12,8761828,989806,-6526329,-11639358,36990928,2002/07/11,
(주)서울리거,043710,2014/12,20712511,16978402,-7012689,-7371202,7759320,2002/07/11,
(주)서울리거,043710,2015/12,17408319,14204889,-6914961,-5980854,5634400,2002/07/11,
(주)서울리거,043710,2016/12,43257691,39519283,-259557,-2472902,18484248,2002/07/11,
(주)서울리거,043710,2017/12,38212815,36768555,-1514798,-1406275,14372479,2002/07/11,
(주)서울리거,043710,2018/12,62807852,47847106,-217603,-3870468,17510965,2002/07/11,
(주)서울리거,043710,2019/12,119147803,65806542,-8741445,-8037162,78368688,2002/07/11,
(주)서울리거,043710,2020/12,99427578,34574743,-30106553,-34164440,43685835,2002/07/11,
(주)서울옥션,063170,2011/12,72426018,50117513,-3447320,-5144426,15090568,2008/07/01,
(주)서울옥션,063170,2012/12,68497346,52037883,2079824,2114143,19394635,2008/07/01,
(주)서울옥션,063170,2013/12,70198366,53357750,3048901,2147019,14879746,2008/07/01,
(주)서울옥션,063170,2014/12,81634996,55839476,5106715,3587137,23791569,2008/07/01,
(주)서울옥션,063170,2015/12,125648035,67295344,15087379,12930562,54756257,2008/07/01,
(주)서울옥션,063170,2016/12,131560666,72604075,9649786,6624600,50852669,2008/07/01,
(주)서울옥션,063170,2017/12,154338745,72288535,6379126,3055687,54167584,2008/07/01,
(주)서울옥션,063170,2018/12,205299710,78119326,8757639,7084634,62044838,2008/07/01,
(주)서울옥션,063170,2019/12,172774839,68553031,-4624907,-8742192,45092705,2008/07/01,
(주)서울옥션,063170,2020/12,147990736,65236662,-412008,-2716110,28850756,2008/07/01,
(주)서울제약,018680,2011/12,,,,,,2000/08/18,
(주)서울제약,018680,2012/12,,,,,,2000/08/18,
(주)서울제약,018680,2013/12,,,,,,2000/08/18,
(주)서울제약,018680,2014/12,,,,,,2000/08/18,
(주)서울제약,018680,2015/12,,,,,,2000/08/18,
(주)서울제약,018680,2016/12,,,,,,2000/08/18,
(주)서울제약,018680,2017/12,,,,,,2000/08/18,
(주)서울제약,018680,2018/12,,,,,,2000/08/18,
(주)서울제약,018680,2019/12,,,,,,2000/08/18,
(주)서울제약,018680,2020/12,,,,,,2000/08/18,
(주)서원,021050,2011/12,388794060,141388560,8734589,-4736733,708759410,1996/01/30,
(주)서원,021050,2012/12,456603539,146201561,7411600,8932761,789166907,1996/01/30,
(주)서원,021050,2013/12,298200155,110966490,-4818145,-23132754,916090891,1996/01/30,
(주)서원,021050,2014/12,287479510,98900981,6767743,-11414623,328562806,1996/01/30,
(주)서원,021050,2015/12,244994346,66695242,-10994265,-56664799,256235317,1996/01/30,
(주)서원,021050,2016/12,223594647,92551885,12630821,5539427,247766404,1996/01/30,
(주)서원,021050,2017/12,212303072,93179605,12840331,1960437,257175364,1996/01/30,
(주)서원,021050,2018/12,220110079,105289150,8594262,7041669,258039810,1996/01/30,
(주)서원,021050,2019/12,221983443,107664343,7969510,3132955,257673136,1996/01/30,
(주)서원,021050,2020/12,225954131,105571542,8055621,-5651136,238078381,1996/01/30,
(주)서원인텍,093920,2011/12,120000717,88943970,12463677,10018518,230107849,2007/12/20,
(주)서원인텍,093920,2012/12,134080938,95237689,14611543,10528288,239165197,2007/12/20,
(주)서원인텍,093920,2013/12,176435016,118684874,33407732,26849554,357987480,2007/12/20,
(주)서원인텍,093920,2014/12,200922962,141819853,25735978,30857197,393896414,2007/12/20,
(주)서원인텍,093920,2015/12,222183470,157595002,20888941,24757686,369618849,2007/12/20,
(주)서원인텍,093920,2016/12,227223458,164925977,15153417,19255348,357572859,2007/12/20,
(주)서원인텍,093920,2017/12,196942719,153695492,9033437,3144260,284134788,2007/12/20,
(주)서원인텍,093920,2018/12,192294125,153196547,5105982,4961399,246968049,2007/12/20,
(주)서원인텍,093920,2019/12,201386876,160839139,16903712,12670944,302903887,2007/12/20,
(주)서원인텍,093920,2020/12,208631773,171957936,18497624,16929107,315619375,2007/12/20,
(주)서전기전,189860,2011/12,,,,,,2014/12/24,
(주)서전기전,189860,2012/12,,,,,,2014/12/24,
(주)서전기전,189860,2013/12,27115512,14794271,6931290,5700906,54843462,2014/12/24,
(주)서전기전,189860,2014/12,40338138,32418214,8253620,9807389,56305410,2014/12/24,
(주)서전기전,189860,2015/12,36531035,30368077,-366864,156335,42012276,2014/12/24,
(주)서전기전,189860,2016/12,40735425,31392038,2001442,1387665,50190070,2014/12/24,
(주)서전기전,189860,2017/12,,,,,,2014/12/24,
(주)서전기전,189860,2018/12,,,,,,2014/12/24,
(주)서전기전,189860,2019/12,,,,,,2014/12/24,
(주)서전기전,189860,2020/12,,,,,,2014/12/24,
(주)서진시스템,178320,2011/12,,,,,,2017/03/27,
(주)서진시스템,178320,2012/12,,,,,,2017/03/27,
(주)서진시스템,178320,2013/12,,,,,,2017/03/27,
(주)서진시스템,178320,2014/12,,,,,,2017/03/27,
(주)서진시스템,178320,2015/12,146089695,33738508,22448762,18247064,77742403,2017/03/27,
(주)서진시스템,178320,2016/12,227322922,72504254,24390510,19626661,165870701,2017/03/27,
(주)서진시스템,178320,2017/12,259231952,121296132,17846982,6310106,237945884,2017/03/27,
(주)서진시스템,178320,2018/12,437784811,221666209,36869438,32338552,324577036,2017/03/27,
(주)서진시스템,178320,2019/12,563040746,266892871,54397094,48987390,392360901,2017/03/27,
(주)서진시스템,178320,2020/12,692052471,241903980,4906028,-5837685,321896318,2017/03/27,
(주)서진오토모티브,122690,2011/12,,,,,,2010/05/25,
(주)서진오토모티브,122690,2012/12,611944184,188985678,11805316,5031428,1023873994,2010/05/25,
(주)서진오토모티브,122690,2013/12,655520267,199021189,16213757,6641216,1161762847,2010/05/25,
(주)서진오토모티브,122690,2014/12,729070780,202724226,20013609,10497703,1275136404,2010/05/25,
(주)서진오토모티브,122690,2015/12,813428497,207056291,15788754,5971414,1337192498,2010/05/25,
(주)서진오토모티브,122690,2016/12,820592255,212537970,12364013,4073853,1292470378,2010/05/25,
(주)서진오토모티브,122690,2017/12,828627924,195443156,-7734906,-17749881,1238336209,2010/05/25,
(주)서진오토모티브,122690,2018/12,866725862,167869979,-12452882,-25261802,1286481786,2010/05/25,
(주)서진오토모티브,122690,2019/12,871205379,151307879,5263781,-16826424,1429752268,2010/05/25,
(주)서진오토모티브,122690,2020/12,855318071,131906700,3932470,-18114668,1505981784,2010/05/25,
(주)서플러스글로벌,140070,2011/12,,,,,,2017/01/25,
(주)서플러스글로벌,140070,2012/12,,,,,,2017/01/25,
(주)서플러스글로벌,140070,2013/12,,,,,,2017/01/25,
(주)서플러스글로벌,140070,2014/12,76237979,31727379,7783395,4354445,57427921,2017/01/25,
(주)서플러스글로벌,140070,2015/12,83388072,41306403,14225211,9653130,95425757,2017/01/25,
(주)서플러스글로벌,140070,2016/12,93238916,55454563,19622198,14180546,100146990,2017/01/25,
(주)서플러스글로벌,140070,2017/12,155283308,110054887,26727702,19867045,111730233,2017/01/25,
