회사명,거래소코드,회계년도,* (정상)영업손익(보고서기재)(IFRS),매출액(수익)(*)(IFRS),당기순이익(손실)(IFRS),자본(*)(IFRS),이자비용(IFRS),이자수익(IFRS),배당금수익(IFRS),영업활동으로 인한 현금흐름(간접법)(*)(IFRS),* 발행한 주식총수(*)(IFRS),자산(*)(IFRS),현금및현금성자산(*)(IFRS),유동부채(*)(IFRS),재고자산(*)(IFRS),유동자산(*)(IFRS),부채(*)(IFRS),합계_기말인원,법인세비용차감전(계속사업)손익(IFRS),인건비(IFRS),금융비용(IFRS),임차료(IFRS),세금과공과(IFRS),감가상각비(IFRS),상장일,상장폐지일
(주)비와이씨,001460,2014/12,27652181,178556072,19503299,374986398,3177964,15861,47436,26641170,840000,609987349,167597,114694073,65603850,0,235000951,758,25383.81,22243.66,3114.67,0,0,7826.88,1975/06/02,
(주)비와이씨,001460,2015/12,21771778,181640817,14486173,389272665,4134167,13129,32694,26616531,840000,694207408,2272709,119014052,67577326,0,304934742,791,19071.44,24258.72,4088.34,0,0,9011.03,1975/06/02,
(주)비와이씨,001460,2016/12,17537390,211090629,7499265,395236436,5620221,118473,16354,44625661,840000,722070199,18129896,145704554,67357711,0,326833763,754,9497.55,24905.03,5485.39,0,0,10313.57,1975/06/02,
(주)비와이씨,001460,2017/12,17137897,195310605,7918747,402145543,5907146,135046,2270,23679596,840000,738219700,20239413,124953676,61774776,0,336074156,748,10631.03,25248.73,5769.83,0,0,11125.47,1975/06/02,
(주)비와이씨,001460,2018/12,19781292,197123732,7240661,406908443,6904883,395521,25934,47881109,840000,727890891,26727071,72022450,53291908,0,320982448,662,17179.35,24813.75,6483.43,0,0,11486.71,1975/06/02,
(주)비와이씨,001460,2019/12,17095233,169620127,21265094,427249587,7530068,687818,0,16828950,840000,677538544,13942168,100141754,44030357,0,250288957,662,34450.56,0,6842.25,0,0,11480.02,1975/06/02,
(주)비와이씨,001460,2020/12,22578230,160911486,17752211,445299669,4771179,751444,24994,35065745,840000,664336938,45055843,113877804,33467914,0,219037269,590,27999.52,23627.54,3994.74,0,0,11388.78,1975/06/02,
(주)비즈니스온커뮤니케이션,138580,2013/12,,,,,,,,,,,,,,,,,,,,,,,2017/11/30,
(주)비즈니스온커뮤니케이션,138580,2014/12,,,,,,,,,,,,,,,,,,,,,,,2017/11/30,
(주)비즈니스온커뮤니케이션,138580,2017/12,5703959,13456561,5296797,32012489,517,192584,0,3914356,9544940,35900984,4463331,3564136,0,0,3888495,69,6621.96,3386.98,-192.07,211.15,120.47,275.29,2017/11/30,
(주)비즈니스온커뮤니케이션,138580,2018/12,5676148,15037979,5292983,35406975,0,480468,0,4962913,9544940,39787118,4180209,4047029,0,0,4380144,69,6543.06,2961.38,-480.47,210.81,91.88,276.23,2017/11/30,
(주)비즈니스온커뮤니케이션,138580,2019/12,6196229,15677354,4411014,37271296,186421,440679,0,5039575,9544940,64059044,31072484,25773968,0,0,26787749,72,5469.84,2954.55,-254.26,23.54,93.58,702.06,2017/11/30,
(주)비즈니스온커뮤니케이션,138580,2020/12,5016757,16223248,2510643,60767663,550516,336615,0,5291741,11376440,64687224,2880653,3612586,0,0,3919561,79,2945.62,3464.83,213.9,13.82,115.48,1014.67,2017/11/30,
(주)비지에프,027410,2011/12,,,,,,,,,,,,,,,,,,,,,,,2014/05/19,
(주)비지에프,027410,2012/12,54404348,2861059351,35057574,151281281,13861230,17723720,452000,161701813,24640080,939687541,49933259,393429000,54007914,0,788406260,,51081.87,97146,-4314.49,145796,4540,90677,2014/05/19,
(주)비지에프,027410,2013/12,94477769,3076064179,61063796,200573204,17291598,15428600,148000,223705147,24640080,1026686864,148796232,703717136,48134408,0,826113660,,83113.51,110182,1715,154040,5170,98267,2014/05/19,
(주)비지에프,027410,2014/12,112464027,3303137208,97565989,551214718,5971596,17243568,517000,244648624,24640080,1183774828,138303756,503870033,61842160,0,632560110,1748,128019.95,131079,-11788.97,162738,6038,93495,2014/05/19,
(주)비지에프,027410,2015/12,174784662,4257634355,151122941,712441404,5751325,17867215,4102000,362672840,24773964,1460200504,18222654,586108542,47778215,0,747759100,1778,193114.7,133149,-16217.89,173276,6177,95839,2014/05/19,
(주)비지에프,027410,2016/12,196952358,4941266443,167386505,847645971,5957140,16345136,4073000,320392433,49547625,1707548342,15265230,660616545,77942496,0,859902371,1876,218928.61,131973,-14461,190113,6005,100427,2014/05/19,
(주)비지에프,027410,2017/12,-1619587,5608312,3507920571,642374377,88338,6631578,0,356586817,32263719,699735805,773552,43411838,0,0,57361427,125,5220.75,4789,-6543.24,26,275,89359,2014/05/19,
(주)비지에프,027410,2018/12,66091586,86754836,66139552,1449352402,127384,6388681,0,37538937,95369179,1487846481,6136286,11433316,0,0,38494079,125,68079.16,12100,-6261.3,140,970,638,2014/05/19,
(주)비지에프,027410,2019/12,14391805,35695031,2291327,1450119517,130258,206000,0,11356389,95716791,1488637056,4270905,7509960,0,0,38517540,113,5118.08,12263,-75.74,0,1319,877,2014/05/19,
(주)비지에프,027410,2020/12,31777194,51633111,22180092,1462076853,131752,16000,0,33295065,95716791,1501923856,564297,9142239,0,0,39847003,112,22348.98,11131,115.75,0,1375,916,2014/05/19,
(주)비지에프리테일,282330,2017/12,26712563,938656966,24755495,361170158,1122553,1964865,0,-20814277,17283906,1231046501,20481254,664673134,94036303,0,869876343,2737,,,,,,,2017/12/08,
(주)비지에프리테일,282330,2018/12,190268429,5774158186,154142275,494316202,6655645,13090834,0,345926372,17283906,1435845971,33505877,746546634,102811284,0,941529769,2753,202458.58,145049,-6435.19,222949,5719,120671,2017/12/08,
(주)비지에프리테일,282330,2019/12,195443728,5943404080,149768379,593593344,18939000,12032000,0,531212667,17283906,2114202246,18909487,934735106,89592755,0,1520608903,2641,198904.82,150880,6907,16160,6203,326263,2017/12/08,
(주)비지에프리테일,282330,2020/12,163664236,6167808904,125895224,671458861,17549000,9803000,0,502425017,17283906,2308304394,17218444,981318994,118049418,0,1636845533,2637,165292.07,154225,7746,3639,6545,346825,2017/12/08,
(주)비츠로셀,082920,2011/03,6609514,46015710,6815741,46131768,4470,549416,54467,5122255,12676375,52381187,17756037,5476774,5869291,0,6249418,254,7163.46,8557.9,-599.41,311.8,0,1720.74,2009/10/28,
(주)비츠로셀,082920,2012/03,7314174,53465658,7295183,50382342,1430,585760,56799,7913588,12676375,58464269,15894851,7401332,5325789,0,8081927,229,7932.29,9293.01,-641.13,319.39,0,1717.21,2009/10/28,
(주)비츠로셀,082920,2013/03,7557720,61215244,7019940,60248307,14970,415894,37617,7721013,12748694,68479182,8801975,7466669,6529298,0,8230874,247,7550.63,7734.41,-438.54,277.36,0,2125.52,2009/10/28,
(주)비츠로셀,082920,2014/03,7662173,69595752,6596099,64102340,63912,227595,7729,9679659,12802934,76491251,6722210,10499750,7043824,0,12388911,290,7160.89,9610.89,-171.41,293.06,0,2698.8,2009/10/28,
(주)비츠로셀,082920,2015/06,11588903,82467628,10778916,76259461,40804,273041,97796,16065006,12857174,98777317,10012958,22208325,10567727,0,22517857,323,12188.7,11877.78,-330.03,168.78,0,3468.92,2009/10/28,
(주)비츠로셀,082920,2016/06,16613069,90540215,14655931,91752289,31964,234759,182325,5855209,14841718,115181850,6213078,20572355,16884988,0,23429562,377,17165.36,12227.34,-385.12,148.5,0,4703.91,2009/10/28,
(주)비츠로셀,082920,2017/06,17554914,101991470,16128923,107776816,54850,187618,937851,23834305,16325752,121524286,22777413,12086059,4210934,0,13747470,372,17123.36,14764.21,-1070.62,165.33,0,5226.01,2009/10/28,
(주)비츠로셀,082920,2018/12,19530471,113080634,15280746,121184748,43333,112014,0,16760304,19590431,146009162,3362632,21794905,23823615,0,24824414,355,18301.26,14177.63,-68.68,223.93,0,7338.98,2009/10/28,
(주)비츠로셀,082920,2019/12,24381244,129410384,19150919,141358241,35819,88602,0,26454749,21539152,163352810,10395886,18061597,25678844,0,21994569,375,23718.87,15849.6,-52.78,74.09,0,9617.53,2009/10/28,
(주)비츠로셀,082920,2020/12,18001939,112282194,13950930,155620348,185908,90315,0,24260305,21539152,187844177,37474473,11290492,26677214,0,32223830,356,15976.73,15622.88,95.59,70.33,0,9667.89,2009/10/28,
(주)비츠로시스,054220,2011/03,2597743,104506657,678750,46042460,1800212,4777,0,-7988426,12497479,95697544,5043959,38898485,323886,0,49655084,230,802.31,9170.69,1795.44,0,0,873.21,2001/12/26,
(주)비츠로시스,054220,2012/03,4389144,120622759,1746943,51331982,2054190,402842,1050,5763923,13704375,112586037,6328349,56696878,234201,0,61254055,207,2502.27,10087.91,1650.3,0,0,610.93,2001/12/26,
(주)비츠로시스,054220,2013/03,6366610,133555372,1410046,68516277,1915321,640945,0,10089129,21947296,136894294,4723790,61221341,332228,0,68378017,216,2059.24,11654.54,1274.38,0,0,667.62,2001/12/26,
(주)비츠로시스,054220,2014/03,-391175,96008027,-5675264,63397754,1996461,1699517,100,-16905701,22223303,140460341,1146285,74120138,418692,0,77062587,212,-7567.31,11850.76,296.84,0,0,1274.32,2001/12/26,
(주)비츠로시스,054220,2015/03,-15159415,84705430,-16372979,59889727,1995381,1364354,100,4524160,40279128,142819739,2788529,80119786,468378,0,82930012,245,-19002.97,12008.32,630.93,0,0,1399.88,2001/12/26,
(주)비츠로시스,054220,2016/03,2407064,63540760,1257068,61812260,1933232,1080090,51910,-12802417,40279128,114682434,343572,45641003,407376,0,52870174,204,1305.48,10744.94,801.23,0,0,1434.36,2001/12/26,
(주)비츠로시스,054220,2017/03,2022619,72073712,1096280,68351786,2301603,688733,2535,8628390,42732691,123239221,3073320,53700544,469569,0,54887436,205,1655.02,9850.35,1610.34,0,0,1407.12,2001/12/26,
(주)비츠로시스,054220,2018/03,-5474690,75293447,-21646133,50583414,1894740,18107,910,-4023910,43740184,107177481,3715057,49529160,765856,0,56594067,169,-23060.98,7865.62,1875.72,0,0,2577.18,2001/12/26,
(주)비츠로시스,054220,2019/03,-22155087,31266242,-116387168,-99527757,3723417,1290730,967,-12476576,52295547,18700996,5705,118228754,3249409,0,118228754,62,-111605.23,7274.72,2431.72,0,0,2121.83,2001/12/26,
(주)비츠로시스,054220,2020/03,-4395311,7440000,-4490826,-104018583,572080,1930823,0,937482,52295547,15053752,2401,118958059,279502,0,119072335,36,-4490.83,2255.13,-1358.74,0,0,705.7,2001/12/26,
(주)비츠로테크,042370,2011/03,1432547,78219441,442826,45341805,838576,2702,0,-4930138,13481317,75943848,1191368,23357254,6650897,0,30602043,205,527.71,8039.9,835.87,258.51,0,1789.18,2000/08/03,
(주)비츠로테크,042370,2012/03,1247567,84750368,523873,45807955,868118,2796,142300,258292,13481317,81133628,818659,27888831,9310872,0,35325673,214,494.61,8635.74,723.02,288.95,0,1860.7,2000/08/03,
(주)비츠로테크,042370,2013/03,1358942,85361499,3066937,51481732,938506,26441,0,3536207,13481317,91326941,1558006,28222292,7015321,0,39845209,242,2435.7,9839.61,912.07,373.33,0,2047.63,2000/08/03,
(주)비츠로테크,042370,2014/03,1881776,97884650,2170414,53202684,347851,32530,100,-3741650,13481317,89285060,142419,26535088,6551456,0,36082376,314,2222.59,12219.1,315.22,448.96,0,2153.88,2000/08/03,
(주)비츠로테크,042370,2015/06,1027442,119884799,2232367,55507187,624214,19791,100,4043333,13481317,104292070,2346505,34382045,6684958,0,48784883,372,2232.37,14901.71,604.32,563.17,0,2324.46,2000/08/03,
(주)비츠로테크,042370,2016/06,-7132105,103230046,-5514405,49918733,504775,20874,100,3212336,13481317,98896312,367359,34801773,6644978,0,48977579,382,-5514.4,17079.04,483.8,622.51,0,2549.1,2000/08/03,
(주)비츠로테크,042370,2017/06,1370507,86734828,589950,82463903,552464,7635,82178,9096804,22353873,122983215,6432834,33123360,0,0,40519311,806,-150.3,10498.07,462.65,484.88,0,1617.33,2000/08/03,
(주)비츠로테크,042370,2018/06,2336195,28937727,1203745,83285522,577610,740,0,-8934849,22353873,113913549,1744158,25108109,0,0,30628026,811,1558.88,4308.97,576.87,312.88,0,667.23,2000/08/03,
(주)비츠로테크,042370,2019/12,2286889,30787116,891091,84273623,1853372,7860,239,704916,22353873,116863287,3009336,27172856,16160,0,32589664,952,872.69,3801.38,1845.27,127.53,0,756.72,2000/08/03,
(주)비츠로테크,042370,2020/12,4393917,37813211,3582225,91660134,1306090,3472,0,6472543,23315411,123514865,7912497,25943239,46528,0,31854731,880,3916.75,4052.08,546.15,112.33,0,728.67,2000/08/03,
(주)비케이홀딩스,050090,2011/12,-2984373,61852372,-6943880,36730358,3562366,173929,0,9390236,54296366,117847082,6672259,56592187,4818003,1315354,81116724,203,-6515,9280.35,3388.44,166.88,0,8650.64,2004/06/29,
(주)비케이홀딩스,050090,2012/12,1987198,54766822,24963182,61181653,2667867,92034,0,5163354,54296366,122631076,5737401,38644575,6314650,0,61449423,181,25106.67,10245.22,2575.83,299.76,0,7534.34,2004/06/29,
(주)비케이홀딩스,050090,2013/12,2029835,50350934,155024,61400244,2660511,73086,0,1402160,54296366,117543814,497802,36540935,5966616,0,56143570,179,155.02,11085.87,2587.43,278.51,0,5308.75,2004/06/29,
(주)비케이홀딩스,050090,2014/12,1115887,13179711,-13532716,47657299,1639759,60246,0,4377827,54296366,98164952,582989,39724853,1412339,849455,50507653,111,-668.72,2991.1,1579.51,49.2,0,4433.61,2004/06/29,
(주)비케이홀딩스,050090,2015/12,135912,20682210,-5845047,21912237,1873700,28039,0,-2552360,54296366,53622702,521098,12472885,1695968,0,31710465,55,-1234.59,4309.71,1845.66,199.18,0,968.4,2004/06/29,
(주)비케이홀딩스,050090,2016/12,1181202,43031183,-3425548,29077591,1632809,2070,0,-355378,64967931,51934968,768524,21264840,4015519,0,22857378,53,-3425.55,5120.2,1630.74,185.65,0,883.41,2004/06/29,
(주)비케이홀딩스,050090,2017/12,-739818,38071774,-2421634,30818719,497078,10939,0,-2044129,69138942,44139463,928516,11192976,5994018,0,13320743,55,-2647.01,4731.91,486.14,0,0,590.24,2004/06/29,
(주)비케이홀딩스,050090,2018/12,-3344356,15426057,-2862347,27874453,425505,3985,0,870982,69138942,33215957,7234501,2144969,1901340,0,5341505,51,-3128.73,4490.36,421.52,0,0,541.82,2004/06/29,
(주)비케이홀딩스,050090,2019/12,201373,13301419,-1963153,27289085,37548,265411,0,-2407680,69138942,43938679,17602183,15340795,1062418,0,16649594,46,68.1,4513.67,-227.86,0,0,518.34,2004/06/29,
(주)비케이홀딩스,050090,2020/12,-1379028,10109534,-4391846,28043959,15474,266501,0,733219,79138942,44602544,23071839,15124690,1369330,0,16558584,30,-4395.39,3119.51,-251.03,0,0,408.19,2004/06/29,
(주)비투엔,307870,2018/12,,,,,,,,,,,,,,,,,,,,,,,2018/12/12,
(주)비투엔,307870,2019/12,,,,,,,,,,,,,,,,,,,,,,,2018/12/12,
(주)비투엔,307870,2020/12,,,,,,,,,,,,,,,,,,,,,,,2018/12/12,
(주)비트나인,357880,2018/12,,,,,,,,,,,,,,,,,,,,,,,2021/11/10,
(주)비트나인,357880,2019/12,,,,,,,,,,,,,,,,,,,,,,,2021/11/10,
(주)비트나인,357880,2020/12,-724567,10986327,-10083146,-3875920,990405,1443,0,-1195276,4676468,7301311,4145220,10037005,0,0,11177231,,-10083.15,2685.84,988.96,25.18,0,508.95,2021/11/10,
(주)비트컴퓨터,032850,2011/12,4048488,30557773,2878788,31512021,0,419181,0,3760526,16090772,54388719,5441085,10104781,35887,0,22876697,143,3562.86,6444.66,-419.18,0,0,632.6,1997/07/04,
(주)비트컴퓨터,032850,2012/12,1643930,32648079,191321,30453999,864211,375181,0,430722,16623293,53813179,3138868,11335954,265286,0,23359180,145,299.22,6002.03,489.03,0,0,624.59,1997/07/04,
(주)비트컴퓨터,032850,2013/12,1327570,35213773,-498275,30019195,652745,301898,0,2727382,16623293,54541626,3228627,14413109,182165,0,24522431,154,-606.88,6325.69,350.85,0,0,562.15,1997/07/04,
(주)비트컴퓨터,032850,2014/12,2532601,34509144,1291422,31251818,529460,463760,0,3660384,16623293,51225590,5440894,11426486,8682,0,19973772,144,1561.97,5911.08,65.7,0,0,503.3,1997/07/04,
(주)비트컴퓨터,032850,2015/12,4971646,37162699,4596147,35877146,336729,197435,0,4964625,16623293,49826548,5332698,7578322,53894,0,13949402,125,5683.33,5999.9,139.29,0,0,506.26,1997/07/04,
(주)비트컴퓨터,032850,2016/12,3610535,34716080,4278518,39972631,213634,205724,0,4758664,16623293,52103523,4911403,8016670,10007,0,12130893,131,5377.57,6649.79,7.91,0,0,465.58,1997/07/04,
(주)비트컴퓨터,032850,2017/12,4784170,31554469,3823101,42408026,136983,181680,0,4647665,16623293,53486604,5950349,8895926,35350,0,11078579,129,5093.57,6591.45,-58.14,0,0,531.5,1997/07/04,
(주)비트컴퓨터,032850,2018/12,-2082239,32611975,-146513,42186449,79565,189026,0,-672677,16623293,55971073,1395763,11452622,726092,0,13784624,130,-485.97,7015.18,-124.96,0,0,620.53,1997/07/04,
(주)비트컴퓨터,032850,2019/12,6123923,37165111,6173649,48237590,172515,169475,31818,2263520,16623293,61549147,1953356,8664722,539661,0,13311557,135,7648.08,7808.31,-28.78,0,0,1588.37,1997/07/04,
(주)비트컴퓨터,032850,2020/12,5549953,35750730,6587167,54683952,189115,282328,40849,14213863,16623293,70361684,8541244,10110692,366082,0,15677732,155,8121.02,8147.58,-134.06,0,0,1572.36,1997/07/04,
(주)비피도,238200,2015/12,3749890,11845220,3125850,13901388,32,40138,0,2790851,300000,19923791,4663408,1755099,2020166,0,6022403,,,,,,,,2018/12/26,
(주)비피도,238200,2016/12,2094417,12070164,2168647,16070035,299155,100454,0,3340703,3000000,34339121,11345612,2043611,2071979,0,18269086,,2541.29,1948.3,198.7,0,0,1406.33,2018/12/26,
(주)비피도,238200,2017/12,3017695,13664118,2425225,18495261,591991,197105,0,3863712,3000000,36849360,11699707,1998430,2564162,0,18354099,,2901.82,2379.82,394.89,0,0,1516.63,2018/12/26,
(주)비피도,238200,2018/12,3501424,14870382,1132106,44727873,325315,259696,0,4752823,4090000,46741371,4266408,1245515,3044981,0,2013497,71,1729.79,2738.92,65.62,0,0,1469.65,2018/12/26,
(주)비피도,238200,2019/12,1436365,13009644,1626678,46344942,3520,184945,0,2671011,4090000,48239213,2057703,1371091,3165148,0,1894272,80,1748.66,3453.48,-181.43,0,0,1590.31,2018/12/26,
(주)비피도,238200,2020/12,-486758,12300222,-452044,44747949,6275,100256,0,1748049,4090000,51411453,4990487,6557714,2917170,0,6663504,82,-976.32,3238.56,-93.98,0,0,1674.87,2018/12/26,
(주)빅솔론,093190,2011/12,11234803,75914338,11548275,59940583,279714,68014,0,9745373,10200000,72044755,2107648,11028546,15101261,0,12104172,77,14008.66,6188.23,211.7,0,0,1076.7,2007/08/20,
(주)빅솔론,093190,2012/12,10528630,71227154,12845641,70808924,179682,42401,350182,5228196,10200000,80244697,4195828,9068199,15435612,0,9435773,79,15588.59,5976.9,-212.9,0,0,1548.2,2007/08/20,
(주)빅솔론,093190,2013/12,14851873,79204923,16848801,85554940,45037,90740,252422,14010740,10200000,96163345,3438078,9706014,18751358,0,10608406,78,20083.3,7327.62,-298.13,0,0,1913.55,2007/08/20,
(주)빅솔론,093190,2014/12,13037051,74745421,13039127,96291423,2385,356445,169323,10875818,10200000,109179177,5085158,11772899,18399531,0,12887754,82,15644.58,6933.19,-523.38,0,0,2041.03,2007/08/20,
(주)빅솔론,093190,2015/12,14733761,78363649,19156402,111660340,2704,652696,273473,9944894,10200000,125463397,1973350,12458439,21521060,0,13803058,85,23140.8,7820.41,-923.47,0,0,1896.05,2007/08/20,
(주)빅솔론,093190,2016/12,12260503,80774588,13530880,118336842,1417,591133,541391,12068421,10200000,132426363,1405942,12717698,22269075,0,14089520,86,16236.47,7695.43,-1131.11,0,0,2007.78,2007/08/20,
(주)빅솔론,093190,2017/12,13478042,80933343,20297769,136377092,447,431708,908540,6334856,19238905,150262382,56262508,12971738,24366456,0,13885290,87,24729.57,8298.25,-1339.8,0,0,2169.08,2007/08/20,
(주)빅솔론,093190,2018/12,11987041,77604084,14275606,144031301,0,1456511,218548,10245883,19238905,155370335,27144036,10297391,24963875,0,11339034,102,16734.93,8562.17,-1675.06,0,0,2470.51,2007/08/20,
(주)빅솔론,093190,2019/12,9598944,74852401,9353965,145060356,75029,1603285,6250,9956511,19238905,159183608,15090461,11107418,26409932,0,14123251,109,12061.02,9339.14,-1534.51,0,0,3733.38,2007/08/20,
(주)빅솔론,093190,2020/12,4902912,65999606,5139653,145734543,41172,1224875,281797,14959578,19238905,159952330,45989111,11681220,25300309,0,14217787,109,3671.46,9795.87,-1465.5,0,0,3958.45,2007/08/20,
(주)빅텍,065450,2011/12,-3557625,30868279,-2496796,30522420,63855,329360,8000,-4630822,24500000,47456982,3612629,13063842,10911311,0,16934562,188,-3510.44,10115.96,-273.51,0,0,2455.79,2003/02/05,
(주)빅텍,065450,2012/12,-4360554,27834143,-5224968,28818171,90450,190850,52800,-2943647,24500000,41638189,4699980,8467464,8946645,0,12820018,162,-6729.1,9831.96,-153.2,0,0,2203.5,2003/02/05,
(주)빅텍,065450,2013/12,1098253,32453011,1158268,30971340,108343,156906,9051,7004955,24500000,46190328,8165299,10773456,7242744,0,15218988,155,1308.59,7852.8,-57.61,0,0,1772.81,2003/02/05,
(주)빅텍,065450,2014/12,1551391,34457445,1798137,31959919,82009,134949,24740,6623734,24500000,50729063,8881241,12483723,6773325,0,18769145,157,1932.23,8303.78,-77.68,0,0,1708.02,2003/02/05,
(주)빅텍,065450,2015/12,1539933,40621164,1455369,32893330,104797,68570,21202,-1324664,24500000,58845864,5826267,11880729,7411578,0,25952534,161,1650.95,9180.49,15.02,0,0,1740.07,2003/02/05,
(주)빅텍,065450,2016/12,-889111,38351993,-822482,35252964,107667,30121,13879,-5859137,24500000,61832806,2736058,13978659,7683262,0,26579842,171,-1167.62,9909.69,63.67,0,0,3284.1,2003/02/05,
(주)빅텍,065450,2017/12,-1582562,40828484,-1085534,34122125,106333,31252,2742,6912627,24500000,61861299,2448197,17941512,7576095,0,27739174,184,-1673.25,10937.16,72.34,0,0,3590.29,2003/02/05,
(주)빅텍,065450,2018/12,1496775,48767203,849691,35737346,419885,97203,31100,11039279,24500000,66300861,12708225,14154286,7231595,0,30563515,186,576.74,11900.03,291.58,0,0,3385.18,2003/02/05,
(주)빅텍,065450,2019/12,2610386,48979452,1979785,40089273,401055,148234,14904,9891439,26368762,93617772,13594293,46805840,8662038,0,53528500,187,2414.97,12513.74,237.92,0,0,3425.72,2003/02/05,
(주)빅텍,065450,2020/12,3162156,67286854,2948377,52258308,19176,162257,8860,-5119978,28652800,112734681,4318410,53670024,16010078,0,60476373,194,3686.46,13448.19,-151.94,0,0,3553.03,2003/02/05,
(주)빙그레,005180,2011/12,49077058,720634377,39899774,394802514,318425,5128101,120000,14291250,9851241,491620453,112242555,71051764,39856288,0,96817939,1568,51955.96,73472,-4929.68,0,0,19870,1978/08/31,
(주)빙그레,005180,2012/12,66820915,789102353,50754215,436351430,345782,5273606,118000,66719181,9851241,542967569,56109494,79300598,44183628,0,106616139,1548,67105.48,80757,-5045.82,0,0,21023,1978/08/31,
(주)빙그레,005180,2013/12,50707920,805058851,37487509,464927308,264000,5000525,116000,51690332,9851241,561401086,22436878,71537470,44132416,0,96473778,1554,49881.42,79766,-4852.53,0,0,22648,1978/08/31,
(주)빙그레,005180,2014/12,41802841,819872484,37675940,484037982,106000,4747000,108000,44786000,9851241,578496730,6072168,72059412,54159291,0,94458748,1582,48672.63,84286,-4749,0,0,24298,1978/08/31,
(주)빙그레,005180,2015/12,30928008,795438210,24314997,516895945,42000,3239000,117000,63676982,9851241,616351609,14369923,72333557,38954144,0,99455664,1609,31668.9,83127,-3314,0,0,25907,1978/08/31,
(주)빙그레,005180,2016/12,35616853,804139945,27539923,520226897,0,3662384,473000,64664800,9851241,622118009,15813525,82981079,33575416,0,101891112,1578,35568.02,89383,-4135.38,0,0,25569,1978/08/31,
(주)빙그레,005180,2017/12,30950570,841320054,27873073,526101272,0,3758000,810000,40375883,9851241,632229308,17337879,93174726,38083834,0,106128036,1560,44877.95,91237,-4568,0,0,25087.25,1978/08/31,
(주)빙그레,005180,2018/12,35304789,838159210,32131228,540151310,16000,5142617,1351000,69407950,9851241,648465581,24783135,95370272,38183596,0,108314271,1677,41074.55,105993,-6477.62,0,0,26448,1978/08/31,
(주)빙그레,005180,2019/12,41782106,857206874,39718950,564827940,198000,5779703,2025000,58962931,9851241,677017157,34580102,93124139,43261599,0,112189217,1710,50601.16,101891,-7606.7,0,0,33072,1978/08/31,
(주)빙그레,005180,2020/12,42365080,907529455,40702482,589788467,267000,4049539,3165000,78821819,9851241,713759535,47133747,101168075,44407129,0,123971068,1789,52902.28,114309,-6947.54,0,0,35410,1978/08/31,
(주)사람인에이치알,143240,2011/12,6902093,41938612,5123906,12590645,118920,114895,0,2282248,6369930,22849564,6873051,8583596,0,0,10258920,445,6898.07,19093.46,4.03,0,0,899.98,2012/02/21,
(주)사람인에이치알,143240,2012/12,5552996,48822488,4800243,29365706,56296,635348,0,4367099,8888119,37418348,6112801,7043947,0,0,8052642,490,6180.64,35118,-579.05,0,0,964.57,2012/02/21,
(주)사람인에이치알,143240,2013/12,6231317,52214408,4891286,61223480,28723,981405,58899,4799247,11634263,66650097,10648966,5393618,0,0,5426618,507,6314.5,37363.26,-1011.58,0,0,981.7,2012/02/21,
(주)사람인에이치알,143240,2014/12,4306385,55333146,3570064,60105456,0,1259617,23790,4598861,11634263,65966794,4792548,5844838,0,0,5861338,401,4583.1,42242.05,-1283.41,0,0,1137.1,2012/02/21,
(주)사람인에이치알,143240,2015/12,10263234,68496029,8687623,64164713,6250,835193,0,10960225,11634263,72172003,5548484,8007290,0,0,8007290,422,11064.11,47169,-828.94,0,0,1273.98,2012/02/21,
(주)사람인에이치알,143240,2016/12,12888359,55357477,10673283,74071608,448,451140,0,11413321,11634263,80156126,15850419,6084518,0,0,6084518,349,13016.89,28842.38,-450.69,0,0,1671.54,2012/02/21,
(주)사람인에이치알,143240,2017/12,14911387,52529118,1987159,74607058,16,526507,830476,15456714,11634263,94038028,6558819,19430970,0,0,19430970,382,2652.29,20609.08,-1356.97,0,0,2176.93,2012/02/21,
(주)사람인에이치알,143240,2018/12,18189699,57494328,15654420,87444983,7250,622430,1220850,9151530,11634263,100030493,9261711,12478510,0,0,12585510,405,19716.15,22703.91,-1836.03,0,0,2114.45,2012/02/21,
(주)사람인에이치알,143240,2019/12,26559397,67733872,23876775,107516808,29271,1142295,1765304,29505613,11659263,124432598,4246716,16497997,0,0,16915790,384,29979.13,24733.36,-2878.33,58.26,140.49,2706.03,2012/02/21,
(주)사람인에이치알,143240,2020/12,23865219,68196343,19437370,121068236,35531,1301638,1033601,20832120,11659263,138723394,10615170,16499746,0,0,17655158,411,25068.33,25381.31,-2299.71,0,155.75,3099.97,2012/02/21,
(주)사조대림,003960,2011/12,9243131,371465751,6896491,142246944,1966814,2060141,23232,-40836473,5964355,280124752,718506,121363074,26289866,0,137877808,626,9683.71,27006.33,-116.56,0,0,3243.67,1976/09/01,
(주)사조대림,003960,2012/12,1183445,378399029,-3556397,133712858,3730782,1930580,22450,1204529,5964355,280913730,1741254,120464690,31242668,0,147200872,629,-4332.4,29804.07,1777.75,0,0,3339,1976/09/01,
(주)사조대림,003960,2013/12,5209826,399418524,1317269,133007859,3177765,1960998,2257,7877109,5964355,266385366,3496351,108293959,24131917,0,133377508,614,3373.62,35839.86,1214.51,0,0,3343.09,1976/09/01,
(주)사조대림,003960,2014/12,4571086,405812234,2557205,135328656,2676898,1579258,16395,6985555,5964355,269636096,997600,113684091,31303143,0,134307440,626,3754.04,32844.1,1081.25,0,0,3344.41,1976/09/01,
