회사명,거래소코드,회계년도,* (정상)영업손익(보고서기재)(IFRS),매출액(수익)(*)(IFRS),당기순이익(손실)(IFRS),자본(*)(IFRS),이자비용(IFRS),이자수익(IFRS),배당금수익(IFRS),영업활동으로 인한 현금흐름(간접법)(*)(IFRS),* 발행한 주식총수(*)(IFRS),자산(*)(IFRS),현금및현금성자산(*)(IFRS),유동부채(*)(IFRS),재고자산(*)(IFRS),유동자산(*)(IFRS),부채(*)(IFRS),합계_기말인원,법인세비용차감전(계속사업)손익(IFRS),인건비(IFRS),금융비용(IFRS),임차료(IFRS),세금과공과(IFRS),감가상각비(IFRS),상장일,상장폐지일
(주)케이피티유,054410,2017/12,742055,24860037,4004273,31736851,610742,138985,0,1967315,5060000,65296002,368235,22290784,1915960,0,33559151,59,4732.58,3009.19,471.76,0,0,568.23,2002/04/25,
(주)케이피티유,054410,2018/12,1085093,23757498,697230,32167232,723459,236621,0,-71806,5060000,65556115,1169280,27460593,1679960,0,33388884,66,1079.94,2532.08,486.84,0,0,660.4,2002/04/25,
(주)케이피티유,054410,2019/12,563030,24269610,-764474,32888826,724375,229206,0,2484600,5060000,62232910,213053,17405749,1542759,0,29344083,59,-1200.29,2797.07,495.17,0,0,733.23,2002/04/25,
(주)케이피티유,054410,2020/12,804757,25910977,-3128230,29027894,682807,397012,0,615005,5060000,59762088,1030213,23101282,1400112,0,30734194,51,-3936.48,2432.43,285.79,0,0,760.19,2002/04/25,
(주)케일럼,258610,2012/12,,,,,,,,,,,,,,,,,,,,,,,2017/08/22,
(주)케일럼,258610,2013/12,,,,,,,,,,,,,,,,,,,,,,,2017/08/22,
(주)케일럼,258610,2014/12,,,,,,,,,,,,,,,,,,,,,,,2017/08/22,
(주)케일럼,258610,2015/12,1824632,16737789,850301,4843821,529795,49913,0,2753582,240000,31424259,2564797,11336525,310514,0,26580438,,1056.99,1327.25,479.88,0,0,370.12,2017/08/22,
(주)케일럼,258610,2016/12,4425797,28569861,3223585,10251215,607703,44238,0,9799394,4855000,40209208,6294425,16877890,321570,0,29957993,,3963.63,1986.73,563.47,0,0,603.12,2017/08/22,
(주)케일럼,258610,2017/12,2240195,24015544,711877,22882109,494523,89330,0,-7179522,7380944,41844935,3332227,11449492,264915,0,18962826,25,812.13,1765.14,405.19,0,0,739.87,2017/08/22,
(주)케일럼,258610,2018/12,2175019,23521557,2948171,24314889,664105,180271,0,2652441,7380944,53298455,4490812,11919804,206374,0,28983566,29,3865.54,1713.08,483.83,0,0,796.56,2017/08/22,
(주)케일럼,258610,2019/12,614477,20471120,-1292626,33100021,1083025,278690,0,79466,9672944,48622782,3227274,6499766,430467,0,15522761,29,-1334.13,1811.05,804.34,0,0,1026.51,2017/08/22,
(주)케일럼,258610,2020/12,-1936113,11078266,-6467961,46026095,764011,49323,0,-1736314,14474525,112863761,1827518,58417085,189281,0,66837666,33,-8285.02,1916.14,714.69,0,0,1328.43,2017/08/22,
(주)켐온,217600,2015/12,,,,,,,,,,,,,,,,,,,,,,,2015/06/26,
(주)켐온,217600,2016/12,,,,,,,,,,,,,,,,,,,,,,,2015/06/26,
(주)켐온,217600,2017/12,-509209,15549166,-1562828,33144143,85970,159879,0,-1043113,63085340,39462658,2403064,3405082,15797,0,6318515,167,-2007.63,7423.63,-73.91,0,0,1163.71,2015/06/26,
(주)켐온,217600,2018/12,620274,19450820,844201,34051913,17104,158387,0,4969791,63861340,42473049,3950713,5635396,17939,0,8421136,190,777.62,9461.65,-141.28,0,0,1710.95,2015/06/26,
(주)켐온,217600,2019/12,1888000,20914334,1929996,37121560,20285,185393,0,4528301,63861340,44622023,2613436,5380896,16761,0,7500463,199,2038.71,9939.76,-165.11,0,0,2185.44,2015/06/26,
(주)켐온,217600,2020/12,2434117,24767180,1920850,54677570,35286,144305,0,8494913,63861340,72680985,17564101,15210342,22185,0,18003415,213,2590.01,11316.3,-109.02,0,0,2270.01,2015/06/26,
(주)켐트로닉스,089010,2011/12,16165451,225962461,7516750,48299031,3152521,358969,0,18724254,6476946,151263310,8216632,56019406,15128580,0,102964279,253,10377.54,8753.96,2793.55,0,0,5173.87,2007/01/17,
(주)켐트로닉스,089010,2012/12,16765662,232682725,16390378,75912470,2751862,578107,7062,15075944,8064225,169146216,12528148,64987273,21087347,0,93233745,283,20852.33,9783.33,2166.69,0,0,6319.14,2007/01/17,
(주)켐트로닉스,089010,2013/12,25151674,292718336,25361656,99095934,1760249,729621,6750,21003847,8481451,198122684,878855,70756403,24413814,0,99026750,350,30491.89,12446.59,1023.88,0,0,8157.99,2007/01/17,
(주)켐트로닉스,089010,2014/12,-5633630,255967546,-6651086,88511277,2220349,347544,9750,4401203,8884158,203205230,2553729,98589557,32074159,0,114693954,347,-9477.9,13611.88,1863.06,0,0,11506.32,2007/01/17,
(주)켐트로닉스,089010,2015/12,-4854817,253978692,-8510237,82686869,2280956,313563,6750,-381116,9307001,205823668,6415283,82255369,37489310,0,123136799,307,-11249.46,13267.69,1960.64,0,0,12394.4,2007/01/17,
(주)켐트로닉스,089010,2016/12,566489,210147887,-2283144,84614920,2860497,151482,0,19046984,10194971,194364534,2455151,80434120,28290170,0,109749614,297,-3078.15,11757.18,2709.02,0,0,11984.06,2007/01/17,
(주)켐트로닉스,089010,2017/12,-7178445,220133828,-16670328,82276283,2841312,363863,1300,7522388,13521217,192638240,5975381,90132784,20966085,0,110361957,307,-19584.52,12412,2476.15,0,0,11958.69,2007/01/17,
(주)켐트로닉스,089010,2018/12,4722013,236207391,2121077,86489625,3464691,320329,1300,154034,13719236,202953282,4345619,98076272,23761958,0,116463657,357,2498.35,14238.83,3143.06,0,0,10359.22,2007/01/17,
(주)켐트로닉스,089010,2019/12,4931142,247394020,136261,89550498,3927419,596822,0,24091574,14572295,223363903,6042231,96568982,22939427,0,133813405,413,1092.74,19440.68,3330.6,0,0,8581.21,2007/01/17,
(주)켐트로닉스,089010,2020/12,7329167,297712843,6147693,96829958,3636504,562126,0,18030436,14858157,259892569,18401688,122974725,18130487,0,163062611,477,5730.76,24057.78,3074.38,0,0,14909.26,2007/01/17,
(주)켐트로스,220260,2015/12,,,,,,,,,,,,,,,,,,,,,,,2015/07/27,
(주)켐트로스,220260,2016/12,,,,,,,,,,,,,,,,,,,,,,,2015/07/27,
(주)켐트로스,220260,2017/12,5472757,43454513,1085174,30120216,332361,70781,0,4175451,23565158,51518272,12261748,7073728,4534517,0,21398056,106,1800.43,5201.6,261.58,0,0,1189.53,2015/07/27,
(주)켐트로스,220260,2018/12,3847766,44434675,5490554,35722079,723327,225002,0,4595864,24045158,64888243,2146971,10616997,5824034,0,29166164,123,5973.06,6647.04,498.33,0,0,1469.56,2015/07/27,
(주)켐트로스,220260,2019/12,2580565,43771231,282619,44543188,368813,227812,0,4515914,26323057,68065771,4539286,16636527,5825229,0,23522582,131,-190.45,7978.13,141,0,0,1545.35,2015/07/27,
(주)켐트로스,220260,2020/12,1253269,43539515,1503510,46050268,554897,82590,0,5039168,26323057,71478585,5135099,14604444,6352145,0,25428318,136,940.53,6982.49,472.31,0,0,3095.08,2015/07/27,
(주)코난테크놀로지,402030,2011/12,,,,,,,,,,,,,,,,,,,,,,,2022/07/07,
(주)코난테크놀로지,402030,2012/12,,,,,,,,,,,,,,,,,,,,,,,2022/07/07,
(주)코난테크놀로지,402030,2013/12,,,,,,,,,,,,,,,,,,,,,,,2022/07/07,
(주)코난테크놀로지,402030,2014/12,,,,,,,,,,,,,,,,,,,,,,,2022/07/07,
(주)코난테크놀로지,402030,2015/12,,,,,,,,,,,,,,,,,,,,,,,2022/07/07,
(주)코난테크놀로지,402030,2016/12,,,,,,,,,,,,,,,,,,,,,,,2022/07/07,
(주)코난테크놀로지,402030,2020/12,956333,14001472,1487678,4398866,139000,109111,0,2593269,400000,14178806,4865877,5108816,0,0,9779940,,,,,,,,2022/07/07,
(주)코다코,046070,2011/12,11173526,186944176,1916553,39031053,6718147,219741,0,-4170212,17278361,168601036,1956966,109561404,13997856,0,129569983,265,1800.09,13139.81,6498.41,0,0,10456.43,2000/12/26,
(주)코다코,046070,2012/12,10604246,203596639,3433204,48847322,7670827,318880,0,10811610,20905421,190484129,258001,101723849,16132989,0,141636807,300,3412.12,15090.92,7351.95,0,0,12160.43,2000/12/26,
(주)코다코,046070,2013/12,12198530,218178525,5232527,60995659,7157627,246372,0,29885458,24887872,232226580,7171462,114183609,11641062,0,171230921,355,5232.53,17228.44,6911.26,0,0,14808.02,2000/12/26,
(주)코다코,046070,2014/12,16115233,234407456,5105775,70930292,7843241,234457,0,11285689,28215355,265384921,1156522,155072215,16673000,0,194454629,348,5448.25,19224.13,7608.78,0,0,18064.93,2000/12/26,
(주)코다코,046070,2015/12,17010478,258851751,5780974,76802403,8324567,217718,0,17974130,29129659,296397060,4069220,155949033,17608384,0,219594658,365,8434.81,19473.74,8106.85,0,0,20538.62,2000/12/26,
(주)코다코,046070,2016/12,18620484,279122144,10037632,104539643,7932375,186849,0,32905988,36343168,326454285,670984,176387948,17623118,0,221914642,369,13361.99,20614.33,7745.53,0,0,22939.91,2000/12/26,
(주)코다코,046070,2017/12,10734616,278087301,7683584,113605023,7696207,150706,0,6069578,39064256,373944688,6806013,193941350,55612210,0,260339665,358,8567.64,21385.05,7545.5,0,0,26107.35,2000/12/26,
(주)코다코,046070,2018/12,-16756097,251895555,-18525374,94078648,9654494,623007,0,8018308,39064256,346822339,252499,188162225,32124571,0,252743691,343,-23740.68,21982.36,9031.49,0,0,26189.28,2000/12/26,
(주)코다코,046070,2019/12,-7017585,220350350,-11580291,51899225,10387813,261884,0,26256610,39064256,302184821,1200936,42784740,31340948,0,250285596,316,-7002.54,20748.75,10125.93,0,0,22358.72,2000/12/26,
(주)코다코,046070,2020/12,-627331,186039686,-13897504,42475583,9400433,92478,0,-1663249,39064256,295149722,1185402,237532014,34336443,0,252674138,286,-15894.9,18596.86,9307.95,0,0,21217.67,2000/12/26,
(주)코데즈컴바인,047770,2011/12,11020284,203046047,6743791,69668547,2762665,688806,0,-18950991,49845575,197171164,2534506,116623494,82388894,0,127502617,890,7616.24,27121.18,2073.86,6085.85,0,2852.27,2001/09/18,
(주)코데즈컴바인,047770,2012/12,-7176533,189107083,-15150948,55649986,3388973,299904,0,-4334120,50290019,180903099,1567014,110449621,68251512,0,125253113,695,-14304.22,28113.68,3089.07,9226.8,2112.23,4091.02,2001/09/18,
(주)코데즈컴바인,047770,2013/12,-14789437,142737969,-18804655,36867613,2895244,250001,0,884340,50734463,137662912,371672,93601912,48373694,0,100795299,616,-23301.6,21322.23,2645.24,9113,978.38,3871.85,2001/09/18,
(주)코데즈컴바인,047770,2014/12,-31457947,96755819,-30283942,6651000,1644377,130790,0,-3921328,50734463,70188407,176157,56330925,16102460,0,63537407,468,-28346.86,12449.14,1513.59,6302.39,671.4,3889.03,2001/09/18,
(주)코데즈컴바인,047770,2015/12,-22497914,17260722,-12123145,23840851,896365,8293,0,-19964610,37842602,29204450,2241101,5343099,2428710,0,5363599,23,-3200.84,4661.03,888.07,3107.62,277.54,1327.73,2001/09/18,
(주)코데즈컴바인,047770,2016/12,1325027,16337467,1567983,25408043,9587,3915,0,1920001,37842602,29049053,4320722,3431509,1201981,0,3641009,24,1567.98,1145.5,5.67,375.91,70.31,309.62,2001/09/18,
(주)코데즈컴바인,047770,2017/12,1811670,21234364,2198778,27606821,0,19467,0,2605676,37842602,31568837,6151810,3531016,2344788,0,3962016,37,2198.78,1522.3,-19.47,273.21,85.66,328.44,2001/09/18,
(주)코데즈컴바인,047770,2018/12,3970792,27947604,4402153,31957563,0,16741,0,2761914,37842602,35836762,3956899,3212699,3697507,0,3879199,49,4402.15,2044.64,-16.74,280.27,135.72,454.88,2001/09/18,
(주)코데즈컴바인,047770,2019/12,4110844,33826223,6912549,38891061,70462,86046,0,5009692,37842602,44274213,7172831,3856106,4147212,0,5383152,59,4529.79,2610.6,-15.58,321.38,143.42,1205.12,2001/09/18,
(주)코데즈컴바인,047770,2020/12,3310928,30521840,4303484,43187317,58540,113054,0,4234332,37842602,49270651,10572277,4363120,4607816,0,6083335,53,3634.23,2664.74,-54.51,420.52,152.17,1323.54,2001/09/18,
(주)코디,080530,2011/12,3349397,24952010,3447199,27922508,690025,494618,0,934523,8640000,46365002,4333282,18249438,2232328,0,18442494,117,3455.86,3076.29,195.41,0,0,896.81,2010/01/05,
(주)코디,080530,2012/12,-4289254,15916206,-4240752,25227558,1407691,468258,0,-1354900,9207226,49196321,6341461,14434006,1783300,0,23968763,93,-5874.11,3324.4,939.43,0,0,1045.22,2010/01/05,
(주)코디,080530,2013/12,1630006,18476452,510497,30429875,1398561,114553,0,3266669,10392987,57718306,6441833,25570623,1541280,0,27288432,84,267.87,3420.65,1284.01,0,0,1204.61,2010/01/05,
(주)코디,080530,2014/12,-923195,15624306,-1280131,34970862,803459,169038,0,1206781,12009261,50230694,7752343,10193732,999873,0,15259832,68,-1580.02,3060.87,634.42,0,0,1313.47,2010/01/05,
(주)코디,080530,2015/12,-5391357,8189948,-5564956,30295846,694160,96337,0,-2189454,12282899,45493046,8233616,9795832,400993,0,15197201,41,-5652.77,2060.54,597.82,0,0,996.85,2010/01/05,
(주)코디,080530,2016/12,-6255157,8005552,-10848923,38218481,1146435,106305,0,-4892606,15911831,75090109,8631429,10325604,1213041,0,36871628,162,-9009.93,2143.42,1040.13,0,0,876.79,2010/01/05,
(주)코디,080530,2017/12,-7650115,12025946,-18992038,22533191,2814133,746937,0,-7014381,17836576,41279052,3087005,18146162,1104258,0,18745861,121,-18669.75,4767.44,2067.2,0,0,978.94,2010/01/05,
(주)코디,080530,2018/12,-4235550,14460587,-12270327,31532176,1430982,43162,0,-5337895,11862130,76094627,2497683,18780224,1422871,0,44562451,100,-12305.08,3624.54,1387.82,0,0,1042.04,2010/01/05,
(주)코디,080530,2019/12,3641118,27937167,-4977578,29571187,4071437,95183,0,4011793,15226867,70681476,5644738,4350941,1865817,0,41110289,85,-4533.75,3206.6,3976.25,0,0,1420.51,2010/01/05,
(주)코디,080530,2020/12,4142385,34120401,-686264,40300193,3273873,111140,0,4981320,24482424,70638896,3114057,5542880,1608656,0,30338703,117,-1825.57,4135.64,3162.73,0,0,1333.39,2010/01/05,
(주)코디엠,224060,2011/12,39563,30331561,55672,6698113,289848,18245,0,4027556,240000,21706412,543456,12030917,3681355,0,15008298,,4.61,2316.01,271.6,0,0,911.99,2015/12/29,
(주)코디엠,224060,2012/12,-2675621,23426641,-3111395,3698937,323879,29212,0,488875,240000,15397030,282067,4867121,3478046,0,11698093,,-3357.78,2644.03,294.67,0,0,1303.61,2015/12/29,
(주)코디엠,224060,2013/12,-535442,25467577,-992930,2745088,435544,47228,0,-2103413,240000,20207780,67684,15910056,4797227,0,17462692,,-1272.27,1810.74,388.32,0,0,559.83,2015/12/29,
(주)코디엠,224060,2014/12,1912932,38105360,1913663,4674625,352784,965,0,307143,240000,26296924,11497,20886716,6967414,0,21622299,,2197.23,2199.56,351.82,0,0,569.23,2015/12/29,
(주)코디엠,224060,2015/12,2020226,46652166,1469022,12282444,301867,164,0,2213052,3793630,20082514,3802535,7214395,3359067,0,7800070,75,1771.57,2851.93,301.7,0,0,614.14,2015/12/29,
(주)코디엠,224060,2016/12,-3807869,44087609,-5260291,15630539,1025224,154038,0,-7536510,67514640,66363876,10218798,41143363,10542450,0,50733336,98,-5575.61,4532.5,871.19,0,0,722.17,2015/12/29,
(주)코디엠,224060,2017/12,-191752,68893805,1921380,58188439,2101969,312167,55,2519788,122798622,63642121,12478605,5410781,4323777,0,5453682,92,1991.06,5173.07,1789.75,0,0,800.14,2015/12/29,
(주)코디엠,224060,2018/12,-9282752,33229693,-14753233,56473710,680468,266978,0,-2861650,141563497,93249224,14628069,36746264,1890877,0,36775514,80,-13153.34,4628.61,413.49,0,0,767.67,2015/12/29,
(주)코디엠,224060,2019/12,576532,10994170,435793,58648221,1020473,790359,0,1840723,146136795,99756487,4667067,39455712,5191373,0,41108266,56,435.79,2965.33,230.11,0,0,973.21,2015/12/29,
(주)코디엠,224060,2020/12,-2560426,27963850,-7526110,81205417,2265939,772657,0,-1606507,263233774,99472104,4998949,16580541,7032446,0,18266687,75,-7526.11,3724.66,1493.28,0,0,830.34,2015/12/29,
(주)코렌텍,104540,2011/12,-1473181,11881638,-3942111,-5244726,2517258,48328,0,2403905,4208315,31839608,4051081,11091932,7478470,0,37084334,,-3942.11,3742.31,2468.93,415.63,0,1677.15,2013/03/05,
(주)코렌텍,104540,2012/12,1809613,23034904,643886,20291281,1282699,29572,0,-2207310,6826518,39009751,1537826,8684318,10068295,0,18718470,93,643.89,4292.9,1253.13,440.61,0,2509.83,2013/03/05,
(주)코렌텍,104540,2013/12,1862539,26816847,3586248,44890730,718287,310657,0,826036,8223361,60395989,8979676,6106879,10870343,0,15505259,117,351.05,5094.58,407.63,467.45,0,2859.09,2013/03/05,
(주)코렌텍,104540,2014/12,173802,25057681,-1245991,48946052,732099,184882,0,592276,8482247,70867317,14430127,13805898,12152483,0,21921265,130,-918.09,6851.59,547.22,514.38,0,3322.46,2013/03/05,
(주)코렌텍,104540,2015/12,1868930,28022669,423373,58167936,712970,181544,0,2975622,9585153,73096731,8510943,11567911,13903112,0,14928795,167,1006.88,6600.72,531.43,528.35,0,4032.84,2013/03/05,
(주)코렌텍,104540,2016/12,2452942,33128629,2146668,64608731,335073,84741,0,3346639,9794153,99565637,18679329,13815596,17327508,0,34956905,151,2129.9,6846.94,250.33,544.44,0,4536.24,2013/03/05,
(주)코렌텍,104540,2017/12,667143,34489999,-6155289,58092408,1026358,233732,0,6306699,9937153,104081744,10161413,17456009,19319311,0,45989337,170,-8295.37,8161.36,792.63,533.23,0,6149.28,2013/03/05,
(주)코렌텍,104540,2018/12,-5010830,33162333,-35033847,22614340,1189443,167711,0,5991208,9937153,61569703,7548035,11110605,16311226,0,38955363,136,-34800.93,8721.66,1021.73,475.39,0,5893.45,2013/03/05,
(주)코렌텍,104540,2019/12,3373805,40160881,2368592,28335833,883205,30175,0,4055125,11209051,60803833,3581744,27305107,16345655,0,32468000,140,1765.38,8083.7,853.03,35.4,0,2884.32,2013/03/05,
(주)코렌텍,104540,2020/12,4159057,40496102,2049762,45099829,975944,9769,0,-3589796,12247452,94343631,6089087,27192004,20717131,0,49243801,169,2532.55,9260.72,966.18,35.42,0,2623.78,2013/03/05,
(주)코리아나화장품,027050,2011/12,204175,98241147,1551346,66376968,1722528,524225,0,16262085,40000000,116578021,9859974,40030206,7458550,0,50201052,331,-984.78,13277.07,1198.3,5571.8,0,3563.58,1999/12/10,
(주)코리아나화장품,027050,2012/12,-995698,91874297,7389835,73412040,8581,444163,0,1220169,40000000,94488684,6591858,10026439,8393253,0,21076645,344,9925.96,12073.12,-435.58,6449.56,0,3213.64,1999/12/10,
(주)코리아나화장품,027050,2013/12,230401,90802891,137988,73168594,5022,240862,0,1476398,40000000,109765089,5036621,19343341,10483517,0,36596495,344,137.99,12116.97,-790.04,6572.94,0,2992.17,1999/12/10,
(주)코리아나화장품,027050,2014/12,-5057786,95875695,-5939859,66223867,664554,169171,0,1596875,40000000,111361525,7037106,24450231,7772632,0,45137659,331,-5939.86,13075.93,-467.9,6106.83,0,3505.49,1999/12/10,
(주)코리아나화장품,027050,2015/12,7107136,132265577,6407644,79507434,598981,175441,0,2697015,40000000,120298535,5302370,21437676,12586101,0,40791101,360,7156.67,12662.79,31.31,5379.07,0,3431.74,1999/12/10,
(주)코리아나화장품,027050,2016/12,4153080,117715807,4036577,81643385,362200,108203,0,5339069,40000000,116975574,3567326,17924192,13398204,0,35332189,363,4206.36,13331.37,-206.8,5536.7,0,3140.22,1999/12/10,
(주)코리아나화장품,027050,2017/12,1200029,104418987,915682,77695626,344260,78370,0,7056520,40000000,118189904,5931655,23594025,11991557,0,40494278,344,1023.85,12976.62,-308.17,4920.04,0,3287.93,1999/12/10,
(주)코리아나화장품,027050,2018/12,12503,103382174,1362245,77908783,393230,78774,0,2604931,40000000,119444340,4442379,23349849,11977035,0,41535557,310,1655.76,13335.47,-192.75,4807.9,0,3455.67,1999/12/10,
(주)코리아나화장품,027050,2019/12,439450,104498899,628952,77972743,541093,88458,0,4387890,40000000,118570683,5391581,21874667,13797094,0,40597940,280,2533.52,13524.87,255.21,1185.86,0,5380.48,1999/12/10,
(주)코리아나화장품,027050,2020/12,-2230410,73428075,-425315,78402569,375418,44076,0,-113609,40000000,111518828,3892569,22238016,11739997,0,33116259,170,-1069.92,11830.2,89.69,683.01,0,4502.52,1999/12/10,
(주)코리아센터,290510,2011/12,,,,,,,,,,,,,,,,,,,,,,,2019/11/29,
(주)코리아센터,290510,2012/12,,,,,,,,,,,,,,,,,,,,,,,2019/11/29,
(주)코리아센터,290510,2013/12,,,,,,,,,,,,,,,,,,,,,,,2019/11/29,
(주)코리아센터,290510,2014/12,,,,,,,,,,,,,,,,,,,,,,,2019/11/29,
(주)코리아센터,290510,2015/12,,,,,,,,,,,,,,,,,,,,,,,2019/11/29,
(주)코리아센터,290510,2016/12,,,,,,,,,,,,,,,,,,,,,,,2019/11/29,
(주)코리아센터,290510,2017/12,5443818,45398118,3482352,45481962,707453,459928,541900,5755687,70616,91489064,3517731,28256700,2259011,0,46007102,,4362.61,18003.01,-294.38,169.78,418.63,1771.42,2019/11/29,
(주)코리아센터,290510,2018/12,6425477,55771557,1377451,128849311,2734980,245774,643425,3895507,22562293,227700404,5798640,69950318,5350233,0,98851092,,2188.33,20160.23,1845.78,204.36,569.57,2259.48,2019/11/29,
(주)코리아센터,290510,2019/12,7767961,60654091,4073312,187214774,3771219,352270,2350282,9372574,25454896,289601314,42058752,72814135,7300126,0,102386540,421,4953.17,22106.91,1068.67,62.41,710.8,2669.69,2019/11/29,
(주)코리아센터,290510,2020/12,6974818,77942973,6175015,208034502,3127025,622574,637353,3535908,76200637,282663100,7751628,64375969,9351613,0,74628599,435,7622.52,23822.87,1867.1,48.03,534.25,2682.94,2019/11/29,
(주)코리아써키트,007810,2011/12,5559226,348086886,4587481,189560315,2345602,120105,542960,2293393,21699020,340400022,6920164,133189503,34743997,0,150839707,433,2514.5,26555.43,1682.54,0,0,20529,1985/09/09,
(주)코리아써키트,007810,2012/12,33678183,439777883,24416893,211805321,3472691,178424,669010,75600063,21699020,358964874,24928488,93859113,36382295,0,147159553,489,29695.35,23051.61,2625.26,0,0,26749.06,1985/09/09,
(주)코리아써키트,007810,2013/12,35211982,461211813,26323568,310896054,2733921,1560011,0,54548526,27369140,437456608,44934722,102724331,49670100,0,126560554,538,33501.44,26902.44,1173.91,0,0,34565.25,1985/09/09,
(주)코리아써키트,007810,2014/12,22435662,446627051,14668186,322704704,1936317,1124882,373,52153968,27369140,435293020,36390719,88911948,37577878,0,112588316,520,20977.98,29304.7,811.06,0,0,37253.21,1985/09/09,
(주)코리아써키트,007810,2015/12,37749843,479113668,29204684,348521553,1228063,809804,0,48000058,27369140,458321359,55730315,85583465,40574059,0,109799806,584,38914.98,31475.14,418.26,0,0,41863.57,1985/09/09,
(주)코리아써키트,007810,2016/12,10481956,473115281,9550979,355499900,999408,708073,0,12556882,27369140,474901058,41320604,94742867,51249935,0,119401157,596,11886.27,32351.74,291.34,0,0,37603.9,1985/09/09,
(주)코리아써키트,007810,2017/12,7490887,520449531,9299954,361860818,1439733,470757,420,26628957,27369140,490634591,21607723,103773987,66528449,0,128773773,705,11389.49,35766.9,968.56,0,0,33123.65,1985/09/09,
(주)코리아써키트,007810,2018/12,-19878174,470282408,-34969002,326791203,1839816,376834,0,11579904,27369140,424573323,21192154,77833318,59695533,0,97782120,597,-40536.27,36822.9,1462.98,0,0,28362.62,1985/09/09,
(주)코리아써키트,007810,2019/12,11640986,464928460,17214315,344322490,457957,455665,0,44869825,27369140,419683120,13038241,51862999,36181902,0,75360629,528,24624.92,32916.09,2.29,0,0,22118.4,1985/09/09,
(주)코리아써키트,007810,2020/12,33849666,562976672,3419848,345027005,567347,800050,0,52858132,27369140,469970202,30623355,101580771,44837674,0,124943197,1083,4534.68,42574.28,-232.7,0,0,16480.05,1985/09/09,
(주)코리아에스이,101670,2011/12,3150881,17043512,3045302,28160464,78,917270,5694,3073582,7560000,31839539,9098050,2703258,2646053,0,3679075,55,4196.6,0,-922.89,0,0,389.65,2008/07/15,
(주)코리아에스이,101670,2012/12,1338599,15021697,1901977,28940582,0,525861,34736,-1977716,7560000,32442231,4933996,2341324,6585808,0,3501649,53,2112.45,0,-560.6,0,0,307.06,2008/07/15,
(주)코리아에스이,101670,2013/12,1581955,15303457,1216864,29646624,39,256268,36295,2967661,7560000,32848207,8482091,1796711,6700323,0,3201583,49,2016.44,0,-292.52,0,0,243.17,2008/07/15,
(주)코리아에스이,101670,2014/12,-303098,10057353,466170,29557964,0,244636,33922,725048,7560000,32300334,5782493,1371231,7548396,0,2742370,51,338.85,0,-278.56,0,0,739.56,2008/07/15,
(주)코리아에스이,101670,2015/12,865784,13625089,968283,30323595,0,170144,16474,168015,7560000,33123010,5128752,1980274,7861089,0,2799415,47,1031.85,0,-186.62,0,0,839.12,2008/07/15,
(주)코리아에스이,101670,2016/12,930421,14685102,909235,29807519,0,155664,11192,1471548,18900000,32251323,7113160,1692048,8412952,0,2443804,52,1017.45,0,-166.86,0,0,930.6,2008/07/15,
(주)코리아에스이,101670,2017/12,-505682,13030513,16290,29115065,0,142803,7217,3790952,18900000,32323515,8261327,2468040,7163991,0,3208450,51,-157.54,0,-150.02,0,0,578.29,2008/07/15,
(주)코리아에스이,101670,2018/12,-895891,11525626,-721796,28036205,0,225490,9028,453871,18900000,31810812,7198644,2721735,7216365,0,3774608,54,-764.8,0,-234.52,0,0,369.31,2008/07/15,
(주)코리아에스이,101670,2019/12,331151,11770769,839865,28754759,0,241702,7838,664130,18900000,31419853,7139625,1540890,7455589,0,2665093,55,681.83,0,-249.54,0,0,307.11,2008/07/15,
(주)코리아에스이,101670,2020/12,-1401005,10873503,-5764849,22954746,0,158929,14213,905985,18900000,27851280,7123722,3825145,7120240,0,4896534,53,-6117.21,1732.19,-173.14,21.3,163.23,265.03,2008/07/15,
(주)코맥스,036690,2011/12,9480505,92576852,6226226,30272677,1536601,75539,566450,12233728,13208475,82421529,3929382,24193915,12141934,0,52148853,158,8585.89,6048,894.61,0,0,762.73,2000/01/18,
(주)코맥스,036690,2012/12,10397765,88318606,6611514,36215051,1491339,52028,25600,11489283,13208475,78345348,1994201,40309655,12258398,0,42130297,166,8831.2,6816,1413.71,0,0,740.92,2000/01/18,
(주)코맥스,036690,2013/12,9510586,100650673,7769818,42510334,830605,73224,22150,10485973,13208475,84340852,479168,31634542,13691450,0,41830519,185,8780.46,8205.27,735.23,0,0,795.09,2000/01/18,
(주)코맥스,036690,2014/12,6583322,108511513,3584225,44744289,563002,73412,9000,9513321,13208475,87857145,1292222,36248481,17776221,0,43112856,193,5847.38,9240.61,480.59,0,0,1109.25,2000/01/18,
(주)코맥스,036690,2015/12,6405189,114588992,4803037,48695070,324925,86870,3448,6564032,13468444,91621910,2257185,39286947,19676629,0,42926839,193,5879.64,10437.38,234.61,0,0,1646.87,2000/01/18,
(주)코맥스,036690,2016/12,11391583,130828797,8404401,56347416,194404,116248,30623,11433458,13733612,99980155,8839076,39730121,20004904,0,43632738,206,11126.37,11017.62,47.53,0,0,1677.07,2000/01/18,
(주)코맥스,036690,2017/12,12283891,140251626,9196942,65003911,124716,123543,29755,5317878,14004084,106655383,8969588,37555750,21901952,0,41651472,223,12211.09,12312.8,-28.58,0,0,2030.23,2000/01/18,
(주)코맥스,036690,2018/12,6376986,143251522,3016440,66023622,121186,127938,24490,902937,14279965,104635175,6546389,34471199,23886055,0,38611553,212,4459.2,13724.89,-31.24,0,0,2264.35,2000/01/18,
