회사명,거래소코드,회계년도,상장일,상장폐지일,자산(*)(천원),자본(*)(천원),매출액(영업수익)(*)(천원),영업이익(손실)(천원),당기순이익(순손실)(천원)
(주)남선알미늄,008350,2009/12,1978/05/22,,161692683,38576336,246114002,6425270,2566600
(주)남선알미늄,008350,2010/12,1978/05/22,,176291360,45744264,270881073,4115468,3640531
(주)남성,004270,2000/12,1989/11/14,,94502833,58480576,80569242,4777758,1449111
(주)남성,004270,2001/12,1989/11/14,,110753612,65826068,63052416,2295053,1606869
(주)남성,004270,2002/12,1989/11/14,,103656597,63229327,67929562,2463018,1845952
(주)남성,004270,2003/12,1989/11/14,,99779201,61095328,74092563,2841802,-1190336
(주)남성,004270,2004/12,1989/11/14,,94402642,54414627,101092620,3279473,1173564
(주)남성,004270,2005/12,1989/11/14,,113252541,66818431,80494854,2530642,2377886
(주)남성,004270,2006/12,1989/11/14,,98270756,61134527,93854098,4740542,2903117
(주)남성,004270,2007/12,1989/11/14,,107604133,64544086,70719688,2797744,2359976
(주)남성,004270,2008/12,1989/11/14,,144200654,93996028,57922104,3146376,2675147
(주)남성,004270,2009/12,1989/11/14,,145361737,93851967,79145953,3694088,1701830
(주)남성,004270,2010/12,1989/11/14,,138803799,88428494,65504679,3424072,1962721
(주)남성알미늄,033220,2000/12,1997/10/13,2005/04/14,24633296,11931842,25398176,876451,197774
(주)남성알미늄,033220,2001/12,1997/10/13,2005/04/14,24857334,12508894,26631726,1489694,817052
(주)남성알미늄,033220,2002/12,1997/10/13,2005/04/14,22561608,13472809,29734527,2101527,1464450
(주)남성알미늄,033220,2003/12,1997/10/13,2005/04/14,23468531,13806876,27561462,1008671,765975
(주)남성알미늄,033220,2004/12,1997/10/13,2005/04/14,29400815,14247425,23613314,169248,415851
(주)네오리소스,058550,2001/12,2002/05/07,2009/09/15,23590934,7123881,20392912,2399306,2101738
(주)네오리소스,058550,2002/12,2002/05/07,2009/09/15,14277026,6206005,8498366,-5968021,-6908644
(주)네오리소스,058550,2003/12,2002/05/07,2009/09/15,10846445,3127706,3703263,-4748100,-4975591
(주)네오리소스,058550,2004/12,2002/05/07,2009/09/15,4837062,-696795,3170737,-6648653,-12903615
(주)네오리소스,058550,2005/12,2002/05/07,2009/09/15,9634333,1824939,3267756,-1978568,-2549255
(주)네오리소스,058550,2006/12,2002/05/07,2009/09/15,4286180,-4580758,4903492,-6636202,-27776996
(주)네오리소스,058550,2007/12,2002/05/07,2009/09/15,16527255,14819509,3669595,-3704623,-6384145
(주)네오리소스,058550,2008/12,2002/05/07,2009/09/15,10605316,-750997,141832,-4570866,-23453921
(주)네오리진,094860,2007/12,2007/04/16,,28856048,13430109,18687813,-1590925,-4860338
(주)네오리진,094860,2008/12,2007/04/16,,27198170,20824646,24242373,249207,-2643466
(주)네오리진,094860,2009/12,2007/04/16,,27811967,22762408,20592055,93076,-1757054
(주)네오리진,094860,2010/12,2007/04/16,,26927713,21895436,21018076,238993,-1909616
(주)네오오토,212560,2010/12,2015/11/18,,48276339,6032114,56827931,4870054,3032114
(주)네오위즈,095660,2007/12,2007/07/02,,143299864,82399716,87686054,20677264,15808730
(주)네오위즈,095660,2008/12,2007/07/02,,182601677,133422890,167582681,35837901,21491532
(주)네오위즈,095660,2009/12,2007/07/02,,301802006,228033084,277161285,76712621,45193188
(주)네오위즈,095660,2010/12,2007/07/02,,412332298,239948493,426704713,111109531,19118920
(주)네오위즈홀딩스,042420,2000/12,2000/06/27,,68770612,60274499,35332376,10690960,9294178
(주)네오위즈홀딩스,042420,2001/12,2000/06/27,,72839188,64984232,31190027,6754639,7311036
(주)네오위즈홀딩스,042420,2002/12,2000/06/27,,89991288,76679252,41547605,8718316,7655983
(주)네오위즈홀딩스,042420,2003/12,2000/06/27,,111292173,93286802,81290307,25100415,15605791
(주)네오위즈홀딩스,042420,2004/12,2000/06/27,,103625298,88764221,77478254,7253839,1539167
(주)네오위즈홀딩스,042420,2005/12,2000/06/27,,114348034,77613253,102158202,17637731,7930730
(주)네오위즈홀딩스,042420,2006/12,2000/06/27,,132434229,101553571,128080680,25938718,8453270
(주)네오위즈홀딩스,042420,2007/12,2000/06/27,,198592103,152472013,5674228,-32771015,-31197104
(주)네오위즈홀딩스,042420,2008/12,2000/06/27,,192523366,151554365,6884500,-10169345,-1172330
(주)네오위즈홀딩스,042420,2009/12,2000/06/27,,236150803,181583062,19096308,8389667,7195139
(주)네오위즈홀딩스,042420,2010/12,2000/06/27,,194605427,188567517,40578448,7382346,8857157
(주)네오티스,085910,2002/12,2007/10/01,,8073710,3144308,1829573,-798732,-958672
(주)네오티스,085910,2003/12,2007/10/01,,12953682,3159388,3976566,191630,-581976
(주)네오티스,085910,2004/12,2007/10/01,,15401862,4715591,10107655,1400589,1556203
(주)네오티스,085910,2005/12,2007/10/01,,16777744,9204369,16871213,4901890,4350088
(주)네오티스,085910,2006/12,2007/10/01,,30626920,18425234,24863675,7166572,6182967
(주)네오티스,085910,2007/12,2007/10/01,,57863549,50712870,27511787,7412165,6999525
(주)네오티스,085910,2008/12,2007/10/01,,55642486,51162192,20725144,2355793,3733861
(주)네오티스,085910,2009/12,2007/10/01,,61090688,55351372,23094780,2814396,3339958
(주)네오티스,085910,2010/12,2007/10/01,,60692848,54248187,23432025,2213851,2054593
(주)네오팜,092730,2004/06,2007/01/30,,2834723,1818814,3011061,320728,384272
(주)네오팜,092730,2005/06,2007/01/30,,5487332,2294085,6023812,615671,479380
(주)네오팜,092730,2006/06,2007/01/30,,8593810,5844230,10041192,2810290,2464713
(주)네오팜,092730,2007/06,2007/01/30,,20943591,18625323,11453997,3422994,3507594
(주)네오팜,092730,2008/12,2007/01/30,,23635934,20602821,12477163,3491666,3285857
(주)네오팜,092730,2009/12,2007/01/30,,32325682,28410991,14608873,1960309,2054958
(주)네오팜,092730,2010/12,2007/01/30,,32989765,29472591,14661158,303875,1290017
(주)네오퍼플,028090,2000/12,1996/11/29,2013/05/03,13736008,9308694,21660699,44490,227804
(주)네오퍼플,028090,2001/12,1996/11/29,2013/05/03,14883026,9329942,25355264,187381,488909
(주)네오퍼플,028090,2002/12,1996/11/29,2013/05/03,16766532,9550971,25945394,344008,374002
(주)네오퍼플,028090,2003/12,1996/11/29,2013/05/03,20395115,10193986,33817151,1087550,643015
(주)네오퍼플,028090,2004/12,1996/11/29,2013/05/03,24324767,15249726,33529039,-445205,5361688
(주)네오퍼플,028090,2005/12,1996/11/29,2013/05/03,23357599,15332942,32893665,152168,584168
(주)네오퍼플,028090,2006/12,1996/11/29,2013/05/03,25031793,15369498,34898767,141325,537508
(주)네오퍼플,028090,2007/12,1996/11/29,2013/05/03,22989279,14447113,35825889,-1346512,-571719
(주)네오퍼플,028090,2008/12,1996/11/29,2013/05/03,17950319,11530354,30295638,-575355,-2142016
(주)네오퍼플,028090,2009/12,1996/11/29,2013/05/03,67031867,9417054,58395564,820577,-8601480
(주)네오퍼플,028090,2010/12,1996/11/29,2013/05/03,42765802,13917102,36888153,1512703,-3126401
(주)네이블커뮤니케이션즈,153460,2009/12,2012/07/19,,10304953,6580400,13266188,780309,1018731
(주)네이블커뮤니케이션즈,153460,2010/12,2012/07/19,,14111878,8339022,18196564,1672613,1726325
(주)네이처셀,007390,2000/12,1992/11/30,,20534862,8141027,14203630,1281179,540455
(주)네이처셀,007390,2001/12,1992/11/30,,16418794,6329897,8781762,-877123,-1811130
(주)네이처셀,007390,2002/12,1992/11/30,,15552957,6448894,11335010,-894958,118998
(주)네이처셀,007390,2003/12,1992/11/30,,8762283,3788999,11076152,-2207609,-2659895
(주)네이처셀,007390,2004/12,1992/11/30,,7919411,3342344,10950235,-222400,-446655
(주)네이처셀,007390,2005/12,1992/11/30,,9562844,3555625,16069696,345680,213281
(주)네이처셀,007390,2006/12,1992/11/30,,8779267,3946016,11062715,-2334181,390390
(주)네이처셀,007390,2007/12,1992/11/30,,6456017,837764,11027516,-4021740,-3108252
(주)네이처셀,007390,2008/12,1992/11/30,,40045643,11740336,43515049,2689952,-5604167
(주)네이처셀,007390,2009/12,1992/11/30,,31758196,9100698,38615526,2614955,-8236179
(주)네이처셀,007390,2010/12,1992/11/30,,25888893,8903891,29562875,720693,117794
(주)네이쳐글로벌,088020,2003/12,2006/12/19,2011/01/08,4941898,3230450,1717097,-465160,-1026647
(주)네이쳐글로벌,088020,2004/12,2006/12/19,2011/01/08,4250093,2859492,2536520,-412648,-421575
(주)네이쳐글로벌,088020,2005/12,2006/12/19,2011/01/08,6859939,5209891,8585494,1876269,2350399
(주)네이쳐글로벌,088020,2006/12,2006/12/19,2011/01/08,22510326,21090803,12565397,4622556,3988017
(주)네이쳐글로벌,088020,2007/12,2006/12/19,2011/01/08,26869811,23370224,11972017,1378701,2271038
(주)네이쳐글로벌,088020,2008/12,2006/12/19,2011/01/08,24103771,18141710,9783021,-577044,-26516519
(주)네이쳐글로벌,088020,2009/12,2006/12/19,2011/01/08,55919030,47615448,3370949,-1885132,-7710406
(주)네패스,033640,2000/12,1999/12/14,,28092719,8006710,20391083,1313550,380855
(주)네패스,033640,2001/12,1999/12/14,,23713279,11315309,20890451,408801,493634
(주)네패스,033640,2002/12,1999/12/14,,20439339,8502724,17718164,1372303,-3938398
(주)네패스,033640,2003/12,1999/12/14,,71093936,26980904,59183509,7335254,4118269
(주)네패스,033640,2004/12,1999/12/14,,102452339,43207512,90081661,15782277,16159786
(주)네패스,033640,2005/12,1999/12/14,,185036999,94246024,112235540,18425996,18490778
(주)네패스,033640,2006/12,1999/12/14,,183303663,100606572,146595077,9718253,7011607
(주)네패스,033640,2007/12,1999/12/14,,186933233,105602065,155821298,13980550,9153287
(주)네패스,033640,2008/12,1999/12/14,,190797601,102594226,189429728,20312546,-4467095
(주)네패스,033640,2009/12,1999/12/14,,214130982,128004833,220725152,25049263,19847123
(주)네패스,033640,2010/12,1999/12/14,,293306569,154461757,238536131,25987864,13626682
(주)넥센,005720,2000/12,1987/12/19,,198787129,104282383,114367679,4192294,2219252
(주)넥센,005720,2001/12,1987/12/19,,198532268,114922150,143763793,13444551,15894292
(주)넥센,005720,2002/12,1987/12/19,,217411728,129593908,141683521,9531799,15500460
(주)넥센,005720,2003/12,1987/12/19,,231925901,144469839,144940326,8955646,14883844
(주)넥센,005720,2004/12,1987/12/19,,247085144,161139863,158314309,11666159,16908977
(주)넥센,005720,2005/12,1987/12/19,,252257172,171756796,144949572,7018217,11651259
(주)넥센,005720,2006/12,1987/12/19,,244705644,170005223,135453002,2763817,-5375452
(주)넥센,005720,2007/12,1987/12/19,,257373987,182409500,139927008,8856998,11906491
(주)넥센,005720,2008/12,1987/12/19,,298218127,208307795,216542941,17365720,20810309
(주)넥센,005720,2009/12,1987/12/19,,376583702,251100838,188509246,17883136,46241688
(주)넥센,005720,2010/12,1987/12/19,,426792616,286189492,247916979,12028058,37390043
(주)넥솔론,110570,2007/12,2011/10/14,2017/04/17,36076193,16836052,0,-1098895,-888200
(주)넥솔론,110570,2008/12,2011/10/14,2017/04/17,356962634,32991056,75853945,14189737,15349005
(주)넥솔론,110570,2009/12,2011/10/14,2017/04/17,504880746,89181152,205507219,11696825,9937002
(주)넥솔론,110570,2010/12,2011/10/14,2017/04/17,746959991,174487576,451337329,47953152,35541192
(주)넥스지,081970,2004/12,2007/08/20,2018/10/11,3513977,2877788,6306407,1394350,1382057
(주)넥스지,081970,2005/12,2007/08/20,2018/10/11,5090634,4227975,7313920,1257474,1350991
(주)넥스지,081970,2006/12,2007/08/20,2018/10/11,7616074,6443206,10514922,2278284,2215231
(주)넥스지,081970,2007/12,2007/08/20,2018/10/11,18868717,17262012,14572884,2768873,2897452
(주)넥스지,081970,2008/12,2007/08/20,2018/10/11,20847290,19823478,13855976,1943453,2561466
(주)넥스지,081970,2009/12,2007/08/20,2018/10/11,25311063,22742639,17169700,2614888,2919162
(주)넥스지,081970,2010/12,2007/08/20,2018/10/11,28525933,25435337,20450676,2547188,2692698
(주)넥스턴바이오사이언스,089140,2002/12,2006/11/01,,8716284,2260307,10199704,798383,558503
(주)넥스턴바이오사이언스,089140,2003/12,2006/11/01,,9419683,2931407,10747362,1012914,675990
(주)넥스턴바이오사이언스,089140,2004/12,2006/11/01,,9814554,4274564,15343735,1432476,984938
(주)넥스턴바이오사이언스,089140,2005/12,2006/11/01,,9805645,5921300,16603873,2334459,1646736
(주)넥스턴바이오사이언스,089140,2006/12,2006/11/01,,19478741,15949995,20171686,3452394,2648695
(주)넥스턴바이오사이언스,089140,2007/12,2006/11/01,,21657718,17850922,15993406,3310362,2714950
(주)넥스턴바이오사이언스,089140,2008/12,2006/11/01,,21117015,19156649,14181208,2716267,2059519
(주)넥스턴바이오사이언스,089140,2009/12,2006/11/01,,22787616,19896389,11876344,975166,1095882
(주)넥스턴바이오사이언스,089140,2010/12,2006/11/01,,25913671,21910147,25112117,3001091,2501185
(주)넥스텔,037220,2000/12,1999/11/25,2005/04/09,37358825,31505501,14416215,1565542,1614423
(주)넥스텔,037220,2001/12,1999/11/25,2005/04/09,48887522,26125736,12072099,-1044566,-5262572
(주)넥스텔,037220,2002/12,1999/11/25,2005/04/09,30255006,14557549,8234615,-5601104,-10572477
(주)넥스텔,037220,2003/12,1999/11/25,2005/04/09,35965253,16506947,13386319,-3576816,-9262718
(주)넥스트아이,137940,2007/12,2011/06/14,,6815920,3800639,5062445,-1012053,-948111
(주)넥스트아이,137940,2010/12,2011/06/14,,16385562,12001356,17370770,6615293,7027027
(주)넷웨이브,047730,2000/12,2001/05/10,2012/11/17,24876478,16023148,45524048,10839658,8056180
(주)넷웨이브,047730,2001/12,2001/05/10,2012/11/17,36488020,27342882,23509383,800839,1077474
(주)넷웨이브,047730,2002/12,2001/05/10,2012/11/17,37966796,19431513,23380616,-7184175,-6860637
(주)넷웨이브,047730,2003/12,2001/05/10,2012/11/17,20984129,9061207,11153765,-6482213,-12495071
(주)넷웨이브,047730,2004/12,2001/05/10,2012/11/17,13051233,5475245,6494526,-3904869,-3585463
(주)넷웨이브,047730,2005/12,2001/05/10,2012/11/17,17099269,7249479,20515908,1288662,1780834
(주)넷웨이브,047730,2006/12,2001/05/10,2012/11/17,23438937,10224944,28768310,1112653,2176102
(주)넷웨이브,047730,2007/12,2001/05/10,2012/11/17,28019852,16343779,47369003,3650077,4218200
(주)넷웨이브,047730,2008/12,2001/05/10,2012/11/17,25010968,11404577,44695427,-2162577,-3972780
(주)넷웨이브,047730,2009/12,2001/05/10,2012/11/17,27635262,14575661,39501886,681946,2431482
(주)넷웨이브,047730,2010/12,2001/05/10,2012/11/17,22400146,13803681,24526783,-1902693,-923599
(주)넷컴스토리지,037010,2000/12,1999/12/21,2004/04/08,34065733,16516628,44633956,2291781,2115095
(주)넷컴스토리지,037010,2001/12,1999/12/21,2004/04/08,31575609,10999983,28458969,-5573444,-9692789
(주)넷컴스토리지,037010,2002/12,1999/12/21,2004/04/08,23440701,7501050,25781873,-1989688,-6962118
(주)넷컴스토리지,037010,2003/12,1999/12/21,2004/04/08,16464491,2029768,16556155,-2904988,-8941175
(주)노랑풍선,104620,2007/12,2019/01/30,,8173635,1928831,9924628,-481495,-31818
(주)노랑풍선,104620,2008/12,2019/01/30,,6204906,1784838,11514173,67556,246910
(주)노루페인트,090350,2006/12,2006/07/03,,284868582,151316925,157094860,7332360,4947719
(주)노루페인트,090350,2007/12,2006/07/03,,306383196,153583202,254061200,9747899,4615811
(주)노루페인트,090350,2008/12,2006/07/03,,328848757,156584121,270804658,9068928,4812855
(주)노루페인트,090350,2009/12,2006/07/03,,316878920,157405315,256322984,10291833,2714925
(주)노루페인트,090350,2010/12,2006/07/03,,315901976,162142554,301175128,9677807,6332519
(주)노루홀딩스,000320,2000/12,1973/08/10,,326012481,184522504,206853505,18644671,9658385
(주)노루홀딩스,000320,2001/12,1973/08/10,,325231489,174412142,205277372,13875078,11337027
(주)노루홀딩스,000320,2002/12,1973/08/10,,331354636,196709987,204712154,7127207,24527424
(주)노루홀딩스,000320,2003/12,1973/08/10,,346494057,205770045,206535038,3431025,13753339
(주)노루홀딩스,000320,2004/12,1973/08/10,,349664826,220840517,221198325,6124396,18391342
(주)노루홀딩스,000320,2005/12,1973/08/10,,394874216,233701023,237126315,8046646,10668853
(주)노루홀딩스,000320,2006/12,1973/08/10,,188803587,131614225,121386373,11871040,8587912
(주)노루홀딩스,000320,2007/12,1973/08/10,,198897037,136834848,22782631,5808652,4424480
(주)노루홀딩스,000320,2008/12,1973/08/10,,254647462,171276138,20747804,1984724,1341660
(주)노루홀딩스,000320,2009/12,1973/08/10,,252918222,178164509,29964362,10079907,8726787
(주)노루홀딩스,000320,2010/12,1973/08/10,,260293392,182246801,29729453,10680783,6946321
(주)노바렉스,194700,2009/12,2018/11/14,,13756000,8657741,141954,-172038,460700
(주)노바렉스,194700,2010/12,2018/11/14,,23734154,10880926,13820764,-273685,-35690
(주)노블엠앤비,106520,2005/12,2012/07/13,,10234737,8011533,5026405,304713,698642
(주)노블엠앤비,106520,2006/12,2012/07/13,,15205504,11237844,11061845,1548275,1459947
(주)노블엠앤비,106520,2007/12,2012/07/13,,17448749,12186459,7740174,-208060,784663
(주)노블엠앤비,106520,2008/12,2012/07/13,,23781150,12249500,11333342,1002773,83586
(주)노블엠앤비,106520,2009/12,2012/07/13,,25642198,13022031,11766631,380458,489924
(주)노블엠앤비,106520,2010/12,2012/07/13,,37980627,15223013,26733092,2573763,1881504
(주)녹십자,006280,2000/12,1989/08/01,,95093154,-5658383,51358286,4387250,-8470228
(주)녹십자,006280,2001/12,1989/08/01,,131914736,44030973,56102155,-3012194,30412998
(주)녹십자,006280,2002/12,1989/08/01,,74467032,33888563,46288907,-127405,4837759
(주)녹십자,006280,2003/12,1989/08/01,,69897538,34496627,104365615,7343463,7630884
(주)녹십자,006280,2004/12,1989/08/01,,211048527,106479742,112427103,3732423,8801576
(주)녹십자,006280,2005/12,1989/08/01,,260685375,142428506,336435318,32000663,29156608
(주)녹십자,006280,2006/12,1989/08/01,,326975002,182820696,366728818,53259193,34803747
(주)녹십자,006280,2007/12,1989/08/01,,425630634,236000800,442299046,58445666,44357145
(주)녹십자,006280,2008/12,1989/08/01,,549371035,267176777,516096685,67931578,48872734
(주)녹십자,006280,2009/12,1989/08/01,,713027568,358823251,643208349,119388376,80524433
(주)녹십자,006280,2010/12,1989/08/01,,735780491,538489310,791015317,145628693,104688642
(주)녹십자엠에스,142280,2007/12,2014/12/17,,7487266,2629241,14044129,27981,224594
(주)녹십자엠에스,142280,2008/12,2014/12/17,,6101642,2979900,21273657,1120439,1366013
(주)녹십자엠에스,142280,2009/12,2014/12/17,,10000771,5282223,27695028,2034944,2375121
(주)녹십자엠에스,142280,2010/12,2014/12/17,,12771519,7884515,29343241,1762438,1528293
(주)녹십자홀딩스,005250,2000/12,1976/08/28,,368994536,281624035,166378160,-19009626,50006756
(주)녹십자홀딩스,005250,2001/12,1976/08/28,,320772821,236731619,23328495,6965943,6058019
(주)녹십자홀딩스,005250,2002/12,1976/08/28,,280943494,183424684,27053094,9703562,9361020
(주)녹십자홀딩스,005250,2003/12,1976/08/28,,295664527,189550586,24593431,8568014,5225632
(주)녹십자홀딩스,005250,2004/12,1976/08/28,,301016691,176130428,7569799,-26147912,5378981
(주)녹십자홀딩스,005250,2005/12,1976/08/28,,300390893,185153521,32336484,-411355,2165269
(주)녹십자홀딩스,005250,2006/12,1976/08/28,,349298364,153199324,38123972,14451672,4974364
(주)녹십자홀딩스,005250,2007/12,1976/08/28,,449999083,203726202,46573133,29059669,12925578
(주)녹십자홀딩스,005250,2008/12,1976/08/28,,451626075,216236954,51091654,29850305,21360397
(주)녹십자홀딩스,005250,2009/12,1976/08/28,,516990087,309114010,67842738,53437226,37606976
(주)녹십자홀딩스,005250,2010/12,1976/08/28,,926258681,557518405,94376387,80472800,67522188
(주)녹원씨엔아이,065560,2000/12,2003/07/01,,3722683,510255,8656449,1185789,782465
(주)녹원씨엔아이,065560,2001/12,2003/07/01,,5296189,3555477,12366154,2144532,1442257
(주)녹원씨엔아이,065560,2002/12,2003/07/01,,8251473,4639778,13896784,1363581,1085109
(주)녹원씨엔아이,065560,2003/12,2003/07/01,,11829470,7803698,17036728,1718996,1452554
(주)녹원씨엔아이,065560,2004/12,2003/07/01,,18715892,9005904,23172116,1858401,1641105
(주)녹원씨엔아이,065560,2005/12,2003/07/01,,18607233,10050350,24367626,975726,962478
(주)녹원씨엔아이,065560,2006/12,2003/07/01,,21622900,11404991,32990844,2058183,1665198
(주)녹원씨엔아이,065560,2007/12,2003/07/01,,20625203,9631616,41121864,-1563855,-1285356
(주)녹원씨엔아이,065560,2008/12,2003/07/01,,17024865,7255300,36216980,-3370098,-3911486
(주)녹원씨엔아이,065560,2009/12,2003/07/01,,18667036,8290491,31829631,698036,1035190
(주)녹원씨엔아이,065560,2010/12,2003/07/01,,20080820,7907265,27002913,99898,155345
(주)농심,004370,2000/06,1976/06/30,,1182805358,557721681,1144586218,74305911,75044766
(주)농심,004370,2001/06,1976/06/30,,1070466163,632267704,1181307500,93510603,78624770
(주)농심,004370,2002/12,1976/06/30,,1230021105,713684460,1339637495,105896368,80059078
(주)농심,004370,2003/12,1976/06/30,,1232759307,667666939,1521655071,148635646,101630014
(주)농심,004370,2004/12,1976/06/30,,1339310061,772542066,1645022606,155866883,130635161
(주)농심,004370,2005/12,1976/06/30,,1490450856,865430514,1600311636,150268912,118668899
(주)농심,004370,2006/12,1976/06/30,,1535824225,954891452,1581794914,149136137,112860498
(주)농심,004370,2007/12,1976/06/30,,1558947172,1025097532,1510134952,113824622,103385136
(주)농심,004370,2008/12,1976/06/30,,1725323526,1109784997,1675847552,101162064,78465442
(주)농심,004370,2009/12,1976/06/30,,1812736411,1207749532,1845571543,105087285,127456667
(주)농심,004370,2010/12,1976/06/30,,1935039595,1308351098,1895168275,107196775,124339105
(주)농심홀딩스,072710,2003/12,2003/07/30,,285363361,279683058,23276177,22395545,19864984
(주)농심홀딩스,072710,2004/12,2003/07/30,,359426646,336646712,66542085,64216360,59177271
(주)농심홀딩스,072710,2005/12,2003/07/30,,419053070,328470686,58487944,56240023,49398285
(주)농심홀딩스,072710,2006/12,2003/07/30,,449373147,361314882,52719780,50391073,50525134
(주)농심홀딩스,072710,2007/12,2003/07/30,,481983066,391814867,55639200,51106707,43176465
(주)농심홀딩스,072710,2008/12,2003/07/30,,514854928,443040279,42101191,39298409,46432145
(주)농심홀딩스,072710,2009/12,2003/07/30,,576150450,495484004,65445902,62059912,56808643
(주)농심홀딩스,072710,2010/12,2003/07/30,,626235533,540959936,63198199,59205554,54632527
(주)누리플랜,069140,2002/12,2010/10/26,,11801343,4800594,19779952,391645,194649
(주)누리플랜,069140,2003/12,2010/10/26,,16605786,5135737,24124220,549130,335143
(주)누리플랜,069140,2004/12,2010/10/26,,17651849,5789324,30111128,942830,653587
(주)누리플랜,069140,2005/12,2010/10/26,,18784810,6471906,28519371,1180723,682581
(주)누리플랜,069140,2006/12,2010/10/26,,18510754,6882452,28206515,967225,715046
(주)누리플랜,069140,2007/12,2010/10/26,,22643345,6822273,34159605,1161541,244321
(주)누리플랜,069140,2008/12,2010/10/26,,30207979,12293961,47030012,2880783,1901276
(주)누리플랜,069140,2009/12,2010/10/26,,38707473,15802318,47228576,3249947,3508358
(주)누리플랜,069140,2010/12,2010/10/26,,48989903,25809715,53205395,3579451,3416489
(주)누리플렉스,040160,2000/12,2000/08/29,,32375753,28740928,14425717,3548101,3104923
(주)누리플렉스,040160,2001/12,2000/08/29,,41247754,31800124,24574148,2842522,3331851
(주)누리플렉스,040160,2002/12,2000/08/29,,33611586,31216077,18289606,-287718,293026
(주)누리플렉스,040160,2003/12,2000/08/29,,40898786,26233154,19208425,-1901067,-3836118
(주)누리플렉스,040160,2004/12,2000/08/29,,26790299,23519891,6718527,-5730995,-2822400
(주)누리플렉스,040160,2005/12,2000/08/29,,35497165,26428854,18840133,-1733488,285604
(주)누리플렉스,040160,2006/12,2000/08/29,,46030761,30152489,30598343,1029736,2264138
(주)누리플렉스,040160,2007/12,2000/08/29,,55894942,34286053,36369887,2074062,2563927
(주)누리플렉스,040160,2008/12,2000/08/29,,70101375,36349930,59444489,4499985,2233254
(주)누리플렉스,040160,2009/12,2000/08/29,,75848469,45957778,51551671,4341607,1380378
(주)누리플렉스,040160,2010/12,2000/08/29,,75287320,46349120,46722693,1007060,-1021778
(주)뉴로스,126870,2007/12,2012/02/15,,14952502,4131596,10583647,1093688,917799
(주)뉴로스,126870,2008/12,2012/02/15,,21991249,6333243,16509855,1864223,1202627
(주)뉴로스,126870,2009/12,2012/02/15,,31087622,13523639,22796747,3688704,4392920
(주)뉴로스,126870,2010/12,2012/02/15,,40962529,20391292,30213304,6149172,6531672
(주)뉴맥스,014080,2000/12,1994/01/31,2001/04/26,,,,,
(주)뉴보텍,060260,2000/12,2002/02/05,,10685158,4712561,12476150,1409680,319171
(주)뉴보텍,060260,2001/12,2002/02/05,,12351536,6605907,16091452,2374603,1865926
(주)뉴보텍,060260,2002/12,2002/02/05,,17278306,11690399,16429955,2797771,2064397
(주)뉴보텍,060260,2003/12,2002/02/05,,24645324,16400830,17961763,1999095,1502535
(주)뉴보텍,060260,2004/12,2002/02/05,,29636734,16019550,24208374,2588852,1398825
(주)뉴보텍,060260,2005/12,2002/02/05,,31380803,17064117,24895453,2289151,1044567
(주)뉴보텍,060260,2006/12,2002/02/05,,23735053,5329886,26582341,172047,-18104033
(주)뉴보텍,060260,2007/12,2002/02/05,,31066372,12111093,32083460,24444,-1393939
(주)뉴보텍,060260,2008/12,2002/02/05,,32792431,14674227,37296640,74114,1090149
(주)뉴보텍,060260,2009/12,2002/02/05,,29412969,15587462,37308007,55320,852728
(주)뉴보텍,060260,2010/12,2002/02/05,,29657501,14673089,32847160,-1819477,-1902625
(주)뉴씨앤씨,045240,2000/12,2001/08/07,2003/04/04,17851056,8630244,41768996,4158107,2643116
(주)뉴씨앤씨,045240,2001/12,2001/08/07,2003/04/04,24991140,16114075,45429908,2675469,1511674
(주)뉴씨앤씨,045240,2002/12,2001/08/07,2003/04/04,22503394,3666930,29352396,-6654153,-10929583
(주)뉴인텍,012340,2000/12,1997/02/12,,50205814,15814726,35143096,2773881,1241770
(주)뉴인텍,012340,2001/12,1997/02/12,,46530339,16232074,35342900,2055528,423457
(주)뉴인텍,012340,2002/12,1997/02/12,,42778256,14230618,37209135,-69581,-2016303
(주)뉴인텍,012340,2003/12,1997/02/12,,35077933,7054242,37401580,2807487,-7104634
(주)뉴인텍,012340,2004/12,1997/02/12,,34066707,9259621,38078830,812052,2314326
(주)뉴인텍,012340,2005/12,1997/02/12,,34382141,14037717,29660928,742536,-103889
(주)뉴인텍,012340,2006/12,1997/02/12,,30323036,7154123,28400199,-6410207,-14050790
(주)뉴인텍,012340,2007/12,1997/02/12,,27958810,8057314,28685805,1354367,123993
(주)뉴인텍,012340,2008/12,1997/02/12,,38470013,13737692,28166017,-3054562,-9069650
(주)뉴인텍,012340,2009/12,1997/02/12,,41805542,19499223,33798216,1121535,-881532
(주)뉴인텍,012340,2010/12,1997/02/12,,50984137,25117899,52331920,2666324,501042
(주)뉴젠비아이티,054650,2000/12,2002/01/10,2009/09/04,7389358,5387970,11578362,2891903,1942718
(주)뉴젠비아이티,054650,2001/12,2002/01/10,2009/09/04,11173703,10214062,9785151,1424168,771877
(주)뉴젠비아이티,054650,2002/12,2002/01/10,2009/09/04,10501886,9969985,11683341,613386,341509
(주)뉴젠비아이티,054650,2003/12,2002/01/10,2009/09/04,10909097,10214668,10487872,600864,244333
(주)뉴젠비아이티,054650,2004/12,2002/01/10,2009/09/04,10794577,10264137,9588768,191725,239219
