회사명,거래소코드,회계년도,상장일,상장폐지일,자산(*)(천원),자본(*)(천원),매출액(영업수익)(*)(천원),영업이익(손실)(천원),당기순이익(순손실)(천원)
(주)CMG제약,058820,2000/12,2001/08/31,,28990239,12895543,51058400,1534583,520767
(주)CMG제약,058820,2001/12,2001/08/31,,20907767,8789202,15822816,294030,110431
(주)CMG제약,058820,2002/12,2001/08/31,,15401443,6534898,26394126,-3817019,-2254749
(주)CMG제약,058820,2003/12,2001/08/31,,11063246,6433478,17389284,-914055,110249
(주)CMG제약,058820,2004/12,2001/08/31,,5179471,2560244,13083977,-2838322,-3873234
(주)CMG제약,058820,2005/12,2001/08/31,,8280291,3419499,4186236,-1994985,-2558027
(주)CMG제약,058820,2006/12,2001/08/31,,10029929,7058589,3324793,-1183380,-3410630
(주)CMG제약,058820,2007/12,2001/08/31,,22073704,20701209,1795969,-1334326,-890098
(주)CMG제약,058820,2008/12,2001/08/31,,34556966,24753170,10808242,-3785500,-4659443
(주)CMG제약,058820,2009/12,2001/08/31,,22835684,9412145,10146823,-8649578,-18176776
(주)CMG제약,058820,2010/12,2001/08/31,,24128344,17139590,11350419,-7452579,-7648552
(주)DB하이텍,000990,2000/12,1975/12/12,,805756842,289547351,811354526,50510272,13742382
(주)DB하이텍,000990,2001/12,1975/12/12,,811974426,293425792,792006056,56563731,5598242
(주)DB하이텍,000990,2002/12,1975/12/12,,857182680,299512490,742225438,52449026,16303309
(주)DB하이텍,000990,2003/12,1975/12/12,,879134604,321839500,795024394,41419055,13046817
(주)DB하이텍,000990,2004/12,1975/12/12,,976639082,374780067,1068282276,89674686,40964607
(주)DB하이텍,000990,2005/12,1975/12/12,,1126572169,401370116,1152170114,32920124,11223900
(주)DB하이텍,000990,2006/12,1975/12/12,,1076069176,403140889,1073524606,20643968,2096915
(주)DB하이텍,000990,2007/12,1975/12/12,,3213715696,884960459,1372190425,-15283190,-16938761
(주)DB하이텍,000990,2008/12,1975/12/12,,3334536110,860588250,1347649484,-88544577,-281570478
(주)DB하이텍,000990,2009/12,1975/12/12,,2448081636,630803625,1152892773,-130420429,-176442539
(주)DB하이텍,000990,2010/12,1975/12/12,,1374101578,433208548,593441908,-281337489,-66059882
(주)ES큐브,050120,2001/06,2002/04/25,,7040499,4500822,24796757,840860,708182
(주)ES큐브,050120,2002/06,2002/04/25,,9447366,7026507,27234487,846206,519594
(주)ES큐브,050120,2003/06,2002/04/25,,9538159,7322005,23863639,143098,372952
(주)ES큐브,050120,2004/06,2002/04/25,,15644562,13208575,22432503,124194,37065
(주)ES큐브,050120,2005/12,2002/04/25,,26147529,24725156,14910931,-1941132,-5192359
(주)ES큐브,050120,2006/12,2002/04/25,,29486480,25284280,13725713,-1620722,-3338465
(주)ES큐브,050120,2007/12,2002/04/25,,36192270,35775641,11780581,-2177592,-394009
(주)ES큐브,050120,2008/12,2002/04/25,,40649115,37511648,12987121,-2702389,-3255318
(주)ES큐브,050120,2009/12,2002/04/25,,47208566,40704310,28257908,937690,3747309
(주)ES큐브,050120,2010/12,2002/04/25,,47490304,42009637,34640205,704325,-2249725
(주)HJ중공업,097230,2007/12,2007/08/31,,4161985000,936433000,1444721000,115766000,28408000
(주)HJ중공업,097230,2008/12,2007/08/31,,6235995000,2104845000,3848033000,510367000,62998000
(주)HJ중공업,097230,2009/12,2007/08/31,,6894968000,2081259000,3227619000,460906000,51904000
(주)HJ중공업,097230,2010/12,2007/08/31,,6283084000,2018645000,2755870000,201423000,-51745000
(주)LG데이콤,015940,2000/12,1993/01/30,2010/01/15,2229744214,675938992,998874791,2507234,-92300974
(주)LG데이콤,015940,2001/12,1993/01/30,2010/01/15,2242613001,667474083,997104495,87219314,-68792395
(주)LG데이콤,015940,2002/12,1993/01/30,2010/01/15,2877544808,867094268,1058088296,96143802,23828869
(주)LG데이콤,015940,2003/12,1993/01/30,2010/01/15,2465988320,686609395,1002074106,45326579,-245360754
(주)LG데이콤,015940,2004/12,1993/01/30,2010/01/15,2268423141,796069552,1068486871,139179464,38804671
(주)LG데이콤,015940,2005/12,1993/01/30,2010/01/15,2135585011,978345500,1133581610,142198100,64619102
(주)LG데이콤,015940,2006/12,1993/01/30,2010/01/15,2134837629,1285232770,1236322323,229775117,161777489
(주)LG데이콤,015940,2007/12,1993/01/30,2010/01/15,2022645668,1392654226,1353063989,229246726,133543015
(주)LG데이콤,015940,2008/12,1993/01/30,2010/01/15,2086150748,1443476086,1647262002,217316062,120288761
(주)LG파워콤,045820,2001/12,2008/11/27,2010/01/15,1391431907,795892663,386395106,58312281,25866066
(주)LG파워콤,045820,2002/12,2008/11/27,2010/01/15,1448341299,800619287,491897007,88200858,23392649
(주)LG파워콤,045820,2003/12,2008/11/27,2010/01/15,1408535911,828479972,526823885,131614443,30639632
(주)LG파워콤,045820,2004/12,2008/11/27,2010/01/15,1371562572,900597487,571229190,130059808,73728080
(주)LG파워콤,045820,2005/12,2008/11/27,2010/01/15,1567328833,945216800,638429765,69134946,46074560
(주)LG파워콤,045820,2006/12,2008/11/27,2010/01/15,1483117180,885791965,855912539,-55332889,-57944769
(주)LG파워콤,045820,2007/12,2008/11/27,2010/01/15,1663439088,911368731,1109617860,44770559,25521577
(주)LG파워콤,045820,2008/12,2008/11/27,2010/01/15,1937073801,992090781,1273768575,88658398,5991092
(주)MH에탄올,023150,2000/12,1996/12/24,,41556095,25858982,21305271,2023710,736431
(주)MH에탄올,023150,2001/12,1996/12/24,,46365419,27528427,23832170,3026206,733444
(주)MH에탄올,023150,2002/12,1996/12/24,,40621872,28041667,26670926,3813251,1055031
(주)MH에탄올,023150,2003/12,1996/12/24,,45918577,31704199,29606383,6251734,3460463
(주)MH에탄올,023150,2004/12,1996/12/24,,50811625,35255935,33230451,7479218,4956177
(주)MH에탄올,023150,2005/12,1996/12/24,,49187808,33977930,35973518,4995418,3734190
(주)MH에탄올,023150,2006/12,1996/12/24,,56528651,34403146,39046904,4413203,1864552
(주)MH에탄올,023150,2007/12,1996/12/24,,62818445,36597472,40144655,7255733,3468530
(주)MH에탄올,023150,2008/12,1996/12/24,,86452344,34442994,43176371,7023763,-6464280
(주)MH에탄올,023150,2009/12,1996/12/24,,111123888,45096297,43824891,7439766,1317046
(주)MH에탄올,023150,2010/12,1996/12/24,,114575923,42569735,43304589,7299385,-1208010
(주)SH에너지화학,002360,2000/06,1985/12/23,,99599225,9942891,77800545,6174845,-2389956
(주)SH에너지화학,002360,2001/06,1985/12/23,,103620497,25178417,78123330,5006324,3614727
(주)SH에너지화학,002360,2002/06,1985/12/23,,104336534,32930997,81354242,9527093,5405772
(주)SH에너지화학,002360,2003/06,1985/12/23,,91878908,32171451,98018008,10052921,-924504
(주)SH에너지화학,002360,2004/06,1985/12/23,,86011136,28192858,103545977,1383052,-3256704
(주)SH에너지화학,002360,2005/06,1985/12/23,,78364692,50430439,128906985,2524180,-2634398
(주)SH에너지화학,002360,2006/12,1985/12/23,,74694938,50536118,125777524,665813,-1617017
(주)SH에너지화학,002360,2007/12,1985/12/23,,82235928,55287245,134600833,2698323,2357167
(주)SH에너지화학,002360,2008/12,1985/12/23,,96466166,66701368,139034353,1017352,-10589728
(주)SH에너지화학,002360,2009/12,1985/12/23,,99399622,69687165,136846039,5932577,4507282
(주)SH에너지화학,002360,2010/12,1985/12/23,,90395449,63356800,150353519,3428794,-3782166
(주)SIMPAC,009160,2000/12,1989/07/29,,75648581,29309043,63886619,5970249,1469697
(주)SIMPAC,009160,2001/12,1989/07/29,,81803602,29381206,43890705,449781,-5183338
(주)SIMPAC,009160,2002/12,1989/07/29,,77824530,29486375,53229818,3366216,110072
(주)SIMPAC,009160,2003/12,1989/07/29,,85705262,33055055,77407065,5486314,3544718
(주)SIMPAC,009160,2004/12,1989/07/29,,81538325,36810489,83636243,5750875,5436522
(주)SIMPAC,009160,2005/12,1989/07/29,,98351320,44921444,89810087,7198057,7576339
(주)SIMPAC,009160,2006/12,1989/07/29,,103516327,52418859,107092299,11950091,8664647
(주)SIMPAC,009160,2007/12,1989/07/29,,125936098,68929199,110683524,11702591,12259293
(주)SIMPAC,009160,2008/12,1989/07/29,,165451607,92346316,131802333,8917045,25508618
(주)SIMPAC,009160,2009/12,1989/07/29,,176978453,104179958,122548677,11763335,13692827
(주)SIMPAC,009160,2010/12,1989/07/29,,246340241,129611934,180593108,23301913,20122186
(주)SNT에너지,100840,2008/12,2008/02/22,,217486444,145780749,200451563,37839411,30418805
(주)SNT에너지,100840,2009/12,2008/02/22,,296434329,172260354,182779061,44029822,35404449
(주)SNT에너지,100840,2010/12,2008/02/22,,252522573,166699899,213830405,7946774,2774348
(주)SNT홀딩스,036530,2000/12,2002/10/22,,52505701,36799967,69339624,18850596,15007510
(주)SNT홀딩스,036530,2001/12,2002/10/22,,84148126,59360195,97283283,29401853,24898838
(주)SNT홀딩스,036530,2002/12,2002/10/22,,107286764,77919452,81943584,26243726,20961277
(주)SNT홀딩스,036530,2003/12,2002/10/22,,131107406,93957846,51032296,7089992,16066515
(주)SNT홀딩스,036530,2004/12,2002/10/22,,149435950,104746465,64447565,8324767,16447064
(주)SNT홀딩스,036530,2005/12,2002/10/22,,180144788,130155279,86704809,9053476,17836579
(주)SNT홀딩스,036530,2006/12,2002/10/22,,204633255,148207065,120486321,12067746,21492386
(주)SNT홀딩스,036530,2007/12,2002/10/22,,299321536,224486936,157275739,17392153,17583592
(주)SNT홀딩스,036530,2008/12,2002/10/22,,404847081,369430636,33063002,14644644,21122612
(주)SNT홀딩스,036530,2009/12,2002/10/22,,398373004,361748288,31728688,21542366,17113659
(주)SNT홀딩스,036530,2010/12,2002/10/22,,427166812,392642439,34929629,31581371,32223037
(주)STX,011810,2000/12,1990/09/12,,439075469,109781330,260514071,34251998,3318617
(주)STX,011810,2001/12,1990/09/12,,483587358,115049960,303662102,20369519,5001727
(주)STX,011810,2002/12,1990/09/12,,562003095,151100368,376071165,16882697,38989719
(주)STX,011810,2003/12,1990/09/12,,583365946,168821912,466601980,14924126,6631562
(주)STX,011810,2004/12,1990/09/12,,330134233,130510027,330528799,12529691,16688385
(주)STX,011810,2005/12,1990/09/12,,528776085,188093237,658625389,28936564,23485108
(주)STX,011810,2006/12,1990/09/12,,704540397,219251434,943306093,51729604,29353518
(주)STX,011810,2007/12,1990/09/12,,1290453638,415777033,1255199274,135009955,82989184
(주)STX,011810,2008/12,1990/09/12,,2185999043,932031550,2418949621,73598182,23258334
(주)STX,011810,2009/12,1990/09/12,,2523599224,844779767,2225676108,-95402962,-171798678
(주)STX,011810,2010/12,1990/09/12,,2888566390,891853488,3242433891,85519125,19813445
(주)TCC스틸,002710,2000/12,1984/12/21,,209856518,95942801,196206208,8633644,3981031
(주)TCC스틸,002710,2001/12,1984/12/21,,207080748,102612883,188822363,11368705,4922809
(주)TCC스틸,002710,2002/12,1984/12/21,,200882791,103541775,199352686,6124306,4456673
(주)TCC스틸,002710,2003/12,1984/12/21,,214644917,112722089,218280676,10785076,8948155
(주)TCC스틸,002710,2004/12,1984/12/21,,240310186,123603921,260425068,9068169,15220991
(주)TCC스틸,002710,2005/12,1984/12/21,,258280578,131435544,269098614,10075732,7241898
(주)TCC스틸,002710,2006/12,1984/12/21,,257516125,135748020,253676783,-944412,6766625
(주)TCC스틸,002710,2007/12,1984/12/21,,279622132,138797911,267844422,7649547,1026395
(주)TCC스틸,002710,2008/12,1984/12/21,,287093863,139065567,407634270,51982323,592596
(주)TCC스틸,002710,2009/12,1984/12/21,,268072135,152770454,342201139,15756156,12010743
(주)TCC스틸,002710,2010/12,1984/12/21,,306365690,158971655,412110088,16019308,10765811
(주)가비아,079940,2002/12,2005/10/19,,3375642,1592733,5379580,273078,357265
(주)가비아,079940,2003/12,2005/10/19,,4772732,2682952,7868237,1148304,1090219
(주)가비아,079940,2004/12,2005/10/19,,6222817,3949674,9725300,1318292,1266722
(주)가비아,079940,2005/12,2005/10/19,,12234085,8931628,13842437,1749970,1648518
(주)가비아,079940,2006/12,2005/10/19,,14743326,10640645,15590215,2264750,1994345
(주)가비아,079940,2007/12,2005/10/19,,24822026,15133886,17845205,2756838,2905168
(주)가비아,079940,2008/12,2005/10/19,,31434599,15303815,20479549,3900714,1904420
(주)가비아,079940,2009/12,2005/10/19,,31059755,19367282,22033524,3653308,3172344
(주)가비아,079940,2010/12,2005/10/19,,35298297,22190123,26065926,4104060,3769789
(주)갑을,009840,2000/12,1989/08/01,2003/04/16,331668391,-391752278,275612244,163147,-77533017
(주)갑을,009840,2001/12,1989/08/01,2003/04/16,672452429,32540765,400024999,18086788,-345692561
(주)갑을,009840,2002/12,1989/08/01,2003/04/16,436620682,-196225181,236342997,-22128664,-244010633
(주)강원랜드,035250,2000/12,2003/09/04,,342866637,265911066,90950943,44646057,41233502
(주)강원랜드,035250,2000/12,2001/10/25,2003/09/04,342866637,265911066,90950943,44646057,41233502
(주)강원랜드,035250,2001/12,2003/09/04,,695214235,461259228,462019837,302920519,218278162
(주)강원랜드,035250,2001/12,2001/10/25,2003/09/04,695214235,461259228,462019837,302920519,218278162
(주)강원랜드,035250,2002/12,2003/09/04,,823396781,637999658,476061165,298339170,221018430
(주)강원랜드,035250,2002/12,2001/10/25,2003/09/04,823396781,637999658,476061165,298339170,221018430
(주)강원랜드,035250,2003/12,2003/09/04,,1078515534,858398702,677131541,331114954,229690326
(주)강원랜드,035250,2004/12,2003/09/04,,1318309909,1067314072,764113464,380556261,271233488
(주)강원랜드,035250,2005/12,2003/09/04,,1525389753,1259830645,846961875,416739551,299087521
(주)강원랜드,035250,2006/12,2003/09/04,,1711966818,1383167952,869495601,326154762,247935896
(주)강원랜드,035250,2007/12,2003/09/04,,2022203780,1569420419,1066507237,418174770,292776710
(주)강원랜드,035250,2008/12,2003/09/04,,2076415220,1631372889,1149282882,470761907,309254549
(주)강원랜드,035250,2009/12,2003/09/04,,2386535399,1889714656,1206658712,465031522,390000453
(주)강원랜드,035250,2010/12,2003/09/04,,2609744946,2101127474,1313682568,571210326,421784663
(주)강원에너지,114190,2000/11,2009/11/20,,12319922,3908224,14909645,781937,374860
(주)강원에너지,114190,2001/11,2009/11/20,,11897762,3973424,13529464,322313,101818
(주)강원에너지,114190,2002/11,2009/11/20,,12617149,5138553,25335134,1950416,1194771
(주)강원에너지,114190,2003/11,2009/11/20,,11890759,5404760,19399051,415642,266207
(주)강원에너지,114190,2004/11,2009/11/20,,12329038,4548316,16927861,-125177,23556
(주)강원에너지,114190,2005/11,2009/11/20,,11932242,3490265,17688429,-1719385,-1058051
(주)강원에너지,114190,2006/11,2009/11/20,,13444042,4129872,22797446,1125324,639607
(주)강원에너지,114190,2007/11,2009/11/20,,22319635,6645689,31479842,3388920,2334373
(주)강원에너지,114190,2008/11,2009/11/20,,29219824,8751885,49499533,6501293,2333829
(주)강원에너지,114190,2009/11,2009/11/20,,31707899,17878192,38673260,4242047,2590392
(주)강원에너지,114190,2010/11,2009/11/20,,28677832,19268894,30619298,1779388,1716786
(주)갤럭시아에스엠,011420,2000/12,1989/11/14,,64722967,22345555,79091628,4906193,2087851
(주)갤럭시아에스엠,011420,2001/12,1989/11/14,,56792655,23492258,64024226,4775851,1381423
(주)갤럭시아에스엠,011420,2002/12,1989/11/14,,63136107,18137501,62516316,-2271527,-4452841
(주)갤럭시아에스엠,011420,2003/12,1989/11/14,,60396075,14881435,63674045,930114,-3020238
(주)갤럭시아에스엠,011420,2004/12,1989/11/14,,40475054,17276363,30181913,-11788186,270229
(주)갤럭시아에스엠,011420,2005/12,1989/11/14,,33226700,10542223,32547613,-3002426,-6496876
(주)갤럭시아에스엠,011420,2006/12,1989/11/14,,92048128,-2633577,46867530,595341,-7077008
(주)갤럭시아에스엠,011420,2007/12,1989/11/14,,66751314,12498485,46163886,6472954,3564680
(주)갤럭시아에스엠,011420,2008/12,1989/11/14,,55301387,19723944,54450391,6590527,-3112483
(주)갤럭시아에스엠,011420,2009/12,1989/11/14,,46564045,22883185,47884151,2178651,1983450
(주)갤럭시아에스엠,011420,2010/12,1989/11/14,,35032207,21830197,42704968,3765452,441104
(주)건영,012720,2000/12,1989/08/22,2003/10/02,642227917,-9819010,191941011,-61922478,-207473421
(주)건영,012720,2001/12,1989/08/22,2003/10/02,589729795,186094183,176576942,-36494804,18519702
(주)건영,012720,2002/12,1989/08/22,2003/10/02,500406297,125452637,163767589,4613776,-32294963
(주)경농,002100,2000/12,1977/06/30,,152881810,79012803,111430975,11265157,4477985
(주)경농,002100,2001/12,1977/06/30,,161413954,83538160,113717106,11332660,5939117
(주)경농,002100,2002/12,1977/06/30,,162207860,89496954,110611997,10944925,6061997
(주)경농,002100,2003/12,1977/06/30,,154250614,88736821,106388427,5509633,498224
(주)경농,002100,2004/12,1977/06/30,,149071464,93470552,112605662,9901981,4602613
(주)경농,002100,2005/12,1977/06/30,,162897482,101652551,118473763,16072105,8980291
(주)경농,002100,2006/12,1977/06/30,,173202811,110613014,122144956,19117884,13294917
(주)경농,002100,2007/12,1977/06/30,,177609593,123096461,128992027,19764756,15008448
(주)경농,002100,2008/12,1977/06/30,,200945613,137874173,140801593,13749851,11567598
(주)경농,002100,2009/12,1977/06/30,,197625886,146235687,149831874,16796762,16775692
(주)경농,002100,2010/12,1977/06/30,,200356833,152201657,143042882,14046329,9299526
(주)경동나비엔,009450,2000/12,1993/08/31,,135868440,71114796,164245670,12659848,6136025
(주)경동나비엔,009450,2001/12,1993/08/31,,133155115,81005684,179571704,16856651,10888158
(주)경동나비엔,009450,2002/12,1993/08/31,,153349066,95820247,201823720,19415323,17012777
(주)경동나비엔,009450,2003/12,1993/08/31,,156266212,105515590,190164154,7169754,9315588
(주)경동나비엔,009450,2004/12,1993/08/31,,159839572,108348762,173127406,4675614,5420602
(주)경동나비엔,009450,2005/12,1993/08/31,,165241488,114314930,171004148,2477156,4974162
(주)경동나비엔,009450,2006/12,1993/08/31,,174762854,118997950,182131387,2334473,5985758
(주)경동나비엔,009450,2007/12,1993/08/31,,180354656,127770500,176294384,1463089,7646824
(주)경동나비엔,009450,2008/12,1993/08/31,,192027981,140811693,204875901,4803658,7738185
(주)경동나비엔,009450,2009/12,1993/08/31,,200448648,140021132,233314593,6368807,3695664
(주)경동나비엔,009450,2010/12,1993/08/31,,217720825,152205872,278277379,8190791,7678759
(주)경동인베스트,012320,2000/12,1997/03/07,,229844671,116479971,232459868,19063668,12971003
(주)경동인베스트,012320,2001/12,1997/03/07,,236713605,122863948,302638845,14990165,15017543
(주)경동인베스트,012320,2002/12,1997/03/07,,254685070,134210405,320227743,20384423,14881549
(주)경동인베스트,012320,2003/12,1997/03/07,,270634637,145580880,364165552,18404515,15600248
(주)경동인베스트,012320,2004/12,1997/03/07,,292014153,157514165,371421230,15761343,14817137
(주)경동인베스트,012320,2005/12,1997/03/07,,330893657,175912463,454461201,18282634,16480818
(주)경동인베스트,012320,2006/12,1997/03/07,,356980497,192099612,554604258,20965374,18642320
(주)경동인베스트,012320,2007/12,1997/03/07,,404877671,211214856,613592335,20816794,21408650
(주)경동인베스트,012320,2008/12,1997/03/07,,452001225,235523804,890353583,34309321,27820671
(주)경동인베스트,012320,2009/12,1997/03/07,,538644137,259218440,934033440,25555182,24168378
(주)경동인베스트,012320,2010/12,1997/03/07,,637119009,296580749,1284023918,40348818,39418047
(주)경방,000050,2000/12,1956/03/03,,564454011,407148541,172513153,4131929,2345060
(주)경방,000050,2001/12,1956/03/03,,549523394,379668065,178380576,2674343,-312827
(주)경방,000050,2002/12,1956/03/03,,531981812,391870930,191323101,6794609,3529613
(주)경방,000050,2003/12,1956/03/03,,534608754,391920409,185753163,-1304488,187305
(주)경방,000050,2004/12,1956/03/03,,515345506,381954693,173896808,-6934565,-9446299
(주)경방,000050,2005/12,1956/03/03,,506283029,382452398,163967992,3432211,772601
(주)경방,000050,2006/12,1956/03/03,,593111516,360693095,156260079,-2401795,-21696477
(주)경방,000050,2007/12,1956/03/03,,561331864,420979117,152194104,-13154824,60485023
(주)경방,000050,2008/12,1956/03/03,,783294183,407398159,154821729,1092133,-14930503
(주)경방,000050,2009/12,1956/03/03,,1452886942,756133931,177298137,-9593759,6480976
(주)경방,000050,2010/12,1956/03/03,,1410675955,776691234,272270974,41704894,22224809
(주)경보제약,214390,2000/12,2015/06/29,,40018442,2310759,43295113,4330417,626352
(주)경보제약,214390,2001/12,2015/06/29,,50172318,9871389,39090525,3064042,440203
(주)경보제약,214390,2002/12,2015/06/29,,77079098,7083300,40733105,4640454,-2783690
(주)경보제약,214390,2003/12,2015/06/29,,72890347,17197094,44515814,7134181,330177
(주)경보제약,214390,2004/12,2015/06/29,,76181945,29996779,46923160,5126042,374697
(주)경보제약,214390,2005/12,2015/06/29,,59928842,12768884,46652403,341984,-21165395
(주)경보제약,214390,2006/12,2015/06/29,,72233066,13927871,60768017,5288598,189052
(주)경보제약,214390,2007/12,2015/06/29,,66800493,6943956,62619509,2638923,-6001734
(주)경보제약,214390,2008/12,2015/06/29,,87159690,14354022,87798440,8997106,3932018
(주)경보제약,214390,2009/12,2015/06/29,,95018327,22570856,121668679,12863626,7874729
(주)경보제약,214390,2010/12,2015/06/29,,109191930,33053216,140209101,17561917,9926841
(주)경윤하이드로에너지,019120,2000/12,1992/12/18,2011/04/06,26485696,15128503,42297776,1968958,2031526
(주)경윤하이드로에너지,019120,2001/12,1992/12/18,2011/04/06,29151873,16573221,42346993,2498408,2421779
(주)경윤하이드로에너지,019120,2002/12,1992/12/18,2011/04/06,30138588,17860368,42870585,1955639,2149978
(주)경윤하이드로에너지,019120,2003/12,1992/12/18,2011/04/06,36306609,21623603,38090767,157182,958103
(주)경윤하이드로에너지,019120,2004/12,1992/12/18,2011/04/06,37722096,21422224,35956217,96081,1292316
(주)경윤하이드로에너지,019120,2005/12,1992/12/18,2011/04/06,37517534,21748245,29735305,-3293516,-1793572
(주)경윤하이드로에너지,019120,2006/12,1992/12/18,2011/04/06,37334852,18588439,31610505,-4351107,-3226786
(주)경윤하이드로에너지,019120,2007/12,1992/12/18,2011/04/06,33784525,15232186,28052031,-3957949,-2670948
(주)경윤하이드로에너지,019120,2008/12,1992/12/18,2011/04/06,25345854,8160357,23220526,-1143688,-6727760
(주)경윤하이드로에너지,019120,2009/12,1992/12/18,2011/04/06,33830796,21338785,5018862,-2880414,-9335728
(주)경윤하이드로에너지,019120,2010/12,1992/12/18,2011/04/06,15679741,7752602,7735620,-2647412,-29421901
(주)경인양행,012610,2000/12,1995/10/05,,69686663,45196836,70069338,3040326,2483730
(주)경인양행,012610,2001/12,1995/10/05,,69279394,47476409,81614530,3114399,5756107
(주)경인양행,012610,2002/12,1995/10/05,,70008894,50051253,93646343,5352655,4603853
(주)경인양행,012610,2003/12,1995/10/05,,77054271,51971069,88282906,2896432,3009362
(주)경인양행,012610,2004/12,1995/10/05,,92524131,61135307,95832343,2407076,4301525
(주)경인양행,012610,2005/12,1995/10/05,,100565451,68619522,88050292,224505,2533411
(주)경인양행,012610,2006/12,1995/10/05,,95503928,67193072,84978240,-484382,883371
(주)경인양행,012610,2007/12,1995/10/05,,120854547,70526748,93016594,2591890,4246012
(주)경인양행,012610,2008/12,1995/10/05,,163333431,100533027,125462289,8044075,12873680
(주)경인양행,012610,2009/12,1995/10/05,,218551979,149331334,129006386,4944892,11569545
(주)경인양행,012610,2010/12,1995/10/05,,236560210,152138811,149007816,510668,6319272
(주)고영테크놀러지,098460,2005/12,2008/06/03,,8994772,6701888,10500144,1695732,1560201
(주)고영테크놀러지,098460,2006/12,2008/06/03,,12848754,9900104,16628766,3235120,2927915
(주)고영테크놀러지,098460,2007/12,2008/06/03,,19242862,14849319,23291963,5264819,4670936
(주)고영테크놀러지,098460,2008/12,2008/06/03,,39618715,34733092,34349879,5924671,8121044
(주)고영테크놀러지,098460,2009/12,2008/06/03,,49819644,36320749,26915148,2269359,1162140
(주)고영테크놀러지,098460,2010/12,2008/06/03,,69019298,55183163,71207683,18818468,15847379
(주)고제,002540,2000/12,1989/10/12,2010/04/23,65268237,15722345,44846948,3512313,-5534072
(주)고제,002540,2001/12,1989/10/12,2010/04/23,32375973,-120894053,31391929,-537567,-146475974
(주)고제,002540,2002/12,1989/10/12,2010/04/23,32369347,23865311,31272206,480910,2083120
(주)고제,002540,2003/12,1989/10/12,2010/04/23,43144919,26271036,26701818,-786621,-1542268
(주)고제,002540,2004/12,1989/10/12,2010/04/23,36982623,25847616,25188170,-2416836,-5231616
(주)고제,002540,2005/12,1989/10/12,2010/04/23,23615849,16169426,7729896,-2466296,-9047214
(주)고제,002540,2006/12,1989/10/12,2010/04/23,27050320,5173478,5103464,-5101899,-30688219
(주)고제,002540,2007/12,1989/10/12,2010/04/23,31514692,228540,5486193,-6365935,-26322171
(주)고제,002540,2008/12,1989/10/12,2010/04/23,37190830,21964067,569718,-3794750,-7730982
(주)고제,002540,2009/12,1989/10/12,2010/04/23,29627827,3491311,7588320,1334039,-21901503
(주)고합,004460,2000/12,1973/10/25,2002/04/12,2438964985,-529958022,1254996858,-97281711,-1266782134
(주)고합,004460,2001/12,1973/10/25,2002/04/12,769535187,-1363314659,1125343377,-49512650,-790758886
(주)골드앤에스,035290,2000/12,1999/12/07,,67389644,38245239,23803121,-3902087,-4098299
(주)골드앤에스,035290,2001/12,1999/12/07,,33917478,19801520,25281194,54570,-10940847
(주)골드앤에스,035290,2002/12,1999/12/07,,27254365,21753195,26246918,-4685080,-10762332
(주)골드앤에스,035290,2003/12,1999/12/07,,28272986,22181392,28269553,541962,406922
(주)골드앤에스,035290,2004/12,1999/12/07,,31303889,24370816,36471678,1653918,1622565
(주)골드앤에스,035290,2005/12,1999/12/07,,36979614,26629013,42184917,1280866,2067831
(주)골드앤에스,035290,2006/12,1999/12/07,,39534513,29582607,40843635,-769792,-1850039
(주)골드앤에스,035290,2007/12,1999/12/07,,45000346,30848230,45661772,1633819,1262606
(주)골드앤에스,035290,2008/12,1999/12/07,,47881221,30920905,48320703,1023694,71026
(주)골드앤에스,035290,2009/12,1999/12/07,,55106871,31591556,50994395,1041269,422643
(주)골드앤에스,035290,2010/12,1999/12/07,,45020884,22792309,50487261,327943,-8737173
(주)골드카운티,058900,2001/12,2004/10/29,2010/10/12,7379043,5025128,7092695,1061588,1051130
(주)골드카운티,058900,2002/12,2004/10/29,2010/10/12,8525293,5546045,7688783,740860,523154
(주)골드카운티,058900,2003/12,2004/10/29,2010/10/12,11867594,7127822,12701708,1955069,1579540
(주)골드카운티,058900,2004/12,2004/10/29,2010/10/12,17166526,11308801,17593492,1674344,1165814
(주)골드카운티,058900,2005/12,2004/10/29,2010/10/12,21476945,10433781,15062031,-2541362,-2571166
(주)골드카운티,058900,2006/12,2004/10/29,2010/10/12,48000790,29379923,11080154,-4215540,-30453538
(주)골드카운티,058900,2007/12,2004/10/29,2010/10/12,13261660,1645527,6163090,-7551898,-49213016
(주)골드카운티,058900,2008/12,2004/10/29,2010/10/12,33694639,30051986,3548409,-3669382,-14166048
(주)골드카운티,058900,2009/12,2004/10/29,2010/10/12,38167820,36234516,3755464,-3391900,-14359362
(주)골드퍼시픽,038530,2000/12,2000/06/09,,55864306,54108493,10136715,261190,1013282
(주)골드퍼시픽,038530,2001/12,2000/06/09,,54118950,50460476,14253076,-3504152,-1609844
(주)골드퍼시픽,038530,2002/12,2000/06/09,,49248244,42180399,29891799,-4045349,-7343412
(주)골드퍼시픽,038530,2003/12,2000/06/09,,47120307,32486663,46424885,-7770732,-11608849
(주)골드퍼시픽,038530,2004/12,2000/06/09,,28788328,21872065,41742142,-7315400,-24575256
(주)골드퍼시픽,038530,2005/12,2000/06/09,,28189129,13929775,17208535,-3089830,-16248728
(주)골드퍼시픽,038530,2006/12,2000/06/09,,12853194,9444609,25667749,156883,-482942
