회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),자본(*)(요약)(IFRS)(백만원),부가가치(IFRS)(백만원),유형자산(요약)(IFRS)(백만원),기계장치(IFRS)(천원),(감가상각누계액)(IFRS)(천원),자산(*)(요약)(IFRS)(백만원),상장일,상장폐지일
(주)유라테크,048430,2017/12,11998743,90494,33938.55,52868,79314945,59631466,117517,2001/01/11,
(주)유라테크,048430,2018/12,9662014,94291,38884.49,46774,72916462,58742118,115036,2001/01/11,
(주)유라테크,048430,2019/12,15492578,99696,38826.9,43893,71143725,61997957,123553,2001/01/11,
(주)유라테크,048430,2020/12,14116507,106661,32182.59,37575,70497189,63432086,129219,2001/01/11,
(주)유바이오로직스,206650,2011/12,,,,,,,,2017/01/24,
(주)유바이오로직스,206650,2012/12,,,,,,,,2017/01/24,
(주)유바이오로직스,206650,2015/12,-3394979,-11621,2117.47,6498,2616948,1027117,14141,2017/01/24,
(주)유바이오로직스,206650,2016/12,-3694346,3393,-190.94,5942,3074093,1620606,13489,2017/01/24,
(주)유바이오로직스,206650,2017/12,-2640241,18152,1050.19,10307,5492994,2570027,26852,2017/01/24,
(주)유바이오로직스,206650,2018/12,2936794,25544,8309.46,35033,6579147,3721668,68238,2017/01/24,
(주)유바이오로직스,206650,2019/12,12878283,34952,11385.64,64679,7260318,4523655,92765,2017/01/24,
(주)유바이오로직스,206650,2020/12,-913537,96877,-40372.35,68538,30271976,8299493,155955,2017/01/24,
(주)유비케어,032620,2011/12,3889983,47228,16287.41,7730,0,0,54875,1997/05/02,
(주)유비케어,032620,2012/12,3757007,48199,16813.02,6686,0,0,59696,1997/05/02,
(주)유비케어,032620,2013/12,2471420,47177,14110.1,6182,0,0,55763,1997/05/02,
(주)유비케어,032620,2014/12,7889365,40204,7245.5,5958,0,0,53487,1997/05/02,
(주)유비케어,032620,2015/12,7961445,45300,16062.4,5818,0,0,64242,1997/05/02,
(주)유비케어,032620,2016/12,3130101,49133,20761.12,5871,0,0,67387,1997/05/02,
(주)유비케어,032620,2017/12,9690214,46849,18833.66,6047,0,0,69251,1997/05/02,
(주)유비케어,032620,2018/12,7432256,103909,23263.25,5780,0,0,128480,1997/05/02,
(주)유비케어,032620,2019/12,9279581,102603,26912.52,6154,0,0,131769,1997/05/02,
(주)유비케어,032620,2020/12,9204972,115404,37336.71,2423,0,0,157896,1997/05/02,
(주)유비쿼스,264450,2017/12,12989903,67768,,9995,8345454,7127078,90354,2017/03/31,
(주)유비쿼스,264450,2018/12,15762980,80089,33506.86,9572,9061576,7829627,111913,2017/03/31,
(주)유비쿼스,264450,2019/12,19625789,88167,28920.64,8624,9074876,8369176,127752,2017/03/31,
(주)유비쿼스,264450,2020/12,19597266,102075,38915.92,8194,9419888,8734605,142050,2017/03/31,
(주)유비쿼스홀딩스,078070,2011/12,17599776,128490,32513.9,11848,3468633,2171577,150759,2009/01/23,
(주)유비쿼스홀딩스,078070,2012/12,14258912,143747,30338.66,15687,4769148,2888925,167213,2009/01/23,
(주)유비쿼스홀딩스,078070,2013/12,13547432,159096,38317.88,35803,5878772,3638739,186188,2009/01/23,
(주)유비쿼스홀딩스,078070,2014/12,10580672,178563,48730.09,43353,7053492,4474117,223716,2009/01/23,
(주)유비쿼스홀딩스,078070,2015/12,50797795,202340,60408.46,42015,8083349,5437730,257508,2009/01/23,
(주)유비쿼스홀딩스,078070,2016/12,13554262,213192,46734.78,39908,8282262,6295881,243045,2009/01/23,
(주)유비쿼스홀딩스,078070,2017/12,3569010,146889,6570.12,27496,0,0,150306,2009/01/23,
(주)유비쿼스홀딩스,078070,2018/12,2898731,180227,5737.28,26306,0,0,182934,2009/01/23,
(주)유비쿼스홀딩스,078070,2019/12,2731423,179417,4875.48,25142,0,0,182331,2009/01/23,
(주)유비쿼스홀딩스,078070,2020/12,1722043,177668,3302.21,6974,0,0,180741,2009/01/23,
(주)유성티엔에스,024800,2011/12,1843687,104808,34735.71,106894,7165450,0,328432,1999/12/10,
(주)유성티엔에스,024800,2012/12,11851769,127250,37445.4,87650,11744595,5469643,341502,1999/12/10,
(주)유성티엔에스,024800,2013/12,7981534,129622,48743.41,79025,11722795,6333350,353048,1999/12/10,
(주)유성티엔에스,024800,2014/12,4619884,134841,55948.78,84532,11766895,7254585,366822,1999/12/10,
(주)유성티엔에스,024800,2015/12,33285707,134959,52421.54,75005,11934895,8629191,320953,1999/12/10,
(주)유성티엔에스,024800,2016/12,27483995,134448,49385.13,70395,11991395,9487351,313447,1999/12/10,
(주)유성티엔에스,024800,2017/12,17572564,138663,46578.11,66039,10287886,8799619,298989,1999/12/10,
(주)유성티엔에스,024800,2018/12,14147565,149552,50397.86,67792,9501159,8746153,303811,1999/12/10,
(주)유성티엔에스,024800,2019/12,4301794,153909,45967.9,72328,585777,579121,309797,1999/12/10,
(주)유성티엔에스,024800,2020/12,-9019717,159535,38413.9,42122,550614,546480,310254,1999/12/10,
(주)유수홀딩스,000700,2011/12,25128001,639722,-308820.03,42343,0,0,865197,1956/03/03,
(주)유수홀딩스,000700,2012/12,30955729,397278,-207010.91,42029,0,0,615692,1956/03/03,
(주)유수홀딩스,000700,2013/12,20429481,446062,32079.83,42367,0,0,906384,1956/03/03,
(주)유수홀딩스,000700,2014/12,22338672,176065,9999.17,196740,0,0,270917,1956/03/03,
(주)유수홀딩스,000700,2015/12,7125070,178231,11957.74,202524,0,0,274464,1956/03/03,
(주)유수홀딩스,000700,2016/12,3644977,179791,12932.9,201811,0,0,273808,1956/03/03,
(주)유수홀딩스,000700,2017/12,7296625,168407,4240.15,199944,0,0,270214,1956/03/03,
(주)유수홀딩스,000700,2018/12,2831748,157865,-16919.41,217964,0,0,276046,1956/03/03,
(주)유수홀딩스,000700,2019/12,6351893,175957,4923.38,8090,0,0,282692,1956/03/03,
(주)유수홀딩스,000700,2020/12,5250446,260830,122028.39,153,0,0,299345,1956/03/03,
(주)유신,054930,2011/12,1344169,91822,107053.79,23880,0,0,144286,2002/01/15,
(주)유신,054930,2012/12,-5565030,86352,86518.77,23796,0,0,140166,2002/01/15,
(주)유신,054930,2013/12,5447850,89459,91616.93,23644,0,0,138610,2002/01/15,
(주)유신,054930,2014/12,-1140091,83442,86268.95,23561,0,0,147247,2002/01/15,
(주)유신,054930,2015/12,2332558,84380,89173.3,25356,0,0,147009,2002/01/15,
(주)유신,054930,2016/12,14439125,86505,92222.16,25356,0,0,142426,2002/01/15,
(주)유신,054930,2017/12,-11388128,90701,94360.34,25436,0,0,149441,2002/01/15,
(주)유신,054930,2018/12,-15810849,87165,88591.64,26228,0,0,148139,2002/01/15,
(주)유신,054930,2019/12,5339065,81378,95948.69,29636,0,0,156433,2002/01/15,
(주)유신,054930,2020/12,25730289,82823,114316.45,9390,0,0,175594,2002/01/15,
(주)유쎌,252370,2014/12,,,,,,,,2016/09/29,2020/02/27
(주)유쎌,252370,2015/12,,,,,,,,2016/09/29,2020/02/27
(주)유쎌,252370,2016/12,,,,,,,,2016/09/29,2020/02/27
(주)유쎌,252370,2017/12,,,,,,,,2016/09/29,2020/02/27
(주)유쎌,252370,2018/12,,,,,,,,2016/09/29,2020/02/27
(주)유씨아이,038340,2011/12,-664755,6933,-4308.64,14716,21966,0,32798,2001/11/22,
(주)유씨아이,038340,2012/12,-2089733,9932,1206.79,14573,1040248,1035328,34875,2001/11/22,
(주)유씨아이,038340,2013/12,-5660839,5513,2099.46,4360,1158882,951937,19949,2001/11/22,
(주)유씨아이,038340,2014/12,-4816285,13205,-9286.68,4260,185007,0,18442,2001/11/22,
(주)유씨아이,038340,2015/12,-6425808,17900,-3860.14,4065,1087556,953491,21973,2001/11/22,
(주)유씨아이,038340,2016/12,5954347,14624,-2275.27,5002,1095056,968798,29087,2001/11/22,
(주)유씨아이,038340,2017/12,-1798575,4165,-9816.69,4822,1096956,984511,17334,2001/11/22,
(주)유씨아이,038340,2018/12,-390389,9999,2281.97,4741,1096956,1000256,17457,2001/11/22,
(주)유씨아이,038340,2019/12,-11510675,36851,181.05,6589,1096956,1016000,48134,2001/11/22,
(주)유씨아이,038340,2020/12,-3072302,27639,-4958.94,6100,1117956,1032653,51410,2001/11/22,
(주)유아이디,069330,2011/12,16562116,27556,24198.98,30458,6012779,333520,44528,2003/08/18,
(주)유아이디,069330,2012/12,10967583,38696,28842.05,39732,14680866,2278357,63028,2003/08/18,
(주)유아이디,069330,2013/12,23057988,51515,35492.81,41556,21715048,3970233,73840,2003/08/18,
(주)유아이디,069330,2014/12,3943043,53459,21059.84,46270,28154857,5632282,71490,2003/08/18,
(주)유아이디,069330,2015/12,3045116,48609,8445.14,43923,28584387,7507635,70020,2003/08/18,
(주)유아이디,069330,2016/12,2438857,43750,5392.8,34514,26008735,8141424,60696,2003/08/18,
(주)유아이디,069330,2017/12,-1762702,35697,-1044.43,28797,26054493,9741510,54269,2003/08/18,
(주)유아이디,069330,2018/12,-2256970,28399,-940.18,23157,25215002,10522488,40667,2003/08/18,
(주)유아이디,069330,2019/12,-4062485,15262,-5592.23,11933,22642410,10000530,30471,2003/08/18,
(주)유아이디,069330,2020/12,650743,9247,2675.85,12390,20314684,8503380,27175,2003/08/18,
(주)유아이에너지,050050,2011/12,-2076928,-15925,-21169.44,71,0,0,38160,2000/12/21,2012/09/26
(주)유에스티,263770,2017/12,,,,,,,,2017/04/06,
(주)유에스티,263770,2018/12,-7344462,43844,7536.76,22354,13977779,8084445,69268,2017/04/06,
(주)유에스티,263770,2019/12,9457248,46387,9070.56,21672,14484017,9187452,60962,2017/04/06,
(주)유에스티,263770,2020/12,-4000964,51214,11860.44,21885,14780546,10165203,68506,2017/04/06,
(주)유에이블,071530,2011/12,-3259873,7455,1954.22,64,0,0,39070,2004/02/17,2013/04/23
(주)유에이블,071530,2012/12,-4711903,-6764,-18747.48,40,0,0,29843,2004/02/17,2013/04/23
(주)유유제약,000220,2011/03,6548029,66038,16737.83,45067,12791452,11474369,89617,1975/11/18,
(주)유유제약,000220,2012/03,6462577,67249,16202.01,43994,12928426,11793654,85914,1975/11/18,
(주)유유제약,000220,2013/03,5996443,69070,16993.71,43044,13182434,12130019,85197,1975/11/18,
(주)유유제약,000220,2014/03,-1156499,70747,18621.89,41553,13457743,12411603,92253,1975/11/18,
(주)유유제약,000220,2015/03,1387579,69171,6536.78,43008,13597843,12693188,96488,1975/11/18,
(주)유유제약,000220,2016/03,-12113742,71417,16895.04,43086,14501477,12979470,98302,1975/11/18,
(주)유유제약,000220,2017/03,8916299,75278,24261.36,43726,15267824,13317878,104460,1975/11/18,
(주)유유제약,000220,2018/12,4807934,82836,26638.88,53913,17462332,13952648,127622,1975/11/18,
(주)유유제약,000220,2019/12,11103338,84537,31294.78,55371,18793332,14560778,126607,1975/11/18,
(주)유유제약,000220,2020/12,-6469199,108791,26946.33,61850,18732294,15006114,135607,1975/11/18,
(주)유일로보틱스,388720,2015/12,,,,,,,,2022/03/18,
(주)유일로보틱스,388720,2016/12,,,,,,,,2022/03/18,
(주)유일로보틱스,388720,2017/12,,,,,,,,2022/03/18,
(주)유일로보틱스,388720,2018/12,,,,,,,,2022/03/18,
(주)유일로보틱스,388720,2019/12,,,,,,,,2022/03/18,
(주)유일로보틱스,388720,2020/12,-1045123,9028,6717.67,6828,78139,9060,25297,2022/03/18,
(주)유일엔시스,038720,2011/12,-3608283,11866,-8166.62,10886,5185130,3894248,34742,2001/01/18,2013/05/01
(주)유일엔시스,038720,2012/12,-2462825,10666,-835.04,11978,5790972,4306405,25715,2001/01/18,2013/05/01
(주)유진로봇,056080,2011/12,-1525037,21326,6740.31,9266,3746843,1509792,35730,2001/11/13,
(주)유진로봇,056080,2012/12,-4292960,18706,3080.9,8685,1877659,54822,36512,2001/11/13,
(주)유진로봇,056080,2013/12,-701962,15379,3596.87,8911,4937550,2770966,36205,2001/11/13,
(주)유진로봇,056080,2014/12,102058,24108,6067.58,9045,5152926,3059710,38805,2001/11/13,
(주)유진로봇,056080,2015/12,-1891815,23418,4206.36,9411,6925443,3445501,45210,2001/11/13,
(주)유진로봇,056080,2016/12,-632281,19756,-1166.38,13017,7873861,3978671,37920,2001/11/13,
(주)유진로봇,056080,2017/12,-5748182,66619,2226.09,22998,8163274,5598655,98636,2001/11/13,
(주)유진로봇,056080,2018/12,-2341714,67679,6265.72,23086,1925286,223554,89045,2001/11/13,
(주)유진로봇,056080,2019/12,-7619703,51531,-8989.64,21881,8777846,7377510,70579,2001/11/13,
(주)유진로봇,056080,2020/12,-3769871,41299,1946.75,20422,6089086,5700130,57962,2001/11/13,
(주)유진테크,084370,2011/12,43942784,74693,45574.38,11670,3149777,1386619,133513,2006/01/17,
(주)유진테크,084370,2012/12,61300627,125093,77475.04,15525,1114206,0,164481,2006/01/17,
(주)유진테크,084370,2013/12,23503728,161982,57421.28,32405,4316609,2045365,198128,2006/01/17,
(주)유진테크,084370,2014/12,12453088,173700,28922.07,34786,4728670,2484212,191375,2006/01/17,
(주)유진테크,084370,2015/12,37057356,184444,36723.37,35579,6368784,2979809,201947,2006/01/17,
(주)유진테크,084370,2016/12,44759588,213166,59933.99,35817,6368784,3477525,240972,2006/01/17,
(주)유진테크,084370,2017/12,9429538,240712,53552.35,34604,6432784,3943309,269788,2006/01/17,
(주)유진테크,084370,2018/12,32362563,263452,80114.84,53452,6151444,4070231,291567,2006/01/17,
(주)유진테크,084370,2019/12,69178649,291275,70928.64,52620,6206619,4451879,318550,2006/01/17,
(주)유진테크,084370,2020/12,10844100,289351,37245.29,50777,6162459,4739612,328276,2006/01/17,
(주)유테크,178780,2011/12,,,,,,,,2015/06/30,
(주)유테크,178780,2012/12,,,,,,,,2015/06/30,
(주)유테크,178780,2013/12,7763540,15063,18328.72,22978,9942032,3463916,44219,2015/06/30,
(주)유테크,178780,2014/12,5363093,23545,19828.64,40246,19106782,10008009,63915,2015/06/30,
(주)유테크,178780,2015/12,12635155,36703,17854.92,35660,17757367,11754877,67564,2015/06/30,
(주)유테크,178780,2016/12,-12314505,26838,449.47,30524,26086044,18458183,61624,2015/06/30,
(주)유테크,178780,2017/12,2025592,11627,-11664.17,25749,25243190,20950871,51210,2015/06/30,
(주)유테크,178780,2018/12,659968,17417,-10274.73,16117,25250753,23648651,39605,2015/06/30,
(주)유테크,178780,2019/12,-8277832,20451,542.85,4363,21945995,21566522,37883,2015/06/30,
(주)유테크,178780,2020/12,-6395715,28629,-3640.75,3125,18732497,16511856,35541,2015/06/30,
(주)유티아이,179900,2013/12,29080600,26658,,29022,13935598,2127480,59746,2017/09/27,
(주)유티아이,179900,2014/12,-9825795,10753,-3623.13,31444,18242459,4881050,42962,2017/09/27,
(주)유티아이,179900,2015/12,-1581738,5472,3144.32,30452,24636464,8176178,38834,2017/09/27,
(주)유티아이,179900,2016/12,13977891,18580,23655.61,25747,24833386,11961258,48846,2017/09/27,
(주)유티아이,179900,2017/12,7882630,54943,33928.39,24735,27539383,15815985,69788,2017/09/27,
(주)유티아이,179900,2018/12,10317686,59700,25358.43,26132,31318903,19488155,71882,2017/09/27,
(주)유티아이,179900,2019/12,13639526,65096,28294.82,29321,37109560,22555750,78846,2017/09/27,
(주)유티아이,179900,2020/12,-7389076,66482,20274.25,26379,39561297,26508283,88797,2017/09/27,
(주)유틸렉스,263050,2015/12,-681554,8929,,146,0,0,9129,2018/12/24,
(주)유틸렉스,263050,2016/12,-3676296,25865,-2024.39,11425,0,0,31550,2018/12/24,
(주)유틸렉스,263050,2017/12,-5435658,51131,-3833.15,15420,0,0,58488,2018/12/24,
(주)유틸렉스,263050,2018/12,-10204646,77510,-4934.37,17390,0,0,85078,2018/12/24,
(주)유틸렉스,263050,2019/12,-13438790,62853,-7858.93,28353,0,0,76035,2018/12/24,
(주)유틸렉스,263050,2020/12,-17682706,58798,-16258.6,32255,9333369,2601221,106020,2018/12/24,
(주)유한양행,000100,2011/12,72486653,1087939,159638.68,169277,12581174,0,1261113,1962/11/01,
(주)유한양행,000100,2012/12,77501006,1152868,151503.91,154132,101711986,87431764,1344865,1962/11/01,
(주)유한양행,000100,2013/12,86600144,1175093,170769.56,153343,105937795,92819463,1390058,1962/11/01,
(주)유한양행,000100,2014/12,89778742,1212370,189512.91,155726,116628033,98418173,1455737,1962/11/01,
(주)유한양행,000100,2015/12,135324871,1285767,237413.57,160358,128027562,106722268,1584415,1962/11/01,
(주)유한양행,000100,2016/12,94389537,1390818,259166.56,179268,146484508,115391222,1698094,1962/11/01,
(주)유한양행,000100,2017/12,48520504,1487991,263296.98,214452,164904542,126600374,1810455,1962/11/01,
(주)유한양행,000100,2018/12,80926432,1554275,256088.13,208704,179455698,144552617,1920025,1962/11/01,
(주)유한양행,000100,2019/12,37287779,1574109,228809,192646,189900785,160012093,1931965,1962/11/01,
(주)유한양행,000100,2020/12,47685774,1750367,416583.04,183185,201176609,175650857,2139880,1962/11/01,
(주)육일씨엔에쓰,191410,2011/12,,,,,,,,2015/12/24,
(주)육일씨엔에쓰,191410,2012/12,,,,,,,,2015/12/24,
(주)육일씨엔에쓰,191410,2013/12,9136668,15219,18702,18949,8948387,6024263,46396,2015/12/24,
(주)육일씨엔에쓰,191410,2014/12,3032801,17793,17968.55,16380,8509291,6478202,67269,2015/12/24,
(주)육일씨엔에쓰,191410,2015/12,5031432,33028,15310.99,15765,8072057,5086428,59291,2015/12/24,
(주)육일씨엔에쓰,191410,2016/12,-1705553,27484,1573.42,13717,7771502,4918435,73270,2015/12/24,
(주)육일씨엔에쓰,191410,2017/12,604755,31593,12002.96,12580,7368157,5409831,117251,2015/12/24,
(주)육일씨엔에쓰,191410,2018/12,-14980570,43499,4056.75,10862,6972157,5783432,83238,2015/12/24,
(주)육일씨엔에쓰,191410,2019/12,-2504453,39461,461.73,10302,6824377,5952790,77471,2015/12/24,
(주)육일씨엔에쓰,191410,2020/12,-3337486,8761,-23027.7,5918,485820,177044,41992,2015/12/24,
(주)율호,072770,2011/12,2446412,7738,5548.49,4807,0,0,20751,2007/07/25,
(주)율호,072770,2012/12,3543947,8500,3905.99,4584,0,0,18166,2007/07/25,
(주)율호,072770,2013/12,2720907,13835,3188.96,4607,0,0,19392,2007/07/25,
(주)율호,072770,2014/12,385975,12622,977.56,4315,0,0,17442,2007/07/25,
(주)율호,072770,2015/12,288339,13092,1756.54,2248,0,0,24218,2007/07/25,
(주)율호,072770,2016/12,-7214168,29358,5637.91,2055,0,0,53741,2007/07/25,
(주)율호,072770,2017/12,-3376783,21890,-4051.84,1929,0,0,44634,2007/07/25,
(주)율호,072770,2018/12,74699,25115,-15.8,1830,0,0,43017,2007/07/25,
(주)율호,072770,2019/12,-365344,21714,3620.48,176,0,0,46581,2007/07/25,
(주)율호,072770,2020/12,8900619,24818,2542.74,1646,1620000,101250,48972,2007/07/25,
(주)이건홀딩스,039020,2011/12,-10326224,95652,25411.41,73274,11695116,7706664,258596,2000/05/04,
(주)이건홀딩스,039020,2012/12,4622907,94522,28747.27,73238,14286448,8789630,258842,2000/05/04,
(주)이건홀딩스,039020,2013/12,-11832,92295,26831.64,72046,14704754,9849930,251162,2000/05/04,
(주)이건홀딩스,039020,2014/12,10138899,89406,18428.28,81700,16007764,10833021,251267,2000/05/04,
(주)이건홀딩스,039020,2015/12,-2425532,81599,18981.08,80709,17064131,11773597,204761,2000/05/04,
(주)이건홀딩스,039020,2016/12,8328393,94370,34926.9,82140,17191697,10721757,226188,2000/05/04,
(주)이건홀딩스,039020,2017/12,-7391839,96351,12740.88,67,0,0,118604,2000/05/04,
(주)이건홀딩스,039020,2018/12,4696678,137652,23795.18,109,0,0,166284,2000/05/04,
(주)이건홀딩스,039020,2019/12,1988865,152965,10382.36,1745,0,0,180830,2000/05/04,
(주)이건홀딩스,039020,2020/12,1422534,149670,4426.09,1628,0,0,178027,2000/05/04,
(주)이글루코퍼레이션,067920,2011/12,2340252,39144,15084.47,7770,0,0,44691,2010/08/04,
(주)이글루코퍼레이션,067920,2012/12,3267715,42742,20963.53,7972,0,0,62956,2010/08/04,
(주)이글루코퍼레이션,067920,2013/12,-614741,42383,21920.4,7948,0,0,64732,2010/08/04,
(주)이글루코퍼레이션,067920,2014/12,-1698473,38020,19989.56,7538,0,0,48050,2010/08/04,
(주)이글루코퍼레이션,067920,2015/12,5076910,33916,25764.2,7562,0,0,44415,2010/08/04,
(주)이글루코퍼레이션,067920,2016/12,3480585,36646,32352.73,816,0,0,43807,2010/08/04,
(주)이글루코퍼레이션,067920,2017/12,7552488,41627,34789.03,1551,0,0,49510,2010/08/04,
(주)이글루코퍼레이션,067920,2018/12,2600948,48355,42789.33,1338,0,0,55975,2010/08/04,
(주)이글루코퍼레이션,067920,2019/12,8998980,48459,40978.21,1348,0,0,59255,2010/08/04,
(주)이글루코퍼레이션,067920,2020/12,3617644,50253,46693.7,2875,0,0,60867,2010/08/04,
(주)이글벳,044960,2011/12,29463,15923,3788.16,9218,112253,0,20236,2000/11/16,
(주)이글벳,044960,2012/12,106385,16186,3475.6,9660,2024803,1804331,21388,2000/11/16,
(주)이글벳,044960,2013/12,236102,17421,4116.19,13592,2434360,1927662,27286,2000/11/16,
(주)이글벳,044960,2014/12,1463217,29111,5193.75,27254,3018980,2080400,41660,2000/11/16,
(주)이글벳,044960,2015/12,-954717,30929,6654.57,27799,6276907,2336563,44002,2000/11/16,
(주)이글벳,044960,2016/12,2562033,31657,2954.19,26898,6825648,3297288,46179,2000/11/16,
(주)이글벳,044960,2017/12,281456,31913,8890.62,26932,7491041,4410270,49768,2000/11/16,
(주)이글벳,044960,2018/12,1794789,34546,8207.97,24174,7757581,5526510,46111,2000/11/16,
(주)이글벳,044960,2019/12,2677788,35533,8764.29,22904,7987631,6636183,45945,2000/11/16,
(주)이글벳,044960,2020/12,5898262,37735,10454.98,19663,8133036,7527310,48408,2000/11/16,
(주)이노메트리,302430,2017/12,3285547,6465,,111,0,0,11556,2018/12/12,
(주)이노메트리,302430,2018/12,1892965,48738,8489.85,5453,0,0,60036,2018/12/12,
(주)이노메트리,302430,2019/12,-4685793,53273,10743.53,7183,0,0,61813,2018/12/12,
(주)이노메트리,302430,2020/12,5100578,47605,-661.33,13093,0,0,55250,2018/12/12,
(주)이노션,214320,2011/12,,,,,,,,2015/07/17,
(주)이노션,214320,2012/12,,,,,,,,2015/07/17,
(주)이노션,214320,2013/12,37361808,341739,104516.99,1883,0,0,684376,2015/07/17,
(주)이노션,214320,2014/12,58819582,388685,108264.73,2205,0,0,741754,2015/07/17,
(주)이노션,214320,2015/12,39963720,563892,109023.62,14130,0,0,932045,2015/07/17,
(주)이노션,214320,2016/12,70947026,589100,102480.29,15136,0,0,956141,2015/07/17,
(주)이노션,214320,2017/12,40897700,607450,100150.76,20237,0,0,950374,2015/07/17,
(주)이노션,214320,2018/12,39385066,631272,116320,9979,0,0,917887,2015/07/17,
(주)이노션,214320,2019/12,40630923,637230,104056.42,10625,0,0,945670,2015/07/17,
(주)이노션,214320,2020/12,12757069,625540,103469.06,9399,0,0,930503,2015/07/17,
(주)이노와이어리스,073490,2011/12,15671480,65243,17915.34,9881,1044218,909358,76904,2005/02/04,
(주)이노와이어리스,073490,2012/12,10933388,74483,14713.25,9860,1044218,1001641,84384,2005/02/04,
(주)이노와이어리스,073490,2013/12,5806967,74870,16187.1,9730,1044218,1035797,83485,2005/02/04,
(주)이노와이어리스,073490,2014/12,5570280,76476,21006.4,40748,1044218,1044154,90219,2005/02/04,
(주)이노와이어리스,073490,2015/12,4198619,73955,17626.86,35692,1044218,1044154,82460,2005/02/04,
(주)이노와이어리스,073490,2016/12,-2550698,66185,16452.78,35346,1044218,1044154,77203,2005/02/04,
(주)이노와이어리스,073490,2017/12,271821,70124,20763.2,23411,1044218,1044154,81529,2005/02/04,
(주)이노와이어리스,073490,2018/12,4040374,65237,10624.35,26503,1069218,1049154,86548,2005/02/04,
(주)이노와이어리스,073490,2019/12,19265599,72209,30862.93,27115,1272294,1060923,99767,2005/02/04,
(주)이노와이어리스,073490,2020/12,11813348,89647,30260.6,27164,1272294,1106538,103434,2005/02/04,
(주)이노인스트루먼트,215790,2015/12,,,,,,,,2015/05/08,
(주)이노인스트루먼트,215790,2016/12,,,,,,,,2015/05/08,
(주)이노인스트루먼트,215790,2017/12,-246926,61195,8866.51,4113,222080,176441,74087,2015/05/08,
(주)이노인스트루먼트,215790,2018/12,-4456369,59609,1263.62,3977,52709,44617,101267,2015/05/08,
(주)이노인스트루먼트,215790,2019/12,4298029,37007,-19131.09,3597,69709,48983,77448,2015/05/08,
(주)이노인스트루먼트,215790,2020/12,3227590,75917,7732.84,387,69701,54983,79833,2015/05/08,
(주)이노테라피,246960,2015/12,-1083903,-6923,,2608,426283,235052,8175,2019/02/01,
(주)이노테라피,246960,2016/12,-984966,6105,894.85,3343,1033639,334945,7066,2019/02/01,
(주)이노테라피,246960,2017/12,-1999534,3097,-1542.45,3090,1069511,531706,4204,2019/02/01,
(주)이노테라피,246960,2018/12,-1773982,9518,-1073.52,2847,1088761,694850,11163,2019/02/01,
(주)이노테라피,246960,2019/12,-2750593,15082,-2402.22,2860,322104,0,17059,2019/02/01,
(주)이노테라피,246960,2020/12,-2397972,12943,-1427.76,4345,246227,0,17167,2019/02/01,
(주)이녹스,088390,2011/12,4228747,62409,29988.24,58377,16274221,8897622,127924,2006/10/20,
(주)이녹스,088390,2012/12,20180829,75889,39775.24,73662,27383030,11810621,147129,2006/10/20,
(주)이녹스,088390,2013/12,35346829,125456,63500.08,91682,33514392,12890095,187293,2006/10/20,
(주)이녹스,088390,2014/12,41399301,135145,49548.5,101947,35922191,17749838,182602,2006/10/20,
(주)이녹스,088390,2015/12,15348839,138715,50029.73,96636,41322141,24417193,234834,2006/10/20,
(주)이녹스,088390,2016/12,18239247,141429,44405.32,90810,42471142,31010241,249348,2006/10/20,
(주)이녹스,088390,2017/12,-3016578,164231,26945.16,4,0,0,213056,2006/10/20,
(주)이녹스,088390,2018/12,-4773423,134872,-25123.19,64,0,0,171947,2006/10/20,
(주)이녹스,088390,2019/12,-1297403,124364,-2040.24,72,0,0,174509,2006/10/20,
(주)이녹스,088390,2020/12,-738603,143007,21252.48,134,0,0,193681,2006/10/20,
(주)이녹스첨단소재,272290,2017/12,22030571,124638,,100084,46927734,36819567,222342,2017/07/10,
(주)이녹스첨단소재,272290,2018/12,52791222,146201,83766.85,123457,63722957,42399664,298925,2017/07/10,
(주)이녹스첨단소재,272290,2019/12,50935475,185687,106887.52,126849,70553295,49715792,323314,2017/07/10,
(주)이녹스첨단소재,272290,2020/12,27686459,211522,93077.02,127554,71855577,56049605,307734,2017/07/10,
(주)이라이콤,041520,2011/12,1664068,90249,45165.08,21186,7751980,4443038,188341,2003/07/04,
(주)이라이콤,041520,2012/12,15102799,143085,47247.66,26448,14139013,5079311,238029,2003/07/04,
(주)이라이콤,041520,2013/12,13360508,183018,69056.16,33101,17797130,6340103,348661,2003/07/04,
(주)이라이콤,041520,2014/12,57667470,220499,70378.77,32591,16909146,5739022,352724,2003/07/04,
(주)이라이콤,041520,2015/12,22805614,229471,40453.43,41488,20373195,7202037,312128,2003/07/04,
(주)이라이콤,041520,2016/12,47061300,229547,26874.8,36014,14831542,6431738,338502,2003/07/04,
(주)이라이콤,041520,2017/12,-25222720,209497,3540.81,31924,10167774,5503962,260804,2003/07/04,
(주)이라이콤,041520,2018/12,-31789830,211857,17461.8,30226,9059601,5533707,366745,2003/07/04,
(주)이라이콤,041520,2019/12,69797524,202706,7024.62,29635,9059601,6165742,232126,2003/07/04,
(주)이라이콤,041520,2020/12,21304479,200611,8603.68,28038,6068530,4599203,230867,2003/07/04,
(주)이랜시스,264850,2017/12,,,,,,,,2017/06/01,
(주)이랜시스,264850,2018/12,,,,,,,,2017/06/01,
