회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),자본(*)(요약)(IFRS)(백만원),부가가치(IFRS)(백만원),유형자산(요약)(IFRS)(백만원),기계장치(IFRS)(천원),(감가상각누계액)(IFRS)(천원),자산(*)(요약)(IFRS)(백만원),상장일,상장폐지일
(주)드림시큐리티,203650,2020/12,1781181,64202,12184.75,418,0,0,79769,2014/10/13,
(주)드림씨아이에스,223250,2011/12,,,,,,,,2020/05/22,
(주)드림씨아이에스,223250,2012/12,,,,,,,,2020/05/22,
(주)드림씨아이에스,223250,2013/12,,,,,,,,2020/05/22,
(주)드림씨아이에스,223250,2014/12,-3470757,10173,14759.77,788,0,0,15503,2020/05/22,
(주)드림씨아이에스,223250,2015/12,-1051657,8785,14536.11,586,0,0,15064,2020/05/22,
(주)드림씨아이에스,223250,2016/12,-2910331,3941,12017.1,470,0,0,14145,2020/05/22,
(주)드림씨아이에스,223250,2017/12,1651125,2821,12882.46,253,0,0,13543,2020/05/22,
(주)드림씨아이에스,223250,2018/12,4851843,6505,16899.29,181,0,0,17686,2020/05/22,
(주)드림씨아이에스,223250,2019/12,4282766,10749,18015.15,1012,0,0,25021,2020/05/22,
(주)드림씨아이에스,223250,2020/12,3437131,36488,19658.79,1126,0,0,48624,2020/05/22,
(주)드림어스컴퍼니,060570,2011/12,-6102932,52699,-22639.24,1566,168656,133077,96341,2003/12/19,
(주)드림어스컴퍼니,060570,2012/12,-7301403,25002,-11858.84,1304,168656,133077,49935,2003/12/19,
(주)드림어스컴퍼니,060570,2013/12,4423275,20564,4879.06,1063,11256004,8531039,36326,2003/12/19,
(주)드림어스컴퍼니,060570,2014/12,-7627832,49240,10669.72,850,4547540,2964348,65252,2003/12/19,
(주)드림어스컴퍼니,060570,2015/12,-6410958,50447,14301.74,3830,4243283,2881573,65405,2003/12/19,
(주)드림어스컴퍼니,060570,2016/12,4050705,40599,4818.35,3470,2784338,2077652,54063,2003/12/19,
(주)드림어스컴퍼니,060570,2017/12,-7524802,117865,1356.54,1180,3219548,2563470,132080,2003/12/19,
(주)드림어스컴퍼니,060570,2018/12,14918722,165599,-3587.05,1604,3352710,2442067,200063,2003/12/19,
(주)드림어스컴퍼니,060570,2019/12,-1433567,114561,-20621.71,4876,3700436,3059310,164362,2003/12/19,
(주)드림어스컴퍼니,060570,2020/12,16034244,96598,12358.18,6956,3035775,2354249,171931,2003/12/19,
(주)드림텍,192650,2011/12,20607280,52496,35334.72,8592,6948389,5225786,112289,2019/03/14,
(주)드림텍,192650,2012/12,27678915,79475,46495.97,10069,7680329,5702872,150924,2019/03/14,
(주)드림텍,192650,2013/12,32349560,108848,79549.21,23588,14260771,10306003,200475,2019/03/14,
(주)드림텍,192650,2014/12,3095735,102518,46350.46,26713,17633919,11792468,176227,2019/03/14,
(주)드림텍,192650,2015/12,115390,87529,25711.43,26925,21867264,9689282,218439,2019/03/14,
(주)드림텍,192650,2016/12,11514879,88692,25509.8,27763,26019667,12615452,228990,2019/03/14,
(주)드림텍,192650,2017/12,11029745,99575,42306.48,26272,23975563,15697399,216742,2019/03/14,
(주)드림텍,192650,2018/12,57690185,109530,38463.98,48000,25474094,18182203,195890,2019/03/14,
(주)드림텍,192650,2019/12,9074334,170159,50329.22,51894,23326412,19111272,257512,2019/03/14,
(주)드림텍,192650,2020/12,-11148783,204162,37372.73,53569,17591742,13657445,280387,2019/03/14,
(주)드림티엔터테인먼트,220110,2014/12,2435701,1899,,31,0,0,3775,2015/06/24,2020/04/10
(주)드림티엔터테인먼트,220110,2015/12,1662553,3814,2283.25,1310,0,0,17582,2015/06/24,2020/04/10
(주)드림티엔터테인먼트,220110,2016/12,369139,7729,945.07,248,0,0,11333,2015/06/24,2020/04/10
(주)드림티엔터테인먼트,220110,2017/12,-2211674,6723,689.16,193,0,0,8744,2015/06/24,2020/04/10
(주)드림티엔터테인먼트,220110,2018/12,1127355,481,-5977.28,147,0,0,6100,2015/06/24,2020/04/10
(주)드림티엔터테인먼트,220110,2019/12,533165,1513,1665.42,207,0,0,2605,2015/06/24,2020/04/10
(주)디딤,217620,2015/12,,,,,,,,2015/06/10,
(주)디딤,217620,2016/12,,,,,,,,2015/06/10,
(주)디딤,217620,2017/12,2509304,31682,24733.76,11794,718625,602998,53913,2015/06/10,
(주)디딤,217620,2018/12,2243795,34182,33164.15,12841,746425,649650,63314,2015/06/10,
(주)디딤,217620,2019/12,10455676,34835,43683.39,15466,740749,655636,111114,2015/06/10,
(주)디딤,217620,2020/12,-1608871,5275,8714.05,8270,771614,649934,82904,2015/06/10,
(주)디모아,016670,2011/12,5032358,17868,6609.7,164,0,0,28327,1993/04/21,
(주)디모아,016670,2012/12,-608105,26255,6008.11,172,0,0,37829,1993/04/21,
(주)디모아,016670,2013/12,5354699,31387,8342.34,181,0,0,47509,1993/04/21,
(주)디모아,016670,2014/12,4089525,42847,11746.19,361,0,0,59397,1993/04/21,
(주)디모아,016670,2015/12,13506575,47607,6490.75,282,0,0,59870,1993/04/21,
(주)디모아,016670,2016/12,-2199941,55400,5325.49,360,0,0,66490,1993/04/21,
(주)디모아,016670,2017/12,787809,54570,3843.94,3760,0,0,69440,1993/04/21,
(주)디모아,016670,2018/12,-168883,55038,3446.45,3718,0,0,67554,1993/04/21,
(주)디모아,016670,2019/12,-836325,45805,-4938.5,341,0,0,61390,1993/04/21,
(주)디모아,016670,2020/12,-745636,37842,-42709.76,1204,0,0,79341,1993/04/21,
(주)디바이스이엔지,187870,2011/12,,,,,,,,2017/12/20,
(주)디바이스이엔지,187870,2012/12,,,,,,,,2017/12/20,
(주)디바이스이엔지,187870,2013/12,,,,,,,,2017/12/20,
(주)디바이스이엔지,187870,2014/12,,,,,,,,2017/12/20,
(주)디바이스이엔지,187870,2015/12,6043442,21470,9513.59,12029,98765,78216,46945,2017/12/20,
(주)디바이스이엔지,187870,2016/12,22437047,25898,15603.99,12602,151615,71648,83496,2017/12/20,
(주)디바이스이엔지,187870,2017/12,-7467225,48914,17911.24,12252,160615,81699,79757,2017/12/20,
(주)디바이스이엔지,187870,2018/12,6880669,60791,28568.93,12573,160615,92064,74549,2017/12/20,
(주)디바이스이엔지,187870,2019/12,21177567,63535,14634.94,12116,160615,102428,107992,2017/12/20,
(주)디바이스이엔지,187870,2020/12,35913666,98812,53609.51,11899,160615,112753,157523,2017/12/20,
(주)디비아이엔씨,012030,2011/12,-3897300,240375,87597.71,66609,17100721,9214829,664750,1993/01/06,
(주)디비아이엔씨,012030,2012/12,-33526667,278242,107237.88,65372,16039682,9647544,671558,1993/01/06,
(주)디비아이엔씨,012030,2013/12,10001225,259512,57516.12,65961,15844545,10735603,654682,1993/01/06,
(주)디비아이엔씨,012030,2014/12,22282605,110166,-111630.05,60638,17121711,12175331,359439,1993/01/06,
(주)디비아이엔씨,012030,2015/12,-15830450,165830,-675.41,3584,0,0,276076,1993/01/06,
(주)디비아이엔씨,012030,2016/12,14129393,151547,24507.05,3791,0,0,214971,1993/01/06,
(주)디비아이엔씨,012030,2017/12,7980574,139501,28403.73,5108,0,0,193518,1993/01/06,
(주)디비아이엔씨,012030,2018/12,9328579,147925,36070.75,4342,0,0,288196,1993/01/06,
(주)디비아이엔씨,012030,2019/12,30221601,232132,51970.54,1730,0,0,372990,1993/01/06,
(주)디비아이엔씨,012030,2020/12,16455053,334067,49620.53,1536,0,0,484254,1993/01/06,
(주)디스플레이테크,066670,2011/12,-1039546,73201,23507.98,58929,22053806,20162486,130035,2002/12/30,
(주)디스플레이테크,066670,2012/12,26585344,89423,33684.78,52982,22102806,20859949,183976,2002/12/30,
(주)디스플레이테크,066670,2013/12,-38737029,114616,46534.18,60722,27509806,20733621,304074,2002/12/30,
(주)디스플레이테크,066670,2014/12,43686851,129910,35458.51,55668,29787456,22495993,266111,2002/12/30,
(주)디스플레이테크,066670,2015/12,48955472,142288,28635.1,32437,20460397,14914127,198213,2002/12/30,
(주)디스플레이테크,066670,2016/12,-9249009,144464,11002.65,31022,19190347,15507298,180279,2002/12/30,
(주)디스플레이테크,066670,2017/12,7954625,148365,11334.67,29125,17004692,16026099,166844,2002/12/30,
(주)디스플레이테크,066670,2018/12,28657232,149051,8208.97,25172,17004692,16887618,172267,2002/12/30,
(주)디스플레이테크,066670,2019/12,8884920,149646,9875.75,45163,17004692,16964057,167971,2002/12/30,
(주)디스플레이테크,066670,2020/12,13697235,151443,10201.08,48437,27523243,17552845,166634,2002/12/30,
(주)디아이,003160,2011/12,-4378167,103937,4924.55,41133,1188017,1044156,141657,1996/07/31,
(주)디아이,003160,2012/12,-3752509,106466,5505.59,26904,521985,431292,149805,1996/07/31,
(주)디아이,003160,2013/12,12769279,108319,13810.78,27276,521985,474712,153412,1996/07/31,
(주)디아이,003160,2014/12,11797663,107454,17131.8,27785,947971,549260,153313,1996/07/31,
(주)디아이,003160,2015/12,-4160073,105305,12895.42,34856,1013873,668186,143778,1996/07/31,
(주)디아이,003160,2016/12,400130,101658,10396.81,45115,1233109,795725,148364,1996/07/31,
(주)디아이,003160,2017/12,-456785,114156,37880.98,47090,1521905,467382,161795,1996/07/31,
(주)디아이,003160,2018/12,-4299732,112100,21286.93,50717,1577159,816388,159491,1996/07/31,
(주)디아이,003160,2019/12,-9536249,114380,26300.23,60394,1330576,833924,175314,1996/07/31,
(주)디아이,003160,2020/12,1415050,108563,30071.08,63671,1586232,816966,177187,1996/07/31,
(주)디아이디,074130,2011/12,12916508,51059,14664.42,34784,1552165,0,159764,2005/07/27,2015/07/23
(주)디아이디,074130,2012/12,33009840,58872,43494.45,32850,1194504,0,176782,2005/07/27,2015/07/23
(주)디아이디,074130,2013/12,-28964759,15871,22097.85,38101,1032666,0,118621,2005/07/27,2015/07/23
(주)디아이디,074130,2014/12,-18914426,-6719,21928.6,38808,627944,0,92351,2005/07/27,2015/07/23
(주)디아이씨,092200,2011/12,-8278983,136384,71199.32,154028,90711548,0,397603,2007/10/18,
(주)디아이씨,092200,2012/12,-11967592,139681,72762.3,162763,105302796,0,424232,2007/10/18,
(주)디아이씨,092200,2013/12,53071904,144542,73107.78,179888,170988969,67783649,431021,2007/10/18,
(주)디아이씨,092200,2014/12,-5913921,137791,62827.92,185365,176751535,77207114,434517,2007/10/18,
(주)디아이씨,092200,2015/12,16794017,146725,81231.18,187574,190357219,88100470,450148,2007/10/18,
(주)디아이씨,092200,2016/12,5602213,164617,75928.24,196890,205193138,97719684,494590,2007/10/18,
(주)디아이씨,092200,2017/12,37716905,146506,57781.43,217875,219212529,110476223,538774,2007/10/18,
(주)디아이씨,092200,2018/12,31776734,147059,84391.17,204722,240012377,120304217,542793,2007/10/18,
(주)디아이씨,092200,2019/12,24962776,115707,-1399.83,213408,248907293,130483801,502681,2007/10/18,
(주)디아이씨,092200,2020/12,95802421,7641,-31953.05,210408,257125747,147373675,382667,2007/10/18,
(주)디아크,078590,2011/12,638145,6032,7059.17,5345,6312822,5329670,14997,2005/10/27,
(주)디아크,078590,2012/12,1086150,6879,5272.3,6970,6384802,5114785,16765,2005/10/27,
(주)디아크,078590,2013/12,1194712,5960,3576.91,6658,6600702,5515615,15247,2005/10/27,
(주)디아크,078590,2014/12,1015479,7101,5143.37,6927,7571302,6021651,16709,2005/10/27,
(주)디아크,078590,2015/12,2794479,11981,5920.49,8732,8632920,6545946,18876,2005/10/27,
(주)디아크,078590,2016/12,3541275,14296,8484.9,8620,8629461,6225353,21554,2005/10/27,
(주)디아크,078590,2017/12,4792235,17315,9106.64,7212,9442681,6968152,27530,2005/10/27,
(주)디아크,078590,2018/12,1129831,25977,-4296.13,7227,2783217,0,63710,2005/10/27,
(주)디아크,078590,2019/12,1010424,24080,1028.95,7308,10660971,8243291,64605,2005/10/27,
(주)디아크,078590,2020/12,-2819489,112485,-157317.65,3592,7240401,7083477,470375,2005/10/27,
(주)디알비동일,004840,2011/12,24209057,208837,77949.7,150620,75079726,58785517,393174,1976/05/21,
(주)디알비동일,004840,2012/12,21042054,123862,42319,28345,25678265,17559729,223433,1976/05/21,
(주)디알비동일,004840,2013/12,13608321,176634,46161.52,27399,26549268,18396886,254574,1976/05/21,
(주)디알비동일,004840,2014/12,16903378,185162,30663.85,27701,28224446,19388371,258996,1976/05/21,
(주)디알비동일,004840,2015/12,23289234,194278,34923.25,37191,31350663,20128918,262549,1976/05/21,
(주)디알비동일,004840,2016/12,10116356,202824,35128.05,48553,39553807,21785932,273155,1976/05/21,
(주)디알비동일,004840,2017/12,12900572,210837,36154.72,51813,43083002,23315191,272812,1976/05/21,
(주)디알비동일,004840,2018/12,13216881,215187,33114.35,53609,46514431,24626355,274240,1976/05/21,
(주)디알비동일,004840,2019/12,13188349,218738,28969.97,56936,48717291,26878661,278588,1976/05/21,
(주)디알비동일,004840,2020/12,15432811,218590,30012.11,56857,55070533,29566859,328533,1976/05/21,
(주)디알젬,263690,2012/12,,,,,,,,2018/11/22,
(주)디알젬,263690,2013/12,,,,,,,,2018/11/22,
(주)디알젬,263690,2014/12,,,,,,,,2018/11/22,
(주)디알젬,263690,2015/12,,,,,,,,2018/11/22,
(주)디알젬,263690,2016/12,4632436,9640,8333.74,7182,27000,15469,27891,2018/11/22,
(주)디알젬,263690,2017/12,2512984,15905,12935.19,10843,41900,19465,34624,2018/11/22,
(주)디알젬,263690,2018/12,2141095,29057,15327.73,10988,41900,24703,46675,2018/11/22,
(주)디알젬,263690,2019/12,3006309,33152,17149.62,12456,41900,29940,63490,2018/11/22,
(주)디알젬,263690,2020/12,10016779,53022,37314.81,12468,61850,35078,73105,2018/11/22,
(주)디알텍,214680,2015/12,,,,,,,,2015/04/20,
(주)디알텍,214680,2016/12,-6938894,27726,9795.71,3432,7570021,6327921,38043,2015/04/20,
(주)디알텍,214680,2017/12,-2534014,26781,8929.44,4600,8305794,6670520,43379,2015/04/20,
(주)디알텍,214680,2018/12,2667206,32034,14322.49,6061,9703920,7110053,49653,2015/04/20,
(주)디알텍,214680,2019/12,5323705,38714,17625.4,8006,11492926,7790197,71561,2015/04/20,
(주)디알텍,214680,2020/12,-515594,36739,13181.06,12552,14325139,8625075,90156,2015/04/20,
(주)디앤씨미디어,263720,2016/12,2633082,6769,,2,0,0,9632,2017/08/01,
(주)디앤씨미디어,263720,2017/12,3511343,31975,8106.47,2274,0,0,35747,2017/08/01,
(주)디앤씨미디어,263720,2018/12,5177082,37172,9438.7,2258,0,0,43769,2017/08/01,
(주)디앤씨미디어,263720,2019/12,6732624,41854,9145.55,2482,0,0,52880,2017/08/01,
(주)디앤씨미디어,263720,2020/12,12211092,52150,17062.05,2774,0,0,62870,2017/08/01,
(주)디어유,376300,2020/12,1589227,-2268,,60,0,0,13657,2021/11/10,
(주)디에스,051710,2011/12,215442,20406,18628.96,68476,41981328,27554047,277906,2004/06/18,2013/05/01
(주)디에스,051710,2012/12,20423256,14767,23320.96,67672,39842349,30124776,125170,2004/06/18,2013/05/01
(주)디에스앤엘,141020,2011/12,319404,11006,9035.62,8714,0,0,26967,2013/01/29,
(주)디에스앤엘,141020,2012/12,1024193,14762,10193.86,8427,0,0,31059,2013/01/29,
(주)디에스앤엘,141020,2013/12,-3184140,14651,338.05,8261,0,0,27307,2013/01/29,
(주)디에스앤엘,141020,2014/12,-4193020,23374,-1805.31,7922,0,0,34770,2013/01/29,
(주)디에스앤엘,141020,2015/12,447940,12523,-5665.39,8758,0,0,33000,2013/01/29,
(주)디에스앤엘,141020,2016/12,-9260318,6291,-11469.49,7495,0,0,28401,2013/01/29,
(주)디에스앤엘,141020,2017/12,-9931766,30454,4007.55,100,0,0,35475,2013/01/29,
(주)디에스앤엘,141020,2018/12,-25023458,33229,-11815.84,2266,0,0,74234,2013/01/29,
(주)디에스앤엘,141020,2019/12,-5728064,-13797,-38092.49,15,0,0,19013,2013/01/29,
(주)디에스앤엘,141020,2020/12,1433628,-19436,-36872.81,10,0,0,492,2013/01/29,
(주)디에스케이,109740,2011/12,-4732611,28293,10395.54,8179,0,0,40686,2009/09/23,
(주)디에스케이,109740,2012/12,243876,27310,3382.71,8438,0,0,36928,2009/09/23,
(주)디에스케이,109740,2013/12,11433942,30449,7704.43,7802,0,0,36222,2009/09/23,
(주)디에스케이,109740,2014/12,5304996,32224,8150.08,7518,0,0,46067,2009/09/23,
(주)디에스케이,109740,2015/12,486334,40806,16930.68,7285,0,0,54520,2009/09/23,
(주)디에스케이,109740,2016/12,6191665,50310,16775.09,7099,0,0,112788,2009/09/23,
(주)디에스케이,109740,2017/12,8389495,76004,-16942.04,7003,0,0,153376,2009/09/23,
(주)디에스케이,109740,2018/12,12954619,100422,38602.13,13579,0,0,144853,2009/09/23,
(주)디에스케이,109740,2019/12,-344408,110528,24539.01,22072,0,0,148459,2009/09/23,
(주)디에스케이,109740,2020/12,14094012,102929,4977.25,22318,1707100,79887,142652,2009/09/23,
(주)디에이치패션,045260,2011/12,201076,31586,-3568.71,21,0,0,32937,2001/11/08,2012/08/01
(주)디에이테크놀로지,196490,2011/12,,,,,,,,2014/11/19,
(주)디에이테크놀로지,196490,2012/12,,,,,,,,2014/11/19,
(주)디에이테크놀로지,196490,2013/12,-627330,9361,6171.39,4046,261503,125704,22396,2014/11/19,
(주)디에이테크놀로지,196490,2014/12,6490703,27727,9080.49,3850,261503,150854,34498,2014/11/19,
(주)디에이테크놀로지,196490,2015/12,1931096,29986,9475.38,13148,272303,176838,46714,2014/11/19,
(주)디에이테크놀로지,196490,2016/12,-9310134,35408,12790.28,21348,68965,0,73635,2014/11/19,
(주)디에이테크놀로지,196490,2017/12,-2507938,43078,12288.18,22395,127047,0,91963,2014/11/19,
(주)디에이테크놀로지,196490,2018/12,1064649,76470,-4863.6,23347,118902,0,157209,2014/11/19,
(주)디에이테크놀로지,196490,2019/12,18221940,65460,-2806.38,22167,460003,286608,123801,2014/11/19,
(주)디에이테크놀로지,196490,2020/12,-11689260,97254,-11592.22,18445,234500,92731,118518,2014/11/19,
(주)디에이피,066900,2011/12,18750505,54961,54968.52,142353,155299903,84455331,199471,2004/05/14,
(주)디에이피,066900,2012/12,64532029,68592,107416.76,164048,177466559,90802664,219425,2004/05/14,
(주)디에이피,066900,2013/12,37309839,83439,115045.18,168511,199393915,110620549,228831,2004/05/14,
(주)디에이피,066900,2014/12,20374545,79618,66532.73,202546,193954562,106265830,284054,2004/05/14,
(주)디에이피,066900,2015/12,73093690,87348,90708.42,183038,196892180,130815785,251564,2004/05/14,
(주)디에이피,066900,2016/12,16567292,89528,83545.64,168800,207342886,154727179,238951,2004/05/14,
(주)디에이피,066900,2017/12,35552630,95250,86373.17,157536,218663859,174232730,229912,2004/05/14,
(주)디에이피,066900,2018/12,34924961,102855,84603.95,145178,227244689,190282672,219432,2004/05/14,
(주)디에이피,066900,2019/12,14418556,100607,74773.44,139134,235977510,204817055,225787,2004/05/14,
(주)디에이피,066900,2020/12,20647724,104718,77817.41,133301,222561895,197923228,223460,2004/05/14,
(주)디엔에이링크,127120,2011/12,-2444385,11519,4161.22,6074,7398962,3850569,20492,2011/12/26,
(주)디엔에이링크,127120,2012/12,-783150,17701,4436.17,8993,10478535,5045517,30034,2011/12/26,
(주)디엔에이링크,127120,2013/12,-277963,10959,-708.52,8744,13722059,6751437,22407,2011/12/26,
(주)디엔에이링크,127120,2014/12,-143136,7732,2142.12,6563,15120047,8932377,20477,2011/12/26,
(주)디엔에이링크,127120,2015/12,-2833153,12429,-1106.9,6713,16643874,11212218,33862,2011/12/26,
(주)디엔에이링크,127120,2016/12,-3339377,963,-4142.62,4058,17870457,13633369,24846,2011/12/26,
(주)디엔에이링크,127120,2017/12,-2310658,23515,6620.01,3137,18139802,14601774,24992,2011/12/26,
(주)디엔에이링크,127120,2018/12,-1425254,19438,2480.94,4174,20629460,15817907,34748,2011/12/26,
(주)디엔에이링크,127120,2019/12,-415072,8907,-7010.35,4692,22988808,17111081,24517,2011/12/26,
(주)디엔에이링크,127120,2020/12,1176125,36455,-6803.45,3116,23490050,18453398,50946,2011/12/26,
(주)디엔에프,092070,2011/12,2434578,29150,10541.36,33054,11504903,5141122,55142,2007/11/16,
(주)디엔에프,092070,2012/12,786135,30537,12567.71,41499,16066828,6763212,68348,2007/11/16,
(주)디엔에프,092070,2013/12,-190147,17323,1454.84,38428,16947993,8713015,57790,2007/11/16,
(주)디엔에프,092070,2014/12,15698799,42683,31052.16,37447,18014962,10646701,67661,2007/11/16,
(주)디엔에프,092070,2015/12,17449331,60703,40625.46,43127,18822813,12387974,79448,2007/11/16,
(주)디엔에프,092070,2016/12,12735185,71140,31200.13,53950,25417265,14685693,93855,2007/11/16,
(주)디엔에프,092070,2017/12,20820113,81491,36268.52,51445,25723839,16653976,102225,2007/11/16,
(주)디엔에프,092070,2018/12,8118534,90070,35547.08,58206,26681591,18764713,115553,2007/11/16,
(주)디엔에프,092070,2019/12,3927776,90269,23433.39,56328,31916537,21169367,110119,2007/11/16,
(주)디엔에프,092070,2020/12,17090207,114503,43264.81,56496,32653125,22891274,130081,2007/11/16,
(주)디엔오토모티브,007340,2011/12,10750390,450092,64169.19,109195,58785480,22907795,598677,1988/09/24,
(주)디엔오토모티브,007340,2012/12,52625712,483185,84883.01,130178,76272931,29837705,576755,1988/09/24,
(주)디엔오토모티브,007340,2013/12,37063641,509937,91377.01,135097,89274582,37379474,619851,1988/09/24,
(주)디엔오토모티브,007340,2014/12,43979982,533106,88891.62,141375,98290752,46273183,618327,1988/09/24,
(주)디엔오토모티브,007340,2015/12,69304178,560357,90903.3,122659,102405873,54866149,641586,1988/09/24,
(주)디엔오토모티브,007340,2016/12,47075883,578734,79633.37,115090,105913979,62511075,663745,1988/09/24,
(주)디엔오토모티브,007340,2017/12,8554455,268226,41771.51,49363,47253595,26919792,289464,1988/09/24,
(주)디엔오토모티브,007340,2018/12,69001410,332652,28961.06,50423,49304530,31625867,357757,1988/09/24,
(주)디엔오토모티브,007340,2019/12,14132036,335659,36549.24,46895,53219205,35770497,360914,1988/09/24,
(주)디엔오토모티브,007340,2020/12,31508219,336590,39929,41017,53861875,41004898,364904,1988/09/24,
(주)디엠에스,068790,2011/12,-49966018,162203,55579.56,75701,2725239,1325963,378854,2004/10/01,
(주)디엠에스,068790,2012/12,61312258,112469,-24242.8,62555,4518071,1670717,272083,2004/10/01,
(주)디엠에스,068790,2013/12,-9213402,114235,32605.46,61400,6249450,2016495,275055,2004/10/01,
(주)디엠에스,068790,2014/12,-4875077,74727,-658.57,55776,7625475,2345746,220375,2004/10/01,
(주)디엠에스,068790,2015/12,22477993,105801,47867.13,54243,3952226,2391537,259004,2004/10/01,
(주)디엠에스,068790,2016/12,17289166,127206,32527.62,40676,3978225,2695810,272129,2004/10/01,
(주)디엠에스,068790,2017/12,6036139,134078,27095.48,40214,4119076,2986223,279263,2004/10/01,
(주)디엠에스,068790,2018/12,-25393056,150609,38897.6,30534,4602590,3308503,315610,2004/10/01,
(주)디엠에스,068790,2019/12,27562793,156506,32647.53,27690,4957590,3657687,298807,2004/10/01,
(주)디엠에스,068790,2020/12,62838125,210626,65792.19,24901,5238590,3966544,369359,2004/10/01,
(주)디오,039840,2011/12,3127740,51256,19245.43,34367,8029810,5095983,111209,2000/06/29,
(주)디오,039840,2012/12,7702243,44692,15355.04,37483,11650230,5634751,101621,2000/06/29,
(주)디오,039840,2013/12,-3376545,38872,18288.1,37518,10512585,5422685,104666,2000/06/29,
(주)디오,039840,2014/12,-892083,43765,23167.05,42979,10401940,6021246,117123,2000/06/29,
(주)디오,039840,2015/12,14644323,77908,28891.59,42716,10598334,6760813,119108,2000/06/29,
(주)디오,039840,2016/12,11005318,106653,43786.41,48611,12650238,7425317,141500,2000/06/29,
(주)디오,039840,2017/12,3218499,121856,36941.55,68259,18855214,8625216,168212,2000/06/29,
(주)디오,039840,2018/12,-403020,119961,23943.6,77540,18747994,9750426,199606,2000/06/29,
(주)디오,039840,2019/12,8670989,138662,47108.69,84683,18350439,10554240,240173,2000/06/29,
(주)디오,039840,2020/12,27909754,154921,42787.9,97807,19035307,11335118,278392,2000/06/29,
(주)디와이디,219550,2015/12,,,,,,,,2015/07/22,
(주)디와이디,219550,2016/12,,,,,,,,2015/07/22,
(주)디와이디,219550,2017/12,5577958,38466,12800.23,102,0,0,44553,2015/07/22,
(주)디와이디,219550,2018/12,1492008,29334,9507.62,83,0,0,32003,2015/07/22,
(주)디와이디,219550,2019/12,-4386056,29469,2899.55,800,0,0,50541,2015/07/22,
(주)디와이디,219550,2020/12,60378,17680,-4076.17,524,0,0,21166,2015/07/22,
(주)디이엔티,079810,2011/12,-1534827,25483,4155.55,5077,0,0,32537,2005/01/26,
(주)디이엔티,079810,2012/12,4915565,26389,6339.71,4636,0,0,31971,2005/01/26,
(주)디이엔티,079810,2013/12,118098,24685,4896.09,4950,0,0,28940,2005/01/26,
(주)디이엔티,079810,2014/12,-597224,22318,4580.59,5189,440000,19367,25356,2005/01/26,
(주)디이엔티,079810,2015/12,873928,25845,12441.41,4087,440000,92406,41174,2005/01/26,
(주)디이엔티,079810,2016/12,-16304896,20532,5009.37,14033,728185,178362,57236,2005/01/26,
(주)디이엔티,079810,2017/12,6452754,27624,19853.39,29462,2318435,329258,72592,2005/01/26,
(주)디이엔티,079810,2018/12,-11568948,17457,8123.36,31931,2110817,610849,59771,2005/01/26,
(주)디이엔티,079810,2019/12,-939450,18040,6888.96,26231,2642472,626544,45873,2005/01/26,
(주)디이엔티,079810,2020/12,-3951946,25615,-131.84,25221,2642472,1074239,52020,2005/01/26,
(주)디지아이,043360,2011/12,2116473,52127,2112.05,10679,2357196,1664603,58849,2001/07/20,
(주)디지아이,043360,2012/12,849421,52551,2797.08,10266,2310196,1814342,60170,2001/07/20,
(주)디지아이,043360,2013/12,-548178,50755,2046.93,9790,2491261,1908811,56860,2001/07/20,
(주)디지아이,043360,2014/12,-514184,51994,4912.23,10528,2515861,2017446,56419,2001/07/20,
(주)디지아이,043360,2015/12,-784779,51242,2411.52,13937,2532886,2105121,56332,2001/07/20,
(주)디지아이,043360,2016/12,9884,48567,2521.21,12837,2532885,2217545,52581,2001/07/20,
(주)디지아이,043360,2017/12,1322382,48694,4222.98,12857,2590736,2332735,52592,2001/07/20,
(주)디지아이,043360,2018/12,229286,47419,3426.48,12891,2627266,2439456,51377,2001/07/20,
(주)디지아이,043360,2019/12,-214629,45579,1447.07,12535,2627266,2484452,48782,2001/07/20,
(주)디지아이,043360,2020/12,216480,46285,4284.62,12187,2605665,2506416,51314,2001/07/20,
(주)디지캡,197140,2012/12,,,,,,,,2018/09/07,
(주)디지캡,197140,2013/12,,,,,,,,2018/09/07,
(주)디지캡,197140,2014/12,1700760,11293,4202.12,127,0,0,15763,2018/09/07,
(주)디지캡,197140,2015/12,-96897,8685,5537.88,936,0,0,12414,2018/09/07,
(주)디지캡,197140,2016/12,853750,9533,6498.77,5572,0,0,17127,2018/09/07,
(주)디지캡,197140,2017/12,3427717,16037,8272.56,17794,0,0,29387,2018/09/07,
(주)디지캡,197140,2018/12,2914598,24908,8225.91,17637,0,0,36932,2018/09/07,
(주)디지캡,197140,2019/12,2700355,28814,8718.44,17599,0,0,44358,2018/09/07,
(주)디지캡,197140,2020/12,1805433,32949,7761.76,22230,0,0,47233,2018/09/07,
(주)디지털대성,068930,2011/12,4074812,47497,12156.32,1920,0,0,55244,2003/10/17,
(주)디지털대성,068930,2012/12,5884541,51159,14655.01,1635,0,0,59526,2003/10/17,
(주)디지털대성,068930,2013/12,7779132,54608,18135.84,1821,0,0,60605,2003/10/17,
(주)디지털대성,068930,2014/12,10929282,58171,19348.67,2076,0,0,67365,2003/10/17,
(주)디지털대성,068930,2015/12,6692544,59877,17544.97,2045,0,0,69231,2003/10/17,
