회사명,거래소코드,회계년도,매출액(영업수익)(*)(연결),영업이익(손실)(연결),당기순이익(순손실)(연결)
(주)삼양홀딩스,000070,2010/12,2085255234,73032309,146821353
(주)삼영,036530,2000/12,,,
(주)삼영,036530,2001/12,,,
(주)삼우이엠씨,026250,2000/12,,,
(주)삼우이엠씨,026250,2001/12,80591478,8040259,6087887
(주)삼우이엠씨,026250,2002/12,98925390,6351941,4238178
(주)삼우이엠씨,026250,2003/12,119646783,9231310,8211174
(주)삼우이엠씨,026250,2004/12,170250595,14181283,11145694
(주)삼우이엠씨,026250,2005/12,162129925,15713039,10992935
(주)삼우이엠씨,026250,2006/12,165423488,12595877,9614974
(주)삼우이엠씨,026250,2007/12,165381542,9898056,9854503
(주)삼우이엠씨,026250,2008/12,170441029,2196583,1516757
(주)삼우이엠씨,026250,2009/12,133463467,2344570,3719305
(주)삼우이엠씨,026250,2010/12,187111727,-7428938,-1363061
(주)삼익악기,002450,2000/12,196626250,20584382,-12854216
(주)삼익악기,002450,2001/12,171499619,10322872,-11782127
(주)삼익악기,002450,2002/12,180385504,-2343413,111017857
(주)삼익악기,002450,2003/12,168586667,7260925,14634026
(주)삼익악기,002450,2004/12,190200433,5707783,-13185886
(주)삼익악기,002450,2005/12,143496668,4675245,8567266
(주)삼익악기,002450,2006/12,113253280,-4264742,3166991
(주)삼익악기,002450,2007/12,107908621,4743713,4695774
(주)삼익악기,002450,2008/12,127937410,4626167,1628926
(주)삼익악기,002450,2009/12,113997122,7464009,7489463
(주)삼익악기,002450,2010/12,135268832,11715179,3587023
(주)삼일,032280,2000/12,,,
(주)삼일,032280,2001/12,,,
(주)삼일,032280,2002/12,,,
(주)삼일,032280,2003/12,,,
(주)삼일,032280,2004/12,,,
(주)삼일,032280,2005/12,,,
(주)삼일,032280,2006/12,,,
(주)삼일,032280,2007/12,,,
(주)삼일,032280,2008/12,,,
(주)삼일,032280,2009/12,,,
(주)삼일,032280,2010/12,,,
(주)삼일기업공사,002290,2000/12,,,
(주)삼일기업공사,002290,2001/12,,,
(주)삼일기업공사,002290,2002/12,,,
(주)삼일기업공사,002290,2003/12,,,
(주)삼일기업공사,002290,2004/12,,,
(주)삼일기업공사,002290,2005/12,,,
(주)삼일기업공사,002290,2006/12,,,
(주)삼일기업공사,002290,2007/12,,,
(주)삼일기업공사,002290,2008/12,,,
(주)삼일기업공사,002290,2009/12,,,
(주)삼일기업공사,002290,2010/12,,,
(주)삼진,032750,2000/12,,,
(주)삼진,032750,2001/12,42843654,1138285,-262623
(주)삼진,032750,2002/12,52943614,2012760,560550
(주)삼진,032750,2003/12,40574746,1663702,249761
(주)삼진,032750,2004/12,41317385,1825495,1397322
(주)삼진,032750,2005/12,35127413,2076902,1087601
(주)삼진,032750,2006/12,41300983,1802379,868379
(주)삼진,032750,2007/12,40742913,2064606,834242
(주)삼진,032750,2008/12,55505758,-971939,665188
(주)삼진,032750,2009/12,77535515,2912533,1019198
(주)삼진,032750,2010/12,92304224,9638743,7433317
(주)삼진엘앤디,054090,2004/12,119907683,9435378,6011082
(주)삼진엘앤디,054090,2005/12,84762529,3915071,7322612
(주)삼진엘앤디,054090,2006/12,127016006,855053,-3959143
(주)삼진엘앤디,054090,2007/12,156086491,-4342333,-8193673
(주)삼진엘앤디,054090,2008/12,214990772,1154276,1880539
(주)삼진엘앤디,054090,2009/12,208436967,-1584519,-8602229
(주)삼진엘앤디,054090,2010/12,207089368,5663128,1612190
(주)삼천리,004690,2000/12,870724678,36203715,26289792
(주)삼천리,004690,2001/12,1123558810,35896532,28904337
(주)삼천리,004690,2002/12,,,
(주)삼천리,004690,2003/12,1265374506,55394146,53040675
(주)삼천리,004690,2004/12,1258710414,37770970,45777628
(주)삼천리,004690,2005/12,1557909892,39179468,44947973
(주)삼천리,004690,2006/12,1777266330,59440373,53123710
(주)삼천리,004690,2007/12,1932385457,52723351,56977354
(주)삼천리,004690,2008/12,2124769995,38438216,49971820
(주)삼천리,004690,2009/12,2339343287,25990428,120869059
(주)삼천리,004690,2010/12,2655757634,38254042,68892416
(주)삼표시멘트,038500,2001/12,,,
(주)삼표시멘트,038500,2002/12,,,
(주)삼표시멘트,038500,2003/12,,,
(주)삼표시멘트,038500,2004/12,,,
(주)삼표시멘트,038500,2005/12,,,
(주)삼표시멘트,038500,2006/12,,,
(주)삼표시멘트,038500,2007/12,,,
(주)삼표시멘트,038500,2008/12,,,
(주)삼표시멘트,038500,2009/12,515889471,33295136,-4445705
(주)삼표시멘트,038500,2010/12,493037560,-47755,-43882034
(주)삼화네트웍스,046390,2001/12,,,
(주)삼화네트웍스,046390,2002/12,,,
(주)삼화네트웍스,046390,2003/12,,,
(주)삼화네트웍스,046390,2004/12,,,
(주)삼화네트웍스,046390,2005/12,,,
(주)삼화네트웍스,046390,2006/12,,,
(주)삼화네트웍스,046390,2007/12,,,
(주)삼화네트웍스,046390,2008/12,,,
(주)삼화네트웍스,046390,2009/12,,,
(주)삼화네트웍스,046390,2010/12,,,
(주)상보,027580,2007/12,,,
(주)상보,027580,2008/12,,,
(주)상보,027580,2009/12,,,
(주)상보,027580,2010/12,,,
(주)상상인,038540,2000/12,,,
(주)상상인,038540,2001/12,,,
(주)상상인,038540,2002/12,,,
(주)상상인,038540,2003/12,,,
(주)상상인,038540,2004/12,25911608,1339883,5724
(주)상상인,038540,2005/12,,,
(주)상상인,038540,2006/12,,,
(주)상상인,038540,2007/12,,,
(주)상상인,038540,2008/12,,,
(주)상상인,038540,2009/12,,,
(주)상상인,038540,2010/12,,,
(주)상상인인더스트리,101000,2009/12,,,
(주)상상인인더스트리,101000,2010/12,,,
(주)상지카일룸,042940,2000/12,,,
(주)상지카일룸,042940,2001/12,,,
(주)상지카일룸,042940,2002/12,,,
(주)상지카일룸,042940,2003/12,,,
(주)상지카일룸,042940,2004/12,,,
(주)상지카일룸,042940,2005/12,,,
(주)상지카일룸,042940,2006/12,,,
(주)상지카일룸,042940,2007/12,,,
(주)상지카일룸,042940,2008/12,,,
(주)상지카일룸,042940,2009/12,259611670,5502983,-1722656
(주)상지카일룸,042940,2010/12,309577286,-4985381,-11210747
(주)새로닉스,042600,2002/12,58310808,1909179,376495
(주)새로닉스,042600,2003/12,37635209,1700022,1443566
(주)새로닉스,042600,2004/12,35000512,-287627,1544444
(주)새로닉스,042600,2005/12,55058333,2241238,1965854
(주)새로닉스,042600,2006/12,61210356,3228937,2133050
(주)새로닉스,042600,2007/12,66188654,734325,-2944999
(주)새로닉스,042600,2008/12,85813858,7894136,8088622
(주)새로닉스,042600,2009/12,77929915,5353748,4272402
(주)새로닉스,042600,2010/12,98102732,5230694,3805678
(주)샤인시스템,066300,2002/12,,,
(주)샤인시스템,066300,2003/12,,,
(주)샤인시스템,066300,2004/12,,,
(주)샤인시스템,066300,2005/12,,,
(주)샤인시스템,066300,2006/12,26154182,-2288494,-7545984
(주)샤인시스템,066300,2007/12,82890195,-4827492,-14398161
(주)샤인시스템,066300,2008/12,,,
(주)샤인시스템,066300,2009/12,,,
(주)서광,003260,2000/12,79581374,-28641341,-25532174
(주)서광,003260,2001/12,68992457,-4987508,-14436515
(주)서광건설산업,001600,2000/12,,,
(주)서광건설산업,001600,2001/12,,,
(주)서광건설산업,001600,2002/12,,,
(주)서광건설산업,001600,2003/12,,,
(주)서광건설산업,001600,2004/12,86096920,3606208,650676
(주)서광건설산업,001600,2005/12,115953787,2343263,2190047
(주)서광건설산업,001600,2006/12,100148861,1950504,786935
(주)서광건설산업,001600,2007/12,115145289,3686170,812196
(주)서광건설산업,001600,2008/12,114335821,-36321273,-56622622
(주)서광건설산업,001600,2009/12,,,
(주)서린바이오사이언스,038070,2005/12,,,
(주)서린바이오사이언스,038070,2006/12,,,
(주)서린바이오사이언스,038070,2007/12,,,
(주)서린바이오사이언스,038070,2008/12,,,
(주)서린바이오사이언스,038070,2009/12,,,
(주)서린바이오사이언스,038070,2010/12,,,
(주)서부티엔디,006730,2000/12,,,
(주)서부티엔디,006730,2001/12,31280559,5823168,7118047
(주)서부티엔디,006730,2002/12,32614032,8340395,703302
(주)서부티엔디,006730,2003/12,35058576,9012927,4455214
(주)서부티엔디,006730,2004/12,27883906,6325758,3101883
(주)서부티엔디,006730,2005/12,34514972,3693839,2096403
(주)서부티엔디,006730,2006/12,33878947,3660388,1439236
(주)서부티엔디,006730,2007/12,34476953,3859966,1650441
(주)서부티엔디,006730,2008/12,,,
(주)서부티엔디,006730,2009/12,,,
(주)서부티엔디,006730,2010/12,,,
(주)서산,079650,2005/12,,,
(주)서산,079650,2006/12,44946709,1456926,75899
(주)서산,079650,2007/12,55469854,5557658,3284664
(주)서산,079650,2008/12,58403520,6619998,3621285
(주)서산,079650,2009/12,47041379,4874632,3471668
(주)서산,079650,2010/12,42873410,1601547,1161461
(주)서연,007860,2000/12,275905280,2711060,298303
(주)서연,007860,2001/12,294707167,12162092,8322335
(주)서연,007860,2002/12,362749481,19511299,13242195
(주)서연,007860,2003/12,448134063,18913475,15172620
(주)서연,007860,2004/12,563460228,17853474,15722017
(주)서연,007860,2005/12,587113522,23422776,18459196
(주)서연,007860,2006/12,746409802,26632375,14872896
(주)서연,007860,2007/12,879340168,17599542,12947984
(주)서연,007860,2008/12,949512638,33077440,42742295
(주)서연,007860,2009/12,1075110568,80899512,59628751
(주)서연,007860,2010/12,1321884253,73858922,77833992
(주)서울리거,043710,2002/12,,,
(주)서울리거,043710,2003/12,,,
(주)서울리거,043710,2004/12,,,
(주)서울리거,043710,2005/12,,,
(주)서울리거,043710,2006/12,,,
(주)서울리거,043710,2007/12,10044421,-4282349,-4507044
(주)서울리거,043710,2008/12,19171506,-4333010,-10066700
(주)서울리거,043710,2009/12,15656443,-4715059,-9717907
(주)서울리거,043710,2010/12,13381555,-2897091,553336
(주)서울옥션,063170,2008/12,,,
(주)서울옥션,063170,2009/12,,,
(주)서울옥션,063170,2010/12,,,
(주)서울제약,018680,2000/12,,,
(주)서울제약,018680,2001/12,,,
(주)서울제약,018680,2002/12,,,
(주)서울제약,018680,2003/12,,,
(주)서울제약,018680,2004/12,,,
(주)서울제약,018680,2005/12,,,
(주)서울제약,018680,2006/12,,,
(주)서울제약,018680,2007/12,,,
(주)서울제약,018680,2008/12,,,
(주)서울제약,018680,2009/12,,,
(주)서울제약,018680,2010/12,,,
(주)서원,021050,2000/12,,,
(주)서원,021050,2001/12,,,
(주)서원,021050,2002/12,,,
(주)서원,021050,2003/12,215939001,4318583,3227175
(주)서원,021050,2004/12,258701731,-2080105,-1388896
(주)서원,021050,2005/12,278922870,8383297,4621861
(주)서원,021050,2006/12,403431299,15409869,9060461
(주)서원,021050,2007/12,394537826,11240552,6073125
(주)서원,021050,2008/12,408961649,-4628812,-27722829
(주)서원,021050,2009/12,359450231,25621639,37751172
(주)서원,021050,2010/12,614632811,24087757,24536284
(주)서원인텍,093920,2007/12,,,
(주)서원인텍,093920,2008/12,123389342,8095812,12956876
(주)서원인텍,093920,2009/12,161792831,4884691,4814068
(주)서원인텍,093920,2010/12,170000978,6285444,3672505
(주)서진오토모티브,122690,2010/12,,,
(주)서통,001150,2000/12,249965943,37362338,6435155
(주)서통,001150,2001/12,241211331,29211988,3527087
(주)서통,001150,2002/12,212188784,3946658,-102842743
(주)서한,011370,2000/12,,,
(주)서한,011370,2001/12,,,
(주)서한,011370,2002/12,,,
(주)서한,011370,2003/12,,,
(주)서한,011370,2004/12,,,
(주)서한,011370,2005/12,,,
(주)서한,011370,2006/12,,,
(주)서한,011370,2007/12,,,
(주)서한,011370,2008/12,,,
(주)서한,011370,2009/12,,,
(주)서한,011370,2010/12,,,
(주)서흥,008490,2000/12,55952800,3497797,1588024
(주)서흥,008490,2001/12,57073386,6544049,2956863
(주)서흥,008490,2002/12,66904964,10937317,6127878
(주)서흥,008490,2003/12,67755314,7599830,4821945
(주)서흥,008490,2004/12,,,
(주)서흥,008490,2005/12,85584476,14015996,10844190
(주)서흥,008490,2006/12,87838492,5233387,2779654
(주)서흥,008490,2007/12,94180937,12355647,11453004
(주)서흥,008490,2008/12,121443725,19767692,10767965
(주)서흥,008490,2009/12,146147946,24471835,13213051
(주)서흥,008490,2010/12,199537314,29047179,8073273
(주)서희건설,035890,2000/12,,,
(주)서희건설,035890,2001/12,,,
(주)서희건설,035890,2002/12,,,
(주)서희건설,035890,2003/12,,,
(주)서희건설,035890,2004/12,,,
(주)서희건설,035890,2005/12,,,
(주)서희건설,035890,2006/12,,,
(주)서희건설,035890,2007/12,481451793,29493577,18567177
(주)서희건설,035890,2008/12,728206196,44137306,24803236
(주)서희건설,035890,2009/12,866277465,24317816,8363495
(주)서희건설,035890,2010/12,1031443062,23868077,6323360
(주)선광,003100,2000/12,,,
(주)선광,003100,2001/12,,,
(주)선광,003100,2002/12,,,
(주)선광,003100,2003/12,,,
(주)선광,003100,2004/12,,,
(주)선광,003100,2005/12,,,
(주)선광,003100,2006/12,,,
(주)선광,003100,2007/12,113070361,12468993,9716941
(주)선광,003100,2008/12,125583743,20045027,16132482
(주)선광,003100,2009/12,105225794,14429640,12991095
(주)선광,003100,2010/12,134592329,20463615,30719220
(주)선앤엘,002820,2000/09,,,
(주)선앤엘,002820,2001/09,,,
(주)선앤엘,002820,2002/09,,,
(주)선앤엘,002820,2003/09,,,
(주)선앤엘,002820,2004/09,208903582,10214492,4256612
(주)선앤엘,002820,2005/09,207085779,2100737,12081578
(주)선앤엘,002820,2006/09,229547015,5183225,6080226
(주)선앤엘,002820,2007/09,263946409,23605978,16856612
(주)선앤엘,002820,2008/12,299243386,16020983,-4280653
(주)선앤엘,002820,2009/12,303380158,18876375,15646578
(주)선앤엘,002820,2010/12,315876152,5048058,4283260
(주)선우중공업,068770,2005/12,,,
(주)선우중공업,068770,2006/12,,,
(주)선우중공업,068770,2007/12,,,
(주)선우중공업,068770,2008/12,,,
(주)선우중공업,068770,2009/12,,,
(주)선진금속,018570,2000/12,,,
(주)선진금속,018570,2001/12,,,
(주)선진지주,014300,2000/12,,,
(주)선진지주,014300,2001/12,,,
(주)선진지주,014300,2002/12,,,
(주)선진지주,014300,2003/12,,,
(주)선진지주,014300,2004/12,,,
(주)선진지주,014300,2005/12,,,
(주)선진지주,014300,2006/12,248336136,19771760,11483985
(주)선진지주,014300,2007/12,286749310,19436950,12317837
(주)선진지주,014300,2008/12,433281535,24679418,-2958828
(주)선진지주,014300,2009/12,463569921,37606827,29696288
(주)선진지주,014300,2010/12,108216370,7640866,24263987
(주)선팩테크,054010,2001/12,,,
(주)선팩테크,054010,2002/12,,,
(주)선팩테크,054010,2003/12,,,
(주)선팩테크,054010,2004/12,,,
(주)선팩테크,054010,2005/12,,,
(주)선팩테크,054010,2006/12,,,
(주)선팩테크,054010,2007/12,,,
(주)선팩테크,054010,2008/12,,,
(주)선팩테크,054010,2009/12,,,
(주)선팩테크,054010,2010/12,,,
(주)성광벤드,014620,2001/12,,,
(주)성광벤드,014620,2002/12,,,
(주)성광벤드,014620,2003/12,82144979,5157982,2446794
(주)성광벤드,014620,2004/12,135409280,11003847,5478180
(주)성광벤드,014620,2005/12,153517856,16669437,10203536
(주)성광벤드,014620,2006/12,199409051,31593820,20826419
(주)성광벤드,014620,2007/12,279896422,73822712,51869910
(주)성광벤드,014620,2008/12,288947564,87981971,66614984
(주)성광벤드,014620,2009/12,260860953,61099947,46130461
(주)성광벤드,014620,2010/12,225535143,24616278,17445401
(주)성도이엔지,037350,2000/12,,,
(주)성도이엔지,037350,2001/12,55128947,4604560,3279653
(주)성도이엔지,037350,2002/12,,,
(주)성도이엔지,037350,2003/12,,,
(주)성도이엔지,037350,2004/12,,,
(주)성도이엔지,037350,2005/12,,,
(주)성도이엔지,037350,2006/12,,,
(주)성도이엔지,037350,2007/12,170609683,4534160,-132090
(주)성도이엔지,037350,2008/12,191318090,-100851,-815876
(주)성도이엔지,037350,2009/12,397224425,59510108,18854766
(주)성도이엔지,037350,2010/12,255876391,8140228,5771652
(주)성안,011300,2000/12,245473322,15834222,1223960
(주)성안,011300,2001/12,247012744,12783150,4735860
(주)성안,011300,2002/12,254795232,12086513,2684465
(주)성안,011300,2003/12,231207536,2641043,-25319841
(주)성안,011300,2004/12,232595526,1280552,7731259
(주)성안,011300,2005/12,204568388,2627486,1981191
(주)성안,011300,2006/12,180898953,-5983634,-15722377
(주)성안,011300,2007/12,181222019,-2062659,-14139521
(주)성안,011300,2008/12,233537605,18142285,2143524
(주)성안,011300,2009/12,230634268,14563965,6266787
(주)성안,011300,2010/12,253018234,16368826,3365877
(주)성우몰드,053440,2001/12,,,
(주)성우몰드,053440,2002/12,,,
(주)성우몰드,053440,2003/12,,,
(주)성우몰드,053440,2004/12,,,
(주)성우몰드,053440,2005/12,,,
(주)성우몰드,053440,2006/12,,,
(주)성우몰드,053440,2007/12,,,
(주)성우몰드,053440,2008/12,,,
(주)성우몰드,053440,2009/12,,,
(주)성우하이텍,015750,2000/12,,,
(주)성우하이텍,015750,2001/12,279956351,3672126,6259982
(주)성우하이텍,015750,2002/12,812846987,17144596,5117210
(주)성우하이텍,015750,2003/12,704225703,20864646,4099099
(주)성우하이텍,015750,2004/12,768797389,17642887,16853189
(주)성우하이텍,015750,2005/12,655965148,25925974,55298183
(주)성우하이텍,015750,2006/12,669877265,24873404,26906604
(주)성우하이텍,015750,2007/12,823356525,47337154,36708788
(주)성우하이텍,015750,2008/12,1122476764,100766146,44516308
(주)성우하이텍,015750,2009/12,1383502648,144179343,118914636
(주)성우하이텍,015750,2010/12,2221089847,174344640,151179481
(주)성진산업,037650,2000/12,,,
(주)성진산업,037650,2001/12,41700298,2188142,578289
(주)성진산업,037650,2002/12,41185039,1215885,661581
(주)성진산업,037650,2003/12,86472719,-5095456,-7496892
(주)성진산업,037650,2004/12,,,
(주)성창오토텍,080470,2006/12,,,
(주)성창오토텍,080470,2007/12,,,
(주)성창오토텍,080470,2008/12,47662777,469024,1350535
(주)성창오토텍,080470,2009/12,43532919,2294706,1774372
(주)성창오토텍,080470,2010/12,75568790,3920995,2397660
(주)세계투어,047600,2001/12,,,
(주)세계투어,047600,2002/12,,,
(주)세계투어,047600,2003/12,,,
(주)세계투어,047600,2004/12,,,
(주)세계투어,047600,2005/12,,,
(주)세계투어,047600,2006/12,,,
(주)세계투어,047600,2007/12,,,
(주)세계투어,047600,2008/12,,,
(주)세계투어,047600,2009/12,,,
(주)세계투어,047600,2010/12,,,
(주)세니콘,056060,2002/12,34429529,5354794,3802988
(주)세니콘,056060,2003/12,29948269,-868841,-1439467
(주)세니콘,056060,2004/12,47683818,-14514755,-38501799
(주)세니콘,056060,2005/12,,,
(주)세동,053060,2001/12,,,
(주)세동,053060,2002/12,,,
(주)세동,053060,2003/12,,,
(주)세동,053060,2004/12,,,
(주)세동,053060,2005/12,46381901,-30640,487633
(주)세동,053060,2006/12,54824152,-12951,447392
(주)세동,053060,2007/12,61671847,-326771,472452
(주)세동,053060,2008/12,70267836,-600969,-3740818
(주)세동,053060,2009/12,85445435,2023530,2335510
(주)세동,053060,2010/12,108094527,5617243,6817162
(주)세라온홀딩스,050600,2001/12,,,
(주)세라온홀딩스,050600,2002/12,,,
(주)세라온홀딩스,050600,2003/12,,,
(주)세라온홀딩스,050600,2004/12,,,
(주)세라온홀딩스,050600,2005/12,,,
(주)세라온홀딩스,050600,2006/12,,,
(주)세라온홀딩스,050600,2007/12,,,
(주)세보엠이씨,011560,2000/12,,,
(주)세보엠이씨,011560,2001/12,,,
(주)세보엠이씨,011560,2002/12,,,
(주)세보엠이씨,011560,2003/12,,,
(주)세보엠이씨,011560,2004/12,,,
(주)세보엠이씨,011560,2005/12,,,
(주)세보엠이씨,011560,2006/12,,,
(주)세보엠이씨,011560,2007/12,,,
(주)세보엠이씨,011560,2008/12,,,
(주)세보엠이씨,011560,2009/12,,,
(주)세보엠이씨,011560,2010/12,,,
(주)세븐코스프,017160,2000/12,,,
(주)세븐코스프,017160,2001/12,,,
(주)세븐코스프,017160,2002/12,,,
(주)세븐코스프,017160,2003/12,,,
(주)세븐코스프,017160,2004/12,,,
(주)세븐코스프,017160,2005/12,,,
(주)세븐코스프,017160,2006/12,,,
(주)세븐코스프,017160,2007/12,,,
(주)세븐코스프,017160,2008/12,,,
(주)세븐코스프,017160,2009/12,,,
(주)세븐코스프,017160,2010/12,,,
(주)세아메탈,033020,2001/12,,,
(주)세아메탈,033020,2002/12,,,
(주)세아메탈,033020,2003/12,,,
(주)세아베스틸지주,001430,2000/12,,,
(주)세아베스틸지주,001430,2001/12,,,
(주)세아베스틸지주,001430,2002/12,,,
(주)세아베스틸지주,001430,2003/12,,,
(주)세아베스틸지주,001430,2004/12,,,
(주)세아베스틸지주,001430,2005/12,,,
(주)세아베스틸지주,001430,2006/12,,,
(주)세아베스틸지주,001430,2007/12,,,
(주)세아베스틸지주,001430,2008/12,,,
(주)세아베스틸지주,001430,2009/12,,,
(주)세아베스틸지주,001430,2010/12,,,
(주)세아제강지주,003030,2000/12,1134248110,62213416,12610838
(주)세아제강지주,003030,2001/12,735679585,26794116,39032591
(주)세아제강지주,003030,2002/12,749291970,45902924,16486819
(주)세아제강지주,003030,2003/12,832943224,34786871,14282394
(주)세아제강지주,003030,2004/12,1057967263,109233250,70720170
(주)세아제강지주,003030,2005/12,1179983932,52253696,45143575
(주)세아제강지주,003030,2006/12,1258846485,50063898,26407880
(주)세아제강지주,003030,2007/12,1475087745,38237765,20842984
(주)세아제강지주,003030,2008/12,2211686768,244597112,123072233
(주)세아제강지주,003030,2009/12,1626996874,41514583,12283452
(주)세아제강지주,003030,2010/12,1810082580,132040566,92049608
(주)세아홀딩스,058650,2001/12,471670407,30406111,19572874
(주)세아홀딩스,058650,2002/12,498542155,38849491,22385507
(주)세아홀딩스,058650,2003/12,527725720,34979074,30044666
(주)세아홀딩스,058650,2004/12,1728904666,136605104,97615034
(주)세아홀딩스,058650,2005/12,1911147570,147186821,157495840
(주)세아홀딩스,058650,2006/12,1849716990,122097839,127185299
(주)세아홀딩스,058650,2007/12,2210641446,94353575,94799348
(주)세아홀딩스,058650,2008/12,3051932847,242982547,138923970
(주)세아홀딩스,058650,2009/12,2395017411,37504294,-2721980
(주)세아홀딩스,058650,2010/12,3402324900,245595700,192869570
(주)세우글로벌,013000,2000/12,,,
(주)세우글로벌,013000,2001/12,,,
(주)세우글로벌,013000,2002/12,,,
(주)세우글로벌,013000,2003/12,,,
(주)세우글로벌,013000,2004/12,,,
(주)세우글로벌,013000,2005/12,,,
(주)세우글로벌,013000,2006/12,,,
(주)세우글로벌,013000,2007/12,,,
(주)세우글로벌,013000,2008/12,,,
(주)세우글로벌,013000,2009/12,16815232,715121,171311
(주)세우글로벌,013000,2010/12,,,
(주)세운메디칼,100700,2008/12,,,
(주)세운메디칼,100700,2009/12,,,
(주)세운메디칼,100700,2010/12,,,
(주)세원물산,024830,2000/12,,,
(주)세원물산,024830,2001/12,,,
(주)세원물산,024830,2002/12,,,
(주)세원물산,024830,2003/12,,,
(주)세원물산,024830,2004/12,,,
(주)세원물산,024830,2005/12,,,
(주)세원물산,024830,2006/12,,,
(주)세원물산,024830,2007/12,,,
(주)세원물산,024830,2008/12,,,
(주)세원물산,024830,2009/12,,,
(주)세원물산,024830,2010/12,,,
(주)세이브존아이앤씨,067830,2002/12,,,
(주)세이브존아이앤씨,067830,2003/12,,,
(주)세이브존아이앤씨,067830,2004/12,,,
(주)세이브존아이앤씨,067830,2005/12,,,
(주)세이브존아이앤씨,067830,2006/12,,,
(주)세이브존아이앤씨,067830,2007/12,,,
(주)세이브존아이앤씨,067830,2008/12,136884243,12654777,219085
(주)세이브존아이앤씨,067830,2009/12,147748176,19994158,8212037
(주)세이브존아이앤씨,067830,2010/12,157938353,26995768,10781992
(주)세중,039310,2000/12,,,
(주)세중,039310,2001/12,,,
(주)세중,039310,2002/12,,,
(주)세중,039310,2003/12,,,
(주)세중,039310,2004/12,10361416,-12624927,-16061502
(주)세중,039310,2005/12,,,
(주)세중,039310,2006/12,92238363,5629276,3664197
(주)세중,039310,2007/12,127857079,-2454961,-6793856
(주)세중,039310,2008/12,136052379,7807303,6225802
(주)세중,039310,2009/12,142039803,7290300,4982039
(주)세중,039310,2010/12,158921032,7706561,6444509
(주)세진티에스,067770,2004/12,,,
(주)세진티에스,067770,2005/12,,,
(주)세진티에스,067770,2006/12,60870453,3353808,2943763
(주)세진티에스,067770,2007/12,56892282,5797255,5396173
(주)세진티에스,067770,2008/12,48962460,4990689,5775814
(주)세진티에스,067770,2009/12,45948736,2609541,4012565
(주)세진티에스,067770,2010/12,58006827,2387859,4834705
(주)세코닉스,053450,2001/12,,,
(주)세코닉스,053450,2002/12,,,
(주)세코닉스,053450,2003/12,,,
(주)세코닉스,053450,2004/12,,,
(주)세코닉스,053450,2005/12,42241267,5969223,5399525
(주)세코닉스,053450,2006/12,25403004,-557706,422450
(주)세코닉스,053450,2007/12,37941595,3200882,1972483
(주)세코닉스,053450,2008/12,42699863,1436245,-1864160
(주)세코닉스,053450,2009/12,62642833,11907174,8230895
(주)세코닉스,053450,2010/12,89086697,12443596,9333308
(주)센추리,006750,2000/03,,,
(주)센추리,006750,2001/12,238192387,8862388,5946955
(주)센추리,006750,2002/12,222297045,-8403503,-17634023
(주)센추리,006750,2003/12,180828236,-30299362,-33934428
(주)센추리,006750,2004/12,,,
(주)센트럴인사이트,012600,2000/12,,,
(주)센트럴인사이트,012600,2001/12,304286546,3876854,7359304
(주)센트럴인사이트,012600,2002/12,367183425,14338001,5900791
(주)센트럴인사이트,012600,2003/12,245353966,-6641452,-4402707
(주)센트럴인사이트,012600,2004/12,207033611,3010736,2868954
(주)센트럴인사이트,012600,2005/12,172787409,6458753,312155
(주)센트럴인사이트,012600,2006/12,,,
(주)센트럴인사이트,012600,2007/12,,,
(주)센트럴인사이트,012600,2008/12,,,
(주)센트럴인사이트,012600,2009/12,,,
(주)센트럴인사이트,012600,2010/12,,,
(주)셀런,013240,2000/12,28075002,-325234,-848732
(주)셀런,013240,2001/12,24289515,-4087425,-3655987
(주)셀런,013240,2002/12,17908090,-5413615,-7662205
(주)셀런,013240,2003/12,,,
(주)셀런,013240,2004/12,,,
(주)셀런,013240,2005/12,61797255,9014437,8260381
(주)셀런,013240,2006/12,122586068,11811223,4071795
(주)셀런,013240,2007/12,229877437,17123952,-16810320
(주)셀런,013240,2008/12,476944911,-12212857,-12369659
(주)셀런,013240,2009/12,478823727,-3567932,-48850981
(주)셀런,013240,2010/12,,,
(주)셀루메드,049180,2002/12,,,
(주)셀루메드,049180,2003/12,,,
(주)셀루메드,049180,2004/12,,,
(주)셀루메드,049180,2005/12,,,
(주)셀루메드,049180,2006/12,,,
(주)셀루메드,049180,2007/12,,,
(주)셀루메드,049180,2008/12,16020441,-6069101,-10464390
(주)셀루메드,049180,2009/12,,,
(주)셀루메드,049180,2010/12,,,
(주)셀바스에이아이,108860,2009/12,,,
(주)셀바스에이아이,108860,2010/12,,,
(주)셀트리온,068270,2005/12,,,
(주)셀트리온,068270,2006/12,,,
(주)셀트리온,068270,2007/12,60083990,1649833,2141999
(주)셀트리온,068270,2008/12,,,
(주)셀트리온,068270,2009/12,,,
(주)셀트리온,068270,2010/12,,,
(주)셀트리온제약,068760,2006/12,,,
(주)셀트리온제약,068760,2007/12,,,
(주)셀트리온제약,068760,2008/12,,,
(주)셀트리온제약,068760,2009/12,,,
(주)셀트리온제약,068760,2010/12,,,
(주)셀피글로벌,068940,2010/12,,,
(주)셰프라인,012250,2000/12,,,
(주)셰프라인,012250,2001/12,,,
(주)셰프라인,012250,2002/12,,,
(주)셰프라인,012250,2003/12,,,
(주)셰프라인,012250,2004/12,,,
(주)소프트센,032680,2000/09,,,
