회사명,거래소코드,회계년도,상장일,상장폐지일,자산(*)(연결)(천원),자본(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),영업이익(손실)(연결)(천원),당기순이익(순손실)(연결)(천원)
(주)디아크,078590,2002/12,2005/10/27,,,,,,
(주)디아크,078590,2003/12,2005/10/27,,,,,,
(주)디아크,078590,2004/12,2005/10/27,,,,,,
(주)디아크,078590,2005/12,2005/10/27,,,,,,
(주)디아크,078590,2006/12,2005/10/27,,,,,,
(주)디아크,078590,2007/12,2005/10/27,,,,,,
(주)디아크,078590,2008/12,2005/10/27,,37463944,16811016,25738537,-2328661,-2564627
(주)디아크,078590,2009/12,2005/10/27,,13439001,2908890,22436449,-3565050,-25937550
(주)디아크,078590,2010/12,2005/10/27,,,,,,
(주)디알비동일,004840,2000/12,1976/05/21,,,,,,
(주)디알비동일,004840,2001/12,1976/05/21,,,,,,
(주)디알비동일,004840,2002/12,1976/05/21,,,,,,
(주)디알비동일,004840,2003/12,1976/05/21,,161061799,86086777,174238025,8342004,4835656
(주)디알비동일,004840,2004/12,1976/05/21,,170040118,90677662,208647862,4854276,5353318
(주)디알비동일,004840,2005/12,1976/05/21,,164486953,90388587,160562173,-3526215,2993288
(주)디알비동일,004840,2006/12,1976/05/21,,193554311,90375150,168962720,3309526,1225229
(주)디알비동일,004840,2007/12,1976/05/21,,219134014,89734973,193014848,814939,-1189948
(주)디알비동일,004840,2008/12,1976/05/21,,245083555,85867529,242558757,116665,-5612594
(주)디알비동일,004840,2009/12,1976/05/21,,400492651,172916378,328790958,13972740,6421004
(주)디알비동일,004840,2010/12,1976/05/21,,445403413,178844737,397507924,16057814,8248206
(주)디앤샵,090090,2006/12,2006/06/12,2011/12/15,93868268,29004287,42322580,5890069,5317605
(주)디앤샵,090090,2007/12,2006/06/12,2011/12/15,81984031,28514547,53763380,892544,1096924
(주)디앤샵,090090,2008/12,2006/06/12,2011/12/15,,,,,
(주)디앤샵,090090,2009/12,2006/06/12,2011/12/15,,,,,
(주)디앤샵,090090,2010/12,2006/06/12,2011/12/15,,,,,
(주)디에스,051710,2000/12,2004/06/18,2013/05/01,,,,,
(주)디에스,051710,2001/12,2004/06/18,2013/05/01,,,,,
(주)디에스,051710,2002/12,2004/06/18,2013/05/01,,,,,
(주)디에스,051710,2003/12,2004/06/18,2013/05/01,,,,,
(주)디에스,051710,2004/12,2004/06/18,2013/05/01,,,,,
(주)디에스,051710,2005/12,2004/06/18,2013/05/01,184071282,116199344,397075668,21594254,17170555
(주)디에스,051710,2006/12,2004/06/18,2013/05/01,215772647,125060341,665452560,17320731,13656806
(주)디에스,051710,2007/12,2004/06/18,2013/05/01,214878889,118081418,691723991,3457338,-2313323
(주)디에스,051710,2008/12,2004/06/18,2013/05/01,284782300,14663352,983359113,23545712,-89310771
(주)디에스,051710,2009/12,2004/06/18,2013/05/01,333357750,48589356,1224675455,25824676,1905770
(주)디에스,051710,2010/12,2004/06/18,2013/05/01,444003384,48358068,1528172568,-7982114,-5321423
(주)디에스앤엘,141020,2009/12,2013/01/29,,,,,,
(주)디에스앤엘,141020,2010/12,2013/01/29,,,,,,
(주)디에스케이,109740,2005/12,2009/09/23,,,,,,
(주)디에스케이,109740,2006/12,2009/09/23,,,,,,
(주)디에스케이,109740,2007/12,2009/09/23,,,,,,
(주)디에스케이,109740,2008/12,2009/09/23,,,,,,
(주)디에스케이,109740,2009/12,2009/09/23,,,,,,
(주)디에스케이,109740,2010/12,2009/09/23,,,,,,
(주)디에스피이엔티,016040,2000/12,1993/12/07,2009/04/11,,,,,
(주)디에스피이엔티,016040,2001/12,1993/12/07,2009/04/11,18913286,11672125,25981247,1775919,1259943
(주)디에스피이엔티,016040,2002/12,1993/12/07,2009/04/11,17634607,11673868,26868475,1357660,650245
(주)디에스피이엔티,016040,2003/12,1993/12/07,2009/04/11,17775926,11897288,26532551,361655,167476
(주)디에스피이엔티,016040,2004/12,1993/12/07,2009/04/11,14846100,10208626,26705950,-1072527,-1042956
(주)디에스피이엔티,016040,2005/12,1993/12/07,2009/04/11,12661822,8824275,25896195,-1611693,-1358249
(주)디에스피이엔티,016040,2006/12,1993/12/07,2009/04/11,27450389,9700501,29853550,-3491033,-5148186
(주)디에스피이엔티,016040,2007/12,1993/12/07,2009/04/11,22166678,6906999,28345047,-5784478,-7198352
(주)디에스피이엔티,016040,2008/12,1993/12/07,2009/04/11,,,,,
(주)디에이치패션,045260,2000/12,2001/11/08,2012/08/01,,,,,
(주)디에이치패션,045260,2001/12,2001/11/08,2012/08/01,,,,,
(주)디에이치패션,045260,2002/12,2001/11/08,2012/08/01,,,,,
(주)디에이치패션,045260,2003/12,2001/11/08,2012/08/01,,,,,
(주)디에이치패션,045260,2004/12,2001/11/08,2012/08/01,15856296,10131401,5130627,710843,1016721
(주)디에이치패션,045260,2005/12,2001/11/08,2012/08/01,23185855,18495182,5680601,-3462089,-3758897
(주)디에이치패션,045260,2006/12,2001/11/08,2012/08/01,,,,,
(주)디에이치패션,045260,2007/12,2001/11/08,2012/08/01,,,,,
(주)디에이치패션,045260,2008/12,2001/11/08,2012/08/01,57049315,45549712,4912203,-4252488,-8771583
(주)디에이치패션,045260,2009/12,2001/11/08,2012/08/01,39470800,27876899,2385421,-5678081,-18345327
(주)디에이치패션,045260,2010/12,2001/11/08,2012/08/01,34333210,23033680,5024260,-4896927,-10413455
(주)디에이테크놀로지,196490,2007/12,2014/11/19,,,,,,
(주)디에이테크놀로지,196490,2008/12,2014/11/19,,,,,,
(주)디에이테크놀로지,196490,2009/12,2014/11/19,,,,,,
(주)디에이테크놀로지,196490,2010/12,2014/11/19,,,,,,
(주)디에이피,066900,2000/12,2004/05/14,,,,,,
(주)디에이피,066900,2001/12,2004/05/14,,,,,,
(주)디에이피,066900,2002/12,2004/05/14,,,,,,
(주)디에이피,066900,2003/12,2004/05/14,,,,,,
(주)디에이피,066900,2004/12,2004/05/14,,,,,,
(주)디에이피,066900,2005/12,2004/05/14,,,,,,
(주)디에이피,066900,2006/12,2004/05/14,,,,,,
(주)디에이피,066900,2007/12,2004/05/14,,,,,,
(주)디에이피,066900,2008/12,2004/05/14,,,,,,
(주)디에이피,066900,2009/12,2004/05/14,,,,,,
(주)디에이피,066900,2010/12,2004/05/14,,,,,,
(주)디엔에이링크,127120,2007/12,2011/12/26,,,,,,
(주)디엔에이링크,127120,2008/12,2011/12/26,,,,,,
(주)디엔에이링크,127120,2009/12,2011/12/26,,,,,,
(주)디엔에이링크,127120,2010/12,2011/12/26,,,,,,
(주)디엔에프,092070,2004/12,2007/11/16,,,,,,
(주)디엔에프,092070,2005/12,2007/11/16,,,,,,
(주)디엔에프,092070,2006/12,2007/11/16,,,,,,
(주)디엔에프,092070,2007/12,2007/11/16,,,,,,
(주)디엔에프,092070,2008/12,2007/11/16,,,,,,
(주)디엔에프,092070,2009/12,2007/11/16,,,,,,
(주)디엔에프,092070,2010/12,2007/11/16,,,,,,
(주)디엔오토모티브,007340,2000/12,1988/09/24,,,,,,
(주)디엔오토모티브,007340,2001/12,1988/09/24,,,,,,
(주)디엔오토모티브,007340,2002/12,1988/09/24,,,,,,
(주)디엔오토모티브,007340,2003/12,1988/09/24,,,,,,
(주)디엔오토모티브,007340,2004/12,1988/09/24,,295199068,262401098,230510430,17761672,21647915
(주)디엔오토모티브,007340,2005/12,1988/09/24,,336340814,275105173,265323226,18426693,16197573
(주)디엔오토모티브,007340,2006/12,1988/09/24,,351591661,279693082,261563113,12473290,10039023
(주)디엔오토모티브,007340,2007/12,1988/09/24,,351219186,304341963,357051630,20423973,24325984
(주)디엔오토모티브,007340,2008/12,1988/09/24,,452079561,350296412,414710731,49800790,41771142
(주)디엔오토모티브,007340,2009/12,1988/09/24,,576443281,391405779,396645970,33746425,39160750
(주)디엔오토모티브,007340,2010/12,1988/09/24,,722659561,444223866,477567950,40314148,55576130
(주)디엠에스,068790,2001/12,2004/10/01,,,,,,
(주)디엠에스,068790,2002/12,2004/10/01,,,,,,
(주)디엠에스,068790,2003/12,2004/10/01,,,,,,
(주)디엠에스,068790,2004/12,2004/10/01,,,,,,
(주)디엠에스,068790,2005/12,2004/10/01,,,,,,
(주)디엠에스,068790,2006/12,2004/10/01,,,,,,
(주)디엠에스,068790,2007/12,2004/10/01,,,,,,
(주)디엠에스,068790,2008/12,2004/10/01,,373060487,111765174,279433515,69234061,19911741
(주)디엠에스,068790,2009/12,2004/10/01,,343687062,150512060,153201629,8636525,2987057
(주)디엠에스,068790,2010/12,2004/10/01,,399131153,150818210,280074794,27478440,4620172
(주)디오,039840,2000/12,2000/06/29,,,,,,
(주)디오,039840,2001/12,2000/06/29,,,,,,
(주)디오,039840,2002/12,2000/06/29,,,,,,
(주)디오,039840,2003/12,2000/06/29,,,,,,
(주)디오,039840,2004/12,2000/06/29,,,,,,
(주)디오,039840,2005/12,2000/06/29,,,,,,
(주)디오,039840,2006/12,2000/06/29,,,,,,
(주)디오,039840,2007/12,2000/06/29,,,,,,
(주)디오,039840,2008/12,2000/06/29,,,,,,
(주)디오,039840,2009/12,2000/06/29,,,,,,
(주)디오,039840,2010/12,2000/06/29,,,,,,
(주)디와이홀딩스,004510,2000/12,1996/10/16,2004/04/28,,,,,
(주)디와이홀딩스,004510,2001/12,1996/10/16,2004/04/28,,,,,
(주)디와이홀딩스,004510,2002/12,1996/10/16,2004/04/28,,,,,
(주)디와이홀딩스,004510,2003/12,1996/10/16,2004/04/28,,,,,
(주)디이엔티,079810,2004/12,2005/01/26,,,,,,
(주)디이엔티,079810,2005/12,2005/01/26,,,,,,
(주)디이엔티,079810,2006/12,2005/01/26,,,,,,
(주)디이엔티,079810,2007/12,2005/01/26,,,,,,
(주)디이엔티,079810,2008/12,2005/01/26,,,,,,
(주)디이엔티,079810,2009/12,2005/01/26,,,,,,
(주)디이엔티,079810,2010/12,2005/01/26,,,,,,
(주)디지아이,043360,2000/12,2001/07/20,,,,,,
(주)디지아이,043360,2001/12,2001/07/20,,,,,,
(주)디지아이,043360,2002/12,2001/07/20,,,,,,
(주)디지아이,043360,2003/12,2001/07/20,,,,,,
(주)디지아이,043360,2004/12,2001/07/20,,,,,,
(주)디지아이,043360,2005/12,2001/07/20,,,,,,
(주)디지아이,043360,2006/12,2001/07/20,,,,,,
(주)디지아이,043360,2007/12,2001/07/20,,,,,,
(주)디지아이,043360,2008/12,2001/07/20,,72918761,49982074,42854551,1537628,-2545940
(주)디지아이,043360,2009/12,2001/07/20,,66420321,50804061,47415057,868164,1272881
(주)디지아이,043360,2010/12,2001/07/20,,67357437,52075785,44089641,1324701,1946724
(주)디지캡,197140,2007/12,2018/09/07,,,,,,
(주)디지캡,197140,2008/12,2018/09/07,,,,,,
(주)디지털대성,068930,2000/12,2003/10/17,,,,,,
(주)디지털대성,068930,2001/12,2003/10/17,,,,,,
(주)디지털대성,068930,2002/12,2003/10/17,,,,,,
(주)디지털대성,068930,2003/12,2003/10/17,,,,,,
(주)디지털대성,068930,2004/12,2003/10/17,,,,,,
(주)디지털대성,068930,2005/12,2003/10/17,,,,,,
(주)디지털대성,068930,2006/12,2003/10/17,,,,,,
(주)디지털대성,068930,2007/12,2003/10/17,,,,,,
(주)디지털대성,068930,2008/12,2003/10/17,,,,,,
(주)디지털대성,068930,2009/12,2003/10/17,,,,,,
(주)디지털대성,068930,2010/12,2003/10/17,,,,,,
(주)디지텍시스템스,091690,2004/12,2007/07/04,2015/01/21,,,,,
(주)디지텍시스템스,091690,2005/12,2007/07/04,2015/01/21,,,,,
(주)디지텍시스템스,091690,2006/12,2007/07/04,2015/01/21,,,,,
(주)디지텍시스템스,091690,2007/12,2007/07/04,2015/01/21,,,,,
(주)디지텍시스템스,091690,2008/12,2007/07/04,2015/01/21,,,,,
(주)디지텍시스템스,091690,2009/12,2007/07/04,2015/01/21,,,,,
(주)디지텍시스템스,091690,2010/12,2007/07/04,2015/01/21,,,,,
(주)디지텔,037740,2000/12,2000/03/03,2002/07/05,,,,,
(주)디지텔,037740,2001/12,2000/03/03,2002/07/05,,,,,
(주)디지틀조선일보,033130,2000/09,1997/08/06,,,,,,
(주)디지틀조선일보,033130,2001/09,1997/08/06,,,,,,
(주)디지틀조선일보,033130,2002/09,1997/08/06,,,,,,
(주)디지틀조선일보,033130,2003/09,1997/08/06,,,,,,
(주)디지틀조선일보,033130,2004/12,1997/08/06,,,,,,
(주)디지틀조선일보,033130,2005/12,1997/08/06,,,,,,
(주)디지틀조선일보,033130,2006/12,1997/08/06,,,,,,
(주)디지틀조선일보,033130,2007/12,1997/08/06,,,,,,
(주)디지틀조선일보,033130,2008/12,1997/08/06,,,,,,
(주)디지틀조선일보,033130,2009/12,1997/08/06,,,,,,
(주)디지틀조선일보,033130,2010/12,1997/08/06,,,,,,
(주)디케이앤디,263020,2010/12,2018/11/20,,,,,,
(주)디티앤씨,187220,2007/12,2014/12/17,,,,,,
(주)디티앤씨,187220,2008/12,2014/12/17,,,,,,
(주)디티앤씨,187220,2009/12,2014/12/17,,,,,,
(주)디티앤씨,187220,2010/12,2014/12/17,,,,,,
(주)디패션,030420,2000/12,1997/07/04,2011/05/07,,,,,
(주)디패션,030420,2001/12,1997/07/04,2011/05/07,,,,,
(주)디패션,030420,2002/12,1997/07/04,2011/05/07,,,,,
(주)디패션,030420,2003/12,1997/07/04,2011/05/07,,,,,
(주)디패션,030420,2004/12,1997/07/04,2011/05/07,,,,,
(주)디패션,030420,2005/12,1997/07/04,2011/05/07,,,,,
(주)디패션,030420,2006/12,1997/07/04,2011/05/07,38024678,25268394,18194009,-496654,-7806706
(주)디패션,030420,2007/12,1997/07/04,2011/05/07,31835570,18216736,16956197,-5181345,-7926833
(주)디패션,030420,2008/12,1997/07/04,2011/05/07,,,,,
(주)디패션,030420,2009/12,1997/07/04,2011/05/07,,,,,
(주)디패션,030420,2010/12,1997/07/04,2011/05/07,,,,,
(주)딜리,131180,2007/12,2011/01/31,,,,,,
(주)딜리,131180,2008/12,2011/01/31,,,,,,
(주)딜리,131180,2009/12,2011/01/31,,,,,,
(주)딜리,131180,2010/12,2011/01/31,,,,,,
(주)라이온켐텍,171120,2000/12,2013/11/19,,,,,,
(주)라이온켐텍,171120,2001/12,2013/11/19,,,,,,
(주)라이온켐텍,171120,2002/12,2013/11/19,,,,,,
(주)라이온켐텍,171120,2003/12,2013/11/19,,,,,,
(주)라이온켐텍,171120,2004/12,2013/11/19,,,,,,
(주)라이온켐텍,171120,2005/12,2013/11/19,,,,,,
(주)라이온켐텍,171120,2006/12,2013/11/19,,,,,,
(주)라이온켐텍,171120,2007/12,2013/11/19,,,,,,
(주)라이온켐텍,171120,2008/12,2013/11/19,,,,,,
(주)라이온켐텍,171120,2009/12,2013/11/19,,,,,,
(주)라이온켐텍,171120,2010/12,2013/11/19,,,,,,
(주)라이트론,069540,2000/12,2004/02/13,,,,,,
(주)라이트론,069540,2001/12,2004/02/13,,,,,,
(주)라이트론,069540,2002/12,2004/02/13,,,,,,
(주)라이트론,069540,2003/12,2004/02/13,,,,,,
(주)라이트론,069540,2004/12,2004/02/13,,,,,,
(주)라이트론,069540,2005/12,2004/02/13,,,,,,
(주)라이트론,069540,2006/12,2004/02/13,,,,,,
(주)라이트론,069540,2007/12,2004/02/13,,,,,,
(주)라이트론,069540,2008/12,2004/02/13,,,,,,
(주)라이트론,069540,2009/12,2004/02/13,,,,,,
(주)라이트론,069540,2010/12,2004/02/13,,32691542,24554236,29820522,4205033,4705434
(주)락앤락,115390,2006/12,2010/01/28,,,,,,
(주)락앤락,115390,2007/12,2010/01/28,,130294999,81975611,141488383,23544439,16218248
(주)락앤락,115390,2008/12,2010/01/28,,206677416,121848765,204388353,32441965,19862654
(주)락앤락,115390,2009/12,2010/01/28,,253627926,172084648,279848299,64876737,47677315
(주)락앤락,115390,2010/12,2010/01/28,,445390752,389223040,388137996,85046074,68056729
(주)랩지노믹스,084650,2006/12,2014/12/16,,,,,,
(주)랩지노믹스,084650,2007/12,2014/12/16,,,,,,
(주)랩지노믹스,084650,2008/12,2014/12/16,,,,,,
(주)랩지노믹스,084650,2009/12,2014/12/16,,,,,,
(주)랩지노믹스,084650,2010/12,2014/12/16,,,,,,
(주)레고켐바이오사이언스,141080,2009/12,2013/05/10,,,,,,
(주)레고켐바이오사이언스,141080,2010/12,2013/05/10,,,,,,
(주)레드로버,060300,2000/12,2002/01/10,,,,,,
(주)레드로버,060300,2001/12,2002/01/10,,,,,,
(주)레드로버,060300,2002/12,2002/01/10,,,,,,
(주)레드로버,060300,2003/12,2002/01/10,,,,,,
(주)레드로버,060300,2004/12,2002/01/10,,,,,,
(주)레드로버,060300,2005/12,2002/01/10,,,,,,
(주)레드로버,060300,2006/12,2002/01/10,,,,,,
(주)레드로버,060300,2007/12,2002/01/10,,,,,,
(주)레드로버,060300,2008/12,2002/01/10,,,,,,
(주)레드로버,060300,2009/12,2002/01/10,,,,,,
(주)레드로버,060300,2010/12,2002/01/10,,,,,,
(주)레드캡투어,038390,2000/12,2000/02/01,,,,,,
(주)레드캡투어,038390,2001/12,2000/02/01,,,,,,
(주)레드캡투어,038390,2002/12,2000/02/01,,,,,,
(주)레드캡투어,038390,2003/12,2000/02/01,,,,,,
(주)레드캡투어,038390,2004/12,2000/02/01,,,,,,
(주)레드캡투어,038390,2005/12,2000/02/01,,,,,,
(주)레드캡투어,038390,2006/12,2000/02/01,,,,,,
(주)레드캡투어,038390,2007/12,2000/02/01,,139196301,46901450,83176216,261762,-19960185
(주)레드캡투어,038390,2008/12,2000/02/01,,134629281,65289893,88477326,3400692,2906622
(주)레드캡투어,038390,2009/12,2000/02/01,,,,,,
(주)레드캡투어,038390,2010/12,2000/02/01,,,,,,
(주)렉스엘이앤지,004790,2000/12,1995/12/23,2014/03/04,,,,,
(주)렉스엘이앤지,004790,2001/12,1995/12/23,2014/03/04,,,,,
(주)렉스엘이앤지,004790,2002/12,1995/12/23,2014/03/04,,,,,
(주)렉스엘이앤지,004790,2003/12,1995/12/23,2014/03/04,,,,,
(주)렉스엘이앤지,004790,2004/12,1995/12/23,2014/03/04,,,,,
(주)렉스엘이앤지,004790,2005/12,1995/12/23,2014/03/04,,,,,
(주)렉스엘이앤지,004790,2006/12,1995/12/23,2014/03/04,,,,,
(주)렉스엘이앤지,004790,2007/12,1995/12/23,2014/03/04,,,,,
(주)렉스엘이앤지,004790,2008/12,1995/12/23,2014/03/04,69039217,53598984,46327465,-8055394,22641731
(주)렉스엘이앤지,004790,2009/12,1995/12/23,2014/03/04,57632046,43953282,40992610,-7460007,-9979182
(주)렉스엘이앤지,004790,2010/12,1995/12/23,2014/03/04,49377593,27734556,28881543,-13440021,-20135094
(주)로보스타,090360,2005/12,2011/10/17,,,,,,
(주)로보스타,090360,2006/12,2011/10/17,,,,,,
(주)로보스타,090360,2007/12,2011/10/17,,,,,,
(주)로보스타,090360,2008/12,2011/10/17,,,,,,
(주)로보스타,090360,2009/12,2011/10/17,,,,,,
(주)로보스타,090360,2010/12,2011/10/17,,,,,,
(주)로지시스,067730,2002/12,2015/07/29,,,,,,
(주)로지시스,067730,2003/12,2015/07/29,,,,,,
(주)로지시스,067730,2004/12,2015/07/29,,,,,,
(주)로지시스,067730,2005/12,2015/07/29,,,,,,
(주)로지시스,067730,2006/12,2015/07/29,,,,,,
(주)로지시스,067730,2007/12,2015/07/29,,,,,,
(주)로지시스,067730,2008/12,2015/07/29,,,,,,
(주)로지시스,067730,2009/12,2015/07/29,,,,,,
(주)로지시스,067730,2010/12,2015/07/29,,,,,,
(주)로케트전기,000420,2000/12,1988/08/05,2015/02/24,152831116,6506063,69428335,-22972708,-40039463
(주)로케트전기,000420,2001/12,1988/08/05,2015/02/24,128950915,38802018,67229828,-4659344,31600082
(주)로케트전기,000420,2002/12,1988/08/05,2015/02/24,98830441,18819687,69314442,5343127,-24701220
(주)로케트전기,000420,2003/12,1988/08/05,2015/02/24,97534185,14540696,76573074,9667371,-1316059
(주)로케트전기,000420,2004/12,1988/08/05,2015/02/24,82111216,464579,69876910,1674368,-12255270
(주)로케트전기,000420,2005/12,1988/08/05,2015/02/24,79023298,1871938,65914957,3304446,-4949902
(주)로케트전기,000420,2006/12,1988/08/05,2015/02/24,71957641,-4427211,58122539,-1062909,-6074810
(주)로케트전기,000420,2007/12,1988/08/05,2015/02/24,81196420,4375600,59190552,269148,-3267832
(주)로케트전기,000420,2008/12,1988/08/05,2015/02/24,86385206,-2696039,70453403,2263900,-7418957
(주)로케트전기,000420,2009/12,1988/08/05,2015/02/24,91087504,12668897,74966124,4755559,478440
(주)로케트전기,000420,2010/12,1988/08/05,2015/02/24,105457023,14878002,101809710,7114373,2513703
(주)롯데미도파,004010,2000/06,1975/12/12,2013/01/22,609825386,19988554,381054109,32610689,-25203319
(주)롯데미도파,004010,2001/06,1975/12/12,2013/01/22,581300174,-2462094,419115532,41026241,-19309062
(주)롯데미도파,004010,2002/06,1975/12/12,2013/01/22,616959807,-127903886,444909887,49793157,-128417634
(주)롯데미도파,004010,2003/12,1975/12/12,2013/01/22,,,,,
(주)롯데미도파,004010,2004/12,1975/12/12,2013/01/22,,,,,
(주)롯데미도파,004010,2005/12,1975/12/12,2013/01/22,,,,,
(주)롯데미도파,004010,2006/12,1975/12/12,2013/01/22,,,,,
(주)롯데미도파,004010,2007/12,1975/12/12,2013/01/22,,,,,
(주)롯데미도파,004010,2008/12,1975/12/12,2013/01/22,,,,,
(주)롯데미도파,004010,2009/12,1975/12/12,2013/01/22,,,,,
(주)롯데미도파,004010,2010/12,1975/12/12,2013/01/22,,,,,
(주)루멘스,038060,2002/12,2006/08/08,,,,,,
(주)루멘스,038060,2003/12,2006/08/08,,,,,,
(주)루멘스,038060,2004/12,2006/08/08,,,,,,
(주)루멘스,038060,2005/12,2006/08/08,,,,,,
(주)루멘스,038060,2006/12,2006/08/08,,,,,,
(주)루멘스,038060,2007/12,2006/08/08,,,,,,
(주)루멘스,038060,2008/12,2006/08/08,,,,,,
(주)루멘스,038060,2009/12,2006/08/08,,,,,,
(주)루멘스,038060,2010/12,2006/08/08,,264369975,116944967,326386333,15259582,6751205
(주)루트로닉,085370,2004/12,2006/07/04,,,,,,
(주)루트로닉,085370,2005/12,2006/07/04,,,,,,
(주)루트로닉,085370,2006/12,2006/07/04,,,,,,
(주)루트로닉,085370,2007/12,2006/07/04,,,,,,
(주)루트로닉,085370,2008/12,2006/07/04,,,,,,
(주)루트로닉,085370,2009/12,2006/07/04,,,,,,
(주)루트로닉,085370,2010/12,2006/07/04,,,,,,
(주)룩손에너지홀딩스,033550,2000/12,1998/01/13,2013/05/07,,,,,
(주)룩손에너지홀딩스,033550,2001/12,1998/01/13,2013/05/07,40633220,25289768,45443565,4742178,3028045
(주)룩손에너지홀딩스,033550,2002/12,1998/01/13,2013/05/07,45177967,28699220,50959370,7369280,4796849
(주)룩손에너지홀딩스,033550,2003/12,1998/01/13,2013/05/07,51142219,31133289,53442616,3197655,2183685
(주)룩손에너지홀딩스,033550,2004/12,1998/01/13,2013/05/07,50321551,28982834,59782229,448870,-786623
(주)룩손에너지홀딩스,033550,2005/12,1998/01/13,2013/05/07,48662274,30205459,55629737,1107219,1119958
(주)룩손에너지홀딩스,033550,2006/12,1998/01/13,2013/05/07,49841612,30732175,53695805,1406704,1061325
(주)룩손에너지홀딩스,033550,2007/12,1998/01/13,2013/05/07,70112941,40126250,40398643,-1779618,-1573101
(주)룩손에너지홀딩스,033550,2008/12,1998/01/13,2013/05/07,82653160,33957877,44030243,-7368006,-10544370
(주)룩손에너지홀딩스,033550,2009/12,1998/01/13,2013/05/07,56941094,15939558,32822133,-5371336,-24215837
(주)룩손에너지홀딩스,033550,2010/12,1998/01/13,2013/05/07,63735219,16776872,36828887,-2569906,-4114621
(주)룽투코리아,060240,2000/12,2002/01/04,,,,,,
(주)룽투코리아,060240,2001/12,2002/01/04,,,,,,
(주)룽투코리아,060240,2002/12,2002/01/04,,,,,,
(주)룽투코리아,060240,2003/12,2002/01/04,,,,,,
(주)룽투코리아,060240,2004/12,2002/01/04,,,,,,
(주)룽투코리아,060240,2005/12,2002/01/04,,,,,,
(주)룽투코리아,060240,2006/12,2002/01/04,,,,,,
(주)룽투코리아,060240,2007/12,2002/01/04,,,,,,
(주)룽투코리아,060240,2008/12,2002/01/04,,,,,,
(주)룽투코리아,060240,2009/12,2002/01/04,,,,,,
(주)룽투코리아,060240,2010/12,2002/01/04,,,,,,
(주)리노스,039980,2000/12,2002/08/13,,,,,,
(주)리노스,039980,2001/12,2002/08/13,,,,,,
(주)리노스,039980,2002/12,2002/08/13,,,,,,
(주)리노스,039980,2003/12,2002/08/13,,,,,,
(주)리노스,039980,2004/12,2002/08/13,,,,,,
(주)리노스,039980,2005/12,2002/08/13,,,,,,
(주)리노스,039980,2006/12,2002/08/13,,,,,,
(주)리노스,039980,2007/12,2002/08/13,,,,,,
(주)리노스,039980,2008/12,2002/08/13,,124420315,52444745,93958830,1624273,-30008231
(주)리노스,039980,2009/12,2002/08/13,,,,,,
(주)리노스,039980,2010/12,2002/08/13,,,,,,
(주)리더스코스메틱,016100,2000/12,2003/01/15,,,,,,
(주)리더스코스메틱,016100,2001/12,2003/01/15,,,,,,
(주)리더스코스메틱,016100,2002/12,2003/01/15,,,,,,
(주)리더스코스메틱,016100,2003/12,2003/01/15,,,,,,
(주)리더스코스메틱,016100,2004/12,2003/01/15,,,,,,
(주)리더스코스메틱,016100,2005/12,2003/01/15,,,,,,
(주)리더스코스메틱,016100,2006/12,2003/01/15,,,,,,
(주)리더스코스메틱,016100,2007/12,2003/01/15,,38784775,34231975,29118791,-834185,-2851552
(주)리더스코스메틱,016100,2008/12,2003/01/15,,40920528,34538685,34539270,-821468,-6329312
(주)리더스코스메틱,016100,2009/12,2003/01/15,,,,,,
(주)리더스코스메틱,016100,2010/12,2003/01/15,,,,,,
(주)리더컴,056140,2000/12,2001/12/20,2004/03/30,,,,,
(주)리더컴,056140,2001/12,2001/12/20,2004/03/30,,,,,
(주)리더컴,056140,2002/12,2001/12/20,2004/03/30,38462721,3316242,8552685,-14811540,-28475079
(주)리더컴,056140,2003/12,2001/12/20,2004/03/30,,,,,
(주)리드,197210,2007/12,2015/11/20,,,,,,
(주)리드코프,012700,2000/12,1996/01/19,,,,,,
(주)리드코프,012700,2001/12,1996/01/19,,86027600,39150359,109593795,-107674,-4501647
(주)리드코프,012700,2002/12,1996/01/19,,77190985,35254586,117740387,179490,-3994486
(주)리드코프,012700,2003/12,1996/01/19,,78616857,48249535,98192676,-1579430,-3600792
(주)리드코프,012700,2004/12,1996/01/19,,,,,,
(주)리드코프,012700,2005/12,1996/01/19,,,,,,
(주)리드코프,012700,2006/12,1996/01/19,,,,,,
(주)리드코프,012700,2007/12,1996/01/19,,,,,,
(주)리드코프,012700,2008/12,1996/01/19,,,,,,
(주)리드코프,012700,2009/12,1996/01/19,,,,,,
(주)리드코프,012700,2010/12,1996/01/19,,,,,,
(주)링네트,042500,2000/12,2002/01/10,,,,,,
(주)링네트,042500,2001/12,2002/01/10,,,,,,
(주)링네트,042500,2002/12,2002/01/10,,,,,,
(주)링네트,042500,2003/12,2002/01/10,,,,,,
(주)링네트,042500,2004/12,2002/01/10,,,,,,
(주)링네트,042500,2005/12,2002/01/10,,,,,,
(주)링네트,042500,2006/12,2002/01/10,,,,,,
(주)링네트,042500,2007/12,2002/01/10,,,,,,
(주)링네트,042500,2008/12,2002/01/10,,,,,,
(주)링네트,042500,2009/12,2002/01/10,,,,,,
(주)링네트,042500,2010/12,2002/01/10,,,,,,
(주)마니커,027740,2000/12,2000/12/07,2002/10/29,,,,,
(주)마니커,027740,2000/12,2002/10/29,,,,,,
(주)마니커,027740,2001/12,2002/10/29,,,,,,
