회사명,거래소코드,회계년도,상장일,상장폐지일,자산(*)(연결)(천원),자본(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),영업이익(손실)(연결)(천원),당기순이익(순손실)(연결)(천원)
(주)하츠,066130,2002/12,2003/02/11,,,,,,
(주)하츠,066130,2003/12,2003/02/11,,,,,,
(주)하츠,066130,2004/12,2003/02/11,,,,,,
(주)하츠,066130,2005/12,2003/02/11,,,,,,
(주)하츠,066130,2006/12,2003/02/11,,,,,,
(주)하츠,066130,2007/12,2003/02/11,,70148859,54457168,85803625,6365266,5640791
(주)하츠,066130,2008/12,2003/02/11,,67939371,56248952,80488482,2868177,3714791
(주)하츠,066130,2009/12,2003/02/11,,,,,,
(주)하츠,066130,2010/12,2003/02/11,,,,,,
(주)한국가구,004590,2000/12,1993/06/03,,,,,,
(주)한국가구,004590,2001/12,1993/06/03,,,,,,
(주)한국가구,004590,2002/12,1993/06/03,,,,,,
(주)한국가구,004590,2003/12,1993/06/03,,,,,,
(주)한국가구,004590,2004/12,1993/06/03,,,,,,
(주)한국가구,004590,2005/12,1993/06/03,,,,,,
(주)한국가구,004590,2006/12,1993/06/03,,,,,,
(주)한국가구,004590,2007/12,1993/06/03,,,,,,
(주)한국가구,004590,2008/12,1993/06/03,,,,,,
(주)한국가구,004590,2009/12,1993/06/03,,,,,,
(주)한국가구,004590,2010/12,1993/06/03,,66810688,47005660,35368118,3128855,227099
(주)한국경제티브이,039340,2000/12,2004/07/30,,,,,,
(주)한국경제티브이,039340,2001/12,2004/07/30,,,,,,
(주)한국경제티브이,039340,2002/12,2004/07/30,,,,,,
(주)한국경제티브이,039340,2003/12,2004/07/30,,,,,,
(주)한국경제티브이,039340,2004/12,2004/07/30,,,,,,
(주)한국경제티브이,039340,2005/12,2004/07/30,,,,,,
(주)한국경제티브이,039340,2006/12,2004/07/30,,,,,,
(주)한국경제티브이,039340,2007/12,2004/07/30,,,,,,
(주)한국경제티브이,039340,2008/12,2004/07/30,,,,,,
(주)한국경제티브이,039340,2009/12,2004/07/30,,,,,,
(주)한국경제티브이,039340,2010/12,2004/07/30,,,,,,
(주)한국전자홀딩스,006200,2000/03,1979/11/30,,428086881,171192775,557435806,79303086,29342528
(주)한국전자홀딩스,006200,2001/03,1979/11/30,,570666339,277043673,588826769,69101607,40108391
(주)한국전자홀딩스,006200,2002/03,1979/11/30,,540120070,287804885,518556773,49983778,32496595
(주)한국전자홀딩스,006200,2003/03,1979/11/30,,568045253,330828754,510533165,59541670,47900164
(주)한국전자홀딩스,006200,2004/12,1979/11/30,,563991007,339676716,375271043,12722945,11239782
(주)한국전자홀딩스,006200,2005/12,1979/11/30,,538526480,273770472,319537847,-34622611,-29574108
(주)한국전자홀딩스,006200,2006/12,1979/11/30,,476822088,235152755,317455503,-34347323,-26866957
(주)한국전자홀딩스,006200,2007/12,1979/11/30,,544538436,247977904,385019719,949647,261908
(주)한국전자홀딩스,006200,2008/12,1979/11/30,,549643648,243637921,418999955,-6755814,569997
(주)한국전자홀딩스,006200,2009/12,1979/11/30,,526071022,283323364,387688910,-6089585,1130530
(주)한국전자홀딩스,006200,2010/12,1979/11/30,,531249741,249644680,448933857,11375748,-29149591
(주)한국종합기술,023350,2000/12,2011/04/28,,,,,,
(주)한국종합기술,023350,2001/12,2011/04/28,,,,,,
(주)한국종합기술,023350,2002/12,2011/04/28,,,,,,
(주)한국종합기술,023350,2003/12,2011/04/28,,,,,,
(주)한국종합기술,023350,2004/12,2011/04/28,,,,,,
(주)한국종합기술,023350,2005/12,2011/04/28,,,,,,
(주)한국종합기술,023350,2006/12,2011/04/28,,,,,,
(주)한국종합기술,023350,2007/12,2011/04/28,,,,,,
(주)한국종합기술,023350,2008/12,2011/04/28,,,,,,
(주)한국종합기술,023350,2009/12,2011/04/28,,,,,,
(주)한국종합기술,023350,2010/12,2011/04/28,,,,,,
(주)한국카본,017960,2000/12,1995/07/08,,,,,,
(주)한국카본,017960,2001/12,1995/07/08,,,,,,
(주)한국카본,017960,2002/12,1995/07/08,,,,,,
(주)한국카본,017960,2003/12,1995/07/08,,,,,,
(주)한국카본,017960,2004/12,1995/07/08,,,,,,
(주)한국카본,017960,2005/12,1995/07/08,,,,,,
(주)한국카본,017960,2006/12,1995/07/08,,,,,,
(주)한국카본,017960,2007/12,1995/07/08,,,,,,
(주)한국카본,017960,2008/12,1995/07/08,,,,,,
(주)한국카본,017960,2009/12,1995/07/08,,,,,,
(주)한국카본,017960,2010/12,1995/07/08,,,,,,
(주)한국코퍼레이션,050540,2000/12,2005/12/12,,,,,,
(주)한국코퍼레이션,050540,2001/12,2005/12/12,,,,,,
(주)한국코퍼레이션,050540,2002/12,2005/12/12,,,,,,
(주)한국코퍼레이션,050540,2003/12,2005/12/12,,,,,,
(주)한국코퍼레이션,050540,2004/12,2005/12/12,,,,,,
(주)한국코퍼레이션,050540,2005/12,2005/12/12,,,,,,
(주)한국코퍼레이션,050540,2006/12,2005/12/12,,,,,,
(주)한국코퍼레이션,050540,2007/12,2005/12/12,,,,,,
(주)한국코퍼레이션,050540,2008/12,2005/12/12,,,,,,
(주)한국코퍼레이션,050540,2009/12,2005/12/12,,,,,,
(주)한국코퍼레이션,050540,2010/12,2005/12/12,,88902610,51321142,156004375,1435350,-5930963
(주)한국큐빅,021650,2000/04,2003/01/24,,,,,,
(주)한국큐빅,021650,2001/12,2003/01/24,,,,,,
(주)한국큐빅,021650,2002/12,2003/01/24,,,,,,
(주)한국큐빅,021650,2003/12,2003/01/24,,,,,,
(주)한국큐빅,021650,2004/12,2003/01/24,,,,,,
(주)한국큐빅,021650,2005/12,2003/01/24,,,,,,
(주)한국큐빅,021650,2006/12,2003/01/24,,,,,,
(주)한국큐빅,021650,2007/12,2003/01/24,,,,,,
(주)한국큐빅,021650,2008/12,2003/01/24,,,,,,
(주)한국큐빅,021650,2009/12,2003/01/24,,78643321,33294703,43458004,511417,1382733
(주)한국큐빅,021650,2010/12,2003/01/24,,82446128,32300073,91339491,417686,-568894
(주)한국테크놀로지,053590,2000/12,2001/08/23,,,,,,
(주)한국테크놀로지,053590,2001/12,2001/08/23,,,,,,
(주)한국테크놀로지,053590,2002/12,2001/08/23,,,,,,
(주)한국테크놀로지,053590,2003/12,2001/08/23,,,,,,
(주)한국테크놀로지,053590,2004/12,2001/08/23,,,,,,
(주)한국테크놀로지,053590,2005/12,2001/08/23,,,,,,
(주)한국테크놀로지,053590,2006/12,2001/08/23,,75463080,58475615,12850229,-13807133,-10145000
(주)한국테크놀로지,053590,2007/12,2001/08/23,,,,,,
(주)한국테크놀로지,053590,2008/12,2001/08/23,,,,,,
(주)한국테크놀로지,053590,2009/12,2001/08/23,,30109320,18477609,5015188,-3360579,-8452127
(주)한국테크놀로지,053590,2010/12,2001/08/23,,,,,,
(주)한국특강,007280,2000/12,1989/11/13,,,,,,
(주)한국특강,007280,2001/12,1989/11/13,,,,,,
(주)한국특강,007280,2002/12,1989/11/13,,,,,,
(주)한국특강,007280,2003/12,1989/11/13,,,,,,
(주)한국특강,007280,2004/12,1989/11/13,,,,,,
(주)한국특강,007280,2005/12,1989/11/13,,,,,,
(주)한국특강,007280,2006/12,1989/11/13,,,,,,
(주)한국특강,007280,2007/12,1989/11/13,,,,,,
(주)한국특강,007280,2008/12,1989/11/13,,,,,,
(주)한국특강,007280,2009/12,1989/11/13,,,,,,
(주)한국특강,007280,2010/12,1989/11/13,,,,,,
(주)한국파마,032300,2000/12,2020/08/10,,,,,,
(주)한국파마,032300,2001/12,2020/08/10,,,,,,
(주)한국파마,032300,2002/12,2020/08/10,,,,,,
(주)한국파마,032300,2003/12,2020/08/10,,,,,,
(주)한국파마,032300,2004/12,2020/08/10,,,,,,
(주)한국파마,032300,2005/12,2020/08/10,,,,,,
(주)한국파마,032300,2006/12,2020/08/10,,,,,,
(주)한국파마,032300,2007/12,2020/08/10,,,,,,
(주)한국파마,032300,2008/12,2020/08/10,,,,,,
(주)한국파마,032300,2009/12,2020/08/10,,,,,,
(주)한국파마,032300,2010/12,2020/08/10,,,,,,
(주)한국팩키지,037230,2000/12,1999/12/21,,,,,,
(주)한국팩키지,037230,2001/12,1999/12/21,,,,,,
(주)한국팩키지,037230,2002/12,1999/12/21,,,,,,
(주)한국팩키지,037230,2003/12,1999/12/21,,,,,,
(주)한국팩키지,037230,2004/12,1999/12/21,,,,,,
(주)한국팩키지,037230,2005/12,1999/12/21,,,,,,
(주)한국팩키지,037230,2006/12,1999/12/21,,,,,,
(주)한국팩키지,037230,2007/12,1999/12/21,,,,,,
(주)한국팩키지,037230,2008/12,1999/12/21,,,,,,
(주)한국팩키지,037230,2009/12,1999/12/21,,,,,,
(주)한국팩키지,037230,2010/12,1999/12/21,,,,,,
(주)한국화장품제조,003350,2000/12,1978/02/06,,201577137,149277997,109570638,-4607482,-8313362
(주)한국화장품제조,003350,2001/12,1978/02/06,,197836462,152380074,146732363,7347029,3143201
(주)한국화장품제조,003350,2002/12,1978/02/06,,191857416,152379794,146158098,2934906,1798558
(주)한국화장품제조,003350,2003/12,1978/02/06,,175128399,141097362,91951661,-6142660,-5812188
(주)한국화장품제조,003350,2004/12,1978/02/06,,163159662,129830886,71988637,-11140586,-9839021
(주)한국화장품제조,003350,2005/12,1978/02/06,,165431481,137615929,71802546,-3323487,2047199
(주)한국화장품제조,003350,2006/12,1978/02/06,,162313304,137506988,66374515,-5265785,236748
(주)한국화장품제조,003350,2007/12,1978/02/06,,156289209,130336761,63394748,-10305748,-6724730
(주)한국화장품제조,003350,2008/12,1978/02/06,,,,,,
(주)한국화장품제조,003350,2009/12,1978/02/06,,,,,,
(주)한국화장품제조,003350,2010/12,1978/02/06,,,,,,
(주)한글과컴퓨터,030520,2000/12,1996/09/24,,,,,,
(주)한글과컴퓨터,030520,2001/12,1996/09/24,,96171549,36949491,41137608,-3082251,-46905400
(주)한글과컴퓨터,030520,2002/12,1996/09/24,,66151453,31517903,23357892,-1430244,-24969809
(주)한글과컴퓨터,030520,2003/12,1996/09/24,,,,,,
(주)한글과컴퓨터,030520,2004/12,1996/09/24,,,,,,
(주)한글과컴퓨터,030520,2005/12,1996/09/24,,,,,,
(주)한글과컴퓨터,030520,2006/12,1996/09/24,,,,,,
(주)한글과컴퓨터,030520,2007/12,1996/09/24,,,,,,
(주)한글과컴퓨터,030520,2008/12,1996/09/24,,,,,,
(주)한글과컴퓨터,030520,2009/12,1996/09/24,,155629856,117659386,63811405,18450307,14424448
(주)한글과컴퓨터,030520,2010/12,1996/09/24,,,,,,
(주)한네트,052600,2000/12,2001/07/10,,,,,,
(주)한네트,052600,2001/12,2001/07/10,,,,,,
(주)한네트,052600,2002/12,2001/07/10,,,,,,
(주)한네트,052600,2003/12,2001/07/10,,,,,,
(주)한네트,052600,2004/12,2001/07/10,,,,,,
(주)한네트,052600,2005/12,2001/07/10,,,,,,
(주)한네트,052600,2006/12,2001/07/10,,,,,,
(주)한네트,052600,2007/12,2001/07/10,,35921371,26939906,37900571,5098257,3186458
(주)한네트,052600,2008/12,2001/07/10,,36302909,26504109,40139228,4652256,1876943
(주)한네트,052600,2009/12,2001/07/10,,,,,,
(주)한네트,052600,2010/12,2001/07/10,,,,,,
(주)한농화성,011500,2000/12,2003/01/09,,,,,,
(주)한농화성,011500,2001/12,2003/01/09,,,,,,
(주)한농화성,011500,2002/12,2003/01/09,,,,,,
(주)한농화성,011500,2003/12,2003/01/09,,,,,,
(주)한농화성,011500,2004/12,2003/01/09,,,,,,
(주)한농화성,011500,2005/12,2003/01/09,,,,,,
(주)한농화성,011500,2006/12,2003/01/09,,,,,,
(주)한농화성,011500,2007/12,2003/01/09,,,,,,
(주)한농화성,011500,2008/12,2003/01/09,,,,,,
(주)한농화성,011500,2009/12,2003/01/09,,,,,,
(주)한농화성,011500,2010/12,2003/01/09,,,,,,
(주)한도하이테크,060660,2000/12,2002/02/21,2008/05/03,,,,,
(주)한도하이테크,060660,2001/12,2002/02/21,2008/05/03,,,,,
(주)한도하이테크,060660,2002/12,2002/02/21,2008/05/03,,,,,
(주)한도하이테크,060660,2003/12,2002/02/21,2008/05/03,,,,,
(주)한도하이테크,060660,2004/12,2002/02/21,2008/05/03,,,,,
(주)한도하이테크,060660,2005/12,2002/02/21,2008/05/03,,,,,
(주)한도하이테크,060660,2006/12,2002/02/21,2008/05/03,,,,,
(주)한도하이테크,060660,2007/12,2002/02/21,2008/05/03,,,,,
(주)한독,002390,2000/12,1976/06/30,,,,,,
(주)한독,002390,2001/12,1976/06/30,,,,,,
(주)한독,002390,2002/12,1976/06/30,,,,,,
(주)한독,002390,2003/12,1976/06/30,,,,,,
(주)한독,002390,2004/12,1976/06/30,,,,,,
(주)한독,002390,2005/12,1976/06/30,,,,,,
(주)한독,002390,2006/12,1976/06/30,,,,,,
(주)한독,002390,2007/12,1976/06/30,,,,,,
(주)한독,002390,2008/12,1976/06/30,,,,,,
(주)한독,002390,2009/12,1976/06/30,,,,,,
(주)한독,002390,2010/12,1976/06/30,,,,,,
(주)한라,014790,2000/12,1994/08/12,,743930218,265283094,338358525,18430158,-39692097
(주)한라,014790,2001/12,1994/08/12,,729268028,186071104,361435647,21898082,2239763
(주)한라,014790,2002/12,1994/08/12,,642016103,177726733,537626954,31453183,3249780
(주)한라,014790,2003/12,1994/08/12,,594730969,192654257,730639602,52797987,14506479
(주)한라,014790,2004/12,1994/08/12,,591718612,212333973,775294905,50948813,25391453
(주)한라,014790,2005/12,1994/08/12,,890915448,255781020,893492914,88898353,45145825
(주)한라,014790,2006/12,1994/08/12,,803550267,251082867,884670126,41844333,24451678
(주)한라,014790,2007/12,1994/08/12,,1093194181,269177244,1010010411,59165053,21840231
(주)한라,014790,2008/12,1994/08/12,,3243291166,942729037,3796020697,146272049,72683821
(주)한라,014790,2009/12,1994/08/12,,3480695063,1082397080,4359650264,296619651,143176060
(주)한라,014790,2010/12,1994/08/12,,4072232904,1571305003,5163313598,375009142,190753340
(주)한라홀딩스,060980,2000/12,2010/05/19,,,,,,
(주)한라홀딩스,060980,2001/12,2010/05/19,,,,,,
(주)한라홀딩스,060980,2002/12,2010/05/19,,,,,,
(주)한라홀딩스,060980,2003/12,2010/05/19,,,,,,
(주)한라홀딩스,060980,2004/12,2010/05/19,,,,,,
(주)한라홀딩스,060980,2005/12,2010/05/19,,,,,,
(주)한라홀딩스,060980,2006/12,2010/05/19,,,,,,
(주)한라홀딩스,060980,2007/12,2010/05/19,,1748912119,576136331,2222614684,112181748,118562948
(주)한라홀딩스,060980,2008/12,2010/05/19,,,,,,
(주)한라홀딩스,060980,2009/12,2010/05/19,,2213938475,890880101,2727079930,176836583,109095828
(주)한라홀딩스,060980,2010/12,2010/05/19,,2511597272,1249173507,3623784711,261783944,194689670
(주)한메엔에스,006150,2000/12,1994/08/12,2005/04/08,50466784,-819874,36746601,-4216323,-10071102
(주)한메엔에스,006150,2001/12,1994/08/12,2005/04/08,52510079,2391808,39433746,-3696736,-4210085
(주)한메엔에스,006150,2002/12,1994/08/12,2005/04/08,54046279,-8349150,46247096,-6888442,-10740958
(주)한메엔에스,006150,2003/12,1994/08/12,2005/04/08,48579591,2442700,52574363,-10606009,2825984
(주)한메엔에스,006150,2004/12,1994/08/12,2005/04/08,29857142,-15411114,55728424,-13123486,-19678742
(주)한미글로벌건축사사무소,053690,2002/12,2009/06/23,,,,,,
(주)한미글로벌건축사사무소,053690,2003/12,2009/06/23,,,,,,
(주)한미글로벌건축사사무소,053690,2004/12,2009/06/23,,,,,,
(주)한미글로벌건축사사무소,053690,2005/12,2009/06/23,,,,,,
(주)한미글로벌건축사사무소,053690,2006/12,2009/06/23,,,,,,
(주)한미글로벌건축사사무소,053690,2007/12,2009/06/23,,,,,,
(주)한미글로벌건축사사무소,053690,2008/12,2009/06/23,,,,,,
(주)한미글로벌건축사사무소,053690,2009/12,2009/06/23,,,,,,
(주)한미글로벌건축사사무소,053690,2010/12,2009/06/23,,,,,,
(주)한빛네트,036720,2000/12,2001/11/08,2004/04/08,,,,,
(주)한빛네트,036720,2001/12,2001/11/08,2004/04/08,,,,,
(주)한빛네트,036720,2002/12,2001/11/08,2004/04/08,,,,,
(주)한빛네트,036720,2003/12,2001/11/08,2004/04/08,,,,,
(주)한빛소프트,047080,2000/12,2002/01/10,,,,,,
(주)한빛소프트,047080,2001/12,2002/01/10,,,,,,
(주)한빛소프트,047080,2002/12,2002/01/10,,,,,,
(주)한빛소프트,047080,2003/12,2002/01/10,,,,,,
(주)한빛소프트,047080,2004/12,2002/01/10,,,,,,
(주)한빛소프트,047080,2005/12,2002/01/10,,,,,,
(주)한빛소프트,047080,2006/12,2002/01/10,,,,,,
(주)한빛소프트,047080,2007/12,2002/01/10,,,,,,
(주)한빛소프트,047080,2008/12,2002/01/10,,,,,,
(주)한빛소프트,047080,2009/12,2002/01/10,,,,,,
(주)한빛소프트,047080,2010/12,2002/01/10,,,,,,
(주)한샘,009240,2000/12,2002/07/16,,181695867,66185671,318800971,14253619,6517241
(주)한샘,009240,2001/12,2002/07/16,,176401711,75969922,408027405,18106628,11175652
(주)한샘,009240,2002/12,2002/07/16,,280498147,131696635,527563875,40232771,22577952
(주)한샘,009240,2003/12,2002/07/16,,253771496,137573456,552781341,11328755,9514132
(주)한샘,009240,2004/12,2002/07/16,,252792145,125470338,541817218,6484930,5464439
(주)한샘,009240,2005/12,2002/07/16,,234031628,120066856,424360650,3934685,2064280
(주)한샘,009240,2006/12,2002/07/16,,244834243,123516125,436707976,9407335,9072593
(주)한샘,009240,2007/12,2002/07/16,,283146787,133401352,495358679,17871889,14749810
(주)한샘,009240,2008/12,2002/07/16,,286456150,137062663,504907937,23474352,17290605
(주)한샘,009240,2009/12,2002/07/16,,350176709,148458385,633424542,30575522,21809859
(주)한샘,009240,2010/12,2002/07/16,,307172098,179391744,625158819,36880021,29028433
(주)한섬,020000,2000/12,1996/07/03,,214741330,117216926,153659354,36964648,26663703
(주)한섬,020000,2001/12,1996/07/03,,247611844,152520612,182498048,44527472,35053697
(주)한섬,020000,2002/12,1996/07/03,,316618878,245048605,227804162,59826137,48351219
(주)한섬,020000,2003/12,1996/07/03,,357919838,268919886,271660422,54148050,49746898
(주)한섬,020000,2004/12,1996/07/03,,403685262,314159139,262303686,52478061,43010501
(주)한섬,020000,2005/12,1996/07/03,,455042676,358306771,307169099,59118183,51186668
(주)한섬,020000,2006/12,1996/07/03,,506733458,408028337,317918706,65735430,50958425
(주)한섬,020000,2007/12,1996/07/03,,533433917,475618677,321321407,63276060,46564878
(주)한섬,020000,2008/12,1996/07/03,,558129993,492814650,344655552,46087416,52527194
(주)한섬,020000,2009/12,1996/07/03,,615457293,542228634,393278493,69930284,53860484
(주)한섬,020000,2010/12,1996/07/03,,695879155,606391627,453273836,86318740,74677487
(주)한솔케미칼,014680,2000/12,1989/05/20,,,,,,
(주)한솔케미칼,014680,2001/12,1989/05/20,,312601235,130380097,173511895,13724940,-48373209
(주)한솔케미칼,014680,2002/12,1989/05/20,,296525098,103115809,176131607,-8672552,-22892304
(주)한솔케미칼,014680,2003/12,1989/05/20,,,,,,
(주)한솔케미칼,014680,2004/12,1989/05/20,,,,,,
(주)한솔케미칼,014680,2005/12,1989/05/20,,,,,,
(주)한솔케미칼,014680,2006/12,1989/05/20,,,,,,
(주)한솔케미칼,014680,2007/12,1989/05/20,,199032597,121528632,165967890,9287540,5286916
(주)한솔케미칼,014680,2008/12,1989/05/20,,187578353,108779696,197975955,10031547,3089258
(주)한솔케미칼,014680,2009/12,1989/05/20,,206728208,114901940,203034574,18407769,16964142
(주)한솔케미칼,014680,2010/12,1989/05/20,,259071413,143732860,239252474,20356018,15357215
(주)한솔홈데코,025750,2000/12,2003/11/04,,,,,,
(주)한솔홈데코,025750,2001/12,2003/11/04,,,,,,
(주)한솔홈데코,025750,2002/12,2003/11/04,,,,,,
(주)한솔홈데코,025750,2003/12,2003/11/04,,340605999,158193583,234444209,19588527,12006840
(주)한솔홈데코,025750,2004/12,2003/11/04,,341847561,161918188,232205263,16828350,7604118
(주)한솔홈데코,025750,2005/12,2003/11/04,,277535207,114527128,193796530,929138,-27326105
(주)한솔홈데코,025750,2006/12,2003/11/04,,223816771,69606274,146876388,-5017749,-44600848
(주)한솔홈데코,025750,2007/12,2003/11/04,,240408023,79562994,148658482,1703370,-811876
(주)한솔홈데코,025750,2008/12,2003/11/04,,196067602,78030990,123972019,-2122294,-8532598
(주)한솔홈데코,025750,2009/12,2003/11/04,,193493535,84206720,147065218,7582297,4992466
(주)한솔홈데코,025750,2010/12,2003/11/04,,216160462,90421633,141536307,4281818,6787958
(주)한아시스템,036020,2000/12,1999/12/03,2005/04/02,,,,,
(주)한아시스템,036020,2001/12,1999/12/03,2005/04/02,,,,,
(주)한아시스템,036020,2002/12,1999/12/03,2005/04/02,,,,,
(주)한아시스템,036020,2003/12,1999/12/03,2005/04/02,,,,,
(주)한아시스템,036020,2004/12,1999/12/03,2005/04/02,,,,,
(주)한와이어리스,037020,2000/12,1999/11/16,2011/04/23,,,,,
(주)한와이어리스,037020,2001/12,1999/11/16,2011/04/23,,,,,
(주)한와이어리스,037020,2002/12,1999/11/16,2011/04/23,,,,,
(주)한와이어리스,037020,2003/12,1999/11/16,2011/04/23,,,,,
(주)한와이어리스,037020,2004/12,1999/11/16,2011/04/23,,,,,
(주)한와이어리스,037020,2005/12,1999/11/16,2011/04/23,,,,,
(주)한와이어리스,037020,2006/12,1999/11/16,2011/04/23,,,,,
(주)한와이어리스,037020,2007/12,1999/11/16,2011/04/23,,,,,
(주)한와이어리스,037020,2008/12,1999/11/16,2011/04/23,34837330,22936432,106472138,1302865,-12879497
(주)한와이어리스,037020,2009/12,1999/11/16,2011/04/23,35358405,17827945,8461783,-4584765,-7169122
(주)한와이어리스,037020,2010/12,1999/11/16,2011/04/23,,,,,
(주)한익스프레스,014130,2000/12,1989/07/25,,48621104,4295983,81016473,2710381,-809403
(주)한익스프레스,014130,2001/12,1989/07/25,,,,,,
(주)한익스프레스,014130,2002/12,1989/07/25,,,,,,
(주)한익스프레스,014130,2003/12,1989/07/25,,,,,,
(주)한익스프레스,014130,2004/12,1989/07/25,,42249729,7839672,116385975,3745118,3474505
(주)한익스프레스,014130,2005/12,1989/07/25,,,,,,
(주)한익스프레스,014130,2006/12,1989/07/25,,,,,,
(주)한익스프레스,014130,2007/12,1989/07/25,,,,,,
(주)한익스프레스,014130,2008/12,1989/07/25,,,,,,
(주)한익스프레스,014130,2009/12,1989/07/25,,,,,,
(주)한익스프레스,014130,2010/12,1989/07/25,,,,,,
(주)한일,022610,2000/12,1996/04/15,2004/02/07,,,,,
(주)한일,022610,2001/12,1996/04/15,2004/02/07,30072953,12333889,83619782,4083241,6105201
(주)한일,022610,2002/12,1996/04/15,2004/02/07,,,,,
(주)한일진공,123840,2010/12,2010/10/05,,,,,,
(주)한일합섬,003980,2000/12,1974/01/09,2003/09/24,796344244,210621597,361726472,10452508,259023722
(주)한일합섬,003980,2001/12,1974/01/09,2003/09/24,778259821,195653004,349409207,27777522,-26431538
(주)한일합섬,003980,2002/12,1974/01/09,2003/09/24,672736205,113508562,360982845,26731643,-59624464
(주)한진,002320,2000/12,1974/08/12,,784571016,333725020,718845118,34973877,6808221
(주)한진,002320,2001/12,1974/08/12,,771172016,353420070,678208299,43012464,10063724
(주)한진,002320,2002/12,1974/08/12,,,,,,
(주)한진,002320,2003/12,1974/08/12,,,,,,
(주)한진,002320,2004/12,1974/08/12,,,,,,
(주)한진,002320,2005/12,1974/08/12,,,,,,
(주)한진,002320,2006/12,1974/08/12,,,,,,
(주)한진,002320,2007/12,1974/08/12,,,,,,
(주)한진,002320,2008/12,1974/08/12,,1309402805,644180220,964645871,16675581,-127227149
(주)한진,002320,2009/12,1974/08/12,,1456568228,682710132,1009592702,28207869,5179052
(주)한진,002320,2010/12,1974/08/12,,1634901448,713814302,1211310993,33012971,33967751
(주)한진중공업홀딩스,003480,2000/12,1956/03/03,,3155810118,1028721316,2009801040,148489125,7660745
(주)한진중공업홀딩스,003480,2001/12,1956/03/03,,2888231845,1033150998,1920335065,142170741,9842018
(주)한진중공업홀딩스,003480,2002/12,1956/03/03,,2823360076,1067381727,1748112852,127149812,24183234
(주)한진중공업홀딩스,003480,2003/12,1956/03/03,,3666516000,1050032000,1666445000,92356000,25350000
(주)한진중공업홀딩스,003480,2004/12,1956/03/03,,3466998000,1036471000,2093475000,57229000,37585000
(주)한진중공업홀딩스,003480,2005/12,1956/03/03,,3643936000,1060063000,2372112000,51804000,24355000
(주)한진중공업홀딩스,003480,2006/12,1956/03/03,,4675426000,1138147000,3113096000,124110000,98193000
(주)한진중공업홀딩스,003480,2007/12,1956/03/03,,6797053000,2085282000,3502519000,220745000,84328000
(주)한진중공업홀딩스,003480,2008/12,1956/03/03,,8721022000,2397395000,4219890000,370971000,160534000
(주)한진중공업홀딩스,003480,2009/12,1956/03/03,,8813331000,2292629000,4579176000,284255000,-25085000
(주)한진중공업홀딩스,003480,2010/12,1956/03/03,,8279042000,2250893000,4201506000,234337000,-34834000
(주)한진피앤씨,061460,2001/06,2002/04/11,2017/09/29,,,,,
(주)한진피앤씨,061460,2002/06,2002/04/11,2017/09/29,,,,,
(주)한진피앤씨,061460,2003/06,2002/04/11,2017/09/29,,,,,
(주)한진피앤씨,061460,2004/06,2002/04/11,2017/09/29,,,,,
(주)한진피앤씨,061460,2005/06,2002/04/11,2017/09/29,,,,,
(주)한진피앤씨,061460,2006/06,2002/04/11,2017/09/29,,,,,
(주)한진피앤씨,061460,2007/12,2002/04/11,2017/09/29,,,,,
(주)한진피앤씨,061460,2008/12,2002/04/11,2017/09/29,,,,,
(주)한진피앤씨,061460,2009/12,2002/04/11,2017/09/29,,,,,
(주)한진피앤씨,061460,2010/12,2002/04/11,2017/09/29,,,,,
(주)한진해운,117930,2009/12,2009/12/29,2017/03/07,8762678968,1734718973,1501971773,-120236239,-58881283
(주)한진해운,117930,2010/12,2009/12/29,2017/03/07,9957941863,2326775538,9895624142,647972413,269305001
(주)한창,005110,2000/12,1976/06/01,,212082200,33359512,186465371,-1261403,-4161106
(주)한창,005110,2001/12,1976/06/01,,151633543,12471906,109789166,-16201909,-64011308
(주)한창,005110,2002/12,1976/06/01,,59382657,3474134,76371718,2128522,-4699066
(주)한창,005110,2003/12,1976/06/01,,,,,,
(주)한창,005110,2004/12,1976/06/01,,,,,,
(주)한창,005110,2005/12,1976/06/01,,69614025,43860284,25962646,307964,518963
(주)한창,005110,2006/12,1976/06/01,,,,,,
(주)한창,005110,2007/12,1976/06/01,,,,,,
(주)한창,005110,2008/12,1976/06/01,,,,,,
(주)한창,005110,2009/12,1976/06/01,,,,,,
(주)한창,005110,2010/12,1976/06/01,,,,,,
(주)한창바이오텍,043090,2000/12,2001/10/11,,,,,,
(주)한창바이오텍,043090,2001/12,2001/10/11,,,,,,
(주)한창바이오텍,043090,2002/12,2001/10/11,,,,,,
(주)한창바이오텍,043090,2003/12,2001/10/11,,,,,,
(주)한창바이오텍,043090,2004/12,2001/10/11,,,,,,
(주)한창바이오텍,043090,2005/12,2001/10/11,,,,,,
(주)한창바이오텍,043090,2006/12,2001/10/11,,,,,,
(주)한창바이오텍,043090,2007/12,2001/10/11,,,,,,
(주)한창바이오텍,043090,2008/12,2001/10/11,,,,,,
(주)한창바이오텍,043090,2009/12,2001/10/11,,,,,,
(주)한창바이오텍,043090,2010/12,2001/10/11,,,,,,
(주)한창제지,009460,2000/12,1987/12/23,,,,,,
(주)한창제지,009460,2001/12,1987/12/23,,,,,,
(주)한창제지,009460,2002/12,1987/12/23,,,,,,
(주)한창제지,009460,2003/12,1987/12/23,,,,,,
(주)한창제지,009460,2004/12,1987/12/23,,,,,,
