회사명,거래소코드,회계년도,당기순이익(순손실),매출액(영업수익)(*),영업이익(손실)
(주)에스폴리텍,050760,2004/12,3756737,5108388,2126188
(주)에스폴리텍,050760,2005/12,-448419,8171177,1984758
(주)에스폴리텍,050760,2006/12,-7311729,35702474,-1164220
(주)에스폴리텍,050760,2007/12,-4327280,45291760,-2974781
(주)에스폴리텍,050760,2008/12,-2999492,48578134,-2367761
(주)에스폴리텍,050760,2009/12,3595151,67610339,4121948
(주)에스폴리텍,050760,2010/12,6338353,97669520,5699595
(주)에스피씨삼립,005610,2000/12,-17125599,131344209,2045265
(주)에스피씨삼립,005610,2001/12,385937,115228985,16480898
(주)에스피씨삼립,005610,2002/12,49386925,112580082,1833858
(주)에스피씨삼립,005610,2003/12,9021030,116541269,5344997
(주)에스피씨삼립,005610,2004/12,6471509,126059512,5202779
(주)에스피씨삼립,005610,2005/12,8902876,131906854,8467106
(주)에스피씨삼립,005610,2006/12,9209114,143937967,8629509
(주)에스피씨삼립,005610,2007/12,8040487,159570958,10952237
(주)에스피씨삼립,005610,2008/12,7291641,188514549,11435392
(주)에스피씨삼립,005610,2009/12,6581934,218291192,8954808
(주)에스피씨삼립,005610,2010/12,6415524,269253930,6360650
(주)에스피지,058610,2002/12,3955117,33013187,4757048
(주)에스피지,058610,2003/12,4245547,37394660,5383229
(주)에스피지,058610,2004/12,2669546,38812688,5441897
(주)에스피지,058610,2005/12,2236911,50042144,5565459
(주)에스피지,058610,2006/12,-115325,52699522,2395808
(주)에스피지,058610,2007/12,3238911,62789903,3390598
(주)에스피지,058610,2008/12,9039291,77699024,5657113
(주)에스피지,058610,2009/12,1723009,80885829,5066998
(주)에스피지,058610,2010/12,5546171,105902529,8635459
(주)에스피컴텍,039110,2001/12,10737983,149417519,12624983
(주)에스피컴텍,039110,2002/12,1914701,87515823,3831916
(주)에스피컴텍,039110,2003/12,-3883218,8269667,-3294562
(주)에스피컴텍,039110,2004/12,-4362029,1587968,-3017367
(주)에스피컴텍,039110,2005/12,-1494964,472698,-1318783
(주)에스피코프,048130,2001/12,1612184,8801796,2135585
(주)에스피코프,048130,2002/12,-2792136,3406851,-2188499
(주)에스피코프,048130,2003/12,-14476326,1853462,-6149721
(주)에스피코프,048130,2004/12,-5344805,6586495,-1333247
(주)에스피코프,048130,2005/12,-5750611,5133012,-2799961
(주)에스피코프,048130,2006/12,-6955905,12110524,-5192004
(주)에스피코프,048130,2007/12,-10447791,10570281,-3607068
(주)에스피코프,048130,2008/12,-19579223,1025051,-7080010
(주)에스피코프,048130,2009/12,-9532886,6698658,-1740638
(주)에쎈테크,043340,2001/03,2800539,31496038,4103795
(주)에쎈테크,043340,2002/03,1053667,30403402,1782167
(주)에쎈테크,043340,2003/12,176292,33271145,507805
(주)에쎈테크,043340,2004/12,371417,42054208,1117451
(주)에쎈테크,043340,2005/12,-4854339,43484557,-4444408
(주)에쎈테크,043340,2006/12,1833200,67448857,2543029
(주)에쎈테크,043340,2007/12,989955,74891861,2259579
(주)에쎈테크,043340,2008/12,-5127036,77171338,-2899307
(주)에쎈테크,043340,2009/12,986216,76491521,6225734
(주)에쎈테크,043340,2010/12,1769264,85501219,3589801
(주)에이디모터스,038120,2000/12,2151384,13892966,2191288
(주)에이디모터스,038120,2001/12,-1960778,11538037,-2422992
(주)에이디모터스,038120,2002/12,519767,10142793,-2331491
(주)에이디모터스,038120,2003/12,700744,11098295,473550
(주)에이디모터스,038120,2004/12,307051,12228106,9437
(주)에이디모터스,038120,2005/12,1055852,16596849,1094790
(주)에이디모터스,038120,2006/12,4020336,17728837,-912185
(주)에이디모터스,038120,2007/12,-2305841,15675063,-1477809
(주)에이디모터스,038120,2008/12,-17686288,9936026,-4283615
(주)에이디모터스,038120,2009/12,-10394850,3399212,-2959423
(주)에이디모터스,038120,2010/12,-14519000,5032724,-7072854
(주)에이디칩스,054630,2001/12,940016,10165586,1058737
(주)에이디칩스,054630,2002/12,13543,15335542,-155729
(주)에이디칩스,054630,2003/12,-1461871,15565738,-1569436
(주)에이디칩스,054630,2004/12,-475400,17835478,-875609
(주)에이디칩스,054630,2005/12,-3150377,17470389,-891254
(주)에이디칩스,054630,2006/12,-4544379,12280234,-3011449
(주)에이디칩스,054630,2007/12,-4252476,14926024,-2831701
(주)에이디칩스,054630,2008/12,183433,24012533,-557878
(주)에이디칩스,054630,2009/12,368763,21306550,256846
(주)에이디칩스,054630,2010/12,256210,16312039,-1175915
(주)에이루트,096690,2010/12,5297052,28542745,5820560
(주)에이블씨엔씨,078520,2005/12,4536134,121081247,6157722
(주)에이블씨엔씨,078520,2006/12,-12657454,93703825,-8862792
(주)에이블씨엔씨,078520,2007/12,-1630160,78461534,303156
(주)에이블씨엔씨,078520,2008/12,7976206,101136959,7235376
(주)에이블씨엔씨,078520,2009/12,17829193,181127481,19355025
(주)에이블씨엔씨,078520,2010/12,23772140,243142012,29419525
(주)에이스디지텍,036550,2003/12,6258056,43873741,10075892
(주)에이스디지텍,036550,2004/12,2563151,61128158,6193242
(주)에이스디지텍,036550,2005/12,-19607072,70218719,-9342878
(주)에이스디지텍,036550,2006/12,-32100442,78335965,-20665318
(주)에이스디지텍,036550,2007/12,-17331964,112257663,-10458495
(주)에이스디지텍,036550,2008/12,8204282,343566449,24148032
(주)에이스디지텍,036550,2009/12,16587275,577261307,36424405
(주)에이스디지텍,036550,2010/12,-4239387,582371144,9120174
(주)에이스앤파트너스,032930,2000/12,10253388,101474998,8777308
(주)에이스앤파트너스,032930,2001/12,1720543,80536611,1959541
(주)에이스앤파트너스,032930,2002/12,1619006,115362447,6221025
(주)에이스앤파트너스,032930,2003/12,3882840,148857603,7734352
(주)에이스앤파트너스,032930,2004/12,7578768,166353083,10997257
(주)에이스앤파트너스,032930,2005/12,9113078,153909752,3425380
(주)에이스앤파트너스,032930,2006/12,1994583,103217204,1676062
(주)에이스앤파트너스,032930,2007/12,1729288,88524817,-2252806
(주)에이스앤파트너스,032930,2008/12,13937467,104207730,3324821
(주)에이스앤파트너스,032930,2009/12,928264,95923456,-1556432
(주)에이스앤파트너스,032930,2010/12,-5946025,18894363,-1091335
(주)에이스일렉트로닉스,038690,2000/12,1640282,9836314,2297667
(주)에이스일렉트로닉스,038690,2001/12,831003,8203339,656366
(주)에이스일렉트로닉스,038690,2002/12,510366,8940842,622217
(주)에이스일렉트로닉스,038690,2003/12,-356429,10590771,437773
(주)에이스일렉트로닉스,038690,2004/12,1591288,14744970,1176549
(주)에이스일렉트로닉스,038690,2005/12,831097,14259524,820043
(주)에이스일렉트로닉스,038690,2006/12,956121,20551971,1121759
(주)에이스일렉트로닉스,038690,2007/12,1216491,26937097,503870
(주)에이스일렉트로닉스,038690,2008/12,-60665610,25484148,-1975963
(주)에이스일렉트로닉스,038690,2009/12,-11847127,19587351,-5459058
(주)에이스침대,003800,2000/12,6933851,87005320,11452822
(주)에이스침대,003800,2001/12,7493700,88380373,11913780
(주)에이스침대,003800,2002/12,10122954,100337947,14762534
(주)에이스침대,003800,2003/12,11904298,115848280,16488844
(주)에이스침대,003800,2004/12,9606571,113216892,11787398
(주)에이스침대,003800,2005/12,12846237,115497121,15486722
(주)에이스침대,003800,2006/12,13252804,122410306,16419259
(주)에이스침대,003800,2007/12,15415220,129320925,20618088
(주)에이스침대,003800,2008/12,17406712,142760239,21812812
(주)에이스침대,003800,2009/12,23013656,161947824,29310114
(주)에이스침대,003800,2010/12,30507823,169137925,36090948
(주)에이스테크놀로지,088800,2006/12,8213029,60599862,10202355
(주)에이스테크놀로지,088800,2007/12,10270221,68870877,10973288
(주)에이스테크놀로지,088800,2008/12,10224172,67344967,7689332
(주)에이스테크놀로지,088800,2009/12,4475243,66938808,3424387
(주)에이스테크놀로지,088800,2010/12,-685055,129625271,988968
(주)에이엔피,015260,2000/12,1959623,30313408,2641959
(주)에이엔피,015260,2001/12,-7536130,32983055,134538
(주)에이엔피,015260,2002/12,-5948754,29763977,-1872859
(주)에이엔피,015260,2003/12,-8881032,31675716,-618881
(주)에이엔피,015260,2004/12,-10447359,42868303,2010503
(주)에이엔피,015260,2005/12,1454269,44045936,2863761
(주)에이엔피,015260,2006/12,-6077422,43355737,-2685595
(주)에이엔피,015260,2007/12,-6504423,48991258,-1012918
(주)에이엔피,015260,2008/12,-1598022,60709822,508460
(주)에이엔피,015260,2009/12,-1081560,102689263,2270825
(주)에이엔피,015260,2010/12,327419,100091412,2402725
(주)에이엠에스,044770,2000/12,1413752,10856306,819552
(주)에이엠에스,044770,2001/12,1428767,23813399,1738473
(주)에이엠에스,044770,2002/12,800665,35171069,1573570
(주)에이엠에스,044770,2003/12,-9756895,16841993,-5835411
(주)에이엠에스,044770,2004/12,-12080403,19476716,-4986065
(주)에이엠에스,044770,2005/12,-21546375,20169948,-2978102
(주)에이엠에스,044770,2006/12,-11940929,18406568,-3194258
(주)에이엠에스,044770,2007/12,-11943948,25689187,126125
(주)에이엠에스,044770,2008/12,-27564401,15128771,-4430383
(주)에이원마이크로,037380,2000/12,1588954,48010217,1204827
(주)에이원마이크로,037380,2001/12,2236732,47599327,2620929
(주)에이원마이크로,037380,2002/12,-1208911,31126278,-1929957
(주)에이원마이크로,037380,2003/12,-488213,42262976,-842060
(주)에이원마이크로,037380,2004/12,1492932,50027447,787072
(주)에이원마이크로,037380,2005/12,-1505028,31691199,-2137762
(주)에이원마이크로,037380,2006/12,-24904594,12397677,-6780069
(주)에이원마이크로,037380,2007/12,-5749359,3457478,-6610138
(주)에이원마이크로,037380,2008/12,-13905900,2611422,-7627135
(주)에이원마이크로,037380,2009/12,-6750752,3888171,-3577032
(주)에이원마이크로,037380,2010/12,-7959736,22595025,-4282221
(주)에이제이에스,013340,2000/12,-4651856,17984871,-999908
(주)에이제이에스,013340,2001/12,-2306495,15068201,-1227003
(주)에이제이에스,013340,2002/12,-105662,27028638,1807714
(주)에이제이에스,013340,2003/12,810874,21461595,1343799
(주)에이제이에스,013340,2004/12,2586254,23507707,1780225
(주)에이제이에스,013340,2005/12,1449524,27549939,2274411
(주)에이제이에스,013340,2006/12,2093600,31595302,2836977
(주)에이제이에스,013340,2007/12,1874037,32182933,3060425
(주)에이제이에스,013340,2008/12,-491190,38008545,3457448
(주)에이제이에스,013340,2009/12,-4488430,50153347,-1198552
(주)에이제이에스,013340,2010/12,2326690,56832795,4455643
(주)에이치비이에너지,017300,2000/12,10605855,692429520,47356982
(주)에이치비이에너지,017300,2001/12,-800635493,299930887,-564053222
(주)에이치비이에너지,017300,2002/12,-257908175,13956825,-34694112
(주)에이치비이에너지,017300,2003/12,723306084,22156277,-22025352
(주)에이치비이에너지,017300,2004/12,-22782775,3328054,-9226673
(주)에이치비이에너지,017300,2005/12,-13242229,6507295,-6069259
(주)에이치비이에너지,017300,2006/12,-11278999,8321696,-6461304
(주)에이치비이에너지,017300,2007/12,-11574537,5867000,-8758368
(주)에이치비이에너지,017300,2008/12,-32882665,5700790,-6447151
(주)에이치비이에너지,017300,2009/12,-50398171,872476,-6632524
(주)에이치비테크놀러지,078150,2004/12,4039176,65797074,6022651
(주)에이치비테크놀러지,078150,2005/12,364750,45303610,1728572
(주)에이치비테크놀러지,078150,2006/12,-2091315,43114209,-486433
(주)에이치비테크놀러지,078150,2007/12,-5198090,38468620,341925
(주)에이치비테크놀러지,078150,2008/12,-31958547,55996634,-2190983
(주)에이치비테크놀러지,078150,2009/12,1030250,34074569,3863648
(주)에이치비테크놀러지,078150,2010/12,320523,60868485,9241997
(주)에이치알에스,036640,2000/06,3520774,27039441,4488419
(주)에이치알에스,036640,2001/06,3369918,30568404,4538919
(주)에이치알에스,036640,2002/06,3462301,30855890,4514321
(주)에이치알에스,036640,2003/06,4406237,30379629,5678793
(주)에이치알에스,036640,2004/06,4849464,32281826,5242482
(주)에이치알에스,036640,2005/12,2449469,34769011,2996960
(주)에이치알에스,036640,2006/12,5149815,40107859,6168340
(주)에이치알에스,036640,2007/12,3079253,35762485,1119614
(주)에이치알에스,036640,2008/12,1268783,39959728,2152311
(주)에이치알에스,036640,2009/12,2887454,48372067,2960115
(주)에이치알에스,036640,2010/12,7029366,61168523,8542653
(주)에이치원바이오,052310,2001/12,505337,8407153,625866
(주)에이치원바이오,052310,2002/12,-1918105,6016214,-2358797
(주)에이치원바이오,052310,2003/12,-3438695,1736052,-2431242
(주)에이치원바이오,052310,2004/12,141500,3334006,-205104
(주)에이치원바이오,052310,2005/12,-2294241,3609086,-1747987
(주)에이치원바이오,052310,2006/12,-9020436,4386264,-6834966
(주)에이치원바이오,052310,2007/12,-21439516,3647668,-3997835
(주)에이치원바이오,052310,2008/12,-37247105,8265547,-2156092
(주)에이치케이,044780,2000/12,1451725,20376840,2358851
(주)에이치케이,044780,2001/12,220654,17607393,59401
(주)에이치케이,044780,2002/12,-2517780,19947255,-1900347
(주)에이치케이,044780,2003/12,164544,28228874,1157304
(주)에이치케이,044780,2004/12,416718,32349344,780652
(주)에이치케이,044780,2005/12,1902301,37703714,3371079
(주)에이치케이,044780,2006/12,3850707,40671849,5071830
(주)에이치케이,044780,2007/12,2280526,42644874,2820509
(주)에이치케이,044780,2008/12,-3412706,40504113,941650
(주)에이치케이,044780,2009/12,-4679734,24180921,-2948951
(주)에이치케이,044780,2010/12,971253,45736592,1112332
(주)에이텍,045660,2001/12,2734451,51133453,3332714
(주)에이텍,045660,2002/12,352104,56612251,505645
(주)에이텍,045660,2003/12,2169774,72488784,3188965
(주)에이텍,045660,2004/12,1007255,83353184,1890237
(주)에이텍,045660,2005/12,3436574,105399064,4664975
(주)에이텍,045660,2006/12,2509839,90637051,2229296
(주)에이텍,045660,2007/12,-479240,59118346,-839942
(주)에이텍,045660,2008/12,3399945,64838214,2980152
(주)에이텍,045660,2009/12,5996316,95093527,6475416
(주)에이텍,045660,2010/12,5222966,94083372,3646288
(주)에이프로젠,007460,2000/12,414503,34101157,2065829
(주)에이프로젠,007460,2001/12,1494176,34687008,1700278
(주)에이프로젠,007460,2002/12,2490724,32787980,1534209
(주)에이프로젠,007460,2003/12,2242152,36933021,2187995
(주)에이프로젠,007460,2004/12,2190919,43243727,2958475
(주)에이프로젠,007460,2005/12,4304433,58757095,4501635
(주)에이프로젠,007460,2006/12,6911926,55102584,5030734
(주)에이프로젠,007460,2007/12,6663897,67661760,4200976
(주)에이프로젠,007460,2008/12,10023472,122119674,11057324
(주)에이프로젠,007460,2009/12,4397799,150681090,11981660
(주)에이프로젠,007460,2010/12,-13632123,114441971,368697
(주)에이프로젠헬스케어앤게임즈,109960,2009/12,2284505,25949366,1537044
(주)에이프로젠헬스케어앤게임즈,109960,2010/12,503752,33448655,415276
(주)에이프로테크놀로지,045470,2000/12,324429,3237726,5078
(주)에이프로테크놀로지,045470,2001/12,-253177,2574925,-986218
(주)에이프로테크놀로지,045470,2002/12,206666,4113261,159002
(주)에이프로테크놀로지,045470,2003/12,604773,6018506,478387
(주)에이프로테크놀로지,045470,2004/12,1299729,11475925,1053751
(주)에이프로테크놀로지,045470,2005/12,457678,9861138,-823684
(주)에이프로테크놀로지,045470,2006/12,-7523901,5931983,-3449475
(주)에이프로테크놀로지,045470,2007/12,-53653009,4026825,-2622912
(주)에이프로테크놀로지,045470,2008/12,-22078006,1527765,-2826850
(주)에이프로테크놀로지,045470,2009/12,953414,36246133,2990084
(주)에이프로테크놀로지,045470,2010/12,-3922208,37413287,1540760
(주)에임하이글로벌,043580,2001/12,1738084,36115426,3064994
(주)에임하이글로벌,043580,2002/12,1536680,47836964,2348231
(주)에임하이글로벌,043580,2003/12,-5945107,49902937,-3098060
(주)에임하이글로벌,043580,2004/12,-1214250,66534323,-2447929
(주)에임하이글로벌,043580,2005/12,-6865164,50280369,-4919417
(주)에임하이글로벌,043580,2006/12,-14540605,60128200,-10185981
(주)에임하이글로벌,043580,2007/12,-16522567,25556219,-9071803
(주)에임하이글로벌,043580,2008/12,-13986388,3012022,-5284970
(주)에임하이글로벌,043580,2009/12,-5918617,7275322,-3240508
(주)에임하이글로벌,043580,2010/12,-2848039,13059583,255488
(주)에코솔루션,052510,2001/12,552562,5928614,439042
(주)에코솔루션,052510,2002/12,236775,8562143,148484
(주)에코솔루션,052510,2003/12,222076,10208508,375455
(주)에코솔루션,052510,2004/12,-1032463,18430595,-1444918
(주)에코솔루션,052510,2005/12,246192,21801913,444315
(주)에코솔루션,052510,2006/12,69088,28031208,984473
(주)에코솔루션,052510,2007/12,-19869173,29090858,-3567031
(주)에코솔루션,052510,2008/12,-5124925,34000587,-4735488
(주)에코솔루션,052510,2009/12,-32718397,57228163,-711142
(주)에코솔루션,052510,2010/12,-6097597,40656735,-6838792
(주)에코페트로시스템,042870,2000/12,3621913,40177274,4202728
(주)에코페트로시스템,042870,2001/12,-2176788,21133681,-3206560
(주)에코페트로시스템,042870,2002/12,-12462286,14479128,-8728461
(주)에코페트로시스템,042870,2003/12,-23832403,12995147,-6055020
(주)에코페트로시스템,042870,2004/12,-9268569,8075209,-6217219
(주)에코페트로시스템,042870,2005/12,-10292039,3051441,-5466703
(주)에코페트로시스템,042870,2006/12,-9164370,8753049,-5580710
(주)에코페트로시스템,042870,2007/12,-10496170,4230779,-8819458
(주)에코페트로시스템,042870,2008/12,-30659306,5166674,-6922377
(주)에코페트로시스템,042870,2009/12,-15719890,4422311,-6817433
(주)에코페트로시스템,042870,2010/12,-33459878,4397764,-7849092
(주)에코프로,086520,2007/12,3604777,26486938,4700579
(주)에코프로,086520,2008/12,991980,29055432,3200749
(주)에코프로,086520,2009/12,1377552,34949665,2498730
(주)에코프로,086520,2010/12,2064870,55246537,3569493
(주)에프아이투어,047370,2001/12,1198351,20978482,1874943
(주)에프아이투어,047370,2002/12,-8341875,12026343,-7805069
(주)에프아이투어,047370,2003/12,-4990864,11245970,-4013530
(주)에프아이투어,047370,2004/12,-8760120,6205398,-8234910
(주)에프아이투어,047370,2005/12,-5876517,11842609,-1973562
(주)에프아이투어,047370,2006/12,-3392689,16529750,-1443319
(주)에프아이투어,047370,2007/12,-9284990,8837881,-4587352
(주)에프아이투어,047370,2008/12,-19598156,14608877,-346148
(주)에프알텍,073540,2007/12,-222777,11127412,-857875
(주)에프알텍,073540,2008/12,1241384,18941340,361406
(주)에프알텍,073540,2009/12,669930,26540500,328661
(주)에프알텍,073540,2010/12,1105713,28797334,1299462
(주)에프앤리퍼블릭,064090,2002/12,1097822,18671199,1550232
(주)에프앤리퍼블릭,064090,2003/12,1215663,21300274,1225885
(주)에프앤리퍼블릭,064090,2004/12,1746467,25011514,1748588
(주)에프앤리퍼블릭,064090,2005/12,1583813,28458852,1916778
(주)에프앤리퍼블릭,064090,2006/12,-16054176,35510350,3032395
(주)에프앤리퍼블릭,064090,2007/12,-34508868,30761788,-1510585
(주)에프앤리퍼블릭,064090,2008/12,-3902680,30134688,1161610
(주)에프앤리퍼블릭,064090,2009/12,-3226852,21732632,729833
(주)에프앤리퍼블릭,064090,2010/12,-3785505,23395458,239835
(주)에프앤에프홀딩스,007700,2000/06,21623829,124713600,15895215
(주)에프앤에프홀딩스,007700,2001/12,11789062,148484329,24801673
(주)에프앤에프홀딩스,007700,2002/12,16203347,177438832,27860772
(주)에프앤에프홀딩스,007700,2003/12,6033552,187727708,14041773
(주)에프앤에프홀딩스,007700,2004/12,1791665,198193004,9988590
(주)에프앤에프홀딩스,007700,2005/12,13799256,226173685,20173903
(주)에프앤에프홀딩스,007700,2006/12,15662910,213420575,22992119
(주)에프앤에프홀딩스,007700,2007/12,12997026,202113580,18245964
(주)에프앤에프홀딩스,007700,2008/12,8187796,190367522,15874347
(주)에프앤에프홀딩스,007700,2009/12,15705569,184997015,17880283
(주)에프앤에프홀딩스,007700,2010/12,27503118,207112788,22650029
(주)에프에스티,036810,2000/12,894525,13413586,1749782
(주)에프에스티,036810,2001/12,-1420262,14774152,-1296098
(주)에프에스티,036810,2002/12,-1919199,12525550,492914
(주)에프에스티,036810,2003/12,1159264,21042786,1888862
(주)에프에스티,036810,2004/12,1218851,29941445,2861324
(주)에프에스티,036810,2005/12,-434429,34241219,1227217
(주)에프에스티,036810,2006/12,1358486,45605317,3168007
(주)에프에스티,036810,2007/12,5249301,53518030,4623722
(주)에프에스티,036810,2008/12,-6013023,37709559,-1028174
(주)에프에스티,036810,2009/12,2645834,24831055,1590374
(주)에프에스티,036810,2010/12,4978559,41379004,5343654
(주)에프티이앤이,065160,2002/12,1084993,14082224,1302181
(주)에프티이앤이,065160,2003/12,1533392,19163992,1843153
(주)에프티이앤이,065160,2004/12,979796,19200146,1265923
(주)에프티이앤이,065160,2005/12,1669652,41533777,1607094
(주)에프티이앤이,065160,2006/12,-21766811,39097243,60805
(주)에프티이앤이,065160,2007/12,-6749015,41968750,-26604
(주)에프티이앤이,065160,2008/12,-48202787,78033886,-244290
(주)에프티이앤이,065160,2009/12,-6249227,48677501,-6479816
(주)에프티이앤이,065160,2010/12,-12289395,32865020,-9409963
(주)에피밸리,068630,2005/12,4500644,154999214,8821125
(주)에피밸리,068630,2006/12,8535410,178421871,12535322
(주)에피밸리,068630,2007/12,-8935685,100204559,-7817097
(주)에피밸리,068630,2008/12,-57760788,137001942,-543495
(주)에피밸리,068630,2009/12,-25285255,93115878,-3632354
(주)에피밸리,068630,2010/12,-49207280,98812995,-13998122
(주)엑사이엔씨,054940,2001/12,1446160,21108105,1484357
(주)엑사이엔씨,054940,2002/12,2418364,36312418,3387333
(주)엑사이엔씨,054940,2003/12,1913170,37819849,2318462
(주)엑사이엔씨,054940,2004/12,-14582936,62124327,3045884
(주)엑사이엔씨,054940,2005/12,2815337,96625949,4548182
(주)엑사이엔씨,054940,2006/12,-7904458,49236814,379988
(주)엑사이엔씨,054940,2007/12,-12193454,52170485,358234
(주)엑사이엔씨,054940,2008/12,-20397424,68729464,-5925552
(주)엑사이엔씨,054940,2009/12,1785666,71003585,1059880
(주)엑사이엔씨,054940,2010/12,231843,109104115,3774845
(주)엑스로드,074140,2006/12,1893769,20770572,2061337
(주)엑스로드,074140,2007/12,-2581334,92617966,720646
(주)엑스로드,074140,2008/12,-39898399,53270553,-18108069
(주)엑스로드,074140,2009/12,-16619587,10569629,-10363687
(주)엑스씨이,081500,2006/12,1142078,10528483,796954
(주)엑스씨이,081500,2007/12,-1177144,6461050,-1306254
(주)엑스씨이,081500,2008/12,-28818861,4130682,-1956690
(주)엑큐리스,048460,2000/12,613587,22285865,868164
(주)엑큐리스,048460,2001/12,1156337,26952096,905593
(주)엑큐리스,048460,2002/12,-1799781,31213376,1547379
(주)엑큐리스,048460,2003/12,424051,33255112,1406797
(주)엑큐리스,048460,2004/12,2109843,57095821,3846770
(주)엑큐리스,048460,2005/12,-24633102,72657540,-12223427
(주)엑큐리스,048460,2006/12,-3873324,72919601,-3095631
(주)엑큐리스,048460,2007/12,-3281880,66301575,-615606
(주)엑큐리스,048460,2008/12,269009,75241651,2128398
(주)엑큐리스,048460,2009/12,-3033788,106776504,1721594
(주)엑큐리스,048460,2010/12,-13223928,91330303,-11830055
(주)엔스퍼트,098400,2008/12,260986,4269957,-1106990
(주)엔스퍼트,098400,2009/12,-1510520,4599095,-2080843
(주)엔스퍼트,098400,2010/12,-20491622,37464956,-14426991
(주)엔씨소프트,036570,2000/12,24201247,58234030,29386224
(주)엔씨소프트,036570,2001/12,11668614,124735958,16919542
(주)엔씨소프트,036570,2002/12,53113016,154820236,77115166
(주)엔씨소프트,036570,2003/12,31666723,166537413,55250155
(주)엔씨소프트,036570,2004/12,77718453,246893805,108951986
(주)엔씨소프트,036570,2005/12,66677579,232804494,72021001
(주)엔씨소프트,036570,2006/12,38051971,227456445,51846592
(주)엔씨소프트,036570,2007/12,45047398,222555105,46881300
(주)엔씨소프트,036570,2008/12,27312291,240222142,45579572
(주)엔씨소프트,036570,2009/12,182506438,452520705,199549688
(주)엔씨소프트,036570,2010/12,173803923,514656784,250725866
(주)엔아이스틸,008260,2000/12,-10658341,15469640,-2609089
(주)엔아이스틸,008260,2001/12,13873328,19903400,-1095031
(주)엔아이스틸,008260,2002/12,2616422,34512814,2523450
(주)엔아이스틸,008260,2003/12,3326043,42867156,3276043
(주)엔아이스틸,008260,2004/12,6432297,69549095,6138710
(주)엔아이스틸,008260,2005/12,1411289,66220615,1409332
(주)엔아이스틸,008260,2006/12,2762979,57350453,2724544
(주)엔아이스틸,008260,2007/12,3586715,80974324,5493349
(주)엔아이스틸,008260,2008/12,1072923,108222000,16232755
(주)엔아이스틸,008260,2009/12,1116025,83885380,4555949
(주)엔아이스틸,008260,2010/12,8022731,93411365,11715510
(주)엔에스브이,095300,2009/12,4405427,37153338,6012019
(주)엔에스브이,095300,2010/12,-1677287,22136424,-1731570
(주)엔에스아이,053250,2001/12,911927,18334196,1070945
(주)엔에스아이,053250,2002/12,-537620,20210436,577600
(주)엔에스아이,053250,2003/12,-12340101,23109892,-3321042
(주)엔에스아이,053250,2004/12,-4894323,1804361,-4464875
(주)엔에스엔,031860,2000/12,5344469,117355010,7693752
(주)엔에스엔,031860,2001/12,-20735558,33136473,-7858413
(주)엔에스엔,031860,2002/12,-5501203,32309073,-4114052
(주)엔에스엔,031860,2003/12,-3224888,15667890,-251412
(주)엔에스엔,031860,2004/12,-4607866,19325899,136901
(주)엔에스엔,031860,2005/12,-11268948,17783841,-3145808
(주)엔에스엔,031860,2006/12,-16465949,7879072,-5178286
(주)엔에스엔,031860,2007/12,-6535350,9264857,-4570722
(주)엔에스엔,031860,2008/12,-10755583,4087631,-5113330
(주)엔에스엔,031860,2009/12,2966113,7218829,-2630182
(주)엔에스엔,031860,2010/12,-2444664,13941946,2471324
(주)엔에이치엔벅스,104200,2009/12,6051169,31729302,5625846
(주)엔에이치엔벅스,104200,2010/12,11412883,44313085,5590944
(주)엔이능률,053290,2002/12,2165941,16387679,2857882
(주)엔이능률,053290,2003/12,3260433,20732954,4710473
(주)엔이능률,053290,2004/12,3521398,22502186,4409514
(주)엔이능률,053290,2005/12,3208872,23407468,3508661
(주)엔이능률,053290,2006/12,872297,27637560,542216
(주)엔이능률,053290,2007/12,3426179,32465700,4732672
(주)엔이능률,053290,2008/12,578716,37646604,4368757
(주)엔이능률,053290,2009/12,3951212,43929890,4515154
(주)엔이능률,053290,2010/12,3415395,45184689,3772763
(주)엔케이,085310,2008/12,11999220,223173229,24741360
(주)엔케이,085310,2009/12,-12953626,171392876,17416249
(주)엔케이,085310,2010/12,4570123,187168466,9677639
(주)엔케이바이오,019260,2000/12,723677,27548032,2183521
(주)엔케이바이오,019260,2001/12,-5353442,16002751,53231
(주)엔케이바이오,019260,2002/12,-2353924,14329026,263380
(주)엔케이바이오,019260,2003/12,224862,16748004,435316
(주)엔케이바이오,019260,2004/12,-5872901,20603142,-596437
(주)엔케이바이오,019260,2005/12,-17114507,21785298,-98570
(주)엔케이바이오,019260,2006/12,-9757188,23165452,-1168629
(주)엔케이바이오,019260,2007/12,-18565192,25332495,-13310255
(주)엔케이바이오,019260,2008/12,-8535442,13527391,-9344186
(주)엔케이바이오,019260,2009/12,-13313535,4132030,-8779201
(주)엔케이바이오,019260,2010/12,-12155366,5175927,-6844081
(주)엔터기술,068420,2003/12,8684859,39369073,11164872
(주)엔터기술,068420,2004/12,13326954,65241731,20186745
(주)엔터기술,068420,2005/12,10855166,72490253,14266741
(주)엔터기술,068420,2006/12,-7115710,52024533,-5793563
(주)엔터기술,068420,2007/12,6873612,43572590,5289688
(주)엔터기술,068420,2008/12,-35530007,50374031,-15662992
(주)엔터기술,068420,2009/12,-5128896,37936410,261129
(주)엔터기술,068420,2010/12,-14966168,21732506,-7536563
(주)엔텔스,069410,2007/12,958406,29600141,970725
(주)엔텔스,069410,2008/12,-3867918,22391414,-3634947
(주)엔텔스,069410,2009/12,-3672008,20426101,-763808
