회사명,거래소코드,회계년도,당기순이익(순손실),매출액(영업수익)(*),영업이익(손실)
(주)케이씨씨,002380,2002/12,154321495,1662717949,224937660
(주)케이씨씨,002380,2003/12,193910822,1724521111,233585318
(주)케이씨씨,002380,2004/12,130630109,1862799634,116739742
(주)케이씨씨,002380,2005/12,178059826,1869809191,147803497
(주)케이씨씨,002380,2006/12,196042548,1908683775,159950446
(주)케이씨씨,002380,2007/12,203072325,2097580325,163343517
(주)케이씨씨,002380,2008/12,187262120,2488127752,160727565
(주)케이씨씨,002380,2009/12,360848350,2680096605,284442665
(주)케이씨씨,002380,2010/12,326642611,2830515059,198927691
(주)케이씨씨건설,021320,2001/12,23276823,348104250,31194124
(주)케이씨씨건설,021320,2002/12,23529727,354337971,31318755
(주)케이씨씨건설,021320,2003/12,24983005,447291589,36105683
(주)케이씨씨건설,021320,2004/12,26794430,528132371,38072201
(주)케이씨씨건설,021320,2005/12,47494725,614605814,60918311
(주)케이씨씨건설,021320,2006/12,52211474,713732070,61522544
(주)케이씨씨건설,021320,2007/12,48835878,639762234,54807135
(주)케이씨씨건설,021320,2008/12,28274100,907888252,39878823
(주)케이씨씨건설,021320,2009/12,56134793,1528947769,65033226
(주)케이씨씨건설,021320,2010/12,47583944,1295122901,98339877
(주)케이씨아이,036670,2001/12,1351756,7284503,1546048
(주)케이씨아이,036670,2002/12,2049735,10019302,2463994
(주)케이씨아이,036670,2003/12,1463902,9106427,1777440
(주)케이씨아이,036670,2004/12,1781016,10625491,2471667
(주)케이씨아이,036670,2005/12,1809374,11449586,2194909
(주)케이씨아이,036670,2006/12,1772935,13756960,2135804
(주)케이씨아이,036670,2007/12,2743388,17863297,3109822
(주)케이씨아이,036670,2008/12,4210022,22478788,4251126
(주)케이씨아이,036670,2009/12,3183228,24674185,3314560
(주)케이씨아이,036670,2010/12,2623192,28766034,3083450
(주)케이씨에스,115500,2010/12,678896,16517050,-63245
(주)케이씨오에너지,011400,2000/12,-724039,45834275,1205690
(주)케이씨오에너지,011400,2001/12,1263309,63811608,3922637
(주)케이씨오에너지,011400,2002/12,3731172,75482200,5029423
(주)케이씨오에너지,011400,2003/12,1442958,66062812,3050708
(주)케이씨오에너지,011400,2004/12,778397,71839697,1170830
(주)케이씨오에너지,011400,2005/12,-4278974,67133579,-276883
(주)케이씨오에너지,011400,2006/12,-2317151,64196375,-1315438
(주)케이씨오에너지,011400,2007/12,-41061922,50989087,-4618429
(주)케이씨오에너지,011400,2008/12,-7837182,53752546,-3073682
(주)케이씨오에너지,011400,2009/12,-33551662,58972266,-1666799
(주)케이씨티,089150,2006/12,6947651,69907757,9432648
(주)케이씨티,089150,2007/12,4866539,56105631,5340216
(주)케이씨티,089150,2008/12,3408158,54370625,1910255
(주)케이씨티,089150,2009/12,1411003,34764282,968829
(주)케이씨티,089150,2010/12,2993985,33140444,1272160
(주)케이씨티시,009070,2000/12,811906,116472907,1766064
(주)케이씨티시,009070,2001/12,1510008,115508850,2928612
(주)케이씨티시,009070,2002/12,1217924,118269669,5673331
(주)케이씨티시,009070,2003/12,2148930,115070569,3600501
(주)케이씨티시,009070,2004/12,3793579,126634495,3262314
(주)케이씨티시,009070,2005/12,2858217,138340465,3411783
(주)케이씨티시,009070,2006/12,1247157,137356692,195548
(주)케이씨티시,009070,2007/12,14505280,147147439,548423
(주)케이씨티시,009070,2008/12,4663218,173201511,5435351
(주)케이씨티시,009070,2009/12,3087535,167412004,3202717
(주)케이씨티시,009070,2010/12,1646518,156747150,-534038
(주)케이씨피드,025880,2000/12,1020269,50025625,1585768
(주)케이씨피드,025880,2001/12,1702728,59899911,2581273
(주)케이씨피드,025880,2002/12,2738117,63088778,3731515
(주)케이씨피드,025880,2003/12,2001947,59442128,2621220
(주)케이씨피드,025880,2004/12,2163691,71417865,1082085
(주)케이씨피드,025880,2005/12,3309873,59640878,4160240
(주)케이씨피드,025880,2006/12,3194267,58055196,3796311
(주)케이씨피드,025880,2007/12,1965794,63701382,1974372
(주)케이씨피드,025880,2008/12,1642826,86852029,4796932
(주)케이씨피드,025880,2009/12,4594343,86667753,3876943
(주)케이씨피드,025880,2010/12,3031465,76755317,2165697
(주)케이에스리소스,066340,2003/12,1487860,32216983,1559792
(주)케이에스리소스,066340,2004/12,244284,26307806,340402
(주)케이에스리소스,066340,2005/12,-4891585,27873121,-3081127
(주)케이에스리소스,066340,2006/12,-14788894,20118690,-2903963
(주)케이에스리소스,066340,2007/12,-15791391,3418078,-6439426
(주)케이에스리소스,066340,2008/12,4501703,3964219,-4895785
(주)케이에스리소스,066340,2009/12,-7459013,6854420,-3467534
(주)케이에스리소스,066340,2010/12,-65904933,5676067,-2102044
(주)케이에스에스해운,044450,2007/12,6864796,77542301,11524053
(주)케이에스에스해운,044450,2008/12,-19596095,102211810,12892056
(주)케이에스에스해운,044450,2009/12,16408731,105927071,10959906
(주)케이에스에스해운,044450,2010/12,8695954,105529185,17468727
(주)케이에스피,073010,2004/12,2894949,14752365,3490476
(주)케이에스피,073010,2005/12,4275938,20594835,4934532
(주)케이에스피,073010,2006/12,5873365,30602804,6561416
(주)케이에스피,073010,2007/12,-549262,46162696,-953359
(주)케이에스피,073010,2008/12,-36213648,67067439,1423508
(주)케이에스피,073010,2009/12,18088805,50171474,8375883
(주)케이에스피,073010,2010/12,2414139,36052948,3946621
(주)케이에이치바텍,060720,2002/12,13710320,57793313,16464425
(주)케이에이치바텍,060720,2003/12,20043768,91876610,23397216
(주)케이에이치바텍,060720,2004/12,14389213,101608518,16931318
(주)케이에이치바텍,060720,2005/12,1307385,83341905,-94417
(주)케이에이치바텍,060720,2006/12,-2600823,122349513,-2428365
(주)케이에이치바텍,060720,2007/12,-3617807,156975242,4514143
(주)케이에이치바텍,060720,2008/12,29970293,199592602,22639416
(주)케이에이치바텍,060720,2009/12,58289177,470977452,77119399
(주)케이에이치바텍,060720,2010/12,12979235,303637827,28904139
(주)케이에이치필룩스,033180,2001/12,2872532,43889689,2453367
(주)케이에이치필룩스,033180,2002/12,551285,41579058,1331983
(주)케이에이치필룩스,033180,2003/12,1619459,40337997,1812716
(주)케이에이치필룩스,033180,2004/12,1779588,42460598,1436439
(주)케이에이치필룩스,033180,2005/12,2208022,40822019,1899921
(주)케이에이치필룩스,033180,2006/12,930274,33526264,202610
(주)케이에이치필룩스,033180,2007/12,1028160,31505384,897230
(주)케이에이치필룩스,033180,2008/12,1605168,35414783,1323949
(주)케이에이치필룩스,033180,2009/12,2381778,36547415,1266075
(주)케이에이치필룩스,033180,2010/12,3398345,40139755,1815076
(주)케이엑스하이텍,052900,2005/12,1054087,31933743,587855
(주)케이엑스하이텍,052900,2006/12,1524367,39982066,1246393
(주)케이엑스하이텍,052900,2007/12,2334069,42648936,3040120
(주)케이엑스하이텍,052900,2008/12,-737520,47617791,1707538
(주)케이엑스하이텍,052900,2009/12,1912286,38397168,545308
(주)케이엑스하이텍,052900,2010/12,1984279,71739234,2639689
(주)케이엔더블유,105330,2009/12,8445691,58381082,10233829
(주)케이엔더블유,105330,2010/12,4133080,54224554,4001123
(주)케이엔씨,018590,2000/12,192874,75967070,3725195
(주)케이엔씨,018590,2001/12,-19051150,42224496,-9903680
(주)케이엔씨,018590,2002/12,-10748126,34171231,-9815805
(주)케이엔씨글로벌,068150,2003/12,1138726,9056564,529684
(주)케이엔씨글로벌,068150,2004/12,-1990252,10026866,-685137
(주)케이엔씨글로벌,068150,2005/12,-2686582,9734896,-1965287
(주)케이엔씨글로벌,068150,2006/12,-2969573,8967104,-2510200
(주)케이엔씨글로벌,068150,2007/12,-4589887,9293352,-3657464
(주)케이엔씨글로벌,068150,2008/12,-7368806,6166628,-5666577
(주)케이엔씨글로벌,068150,2009/12,-12964142,3620921,-6186576
(주)케이엔씨글로벌,068150,2010/12,-19557654,5789730,-5604931
(주)케이엔엔,058400,2010/12,7576789,50002626,7813032
(주)케이엔티,036590,2001/12,-645385,3738875,-326607
(주)케이엔티,036590,2002/12,-1658020,3623920,-2191915
(주)케이엔티,036590,2003/12,-3731435,7375296,-3268798
(주)케이엔티,036590,2004/12,-22165166,16839661,-5701226
(주)케이엘넷,039420,2002/12,2096081,26444370,2612660
(주)케이엘넷,039420,2003/12,-4263168,20438254,609940
(주)케이엘넷,039420,2004/12,1042873,18264070,1184856
(주)케이엘넷,039420,2005/12,-886245,18378961,1963490
(주)케이엘넷,039420,2006/12,1887268,24338549,2455401
(주)케이엘넷,039420,2007/12,1976509,26708527,870327
(주)케이엘넷,039420,2008/12,1615774,31115047,965765
(주)케이엘넷,039420,2009/12,2716430,31300459,1100154
(주)케이엘넷,039420,2010/12,389459,30811219,47412
(주)케이엠,083550,2005/12,4507299,55584036,6185374
(주)케이엠,083550,2006/12,4570167,67004996,5823339
(주)케이엠,083550,2007/12,-2451619,39208618,-2289594
(주)케이엠,083550,2008/12,2197451,42352300,1146239
(주)케이엠,083550,2009/12,4098194,57924532,5362524
(주)케이엠,083550,2010/12,7578767,74120830,8612030
(주)케이엠더블유,032500,2000/12,1026764,175312697,492855
(주)케이엠더블유,032500,2001/12,-8247762,87631714,-2355538
(주)케이엠더블유,032500,2002/12,-17186309,75204090,2837558
(주)케이엠더블유,032500,2003/12,-4503457,52536424,335586
(주)케이엠더블유,032500,2004/12,315374,53639683,303924
(주)케이엠더블유,032500,2005/12,-4440013,45748776,-3976105
(주)케이엠더블유,032500,2006/12,16034500,97265961,14829708
(주)케이엠더블유,032500,2007/12,26926094,126989881,25588382
(주)케이엠더블유,032500,2008/12,-13861216,118925031,20714987
(주)케이엠더블유,032500,2009/12,-6446765,79268839,724941
(주)케이엠더블유,032500,2010/12,-1473686,118543604,7650733
(주)케이이씨,092220,2006/12,-17322954,86962442,-13376349
(주)케이이씨,092220,2007/12,2654410,288467591,2847081
(주)케이이씨,092220,2008/12,-1490346,287494253,1103210
(주)케이이씨,092220,2009/12,-18482095,306166648,1735825
(주)케이이씨,092220,2010/12,-49762327,345277348,416324
(주)케이지모빌리언스,046440,2004/12,4417852,29107579,4640550
(주)케이지모빌리언스,046440,2005/12,2875113,30178831,2760648
(주)케이지모빌리언스,046440,2006/12,4300554,39058898,5734781
(주)케이지모빌리언스,046440,2007/12,1978255,51564485,6266163
(주)케이지모빌리언스,046440,2008/12,-2161448,57302386,2227326
(주)케이지모빌리언스,046440,2009/12,4098956,66145506,6814733
(주)케이지모빌리언스,046440,2010/12,7633411,75594662,10022464
(주)케이지이니시스,035600,2002/12,3428152,33920064,2606704
(주)케이지이니시스,035600,2003/12,-4446354,26320191,-7794008
(주)케이지이니시스,035600,2004/12,-3974674,34568716,-8450423
(주)케이지이니시스,035600,2005/12,19744814,44846456,1634203
(주)케이지이니시스,035600,2006/12,2838359,56299303,1744076
(주)케이지이니시스,035600,2007/12,4057625,78191431,1897624
(주)케이지이니시스,035600,2008/12,12861763,105551259,6319683
(주)케이지이니시스,035600,2009/12,12479581,130001225,7114093
(주)케이지이니시스,035600,2010/12,6989506,159852110,10058575
(주)케이티,030200,2000/12,1010126092,10322156607,946743886
(주)케이티,030200,2001/12,1087210713,11518262301,1455141129
(주)케이티,030200,2002/12,1963816584,11708839423,1794060425
(주)케이티,030200,2003/12,830066000,11574549000,1243144000
(주)케이티,030200,2004/12,1255522000,11850819000,2127119000
(주)케이티,030200,2005/12,998303000,11877272000,1659883000
(주)케이티,030200,2006/12,1233449000,11772070000,1737139000
(주)케이티,030200,2007/12,957623000,11936382000,1433722000
(주)케이티,030200,2008/12,449810000,11784835000,1113389000
(주)케이티,030200,2009/12,516533000,15906174000,611550000
(주)케이티,030200,2010/12,1171866000,20233516000,2053297000
(주)케이티서브마린,060370,2002/12,5158473,28668675,7545501
(주)케이티서브마린,060370,2003/12,4184278,23151011,2302994
(주)케이티서브마린,060370,2004/12,-1301191,25174729,-3810649
(주)케이티서브마린,060370,2005/12,-2913653,30357182,-3351222
(주)케이티서브마린,060370,2006/12,-6768534,37181218,-7298843
(주)케이티서브마린,060370,2007/12,10167624,33236405,-5661913
(주)케이티서브마린,060370,2008/12,761432,79042359,9109085
(주)케이티서브마린,060370,2009/12,8525627,58577917,7054871
(주)케이티서브마린,060370,2010/12,3900069,70506919,3396485
(주)케이티씨에스,058850,2010/12,15184060,353933051,18472903
(주)케이티씨텔레콤,055810,2003/12,2878779,60259509,5422897
(주)케이티씨텔레콤,055810,2004/12,-2335512,77699029,-2524469
(주)케이티아이에스,058860,2010/12,17186035,349114151,22810386
(주)케이티알파,036030,2000/12,942878,86893284,-6490715
(주)케이티알파,036030,2001/12,-12303902,68811131,-19662466
(주)케이티알파,036030,2002/12,-15620051,40499267,-12286064
(주)케이티알파,036030,2003/12,-17832523,36571575,-3983383
(주)케이티알파,036030,2004/12,-25465844,61513802,-22630460
(주)케이티알파,036030,2005/12,-6582800,106114223,-7038597
(주)케이티알파,036030,2006/12,334489,120854017,-4007793
(주)케이티알파,036030,2007/12,3867632,122889846,2007525
(주)케이티알파,036030,2008/12,7672151,137708187,5234178
(주)케이티알파,036030,2009/12,9594862,133851679,317847
(주)케이티알파,036030,2010/12,-2739382,149845155,-7168310
(주)케이티앤지,033780,2000/12,270401038,1705003083,425945734
(주)케이티앤지,033780,2001/12,333844564,1701401362,449216314
(주)케이티앤지,033780,2002/12,347444074,1806918050,527058780
(주)케이티앤지,033780,2003/12,459700817,2178876006,711457198
(주)케이티앤지,033780,2004/12,472299655,2653384827,1021575815
(주)케이티앤지,033780,2005/12,515924644,2209292432,676929041
(주)케이티앤지,033780,2006/12,649678195,2262679645,713729303
(주)케이티앤지,033780,2007/12,661193096,2412688859,814401099
(주)케이티앤지,033780,2008/12,894290228,2644656403,975323861
(주)케이티앤지,033780,2009/12,744942360,2776403230,1000235489
(주)케이티앤지,033780,2010/12,931126723,2499931396,857131934
(주)케이티프리텔,032390,2000/12,115956790,2780254146,250492622
(주)케이티프리텔,032390,2001/12,433027245,4494611358,745501062
(주)케이티프리텔,032390,2002/12,532163290,5353072721,844190771
(주)케이티프리텔,032390,2003/12,407426361,5076344574,781775451
(주)케이티프리텔,032390,2004/12,283901499,5830817799,528987084
(주)케이티프리텔,032390,2005/12,547002922,6051789071,824795936
(주)케이티프리텔,032390,2006/12,411701705,6507350339,668746700
(주)케이티프리텔,032390,2007/12,244144261,7293321416,440900393
(주)케이티프리텔,032390,2008/12,164579141,8346219955,454381168
(주)케이프,064820,2007/12,11655465,29579592,9939384
(주)케이프,064820,2008/12,-4395267,34135750,7048076
(주)케이프,064820,2009/12,8340758,41130515,8207557
(주)케이프,064820,2010/12,927520,28256228,4540128
(주)케이피에프,024880,2000/12,-2385796,52882848,340773
(주)케이피에프,024880,2001/12,2815952,54837323,3296639
(주)케이피에프,024880,2002/12,2784287,55803460,3319121
(주)케이피에프,024880,2003/12,3140054,66071616,3480673
(주)케이피에프,024880,2004/12,5878010,87189869,6461637
(주)케이피에프,024880,2005/12,5914293,97968882,6989406
(주)케이피에프,024880,2006/12,6833780,99175699,3022434
(주)케이피에프,024880,2007/12,5741131,117541175,4712591
(주)케이피에프,024880,2008/12,12812132,156901956,14596070
(주)케이피에프,024880,2009/12,9293886,134904562,9518736
(주)케이피에프,024880,2010/12,15086682,185368821,9736939
(주)케이피엠테크,042040,2003/12,890473,27154215,1639847
(주)케이피엠테크,042040,2004/12,1593101,34531106,2586104
(주)케이피엠테크,042040,2005/12,531256,31124746,1217269
(주)케이피엠테크,042040,2006/12,-528769,40482055,1480953
(주)케이피엠테크,042040,2007/12,-177822,42260949,1241098
(주)케이피엠테크,042040,2008/12,210372,45794340,1742235
(주)케이피엠테크,042040,2009/12,1515915,50528222,4594818
(주)케이피엠테크,042040,2010/12,1571989,73988877,4070059
(주)케이피케미칼,064420,2002/12,30202788,1080310159,50244826
(주)케이피케미칼,064420,2003/12,6937751,1115173315,30584029
(주)케이피케미칼,064420,2004/12,69168179,1512795602,123233826
(주)케이피케미칼,064420,2005/12,64904643,1529666310,75986624
(주)케이피케미칼,064420,2006/12,4061609,1628207336,-16842491
(주)케이피케미칼,064420,2007/12,37233911,1961973684,46181808
(주)케이피케미칼,064420,2008/12,-3502820,2094155161,-9102639
(주)케이피케미칼,064420,2009/12,163932123,2107186810,157927209
(주)케이피케미칼,064420,2010/12,180940581,2427685574,151301430
(주)케이피티유,054410,2002/12,1907537,10888065,1026498
(주)케이피티유,054410,2003/12,334934,12498027,88314
(주)케이피티유,054410,2004/12,1458568,15474791,672311
(주)케이피티유,054410,2005/12,-2029070,16946857,265212
(주)케이피티유,054410,2006/12,2144825,14932584,123303
(주)케이피티유,054410,2007/12,823281,16935634,219172
(주)케이피티유,054410,2008/12,4126643,30552845,377870
(주)케이피티유,054410,2009/12,1055142,23862687,208049
(주)케이피티유,054410,2010/12,4182453,26630383,1085936
(주)켐트로닉스,089010,2007/12,4836739,120937569,5660118
(주)켐트로닉스,089010,2008/12,-12885876,142978397,1510220
(주)켐트로닉스,089010,2009/12,5725117,184412540,7812993
(주)켐트로닉스,089010,2010/12,5036631,196633238,12952680
(주)코닉스,017210,2000/12,1454340,14715464,1592183
(주)코닉스,017210,2001/12,-2096872,12184817,-2281914
(주)코다코,046070,2000/12,1868635,20178184,1879838
(주)코다코,046070,2001/12,2275576,24664012,3016088
(주)코다코,046070,2002/12,2322095,28396273,2327590
(주)코다코,046070,2003/12,1881498,33151094,2502614
(주)코다코,046070,2004/12,3400141,50698050,3149000
(주)코다코,046070,2005/12,3795040,65048104,3601373
(주)코다코,046070,2006/12,789042,74485251,2075495
(주)코다코,046070,2007/12,1867871,82185623,4419406
(주)코다코,046070,2008/12,-16972147,82152632,898105
(주)코다코,046070,2009/12,-13311845,66649761,-4520407
(주)코다코,046070,2010/12,1102797,148458883,8886029
(주)코데즈컴바인,047770,2001/12,1202314,5073777,1021556
(주)코데즈컴바인,047770,2002/12,399321,5022084,367852
(주)코데즈컴바인,047770,2003/12,199260,3893035,408081
(주)코데즈컴바인,047770,2004/12,331212,4614256,-159260
(주)코데즈컴바인,047770,2005/12,-1189638,7387488,-1685339
(주)코데즈컴바인,047770,2006/12,-4797300,4779666,-4750568
(주)코데즈컴바인,047770,2007/12,-3845835,6059289,-3775967
(주)코데즈컴바인,047770,2008/12,-3922728,122875572,2559383
(주)코데즈컴바인,047770,2009/12,5974686,143887921,13858166
(주)코데즈컴바인,047770,2010/12,8631343,178825015,16239883
(주)코디,080530,2010/12,6427891,30709895,8057807
(주)코레스,008340,2000/12,486655,32852247,1840268
(주)코레스,008340,2001/12,306357,33539342,1349933
(주)코레스,008340,2002/12,412811,37148948,1734200
(주)코레스,008340,2003/12,301010,36521956,1121774
(주)코레스,008340,2004/12,109560,33200696,1147594
(주)코레스,008340,2005/12,-609827,41576805,1531785
(주)코레스,008340,2006/12,-4867428,69211662,643481
(주)코레스,008340,2007/12,631330,85837246,3235311
(주)코레스,008340,2008/12,-8710232,82659035,-2191332
(주)코레스,008340,2009/12,-15901386,82001246,-12794683
(주)코리아나화장품,027050,2000/12,22724778,306086360,32812278
(주)코리아나화장품,027050,2001/12,23875507,343588747,34499701
(주)코리아나화장품,027050,2002/12,4666795,294979671,10112366
(주)코리아나화장품,027050,2003/12,-31938073,172615774,-15189219
(주)코리아나화장품,027050,2004/12,-14498222,151319616,-9436852
(주)코리아나화장품,027050,2005/12,1713088,126437789,936913
(주)코리아나화장품,027050,2006/12,-15621670,119046059,-12610528
(주)코리아나화장품,027050,2007/12,-14333197,117846236,-13735147
(주)코리아나화장품,027050,2008/12,5035010,122106801,2363248
(주)코리아나화장품,027050,2009/12,-9735363,111532336,-6300960
(주)코리아나화장품,027050,2010/12,-2615772,105146772,499040
(주)코리아링크,037410,2000/12,4246925,64194692,8118339
(주)코리아링크,037410,2001/12,3178403,93359333,5818870
(주)코리아링크,037410,2002/12,-41151468,78818616,-28999785
(주)코리아써키트,007810,2000/12,14651695,253019905,7045766
(주)코리아써키트,007810,2001/12,7325903,204340526,7394467
(주)코리아써키트,007810,2002/12,980119,146125669,5675769
(주)코리아써키트,007810,2003/12,6137486,116243829,5531423
(주)코리아써키트,007810,2004/12,22694210,160288984,12252471
(주)코리아써키트,007810,2005/12,16046675,181512398,7424786
(주)코리아써키트,007810,2006/12,-10259349,179821721,-16726662
(주)코리아써키트,007810,2007/12,-6659525,196009564,-15322243
(주)코리아써키트,007810,2008/12,783626,220684197,-3411345
(주)코리아써키트,007810,2009/12,3168182,214221247,-3210568
(주)코리아써키트,007810,2010/12,6195572,244141878,-2989795
(주)코리아에스이,101670,2008/12,3742746,17466498,3384498
(주)코리아에스이,101670,2009/12,4909109,19094424,4542531
(주)코리아에스이,101670,2010/12,3683002,23380742,3097220
(주)코맥스,036690,2000/12,3755280,58651709,4034436
(주)코맥스,036690,2001/12,4296416,79333883,5804889
(주)코맥스,036690,2002/12,4221426,93837270,5486431
(주)코맥스,036690,2003/12,4569466,96249294,4817757
(주)코맥스,036690,2004/12,4841417,109446949,4014440
(주)코맥스,036690,2005/12,3243117,82989389,4100302
(주)코맥스,036690,2006/12,2683756,81026278,2799307
(주)코맥스,036690,2007/12,2590186,83195981,4327080
(주)코맥스,036690,2008/12,-35528847,95300965,9482674
(주)코맥스,036690,2009/12,-1932417,90160249,8095042
(주)코맥스,036690,2010/12,1949271,90781358,7549706
(주)코메론,049430,2001/12,5081643,22427014,6053626
(주)코메론,049430,2002/12,4865476,22711343,5335736
(주)코메론,049430,2003/12,4100681,24174810,4410282
(주)코메론,049430,2004/12,3226485,27445960,4155097
(주)코메론,049430,2005/12,4378043,30245702,7734476
(주)코메론,049430,2006/12,3173742,29076714,5566853
(주)코메론,049430,2007/12,4333154,28580952,5200909
(주)코메론,049430,2008/12,1056545,39056456,5947345
(주)코메론,049430,2009/12,5249161,34013016,7567341
(주)코메론,049430,2010/12,6619639,41925924,8238489
(주)코미팜,041960,2001/12,3010610,13103966,4093162
(주)코미팜,041960,2002/12,1765601,13205139,1975875
(주)코미팜,041960,2003/12,1574031,12855877,2020586
(주)코미팜,041960,2004/12,318686,11540621,336759
(주)코미팜,041960,2005/12,-1752485,11614871,-1531662
(주)코미팜,041960,2006/12,-982629,11652771,-2611548
(주)코미팜,041960,2007/12,-981600,12082675,-1849577
(주)코미팜,041960,2008/12,-964443,12012051,-3393622
(주)코미팜,041960,2009/12,-3145741,16002022,-3946130
(주)코미팜,041960,2010/12,553279,18173231,1617308
(주)코세스,089890,2006/12,1778868,20351969,2225696
(주)코세스,089890,2007/12,1273272,21497871,1606516
(주)코세스,089890,2008/12,-642102,13490718,-635098
(주)코세스,089890,2009/12,-2381304,8732750,-2906167
(주)코세스,089890,2010/12,946035,31856213,1735804
(주)코센,009730,2000/12,-679243,28277145,759410
(주)코센,009730,2001/12,-37085928,31137696,-2014499
(주)코센,009730,2002/12,811349,32070138,201844
(주)코센,009730,2003/12,-2208551,34743552,-150922
(주)코센,009730,2004/12,-1148621,37095645,1480854
(주)코센,009730,2005/12,-1296784,37822104,-381959
(주)코센,009730,2006/12,972482,46337301,1596609
(주)코센,009730,2007/12,1193238,71327673,1824067
(주)코센,009730,2008/12,-3770198,69632533,-3552197
(주)코센,009730,2009/12,-7128256,65943568,-6066644
(주)코센,009730,2010/12,191346,78150339,584014
(주)코스나인,082660,2005/12,5383828,106132827,6022712
(주)코스나인,082660,2006/12,-5884913,98210202,-4273105
(주)코스나인,082660,2007/12,-19609845,87878219,-15447353
(주)코스나인,082660,2008/12,7806016,100175207,6317040
(주)코스나인,082660,2009/12,4407701,104158204,11331931
(주)코스나인,082660,2010/12,-2082406,56724467,-482381
(주)코스모스피엘씨,053170,2002/12,535485,5127085,517995
(주)코스모스피엘씨,053170,2003/12,-3996931,1651295,-3424221
(주)코스모스피엘씨,053170,2004/12,-1842585,3167873,-1898592
(주)코스모스피엘씨,053170,2005/12,-11218449,4027398,-1198491
(주)코스모스피엘씨,053170,2006/12,-36578349,3448125,-3868632
(주)코스모스피엘씨,053170,2007/12,-13537263,977048,-4890934
(주)코스모스피엘씨,053170,2008/12,-31490678,3226170,-2582542
(주)코스온,069110,2003/12,-520300,11559046,-152284
(주)코스온,069110,2004/12,472994,14582116,366415
(주)코스온,069110,2005/12,-642977,12470039,-315406
(주)코스온,069110,2006/12,-3377233,6835213,-3269986
(주)코스온,069110,2007/12,-3936640,5312566,-3411278
(주)코스온,069110,2008/12,-3372034,3892449,-3193326
(주)코스온,069110,2009/12,-2253213,5863382,-2476751
(주)코스온,069110,2010/12,-2115336,10791240,-2268574
(주)코아스,071950,2005/12,5193729,78309137,6745213
(주)코아스,071950,2006/12,3619785,76828265,4647040
(주)코아스,071950,2007/12,910972,89990193,1069136
(주)코아스,071950,2008/12,-7623678,78297617,-6061963
(주)코아스,071950,2009/12,1118032,68880064,1988969
(주)코아스,071950,2010/12,2584331,80336724,4545983
(주)코아시아,045970,2000/12,813784,11618578,836101
(주)코아시아,045970,2001/12,106187,13338868,-220431
(주)코아시아,045970,2002/12,-13582869,10251247,-2565560
(주)코아시아,045970,2003/12,-2607426,10689726,-1357164
(주)코아시아,045970,2004/12,-1027276,10115379,-1361264
(주)코아시아,045970,2005/12,-42197696,3296592,-704359
(주)코아시아,045970,2006/12,851430,6836648,4918247
(주)코아시아,045970,2007/12,4685912,11665208,5659422
(주)코아시아,045970,2008/12,-45807756,7125833,-45583215
(주)코아시아,045970,2009/12,17660850,18419565,12847381
(주)코아시아,045970,2010/12,4466133,6072785,4201927
(주)코아에스앤아이,052350,2001/12,529738,4087444,759716
(주)코아에스앤아이,052350,2002/12,591292,4438411,845048
(주)코아에스앤아이,052350,2003/12,-1424379,5017532,-1585692
(주)코아에스앤아이,052350,2004/12,-907111,8025359,-206035
(주)코아에스앤아이,052350,2005/12,1060117,13064373,770261
(주)코아에스앤아이,052350,2006/12,-25663375,3717046,-7241990
(주)코아에스앤아이,052350,2007/12,-6822637,5037642,-6071011
(주)코아에스앤아이,052350,2008/12,-7008151,10201730,-2428531
(주)코아에스앤아이,052350,2009/12,-4582231,11713422,-1730003
(주)코아에스앤아이,052350,2010/12,-8976128,9597008,-3752992
(주)코아정보시스템,039990,2000/12,1332306,14885783,1659415
(주)코아정보시스템,039990,2001/12,-183194,17000470,-401064
(주)코아정보시스템,039990,2002/12,-17207245,27010884,-2052117
(주)코아정보시스템,039990,2003/12,-6186672,31782808,-1212223
(주)코아정보시스템,039990,2004/12,2673208,33096321,1190924
(주)코아정보시스템,039990,2005/12,1961272,33599898,1288918
(주)코아정보시스템,039990,2006/12,-409369,39744964,-806999
(주)코아정보시스템,039990,2007/12,-17582673,22583289,-5851229
(주)코아정보시스템,039990,2008/12,-32010408,5066330,-6590163
(주)코어비트,056850,2001/12,4717941,17442342,6154016
(주)코어비트,056850,2002/12,-1108557,18466573,-2315459
(주)코어비트,056850,2003/12,-3772575,19735149,-3126893
(주)코어비트,056850,2004/12,-8296221,30479373,-4528417
(주)코어비트,056850,2005/12,-20459170,18362043,-13172264
(주)코어비트,056850,2006/12,-6229573,18686831,-3400190
(주)코어비트,056850,2007/12,-10503390,6373476,-4042672
(주)코어비트,056850,2008/12,-11770774,3268622,-2637346
(주)코어비트,056850,2009/12,-56362558,4559553,-6049274
(주)코엔텍,029960,2004/12,6482870,31976666,9881610
(주)코엔텍,029960,2005/12,7298432,31492628,10174932
(주)코엔텍,029960,2006/12,4765363,27338927,6947333
(주)코엔텍,029960,2007/12,4011105,24842072,5183288
(주)코엔텍,029960,2008/12,2326180,24226832,2446420
(주)코엔텍,029960,2009/12,232708,22043271,-222007
(주)코엔텍,029960,2010/12,2214696,22715592,1892682
(주)코오롱,002020,2000/12,5334803,1228869633,130131830
(주)코오롱,002020,2001/12,32144217,1299122828,95454011
(주)코오롱,002020,2002/12,27459956,1226953829,110064588
