,회사명,거래소코드,회계년도,자산,자본
0,(주)CMG제약,58820,2011/12,27305198.0,18034249.0
1,(주)CMG제약,58820,2012/12,57108035.0,31590685.0
2,(주)CMG제약,58820,2013/12,55912563.0,48997281.0
3,(주)CMG제약,58820,2014/12,58068326.0,49002644.0
4,(주)CMG제약,58820,2015/12,56532821.0,46806888.0
5,(주)CMG제약,58820,2016/12,110979867.0,101107635.0
6,(주)CMG제약,58820,2017/12,109568153.0,97944019.0
7,(주)CMG제약,58820,2018/12,114379880.0,103981846.0
8,(주)CMG제약,58820,2019/12,192243166.0,180158283.0
9,(주)CMG제약,58820,2020/12,195355583.0,181131004.0
10,(주)DB하이텍,990,2011/12,1199043869.0,308061688.0
11,(주)DB하이텍,990,2012/12,1157755031.0,290893335.0
12,(주)DB하이텍,990,2013/12,1058391832.0,204756748.0
13,(주)DB하이텍,990,2014/12,984876636.0,120702734.0
14,(주)DB하이텍,990,2015/12,984643712.0,254057491.0
15,(주)DB하이텍,990,2016/12,986788572.0,341917315.0
16,(주)DB하이텍,990,2017/12,993950720.0,455797946.0
17,(주)DB하이텍,990,2018/12,1066533840.0,558391531.0
18,(주)DB하이텍,990,2019/12,1088889810.0,644650730.0
19,(주)DB하이텍,990,2020/12,1178581197.0,794584513.0
20,(주)ES큐브,50120,2011/12,55477032.0,39245830.0
21,(주)ES큐브,50120,2012/12,46281660.0,39859681.0
22,(주)ES큐브,50120,2013/12,47137573.0,42372440.0
23,(주)ES큐브,50120,2014/12,56611836.0,49628091.0
24,(주)ES큐브,50120,2015/12,55620280.0,49654460.0
25,(주)ES큐브,50120,2016/12,105164626.0,71696122.0
26,(주)ES큐브,50120,2017/12,105892131.0,72816880.0
27,(주)ES큐브,50120,2018/12,112430896.0,70748607.0
28,(주)ES큐브,50120,2019/12,463958680.0,74038512.0
29,(주)ES큐브,50120,2020/12,714889745.0,69497819.0
30,(주)HJ중공업,97230,2011/12,7036680000.0,1866848000.0
31,(주)HJ중공업,97230,2012/12,6585093000.0,1715516000.0
32,(주)HJ중공업,97230,2013/12,6683379000.0,1638998000.0
33,(주)HJ중공업,97230,2014/12,6470284000.0,1573076000.0
34,(주)HJ중공업,97230,2015/12,5914637000.0,1368589000.0
35,(주)HJ중공업,97230,2016/12,5256464000.0,895183000.0
36,(주)HJ중공업,97230,2017/12,4206655000.0,577198000.0
37,(주)HJ중공업,97230,2018/12,2733620000.0,-708186000.0
38,(주)HJ중공업,97230,2019/12,2470222000.0,244994000.0
39,(주)HJ중공업,97230,2020/12,2193855000.0,320003000.0
40,(주)MH에탄올,23150,2011/12,134206851.0,42667338.0
41,(주)MH에탄올,23150,2012/12,134385813.0,39678259.0
42,(주)MH에탄올,23150,2013/12,129697936.0,45885523.0
43,(주)MH에탄올,23150,2014/12,85534839.0,52788681.0
44,(주)MH에탄올,23150,2015/12,78996052.0,57884347.0
45,(주)MH에탄올,23150,2016/12,72339673.0,63581883.0
46,(주)MH에탄올,23150,2017/12,500180086.0,106837344.0
47,(주)MH에탄올,23150,2018/12,440177523.0,91585473.0
48,(주)MH에탄올,23150,2019/12,451474451.0,79389077.0
49,(주)MH에탄올,23150,2020/12,449679366.0,80425495.0
50,(주)SH에너지화학,2360,2011/12,104710740.0,65242326.0
51,(주)SH에너지화학,2360,2012/12,103690070.0,64881202.0
52,(주)SH에너지화학,2360,2013/12,110488951.0,69599141.0
53,(주)SH에너지화학,2360,2014/12,110741407.0,84237197.0
54,(주)SH에너지화학,2360,2015/12,115520726.0,91646221.0
55,(주)SH에너지화학,2360,2016/12,124488724.0,104088887.0
56,(주)SH에너지화학,2360,2017/12,125312154.0,107693472.0
57,(주)SH에너지화학,2360,2018/12,122434685.0,105390892.0
58,(주)SH에너지화학,2360,2019/12,123415832.0,98999976.0
59,(주)SH에너지화학,2360,2020/12,117356594.0,90008391.0
60,(주)SIMPAC,9160,2011/12,310879328.0,168941269.0
61,(주)SIMPAC,9160,2012/12,318665505.0,187860952.0
62,(주)SIMPAC,9160,2013/12,361985890.0,208831047.0
63,(주)SIMPAC,9160,2014/12,381939281.0,219125252.0
64,(주)SIMPAC,9160,2015/12,422833445.0,232007841.0
65,(주)SIMPAC,9160,2016/12,417865468.0,240416530.0
66,(주)SIMPAC,9160,2017/12,381158251.0,240826100.0
67,(주)SIMPAC,9160,2018/12,681750819.0,435032869.0
68,(주)SIMPAC,9160,2019/12,679145850.0,441195485.0
69,(주)SIMPAC,9160,2020/12,737277692.0,463986165.0
70,(주)SNT에너지,100840,2011/12,276511841.0,160595865.0
71,(주)SNT에너지,100840,2012/12,292802033.0,183306309.0
72,(주)SNT에너지,100840,2013/12,311675279.0,198164671.0
73,(주)SNT에너지,100840,2014/12,304511816.0,207712504.0
74,(주)SNT에너지,100840,2015/12,316196096.0,231399939.0
75,(주)SNT에너지,100840,2016/12,348042346.0,229799567.0
76,(주)SNT에너지,100840,2017/12,300266693.0,233817326.0
77,(주)SNT에너지,100840,2018/12,280991534.0,231276490.0
78,(주)SNT에너지,100840,2019/12,333897235.0,244954910.0
79,(주)SNT에너지,100840,2020/12,335351657.0,235772710.0
80,(주)SNT홀딩스,36530,2011/12,2124828265.0,1311007481.0
81,(주)SNT홀딩스,36530,2012/12,2074903906.0,1318022867.0
82,(주)SNT홀딩스,36530,2013/12,2149176237.0,1374365240.0
83,(주)SNT홀딩스,36530,2014/12,2039388864.0,1356040938.0
84,(주)SNT홀딩스,36530,2015/12,2169311305.0,1529249091.0
85,(주)SNT홀딩스,36530,2016/12,2210178425.0,1530892611.0
86,(주)SNT홀딩스,36530,2017/12,2146174938.0,1519293154.0
87,(주)SNT홀딩스,36530,2018/12,2113834573.0,1503275496.0
88,(주)SNT홀딩스,36530,2019/12,2236679025.0,1625933047.0
89,(주)SNT홀딩스,36530,2020/12,2270485740.0,1617529065.0
90,(주)STX,11810,2011/12,5234175000.0,1915942000.0
91,(주)STX,11810,2012/12,5067029000.0,1506639000.0
92,(주)STX,11810,2013/12,1342520000.0,-509663000.0
93,(주)STX,11810,2014/12,1255002000.0,93662000.0
94,(주)STX,11810,2015/12,1267224000.0,72342000.0
95,(주)STX,11810,2016/12,707709000.0,-330596000.0
96,(주)STX,11810,2017/12,627542000.0,42560000.0
97,(주)STX,11810,2018/12,554061000.0,64028000.0
98,(주)STX,11810,2019/12,560107000.0,56291000.0
99,(주)STX,11810,2020/12,617563000.0,81729000.0
100,(주)TCC스틸,2710,2011/12,454329510.0,225441968.0
101,(주)TCC스틸,2710,2012/12,547013976.0,225998781.0
102,(주)TCC스틸,2710,2013/12,543708595.0,205738102.0
103,(주)TCC스틸,2710,2014/12,551000563.0,189038004.0
104,(주)TCC스틸,2710,2015/12,376394571.0,86012476.0
105,(주)TCC스틸,2710,2016/12,282914735.0,103337634.0
106,(주)TCC스틸,2710,2017/12,278692540.0,100915803.0
107,(주)TCC스틸,2710,2018/12,304781579.0,112246210.0
108,(주)TCC스틸,2710,2019/12,314210087.0,116843135.0
109,(주)TCC스틸,2710,2020/12,306758932.0,121130879.0
110,(주)가비아,79940,2011/12,64954440.0,48665742.0
111,(주)가비아,79940,2012/12,85244515.0,58945247.0
112,(주)가비아,79940,2013/12,91231294.0,68600227.0
113,(주)가비아,79940,2014/12,98544072.0,75509702.0
114,(주)가비아,79940,2015/12,105081568.0,84096148.0
115,(주)가비아,79940,2016/12,125796754.0,95951841.0
116,(주)가비아,79940,2017/12,133382584.0,99896520.0
117,(주)가비아,79940,2018/12,151440505.0,114187490.0
118,(주)가비아,79940,2019/12,199916131.0,134959139.0
119,(주)가비아,79940,2020/12,260025259.0,173203629.0
120,(주)가온칩스,399720,2018/12,,
121,(주)가온칩스,399720,2019/12,,
122,(주)가온칩스,399720,2020/12,25531855.0,10874663.0
123,(주)강스템바이오텍,217730,2013/12,,
124,(주)강스템바이오텍,217730,2014/12,,
125,(주)강스템바이오텍,217730,2015/12,24982626.0,21237036.0
126,(주)강스템바이오텍,217730,2016/12,47441769.0,22976911.0
127,(주)강스템바이오텍,217730,2017/12,47198979.0,24482163.0
128,(주)강스템바이오텍,217730,2018/12,73194018.0,47581374.0
129,(주)강스템바이오텍,217730,2019/12,113643697.0,68719236.0
130,(주)강스템바이오텍,217730,2020/12,82505287.0,48638871.0
131,(주)강원랜드,35250,2011/12,2711401782.0,2257362696.0
132,(주)강원랜드,35250,2012/12,2906655321.0,2372026990.0
133,(주)강원랜드,35250,2013/12,3102036846.0,2517696496.0
134,(주)강원랜드,35250,2014/12,3375127289.0,2705357485.0
135,(주)강원랜드,35250,2015/12,3690791830.0,2997755205.0
136,(주)강원랜드,35250,2016/12,3978987574.0,3252727459.0
137,(주)강원랜드,35250,2017/12,4185657487.0,3501235933.0
138,(주)강원랜드,35250,2018/12,4231241354.0,3586777089.0
139,(주)강원랜드,35250,2019/12,4438119306.0,3717759076.0
140,(주)강원랜드,35250,2020/12,3641632201.0,3247028580.0
141,(주)강원에너지,114190,2011/11,53719067.0,24502434.0
142,(주)강원에너지,114190,2012/12,89258208.0,36107930.0
143,(주)강원에너지,114190,2013/12,72441333.0,45877155.0
144,(주)강원에너지,114190,2014/12,67037639.0,50445491.0
145,(주)강원에너지,114190,2015/12,85457457.0,56583901.0
146,(주)강원에너지,114190,2016/12,77186606.0,55088690.0
147,(주)강원에너지,114190,2017/12,93179394.0,48303010.0
148,(주)강원에너지,114190,2018/12,93845576.0,50203707.0
149,(주)강원에너지,114190,2019/12,56602063.0,21124556.0
150,(주)강원에너지,114190,2020/12,32968636.0,17096338.0
151,(주)갤럭시아에스엠,11420,2011/12,45110356.0,25274017.0
152,(주)갤럭시아에스엠,11420,2012/12,43979072.0,25907252.0
153,(주)갤럭시아에스엠,11420,2013/12,37636664.0,21493102.0
154,(주)갤럭시아에스엠,11420,2014/12,45274078.0,23205508.0
155,(주)갤럭시아에스엠,11420,2015/12,68686992.0,49739042.0
156,(주)갤럭시아에스엠,11420,2016/12,58444606.0,44846832.0
157,(주)갤럭시아에스엠,11420,2017/12,49831109.0,40494336.0
158,(주)갤럭시아에스엠,11420,2018/12,33253331.0,26472162.0
159,(주)갤럭시아에스엠,11420,2019/12,28241598.0,21798750.0
160,(주)갤럭시아에스엠,11420,2020/12,28554685.0,20719428.0
161,(주)경농,2100,2011/12,173774102.0,142986220.0
162,(주)경농,2100,2012/12,269412832.0,151738994.0
163,(주)경농,2100,2013/12,255984725.0,163157512.0
164,(주)경농,2100,2014/12,284623063.0,168915900.0
165,(주)경농,2100,2015/12,316341853.0,174667648.0
166,(주)경농,2100,2016/12,320915151.0,183969132.0
167,(주)경농,2100,2017/12,335873898.0,192152986.0
168,(주)경농,2100,2018/12,357260541.0,201453891.0
169,(주)경농,2100,2019/12,370874091.0,201885272.0
170,(주)경농,2100,2020/12,371525656.0,211372233.0
171,(주)경동나비엔,9450,2011/12,263211016.0,168114574.0
172,(주)경동나비엔,9450,2012/12,299729837.0,175875394.0
173,(주)경동나비엔,9450,2013/12,354779867.0,187280988.0
174,(주)경동나비엔,9450,2014/12,401658957.0,190021880.0
175,(주)경동나비엔,9450,2015/12,402084368.0,206076609.0
176,(주)경동나비엔,9450,2016/12,429754702.0,238762190.0
177,(주)경동나비엔,9450,2017/12,503697210.0,256506497.0
178,(주)경동나비엔,9450,2018/12,583595818.0,280103616.0
179,(주)경동나비엔,9450,2019/12,609808343.0,301042624.0
180,(주)경동나비엔,9450,2020/12,734688738.0,348163846.0
181,(주)경동도시가스,267290,2017/12,710280194.0,294331882.0
182,(주)경동도시가스,267290,2018/12,778269612.0,320490074.0
183,(주)경동도시가스,267290,2019/12,749999474.0,339612043.0
184,(주)경동도시가스,267290,2020/12,699658165.0,356677691.0
185,(주)경동인베스트,12320,2011/12,1001490869.0,407862543.0
186,(주)경동인베스트,12320,2012/12,1209924561.0,446509347.0
187,(주)경동인베스트,12320,2013/12,1205008353.0,498740561.0
188,(주)경동인베스트,12320,2014/12,1320789066.0,607451423.0
189,(주)경동인베스트,12320,2015/12,1167819522.0,576479441.0
190,(주)경동인베스트,12320,2016/12,1126122628.0,587924566.0
191,(주)경동인베스트,12320,2017/12,599276331.0,400403090.0
192,(주)경동인베스트,12320,2018/12,592002536.0,397867310.0
193,(주)경동인베스트,12320,2019/12,605467383.0,414533638.0
194,(주)경동인베스트,12320,2020/12,589277835.0,430745334.0
195,(주)경방,50,2011/12,1352324332.0,629704391.0
196,(주)경방,50,2012/12,1335039930.0,620704205.0
197,(주)경방,50,2013/12,1296989142.0,636438555.0
198,(주)경방,50,2014/12,1301841379.0,647668814.0
199,(주)경방,50,2015/12,1318643312.0,662952918.0
200,(주)경방,50,2016/12,1301910960.0,679843399.0
201,(주)경방,50,2017/12,1274042237.0,699134073.0
202,(주)경방,50,2018/12,1301792841.0,708769347.0
203,(주)경방,50,2019/12,1370742491.0,741553199.0
204,(주)경방,50,2020/12,1264902051.0,741929808.0
205,(주)경보제약,214390,2011/12,,
206,(주)경보제약,214390,2012/12,,
207,(주)경보제약,214390,2013/12,143382795.0,66218806.0
208,(주)경보제약,214390,2014/12,168034561.0,68329856.0
209,(주)경보제약,214390,2015/12,195488457.0,122817151.0
210,(주)경보제약,214390,2016/12,203735980.0,129402340.0
211,(주)경보제약,214390,2017/12,204869399.0,141509596.0
212,(주)경보제약,214390,2018/12,221622993.0,149012165.0
213,(주)경보제약,214390,2019/12,237816742.0,149163504.0
214,(주)경보제약,214390,2020/12,253239177.0,156056794.0
215,(주)경인양행,12610,2011/12,319596954.0,176292506.0
216,(주)경인양행,12610,2012/12,287452678.0,174988685.0
217,(주)경인양행,12610,2013/12,316944796.0,189744314.0
218,(주)경인양행,12610,2014/12,313039125.0,198238667.0
219,(주)경인양행,12610,2015/12,326687437.0,201125304.0
220,(주)경인양행,12610,2016/12,344298515.0,208293196.0
221,(주)경인양행,12610,2017/12,357951470.0,210934933.0
222,(주)경인양행,12610,2018/12,412996589.0,223759383.0
223,(주)경인양행,12610,2019/12,472081003.0,237433141.0
224,(주)경인양행,12610,2020/12,505102151.0,228381756.0
225,(주)고려시멘트,198440,2014/12,,
226,(주)고려시멘트,198440,2015/12,,
227,(주)고려시멘트,198440,2016/12,,
228,(주)고려시멘트,198440,2017/12,115881620.0,77394108.0
229,(주)고려시멘트,198440,2018/12,127536833.0,86510962.0
230,(주)고려시멘트,198440,2019/12,127035573.0,88445378.0
231,(주)고려시멘트,198440,2020/12,115337527.0,92362134.0
232,(주)고바이오랩,348150,2019/12,35321574.0,-53623865.0
233,(주)고바이오랩,348150,2020/12,58537097.0,55390674.0
234,(주)고영테크놀러지,98460,2011/12,87006201.0,69622726.0
235,(주)고영테크놀러지,98460,2012/12,103351965.0,83401095.0
236,(주)고영테크놀러지,98460,2013/12,120951617.0,98319609.0
237,(주)고영테크놀러지,98460,2014/12,141720465.0,115835240.0
238,(주)고영테크놀러지,98460,2015/12,158857627.0,131475647.0
239,(주)고영테크놀러지,98460,2016/12,195121241.0,157267580.0
240,(주)고영테크놀러지,98460,2017/12,205207385.0,161317171.0
241,(주)고영테크놀러지,98460,2018/12,279059436.0,225866639.0
242,(주)고영테크놀러지,98460,2019/12,305481184.0,243668528.0
243,(주)고영테크놀러지,98460,2020/12,302574461.0,246058103.0
244,(주)골드앤에스,35290,2011/12,46677146.0,22436829.0
245,(주)골드앤에스,35290,2012/12,51950606.0,25517817.0
246,(주)골드앤에스,35290,2013/12,51442505.0,13127355.0
247,(주)골드앤에스,35290,2014/12,46528474.0,12082621.0
248,(주)골드앤에스,35290,2015/12,24102094.0,15160254.0
249,(주)골드앤에스,35290,2016/12,18671644.0,14268527.0
250,(주)골드앤에스,35290,2017/12,17173934.0,13346076.0
251,(주)골드앤에스,35290,2018/12,42472631.0,13779569.0
252,(주)골드앤에스,35290,2019/12,16096170.0,-5091573.0
253,(주)골드앤에스,35290,2020/12,20634172.0,14398168.0
254,(주)골드퍼시픽,38530,2011/12,27473520.0,21829724.0
255,(주)골드퍼시픽,38530,2012/12,29861540.0,22928402.0
256,(주)골드퍼시픽,38530,2013/12,33687572.0,16190999.0
257,(주)골드퍼시픽,38530,2014/12,41948832.0,16567915.0
258,(주)골드퍼시픽,38530,2015/12,28573328.0,21193149.0
259,(주)골드퍼시픽,38530,2016/12,11122066.0,1889641.0
260,(주)골드퍼시픽,38530,2017/12,26567967.0,5364494.0
261,(주)골드퍼시픽,38530,2018/12,37825442.0,20086698.0
262,(주)골드퍼시픽,38530,2019/12,72945743.0,21069318.0
263,(주)골드퍼시픽,38530,2020/12,71420104.0,59737820.0
264,(주)골프존,215000,2015/12,178132253.0,108853909.0
265,(주)골프존,215000,2016/12,187914226.0,120648626.0
266,(주)골프존,215000,2017/12,253672419.0,189381881.0
267,(주)골프존,215000,2018/12,254057808.0,194919561.0
268,(주)골프존,215000,2019/12,312587283.0,200042879.0
269,(주)골프존,215000,2020/12,367293667.0,225570692.0
270,(주)골프존뉴딘홀딩스,121440,2011/12,378054302.0,348968757.0
271,(주)골프존뉴딘홀딩스,121440,2012/12,540922890.0,411636973.0
272,(주)골프존뉴딘홀딩스,121440,2013/12,637840057.0,424543916.0
273,(주)골프존뉴딘홀딩스,121440,2014/12,762037240.0,486385956.0
274,(주)골프존뉴딘홀딩스,121440,2015/12,767325175.0,551360423.0
275,(주)골프존뉴딘홀딩스,121440,2016/12,760772930.0,528087415.0
276,(주)골프존뉴딘홀딩스,121440,2017/12,756500949.0,500912642.0
277,(주)골프존뉴딘홀딩스,121440,2018/12,774743339.0,485969871.0
278,(주)골프존뉴딘홀딩스,121440,2019/12,776384700.0,447197508.0
279,(주)골프존뉴딘홀딩스,121440,2020/12,795768970.0,469481392.0
280,(주)공구우먼,366030,2017/12,,
281,(주)공구우먼,366030,2018/12,,
282,(주)공구우먼,366030,2019/12,,
283,(주)공구우먼,366030,2020/12,23980267.0,21254528.0
284,(주)광림,14200,2011/12,86353051.0,56677106.0
285,(주)광림,14200,2012/12,89766075.0,63502275.0
286,(주)광림,14200,2013/12,101592603.0,64796802.0
287,(주)광림,14200,2014/12,244886480.0,128970849.0
288,(주)광림,14200,2015/12,146338755.0,80899308.0
289,(주)광림,14200,2016/12,229596737.0,113505965.0
290,(주)광림,14200,2017/12,208058303.0,107690687.0
291,(주)광림,14200,2018/12,187812629.0,90075229.0
292,(주)광림,14200,2019/12,252468254.0,90772137.0
293,(주)광림,14200,2020/12,212123388.0,81613304.0
294,(주)광명전기,17040,2011/12,123886511.0,62936103.0
295,(주)광명전기,17040,2012/12,131064345.0,62992204.0
296,(주)광명전기,17040,2013/12,120910764.0,69847678.0
297,(주)광명전기,17040,2014/12,138580023.0,78696030.0
298,(주)광명전기,17040,2015/12,131457603.0,87829336.0
299,(주)광명전기,17040,2016/12,146859319.0,98063360.0
300,(주)광명전기,17040,2017/12,152717140.0,96648221.0
301,(주)광명전기,17040,2018/12,151823119.0,98748349.0
302,(주)광명전기,17040,2019/12,156712705.0,105398860.0
303,(주)광명전기,17040,2020/12,165884690.0,109787206.0
304,(주)광무,29480,2011/12,75946478.0,37831616.0
305,(주)광무,29480,2012/12,55788602.0,29507217.0
306,(주)광무,29480,2013/12,35384615.0,8786699.0
307,(주)광무,29480,2014/12,27862528.0,8505450.0
308,(주)광무,29480,2015/12,21133216.0,7744452.0
309,(주)광무,29480,2016/12,29089768.0,8053231.0
310,(주)광무,29480,2017/12,28950503.0,13552175.0
311,(주)광무,29480,2018/12,28431748.0,10729216.0
312,(주)광무,29480,2019/12,63139837.0,22844122.0
313,(주)광무,29480,2020/12,38625151.0,24221981.0
314,(주)광주신세계,37710,2011/12,380753715.0,310214632.0
315,(주)광주신세계,37710,2012/12,430662968.0,361615843.0
316,(주)광주신세계,37710,2013/12,656355808.0,408690826.0
317,(주)광주신세계,37710,2014/12,652758688.0,448624926.0
318,(주)광주신세계,37710,2015/12,659495158.0,491380796.0
319,(주)광주신세계,37710,2016/12,655502726.0,534290186.0
320,(주)광주신세계,37710,2017/12,655018971.0,579363832.0
321,(주)광주신세계,37710,2018/12,696204982.0,620656716.0
322,(주)광주신세계,37710,2019/12,752423111.0,661189861.0
323,(주)광주신세계,37710,2020/12,784428251.0,698267903.0
324,(주)구영테크,53270,2011/12,149471330.0,36633264.0
325,(주)구영테크,53270,2012/12,161163024.0,36686891.0
326,(주)구영테크,53270,2013/12,149230187.0,39023837.0
327,(주)구영테크,53270,2014/12,155857242.0,52212920.0
328,(주)구영테크,53270,2015/12,161330950.0,56401223.0
329,(주)구영테크,53270,2016/12,166748490.0,57780291.0
330,(주)구영테크,53270,2017/12,187009683.0,55811041.0
331,(주)구영테크,53270,2018/12,202572970.0,68827896.0
332,(주)구영테크,53270,2019/12,206569873.0,71704257.0
333,(주)구영테크,53270,2020/12,211767320.0,69507562.0
334,(주)국동,5320,2011/12,68162305.0,5829570.0
335,(주)국동,5320,2012/12,65808287.0,9422729.0
336,(주)국동,5320,2013/12,73040609.0,15412210.0
337,(주)국동,5320,2014/12,89271398.0,28639367.0
338,(주)국동,5320,2015/12,93758552.0,31226110.0
339,(주)국동,5320,2016/12,124126720.0,51725723.0
340,(주)국동,5320,2017/12,106307080.0,42630725.0
341,(주)국동,5320,2018/12,123134702.0,48475045.0
342,(주)국동,5320,2019/12,133723726.0,65481226.0
343,(주)국동,5320,2020/12,180700682.0,83835084.0
344,(주)국보,1140,2011/12,98869465.0,34466553.0
345,(주)국보,1140,2012/12,98494841.0,33793391.0
346,(주)국보,1140,2013/12,98315386.0,29768264.0
347,(주)국보,1140,2014/12,91005502.0,22620239.0
348,(주)국보,1140,2015/12,83085438.0,18409444.0
349,(주)국보,1140,2016/12,81308887.0,15275562.0
350,(주)국보,1140,2017/12,73270170.0,17848563.0
351,(주)국보,1140,2018/12,48188113.0,13412206.0
352,(주)국보,1140,2019/12,115356448.0,28604010.0
353,(주)국보,1140,2020/12,90823631.0,30827300.0
354,(주)국보디자인,66620,2011/12,80200900.0,48143562.0
355,(주)국보디자인,66620,2012/12,92877548.0,57564527.0
356,(주)국보디자인,66620,2013/12,127902185.0,65598063.0
357,(주)국보디자인,66620,2014/12,132011877.0,74350888.0
358,(주)국보디자인,66620,2015/12,141089858.0,83307386.0
359,(주)국보디자인,66620,2016/12,158452485.0,86928845.0
360,(주)국보디자인,66620,2017/12,164381715.0,99283826.0
361,(주)국보디자인,66620,2018/12,175036784.0,108600438.0
362,(주)국보디자인,66620,2019/12,222514980.0,123363884.0
363,(주)국보디자인,66620,2020/12,269228220.0,166024203.0
364,(주)국순당,43650,2011/12,199135153.0,178114387.0
365,(주)국순당,43650,2012/12,209729554.0,191625826.0
366,(주)국순당,43650,2013/12,218115221.0,194567775.0
367,(주)국순당,43650,2014/12,217479839.0,196810690.0
368,(주)국순당,43650,2015/12,216587928.0,198167277.0
369,(주)국순당,43650,2016/12,213004831.0,194018641.0
370,(주)국순당,43650,2017/12,242199755.0,221539252.0
371,(주)국순당,43650,2018/12,238619493.0,215679919.0
372,(주)국순당,43650,2019/12,252484287.0,204958649.0
373,(주)국순당,43650,2020/12,244882856.0,222502376.0
374,(주)국영지앤엠,6050,2011/12,61022765.0,32733005.0
375,(주)국영지앤엠,6050,2012/12,60197670.0,45960267.0
376,(주)국영지앤엠,6050,2013/12,63108054.0,46345349.0
377,(주)국영지앤엠,6050,2014/12,58995756.0,47240880.0
378,(주)국영지앤엠,6050,2015/12,63713392.0,48972537.0
379,(주)국영지앤엠,6050,2016/12,65670915.0,50558041.0
380,(주)국영지앤엠,6050,2017/12,66101002.0,52611544.0
381,(주)국영지앤엠,6050,2018/12,60335138.0,51748308.0
382,(주)국영지앤엠,6050,2019/12,68657302.0,52826451.0
383,(주)국영지앤엠,6050,2020/12,70027760.0,51012563.0
384,(주)국전약품,307750,2018/12,,
385,(주)국전약품,307750,2019/12,,
386,(주)국전약품,307750,2020/12,57802440.0,32230044.0
387,(주)그래디언트,35080,2011/12,777653618.0,328872047.0
388,(주)그래디언트,35080,2012/12,739985481.0,396658401.0
389,(주)그래디언트,35080,2013/12,1598503940.0,751939530.0
390,(주)그래디언트,35080,2014/12,1920350951.0,900343355.0
391,(주)그래디언트,35080,2015/12,2106702049.0,903808796.0
392,(주)그래디언트,35080,2016/12,2073537018.0,840330799.0
393,(주)그래디언트,35080,2017/12,1804533355.0,742316982.0
394,(주)그래디언트,35080,2018/12,1809664488.0,714481098.0
395,(주)그래디언트,35080,2019/12,1780051911.0,669586510.0
396,(주)그래디언트,35080,2020/12,1602860078.0,609773674.0
397,(주)그리티,204020,2011/12,,
398,(주)그리티,204020,2012/12,,
399,(주)그리티,204020,2013/12,,
400,(주)그리티,204020,2014/12,51545496.0,40936869.0
401,(주)그리티,204020,2015/12,55745710.0,45516181.0
402,(주)그리티,204020,2016/12,64735243.0,49389241.0
403,(주)그리티,204020,2017/12,73262908.0,56069599.0
404,(주)그리티,204020,2018/12,95755030.0,74460588.0
405,(주)그리티,204020,2019/12,92151596.0,74181103.0
406,(주)그리티,204020,2020/12,87285205.0,71954329.0
407,(주)그린플러스,186230,2011/12,,
408,(주)그린플러스,186230,2012/12,,
409,(주)그린플러스,186230,2013/12,,
410,(주)그린플러스,186230,2014/12,,
411,(주)그린플러스,186230,2015/12,,
412,(주)그린플러스,186230,2016/12,,
413,(주)그린플러스,186230,2017/12,,
414,(주)그린플러스,186230,2018/12,63717254.0,23995551.0
415,(주)그린플러스,186230,2019/12,72321985.0,37391337.0
416,(주)그린플러스,186230,2020/12,89110558.0,34033434.0
417,(주)극동자동화,272420,2014/12,,
418,(주)극동자동화,272420,2015/12,,
419,(주)극동자동화,272420,2016/12,,
420,(주)극동자동화,272420,2017/12,,
421,(주)글로벌스탠다드테크놀로지,83450,2011/12,52575255.0,27594673.0
422,(주)글로벌스탠다드테크놀로지,83450,2012/12,53824618.0,36008304.0
423,(주)글로벌스탠다드테크놀로지,83450,2013/12,62626777.0,42629997.0
424,(주)글로벌스탠다드테크놀로지,83450,2014/12,69972237.0,50846053.0
425,(주)글로벌스탠다드테크놀로지,83450,2015/12,69691968.0,56675666.0
426,(주)글로벌스탠다드테크놀로지,83450,2016/12,89405841.0,60779819.0
427,(주)글로벌스탠다드테크놀로지,83450,2017/12,102400669.0,78275559.0
428,(주)글로벌스탠다드테크놀로지,83450,2018/12,105027408.0,85807825.0
429,(주)글로벌스탠다드테크놀로지,83450,2019/12,136751562.0,103310701.0
430,(주)글로벌스탠다드테크놀로지,83450,2020/12,141835536.0,113736945.0
431,(주)금양,1570,2011/12,130817841.0,45175687.0
432,(주)금양,1570,2012/12,127557393.0,45542580.0
433,(주)금양,1570,2013/12,147115126.0,45554255.0
434,(주)금양,1570,2014/12,160244911.0,44489985.0
435,(주)금양,1570,2015/12,165405931.0,57953744.0
436,(주)금양,1570,2016/12,178901902.0,34480745.0
437,(주)금양,1570,2017/12,196084032.0,57595446.0
438,(주)금양,1570,2018/12,204777156.0,79456336.0
439,(주)금양,1570,2019/12,224222540.0,68287064.0
440,(주)금양,1570,2020/12,219851714.0,79793803.0
441,(주)금오하이텍,165270,2011/12,,
442,(주)금오하이텍,165270,2012/12,,
443,(주)금오하이텍,165270,2013/12,,
444,(주)금오하이텍,165270,2014/12,,
445,(주)금오하이텍,165270,2015/12,,
446,(주)금오하이텍,165270,2016/12,,
447,(주)금호에이치티,214330,2011/12,,
448,(주)금호에이치티,214330,2012/12,,
449,(주)금호에이치티,214330,2013/12,90563582.0,47630734.0
450,(주)금호에이치티,214330,2014/12,110805833.0,63008983.0
451,(주)금호에이치티,214330,2015/12,123875646.0,81388280.0
452,(주)금호에이치티,214330,2016/12,156606980.0,86282030.0
453,(주)금호에이치티,214330,2017/12,150164495.0,90754420.0
454,(주)금호에이치티,214330,2018/12,238380056.0,124851870.0
