,회사명,거래소코드,회계년도,영업이익,당기순이익,매출액
354,(주)국영지앤엠,6050,2007/12,669453.0,670361.0,38334478.0
355,(주)국영지앤엠,6050,2008/12,-2521799.0,-1099791.0,34596397.0
356,(주)국영지앤엠,6050,2009/12,-328943.0,207403.0,45629599.0
357,(주)국영지앤엠,6050,2010/12,2176226.0,7881530.0,41942761.0
358,(주)굿이엠지,51530,2001/12,4843900.0,4629939.0,34867341.0
359,(주)굿이엠지,51530,2002/12,6183861.0,5406300.0,43166596.0
360,(주)굿이엠지,51530,2003/12,1490150.0,1127784.0,24509809.0
361,(주)굿이엠지,51530,2004/12,-2227157.0,-4528712.0,13333049.0
362,(주)굿이엠지,51530,2005/12,-5559885.0,-10707661.0,5155384.0
363,(주)굿이엠지,51530,2006/12,-11123886.0,-19930177.0,8252086.0
364,(주)굿이엠지,51530,2007/12,-5311523.0,-11456979.0,3915194.0
365,(주)굿이엠지,51530,2008/12,-4653696.0,-50596539.0,1279450.0
366,(주)그래디언트,35080,2000/12,-19305525.0,-16928316.0,24657345.0
367,(주)그래디언트,35080,2001/12,-12846997.0,-12256374.0,97293429.0
368,(주)그래디언트,35080,2002/12,-2908872.0,-12912502.0,135014276.0
