회사명,거래소코드,회계년도,상장일,상장폐지일,자산,자본,영업손익,당기순이익,매출액
(주)SIMPAC,9160,2014/12,1989/07/29,,381939281.0,219125252.0,17341900.0,14312319.0,263152264.0
(주)SIMPAC,9160,2015/12,1989/07/29,,422833445.0,232007841.0,21241031.0,16449973.0,269528038.0
(주)SIMPAC,9160,2016/12,1989/07/29,,417865468.0,240416530.0,23566192.0,16183843.0,267074156.0
(주)SIMPAC,9160,2017/12,1989/07/29,,381158251.0,240826100.0,11697915.0,12895699.0,230634812.0
(주)SIMPAC,9160,2018/12,1989/07/29,,681750819.0,435032869.0,10190572.0,69198558.0,306150809.0
(주)SIMPAC,9160,2019/12,1989/07/29,,679145850.0,441195485.0,11141319.0,9487516.0,430085162.0
(주)SIMPAC,9160,2020/12,1989/07/29,,737277692.0,463986165.0,7787378.0,34139484.0,365863303.0
(주)SNT에너지,100840,2011/12,2008/02/22,,276511841.0,160595865.0,-6597216.0,-4155767.0,195318747.0
(주)SNT에너지,100840,2012/12,2008/02/22,,292802033.0,183306309.0,15132783.0,9087721.0,230707564.0
(주)SNT에너지,100840,2013/12,2008/02/22,,311675279.0,198164671.0,16804410.0,16189688.0,200750984.0
(주)SNT에너지,100840,2014/12,2008/02/22,,304511816.0,207712504.0,13777651.0,11264253.0,242746888.0
(주)SNT에너지,100840,2015/12,2008/02/22,,316196096.0,231399939.0,33918033.0,27029932.0,260094045.0
(주)SNT에너지,100840,2016/12,2008/02/22,,348042346.0,229799567.0,1195144.0,1659742.0,254089906.0
(주)SNT에너지,100840,2017/12,2008/02/22,,300266693.0,233817326.0,19201911.0,4581777.0,184091945.0
(주)SNT에너지,100840,2018/12,2008/02/22,,280991534.0,231276490.0,-1892191.0,1825479.0,139516396.0
(주)SNT에너지,100840,2019/12,2008/02/22,,333897235.0,244954910.0,17473548.0,15452273.0,213326726.0
(주)SNT에너지,100840,2020/12,2008/02/22,,335351657.0,235772710.0,23125971.0,9787541.0,237399736.0
(주)SNT홀딩스,36530,2011/12,2002/10/22,,2124828265.0,1311007481.0,120504644.0,87196578.0,1663846065.0
(주)SNT홀딩스,36530,2012/12,2002/10/22,,2074903906.0,1318022867.0,85693573.0,63253909.0,1668749904.0
(주)SNT홀딩스,36530,2013/12,2002/10/22,,2149176237.0,1374365240.0,84798090.0,53763061.0,1576368464.0
(주)SNT홀딩스,36530,2014/12,2002/10/22,,2039388864.0,1356040938.0,65504975.0,66985248.0,1552374806.0
(주)SNT홀딩스,36530,2015/12,2002/10/22,,2169311305.0,1529249091.0,161533664.0,116419931.0,1612746929.0
(주)SNT홀딩스,36530,2016/12,2002/10/22,,2210178425.0,1530892611.0,72283066.0,10146568.0,1537700275.0
(주)SNT홀딩스,36530,2017/12,2002/10/22,,2146174938.0,1519293154.0,60637139.0,25863066.0,1508152132.0
(주)SNT홀딩스,36530,2018/12,2002/10/22,,2113834573.0,1503275496.0,72650119.0,73732317.0,1401307482.0
(주)SNT홀딩스,36530,2019/12,2002/10/22,,2236679025.0,1625933047.0,126277061.0,124509305.0,1512114565.0
(주)SNT홀딩스,36530,2020/12,2002/10/22,,2270485740.0,1617529065.0,127086173.0,77889420.0,1435754699.0
(주)STX,11810,2011/12,1990/09/12,,5234175000.0,1915942000.0,234608000.0,222363000.0,5967701000.0
(주)STX,11810,2012/12,1990/09/12,,5067029000.0,1506639000.0,-410811000.0,-490928000.0,6159850000.0
(주)STX,11810,2013/12,1990/09/12,,1342520000.0,-509663000.0,-961776000.0,-1595630000.0,2449401000.0
(주)STX,11810,2014/12,1990/09/12,,1255002000.0,93662000.0,35691000.0,380584000.0,1634606000.0
(주)STX,11810,2015/12,1990/09/12,,1267224000.0,72342000.0,-34170000.0,-48982000.0,1630827000.0
(주)STX,11810,2016/12,1990/09/12,,707709000.0,-330596000.0,-34169000.0,-457446000.0,1720153000.0
(주)STX,11810,2017/12,1990/09/12,,627542000.0,42560000.0,44053000.0,334386000.0,1803878000.0
(주)STX,11810,2018/12,1990/09/12,,554061000.0,64028000.0,-14778000.0,9107000.0,1502985000.0
(주)STX,11810,2019/12,1990/09/12,,560107000.0,56291000.0,1748000.0,-33218000.0,1471164000.0
(주)STX,11810,2020/12,1990/09/12,,617563000.0,81729000.0,-493000.0,-20448000.0,975567000.0
(주)TCC스틸,2710,2011/12,1984/12/21,,454329510.0,225441968.0,11421367.0,4557868.0,514424043.0
(주)TCC스틸,2710,2012/12,1984/12/21,,547013976.0,225998781.0,5933944.0,124581.0,501337475.0
(주)TCC스틸,2710,2013/12,1984/12/21,,543708595.0,205738102.0,-7745721.0,-19955830.0,500832754.0
(주)TCC스틸,2710,2014/12,1984/12/21,,551000563.0,189038004.0,344471.0,-15813610.0,518995240.0
(주)TCC스틸,2710,2015/12,1984/12/21,,376394571.0,86012476.0,15855157.0,-110218983.0,495795871.0
(주)TCC스틸,2710,2016/12,1984/12/21,,282914735.0,103337634.0,15351135.0,16948843.0,444453635.0
(주)TCC스틸,2710,2017/12,1984/12/21,,278692540.0,100915803.0,8106455.0,1503708.0,391370092.0
(주)TCC스틸,2710,2018/12,1984/12/21,,304781579.0,112246210.0,17080602.0,9755131.0,413176279.0
(주)TCC스틸,2710,2019/12,1984/12/21,,314210087.0,116843135.0,12856170.0,5037267.0,437173902.0
(주)TCC스틸,2710,2020/12,1984/12/21,,306758932.0,121130879.0,970928.0,-1687460.0,431797912.0
(주)가비아,79940,2011/12,2005/10/19,,64954440.0,48665742.0,8180883.0,7014899.0,52838864.0
(주)가비아,79940,2012/12,2005/10/19,,85244515.0,58945247.0,7619962.0,9419144.0,69058144.0
(주)가비아,79940,2013/12,2005/10/19,,91231294.0,68600227.0,7033504.0,9505713.0,70675565.0
(주)가비아,79940,2014/12,2005/10/19,,98544072.0,75509702.0,8382688.0,6752737.0,80432047.0
(주)가비아,79940,2015/12,2005/10/19,,105081568.0,84096148.0,11349094.0,8530281.0,91648622.0
(주)가비아,79940,2016/12,2005/10/19,,125796754.0,95951841.0,12549259.0,10177685.0,102178978.0
(주)가비아,79940,2017/12,2005/10/19,,133382584.0,99896520.0,12712157.0,9669613.0,116217941.0
(주)가비아,79940,2018/12,2005/10/19,,151440505.0,114187490.0,18188449.0,15340647.0,128728438.0
(주)가비아,79940,2019/12,2005/10/19,,199916131.0,134959139.0,23736596.0,21102390.0,148306878.0
(주)가비아,79940,2020/12,2005/10/19,,260025259.0,173203629.0,28545232.0,23751739.0,169044955.0
(주)가온칩스,399720,2018/12,2022/05/20,,,,,,
(주)가온칩스,399720,2019/12,2022/05/20,,,,,,
(주)가온칩스,399720,2020/12,2022/05/20,,25531855.0,10874663.0,1973589.0,1851742.0,17098306.0
(주)강스템바이오텍,217730,2013/12,2015/12/21,,,,,,
(주)강스템바이오텍,217730,2014/12,2015/12/21,,,,,,
(주)강스템바이오텍,217730,2015/12,2015/12/21,,24982626.0,21237036.0,-5125200.0,-5754141.0,1484593.0
(주)강스템바이오텍,217730,2016/12,2015/12/21,,47441769.0,22976911.0,-9117541.0,-8300375.0,842805.0
(주)강스템바이오텍,217730,2017/12,2015/12/21,,47198979.0,24482163.0,-11737865.0,-11531949.0,9132939.0
(주)강스템바이오텍,217730,2018/12,2015/12/21,,73194018.0,47581374.0,-11693969.0,-14294032.0,9165454.0
(주)강스템바이오텍,217730,2019/12,2015/12/21,,113643697.0,68719236.0,-23153708.0,-26394472.0,6004584.0
(주)강스템바이오텍,217730,2020/12,2015/12/21,,82505287.0,48638871.0,-18725365.0,-19745799.0,9137898.0
(주)강원랜드,35250,2011/12,2003/09/04,,2711401782.0,2257362696.0,488541474.0,381175313.0,1265686425.0
(주)강원랜드,35250,2012/12,2003/09/04,,2906655321.0,2372026990.0,404867665.0,306228988.0,1296191223.0
(주)강원랜드,35250,2013/12,2003/09/04,,3102036846.0,2517696496.0,388041305.0,297596347.0,1361286598.0
(주)강원랜드,35250,2014/12,2003/09/04,,3375127289.0,2705357485.0,513172053.0,359348568.0,1496541441.0
(주)강원랜드,35250,2015/12,2003/09/04,,3690791830.0,2997755205.0,595400402.0,441629101.0,1633716839.0
(주)강원랜드,35250,2016/12,2003/09/04,,3978987574.0,3252727459.0,618616288.0,454533659.0,1696532511.0
(주)강원랜드,35250,2017/12,2003/09/04,,4185657487.0,3501235933.0,530897334.0,437540507.0,1604470055.0
(주)강원랜드,35250,2018/12,2003/09/04,,4231241354.0,3586777089.0,430699991.0,297236881.0,1438059299.0
(주)강원랜드,35250,2019/12,2003/09/04,,4438119306.0,3717759076.0,501153152.0,334653892.0,1520080449.0
(주)강원랜드,35250,2020/12,2003/09/04,,3641632201.0,3247028580.0,-431583874.0,-275879104.0,478578866.0
(주)강원에너지,114190,2011/11,2009/11/20,,53719067.0,24502434.0,6590008.0,5754715.0,50222892.0
(주)강원에너지,114190,2012/12,2009/11/20,,89258208.0,36107930.0,11611165.0,8974549.0,106471214.0
(주)강원에너지,114190,2013/12,2009/11/20,,72441333.0,45877155.0,3234230.0,3922208.0,50660659.0
(주)강원에너지,114190,2014/12,2009/11/20,,67037639.0,50445491.0,1626297.0,1123194.0,51481321.0
(주)강원에너지,114190,2015/12,2009/11/20,,85457457.0,56583901.0,447206.0,102482.0,46188664.0
(주)강원에너지,114190,2016/12,2009/11/20,,77186606.0,55088690.0,-1311190.0,-1125371.0,42287473.0
(주)강원에너지,114190,2017/12,2009/11/20,,93179394.0,48303010.0,-5588512.0,-6451819.0,82034829.0
(주)강원에너지,114190,2018/12,2009/11/20,,93845576.0,50203707.0,341329.0,1708887.0,85905365.0
(주)강원에너지,114190,2019/12,2009/11/20,,56602063.0,21124556.0,-17175963.0,-35647438.0,42549622.0
(주)강원에너지,114190,2020/12,2009/11/20,,32968636.0,17096338.0,-9226308.0,-12874763.0,38345166.0
(주)갤럭시아에스엠,11420,2011/12,1989/11/14,,45110356.0,25274017.0,5164839.0,2909464.0,47331427.0
(주)갤럭시아에스엠,11420,2012/12,1989/11/14,,43979072.0,25907252.0,2074371.0,389023.0,55049732.0
(주)갤럭시아에스엠,11420,2013/12,1989/11/14,,37636664.0,21493102.0,747160.0,-1736750.0,46437304.0
(주)갤럭시아에스엠,11420,2014/12,1989/11/14,,45274078.0,23205508.0,-423280.0,-255270.0,43885894.0
(주)갤럭시아에스엠,11420,2015/12,1989/11/14,,68686992.0,49739042.0,2101041.0,1863773.0,62472754.0
(주)갤럭시아에스엠,11420,2016/12,1989/11/14,,58444606.0,44846832.0,-3713866.0,-1562620.0,52626331.0
(주)갤럭시아에스엠,11420,2017/12,1989/11/14,,49831109.0,40494336.0,-3545768.0,-5899738.0,37281280.0
(주)갤럭시아에스엠,11420,2018/12,1989/11/14,,33253331.0,26472162.0,-10337846.0,-16003255.0,22060413.0
(주)갤럭시아에스엠,11420,2019/12,1989/11/14,,28241598.0,21798750.0,-456437.0,-1375316.0,28732679.0
(주)갤럭시아에스엠,11420,2020/12,1989/11/14,,28554685.0,20719428.0,1375120.0,983909.0,19539594.0
(주)경농,2100,2011/12,1977/06/30,,173774102.0,142986220.0,7676752.0,509664.0,121253605.0
(주)경농,2100,2012/12,1977/06/30,,269412832.0,151738994.0,12731056.0,10310339.0,136970449.0
(주)경농,2100,2013/12,1977/06/30,,255984725.0,163157512.0,18783505.0,13950249.0,196358952.0
(주)경농,2100,2014/12,1977/06/30,,284623063.0,168915900.0,14653846.0,7099305.0,188483147.0
(주)경농,2100,2015/12,1977/06/30,,316341853.0,174667648.0,12111543.0,6980392.0,196418710.0
(주)경농,2100,2016/12,1977/06/30,,320915151.0,183969132.0,9168484.0,6365805.0,203984939.0
(주)경농,2100,2017/12,1977/06/30,,335873898.0,192152986.0,8447803.0,10079442.0,206534382.0
(주)경농,2100,2018/12,1977/06/30,,357260541.0,201453891.0,14769793.0,4878426.0,212654617.0
(주)경농,2100,2019/12,1977/06/30,,370874091.0,201885272.0,8690743.0,4014664.0,227510941.0
(주)경농,2100,2020/12,1977/06/30,,371525656.0,211372233.0,14281977.0,13294936.0,248295524.0
(주)경동나비엔,9450,2011/12,1993/08/31,,263211016.0,168114574.0,12421333.0,9467023.0,341246917.0
(주)경동나비엔,9450,2012/12,1993/08/31,,299729837.0,175875394.0,13925116.0,9169965.0,379014259.0
(주)경동나비엔,9450,2013/12,1993/08/31,,354779867.0,187280988.0,19784395.0,11129597.0,414177562.0
(주)경동나비엔,9450,2014/12,1993/08/31,,401658957.0,190021880.0,13464776.0,9380054.0,428985365.0
(주)경동나비엔,9450,2015/12,1993/08/31,,402084368.0,206076609.0,24222981.0,16752000.0,512031120.0
(주)경동나비엔,9450,2016/12,1993/08/31,,429754702.0,238762190.0,45831937.0,37469924.0,583252904.0
(주)경동나비엔,9450,2017/12,1993/08/31,,503697210.0,256506497.0,47757034.0,27019124.0,684660958.0
(주)경동나비엔,9450,2018/12,1993/08/31,,583595818.0,280103616.0,40802217.0,24748538.0,726741615.0
(주)경동나비엔,9450,2019/12,1993/08/31,,609808343.0,301042624.0,44824995.0,27852090.0,774290704.0
(주)경동나비엔,9450,2020/12,1993/08/31,,734688738.0,348163846.0,67099323.0,41637325.0,873409019.0
(주)경동도시가스,267290,2017/12,2017/05/12,,710280194.0,294331882.0,21664503.0,17798556.0,871548284.0
(주)경동도시가스,267290,2018/12,2017/05/12,,778269612.0,320490074.0,42657143.0,34164798.0,1606531867.0
(주)경동도시가스,267290,2019/12,2017/05/12,,749999474.0,339612043.0,28055130.0,24638348.0,1422707835.0
(주)경동도시가스,267290,2020/12,2017/05/12,,699658165.0,356677691.0,18135395.0,19017069.0,1086830628.0
(주)경동인베스트,12320,2011/12,1997/03/07,,1001490869.0,407862543.0,35856991.0,30327559.0,1847666903.0
(주)경동인베스트,12320,2012/12,1997/03/07,,1209924561.0,446509347.0,49896945.0,42879202.0,2502642394.0
(주)경동인베스트,12320,2013/12,1997/03/07,,1205008353.0,498740561.0,50540286.0,49841905.0,2788264380.0
(주)경동인베스트,12320,2014/12,1997/03/07,,1320789066.0,607451423.0,47933045.0,75930406.0,2603059058.0
(주)경동인베스트,12320,2015/12,1997/03/07,,1167819522.0,576479441.0,-13298185.0,-21251390.0,1604168482.0
(주)경동인베스트,12320,2016/12,1997/03/07,,1126122628.0,587924566.0,28667528.0,19132415.0,1181902637.0
(주)경동인베스트,12320,2017/12,1997/03/07,,599276331.0,400403090.0,36380462.0,51930860.0,195069859.0
(주)경동인베스트,12320,2018/12,1997/03/07,,592002536.0,397867310.0,39212613.0,29827973.0,228644016.0
(주)경동인베스트,12320,2019/12,1997/03/07,,605467383.0,414533638.0,21959506.0,8856009.0,271765025.0
(주)경동인베스트,12320,2020/12,1997/03/07,,589277835.0,430745334.0,19465612.0,16483709.0,310532988.0
(주)경방,50,2011/12,1956/03/03,,1352324332.0,629704391.0,22188217.0,-1131177.0,348136369.0
(주)경방,50,2012/12,1956/03/03,,1335039930.0,620704205.0,7253943.0,-7910168.0,333620804.0
(주)경방,50,2013/12,1956/03/03,,1296989142.0,636438555.0,36031739.0,14574395.0,347189559.0
(주)경방,50,2014/12,1956/03/03,,1301841379.0,647668814.0,30618157.0,11488471.0,329036023.0
(주)경방,50,2015/12,1956/03/03,,1318643312.0,662952918.0,38961511.0,16692163.0,357628146.0
(주)경방,50,2016/12,1956/03/03,,1301910960.0,679843399.0,43436569.0,29474988.0,377445013.0
(주)경방,50,2017/12,1956/03/03,,1274042237.0,699134073.0,42309232.0,25315361.0,360788750.0
(주)경방,50,2018/12,1956/03/03,,1301792841.0,708769347.0,40979751.0,20189241.0,351438926.0
(주)경방,50,2019/12,1956/03/03,,1370742491.0,741553199.0,32020530.0,43621631.0,343892085.0
(주)경방,50,2020/12,1956/03/03,,1264902051.0,741929808.0,21853997.0,13025703.0,329224741.0
(주)경보제약,214390,2011/12,2015/06/29,,,,,,
(주)경보제약,214390,2012/12,2015/06/29,,,,,,
(주)경보제약,214390,2013/12,2015/06/29,,143382795.0,66218806.0,26213776.0,18024925.0,162218140.0
(주)경보제약,214390,2014/12,2015/06/29,,168034561.0,68329856.0,27668563.0,8635954.0,169781246.0
(주)경보제약,214390,2015/12,2015/06/29,,195488457.0,122817151.0,25632335.0,26109623.0,178032632.0
(주)경보제약,214390,2016/12,2015/06/29,,203735980.0,129402340.0,15594227.0,12705930.0,186726170.0
(주)경보제약,214390,2017/12,2015/06/29,,204869399.0,141509596.0,24586649.0,17963310.0,191661374.0
(주)경보제약,214390,2018/12,2015/06/29,,221622993.0,149012165.0,17266575.0,13116049.0,201343596.0
(주)경보제약,214390,2019/12,2015/06/29,,237816742.0,149163504.0,6194073.0,5285239.0,191706189.0
(주)경보제약,214390,2020/12,2015/06/29,,253239177.0,156056794.0,8661432.0,9404446.0,215285095.0
(주)경인양행,12610,2011/12,1995/10/05,,319596954.0,176292506.0,6353143.0,2886360.0,233095049.0
(주)경인양행,12610,2012/12,1995/10/05,,287452678.0,174988685.0,3641265.0,2093491.0,218604655.0
(주)경인양행,12610,2013/12,1995/10/05,,316944796.0,189744314.0,11145943.0,10215710.0,260808400.0
(주)경인양행,12610,2014/12,1995/10/05,,313039125.0,198238667.0,14093166.0,10148247.0,277181095.0
(주)경인양행,12610,2015/12,1995/10/05,,326687437.0,201125304.0,6718134.0,3670895.0,263163677.0
(주)경인양행,12610,2016/12,1995/10/05,,344298515.0,208293196.0,10577181.0,6837522.0,274873817.0
(주)경인양행,12610,2017/12,1995/10/05,,357951470.0,210934933.0,7364797.0,4779249.0,299987729.0
(주)경인양행,12610,2018/12,1995/10/05,,412996589.0,223759383.0,19691167.0,13801882.0,331102011.0
(주)경인양행,12610,2019/12,1995/10/05,,472081003.0,237433141.0,23555055.0,16372880.0,358802386.0
(주)경인양행,12610,2020/12,1995/10/05,,505102151.0,228381756.0,3369847.0,-7581553.0,329312078.0
(주)고려시멘트,198440,2014/12,2014/08/13,,,,,,
(주)고려시멘트,198440,2015/12,2014/08/13,,,,,,
(주)고려시멘트,198440,2016/12,2014/08/13,,,,,,
(주)고려시멘트,198440,2017/12,2014/08/13,,115881620.0,77394108.0,3017621.0,1003761.0,87660276.0
(주)고려시멘트,198440,2018/12,2014/08/13,,127536833.0,86510962.0,3837563.0,4645869.0,85775723.0
(주)고려시멘트,198440,2019/12,2014/08/13,,127035573.0,88445378.0,-459627.0,3396444.0,70921781.0
(주)고려시멘트,198440,2020/12,2014/08/13,,115337527.0,92362134.0,4280746.0,4445204.0,70182711.0
(주)고바이오랩,348150,2019/12,2020/11/18,,35321574.0,-53623865.0,-7351899.0,-44066665.0,576519.0
(주)고바이오랩,348150,2020/12,2020/11/18,,58537097.0,55390674.0,-12344974.0,-55072387.0,4591485.0
(주)고영테크놀러지,98460,2011/12,2008/06/03,,87006201.0,69622726.0,18820907.0,15634438.0,86130810.0
(주)고영테크놀러지,98460,2012/12,2008/06/03,,103351965.0,83401095.0,21443286.0,15221925.0,107841666.0
(주)고영테크놀러지,98460,2013/12,2008/06/03,,120951617.0,98319609.0,16773438.0,13933294.0,111902729.0
(주)고영테크놀러지,98460,2014/12,2008/06/03,,141720465.0,115835240.0,28155311.0,22111066.0,142840131.0
(주)고영테크놀러지,98460,2015/12,2008/06/03,,158857627.0,131475647.0,23449593.0,23530903.0,145904431.0
(주)고영테크놀러지,98460,2016/12,2008/06/03,,195121241.0,157267580.0,33184488.0,29723733.0,171793841.0
(주)고영테크놀러지,98460,2017/12,2008/06/03,,205207385.0,161317171.0,43748905.0,26734105.0,203368626.0
(주)고영테크놀러지,98460,2018/12,2008/06/03,,279059436.0,225866639.0,45983316.0,42309672.0,238208865.0
(주)고영테크놀러지,98460,2019/12,2008/06/03,,305481184.0,243668528.0,33331312.0,29559680.0,222057035.0
(주)고영테크놀러지,98460,2020/12,2008/06/03,,302574461.0,246058103.0,15842903.0,9161038.0,179545134.0
(주)골드앤에스,35290,2011/12,1999/12/07,,46677146.0,22436829.0,1295340.0,1002287.0,47522791.0
(주)골드앤에스,35290,2012/12,1999/12/07,,51950606.0,25517817.0,-2330876.0,-6467495.0,43889087.0
(주)골드앤에스,35290,2013/12,1999/12/07,,51442505.0,13127355.0,-6493110.0,-16837473.0,39548810.0
(주)골드앤에스,35290,2014/12,1999/12/07,,46528474.0,12082621.0,-3079598.0,-9319175.0,31287203.0
(주)골드앤에스,35290,2015/12,1999/12/07,,24102094.0,15160254.0,1143768.0,-9502547.0,22197935.0
(주)골드앤에스,35290,2016/12,1999/12/07,,18671644.0,14268527.0,402070.0,390367.0,15893494.0
(주)골드앤에스,35290,2017/12,1999/12/07,,17173934.0,13346076.0,-3694041.0,-7975875.0,12802035.0
