회사명,거래소코드,회계년도,상장일,상장폐지일,매출액증가율_계산
(주)웅진씽크빅,95720,2012/12,2007/06/05,,-15.947065090787662
(주)웅진씽크빅,95720,2013/12,2007/06/05,,-11.040381232098994
(주)웅진씽크빅,95720,2014/12,2007/06/05,,-0.9093540683256528
(주)웅진씽크빅,95720,2015/12,2007/06/05,,1.174764122765037
(주)웅진씽크빅,95720,2016/12,2007/06/05,,-4.070559091514527
(주)웅진씽크빅,95720,2017/12,2007/06/05,,0.04720984769769743
(주)웅진씽크빅,95720,2018/12,2007/06/05,,2.983177846388697
(주)웅진씽크빅,95720,2019/12,2007/06/05,,1.4471363731516391
(주)웅진씽크빅,95720,2020/12,2007/06/05,,-0.9354315565038573
(주)원림,5820,2010/12,1990/04/20,,-12.717108706654912
(주)원림,5820,2011/12,1990/04/20,,-34.32289038134599
(주)원림,5820,2012/12,1990/04/20,,1.2472527517032441
(주)원림,5820,2013/12,1990/04/20,,55.117782171057314
(주)원림,5820,2014/12,1990/04/20,,-3.1290345694644164
(주)원림,5820,2015/12,1990/04/20,,-3.2047209050899688
(주)원림,5820,2016/12,1990/04/20,,6.701247873098421
(주)원림,5820,2017/12,1990/04/20,,-13.208424337788639
(주)원림,5820,2018/12,1990/04/20,,6.563991742983488
(주)원림,5820,2019/12,1990/04/20,,0.13682109468580145
(주)원림,5820,2020/12,1990/04/20,,-13.517332757886063
(주)원바이오젠,307280,2019/12,2018/12/05,,
(주)원바이오젠,307280,2020/12,2018/12/05,,
(주)원방테크,53080,2010/12,2020/09/24,,233.13913666520008
(주)원방테크,53080,2011/12,2020/09/24,,
(주)원방테크,53080,2012/12,2020/09/24,,
(주)원방테크,53080,2013/12,2020/09/24,,
(주)원방테크,53080,2014/12,2020/09/24,,
(주)원방테크,53080,2015/12,2020/09/24,,
(주)원방테크,53080,2016/12,2020/09/24,,
(주)원방테크,53080,2017/12,2020/09/24,,
(주)원방테크,53080,2018/12,2020/09/24,,
(주)원방테크,53080,2019/12,2020/09/24,,42.49406240684003
(주)원방테크,53080,2020/12,2020/09/24,,43.134736006942724
(주)원익,32940,2010/12,1997/07/18,,-21.23482391910526
(주)원익,32940,2011/12,1997/07/18,,-32.144601868039565
(주)원익,32940,2012/12,1997/07/18,,14.010808005278205
(주)원익,32940,2013/12,1997/07/18,,-11.642336472122384
(주)원익,32940,2014/12,1997/07/18,,-0.7296963640232983
(주)원익,32940,2015/12,1997/07/18,,4.7322341115277045
(주)원익,32940,2016/12,1997/07/18,,8.862150211447462
(주)원익,32940,2017/12,1997/07/18,,3.7655049833031926
(주)원익,32940,2018/12,1997/07/18,,19.40824727163838
(주)원익,32940,2019/12,1997/07/18,,12.567301254398727
(주)원익,32940,2020/12,1997/07/18,,-3.1992159232796675
(주)원익머트리얼즈,104830,2010/12,2011/12/28,,12.016498587498546
(주)원익머트리얼즈,104830,2011/12,2011/12/28,,35.190483901760636
(주)원익머트리얼즈,104830,2012/12,2011/12/28,,22.27958195157489
(주)원익머트리얼즈,104830,2013/12,2011/12/28,,18.09921160742785
(주)원익머트리얼즈,104830,2014/12,2011/12/28,,11.635067356848584
(주)원익머트리얼즈,104830,2015/12,2011/12/28,,32.59837991592832
(주)원익머트리얼즈,104830,2016/12,2011/12/28,,-9.05456490026008
(주)원익머트리얼즈,104830,2017/12,2011/12/28,,15.991002315205607
(주)원익머트리얼즈,104830,2018/12,2011/12/28,,14.988841754037837
(주)원익머트리얼즈,104830,2019/12,2011/12/28,,-5.407565974103872
(주)원익머트리얼즈,104830,2020/12,2011/12/28,,25.31985447116491
(주)원익아이피에스,240810,2017/12,2016/05/02,,158.45433443916352
(주)원익아이피에스,240810,2018/12,2016/05/02,,2.9248460104061627
(주)원익아이피에스,240810,2019/12,2016/05/02,,3.0692257305892614
(주)원익아이피에스,240810,2020/12,2016/05/02,,63.00910748732838
(주)원익큐브,14190,2010/12,1996/04/26,,19.45224613336149
(주)원익큐브,14190,2011/12,1996/04/26,,10.014130981461841
(주)원익큐브,14190,2012/12,1996/04/26,,-1.4431347854531003
(주)원익큐브,14190,2013/12,1996/04/26,,-11.116868268309823
(주)원익큐브,14190,2014/12,1996/04/26,,-6.660606046214483
(주)원익큐브,14190,2015/12,1996/04/26,,6.483221652916786
(주)원익큐브,14190,2016/12,1996/04/26,,17.593718696876635
(주)원익큐브,14190,2017/12,1996/04/26,,15.627717113267995
(주)원익큐브,14190,2018/12,1996/04/26,,-3.480755805785704
(주)원익큐브,14190,2019/12,1996/04/26,,-12.049028645624333
(주)원익큐브,14190,2020/12,1996/04/26,,-4.148727323378287
(주)원익큐엔씨,74600,2010/12,2003/12/12,,53.189014120475
(주)원익큐엔씨,74600,2011/12,2003/12/12,,34.2325109929267
(주)원익큐엔씨,74600,2012/12,2003/12/12,,-20.036907009808495
(주)원익큐엔씨,74600,2013/12,2003/12/12,,2.166172407590093
(주)원익큐엔씨,74600,2014/12,2003/12/12,,-1.5474914041298393
(주)원익큐엔씨,74600,2015/12,2003/12/12,,16.08141839240845
(주)원익큐엔씨,74600,2016/12,2003/12/12,,-0.8828566587528295
(주)원익큐엔씨,74600,2017/12,2003/12/12,,41.9590648125128
(주)원익큐엔씨,74600,2018/12,2003/12/12,,35.08180291069512
(주)원익큐엔씨,74600,2019/12,2003/12/12,,-1.2774923650093344
(주)원익큐엔씨,74600,2020/12,2003/12/12,,99.81774608821732
(주)원익테라세미콘,123100,2010/12,2011/11/01,2019/02/20,321.2473625212068
(주)원익테라세미콘,123100,2011/12,2011/11/01,2019/02/20,198.76942025926544
(주)원익테라세미콘,123100,2012/12,2011/11/01,2019/02/20,-45.06033975863753
(주)원익테라세미콘,123100,2013/12,2011/11/01,2019/02/20,-34.69683837231092
(주)원익테라세미콘,123100,2014/12,2011/11/01,2019/02/20,42.9060421200333
(주)원익테라세미콘,123100,2015/12,2011/11/01,2019/02/20,48.93282583695939
(주)원익테라세미콘,123100,2016/12,2011/11/01,2019/02/20,61.57470678789383
(주)원익테라세미콘,123100,2017/12,2011/11/01,2019/02/20,109.49321690367199
(주)원익피앤이,131390,2010/12,2011/09/27,,73.36124192472741
(주)원익피앤이,131390,2011/12,2011/09/27,,38.30036630652426
(주)원익피앤이,131390,2012/12,2011/09/27,,-9.80748523872809
(주)원익피앤이,131390,2013/12,2011/09/27,,-19.93327171775818
(주)원익피앤이,131390,2014/12,2011/09/27,,-14.845553598285758
(주)원익피앤이,131390,2015/12,2011/09/27,,36.5638917005768
(주)원익피앤이,131390,2016/12,2011/09/27,,5.8940935780149335
(주)원익피앤이,131390,2017/12,2011/09/27,,57.2539168244252
(주)원익피앤이,131390,2018/12,2011/09/27,,39.55782007750268
(주)원익피앤이,131390,2019/12,2011/09/27,,43.21467508234148
(주)원익피앤이,131390,2020/12,2011/09/27,,-13.228662993464905
(주)원익홀딩스,30530,2010/12,1996/09/24,,64.83692718658072
(주)원익홀딩스,30530,2011/12,1996/09/24,,37.85046733324611
(주)원익홀딩스,30530,2012/12,1996/09/24,,2.4545144777382575
(주)원익홀딩스,30530,2013/12,1996/09/24,,21.301582341395846
(주)원익홀딩스,30530,2014/12,1996/09/24,,31.720007250914367
(주)원익홀딩스,30530,2015/12,1996/09/24,,16.183124780047713
(주)원익홀딩스,30530,2016/12,1996/09/24,,-54.44648246091841
(주)원익홀딩스,30530,2017/12,1996/09/24,,63.43760404282583
(주)원익홀딩스,30530,2018/12,1996/09/24,,3.771011875837102
(주)원익홀딩스,30530,2019/12,1996/09/24,,-9.878718619226795
(주)원익홀딩스,30530,2020/12,1996/09/24,,43.30795955805398
(주)원일특강,12620,2010/12,1994/06/28,,24.227519790434645
(주)원일특강,12620,2011/12,1994/06/28,,34.99433638428198
(주)원일특강,12620,2012/12,1994/06/28,,-4.081062802140432
(주)원일특강,12620,2013/12,1994/06/28,,-1.0604071783957942
(주)원일특강,12620,2014/12,1994/06/28,,5.351406379389959
(주)원일특강,12620,2015/12,1994/06/28,,0.7367965871731098
(주)원일특강,12620,2016/12,1994/06/28,,-12.26338943918752
(주)원일특강,12620,2017/12,1994/06/28,,13.353845245983798
(주)원일특강,12620,2018/12,1994/06/28,,9.358972082167211
(주)원일특강,12620,2019/12,1994/06/28,,-0.02172700616878759
(주)원일특강,12620,2020/12,1994/06/28,,-4.193356014531764
(주)원풍,8370,2010/12,1992/12/18,,23.0264033662344
(주)원풍,8370,2011/12,1992/12/18,,4.270021427438762
(주)원풍,8370,2012/12,1992/12/18,,-2.0957337377586875
(주)원풍,8370,2013/12,1992/12/18,,-14.40899716033576
(주)원풍,8370,2014/12,1992/12/18,,-7.225396707199046
(주)원풍,8370,2015/12,1992/12/18,,-0.4424612924601167
(주)원풍,8370,2016/12,1992/12/18,,-9.121049801783402
(주)원풍,8370,2017/12,1992/12/18,,-5.01247608496037
(주)원풍,8370,2018/12,1992/12/18,,-4.172464941228872
(주)원풍,8370,2019/12,1992/12/18,,6.673794893722472
(주)원풍,8370,2020/12,1992/12/18,,1.0334630936422262
(주)월덱스,101160,2010/12,2008/06/19,,29.167849459311913
(주)월덱스,101160,2011/12,2008/06/19,,7.906284732492253
(주)월덱스,101160,2012/12,2008/06/19,,-18.88348274055743
(주)월덱스,101160,2013/12,2008/06/19,,-7.9225214461696725
(주)월덱스,101160,2014/12,2008/06/19,,-5.56572713150894
(주)월덱스,101160,2015/12,2008/06/19,,4.808264023290419
(주)월덱스,101160,2016/12,2008/06/19,,2.723855480035431
(주)월덱스,101160,2017/12,2008/06/19,,27.771945959913392
(주)월덱스,101160,2018/12,2008/06/19,,18.903084716403107
(주)월덱스,101160,2019/12,2008/06/19,,11.274894166158184
(주)월덱스,101160,2020/12,2008/06/19,,32.56026459010343
(주)월드텔레콤,47610,2003/12,2000/12/12,2004/04/08,-3.053483169453899
(주)웨이버스,336060,2020/12,2019/11/28,,
(주)웨이브일렉트로닉스,95270,2010/12,2007/09/12,,41.54556412445125
(주)웨이브일렉트로닉스,95270,2011/12,2007/09/12,,-31.107692362626178
(주)웨이브일렉트로닉스,95270,2012/12,2007/09/12,,-31.560187838843135
(주)웨이브일렉트로닉스,95270,2013/12,2007/09/12,,48.68558145776532
(주)웨이브일렉트로닉스,95270,2014/12,2007/09/12,,2.601030928517668
(주)웨이브일렉트로닉스,95270,2015/12,2007/09/12,,-24.10405132754161
(주)웨이브일렉트로닉스,95270,2016/12,2007/09/12,,46.2214187720523
(주)웨이브일렉트로닉스,95270,2017/12,2007/09/12,,23.726368090324723
(주)웨이브일렉트로닉스,95270,2018/12,2007/09/12,,-13.107091284130737
(주)웨이브일렉트로닉스,95270,2019/12,2007/09/12,,-22.432662744179645
(주)웨이브일렉트로닉스,95270,2020/12,2007/09/12,,6.730681522271431
(주)웰크론,65950,2010/12,2003/07/29,,43.54706014198427
(주)웰크론,65950,2011/12,2003/07/29,,18.911525958953572
(주)웰크론,65950,2012/12,2003/07/29,,63.678176272766606
(주)웰크론,65950,2013/12,2003/07/29,,-12.801077062615873
(주)웰크론,65950,2014/12,2003/07/29,,-4.024526308595621
(주)웰크론,65950,2015/12,2003/07/29,,6.599108384095476
(주)웰크론,65950,2016/12,2003/07/29,,6.813760658487952
(주)웰크론,65950,2017/12,2003/07/29,,50.549567122658445
(주)웰크론,65950,2018/12,2003/07/29,,4.263289979573677
(주)웰크론,65950,2019/12,2003/07/29,,-0.7223086712056176
(주)웰크론,65950,2020/12,2003/07/29,,-15.735960619268182
(주)웰크론한텍,76080,2010/12,2008/07/18,,86.83408321341524
(주)웰크론한텍,76080,2011/12,2008/07/18,,52.49843073218745
(주)웰크론한텍,76080,2012/12,2008/07/18,,111.95837415355668
(주)웰크론한텍,76080,2013/12,2008/07/18,,-20.3211316425066
(주)웰크론한텍,76080,2014/12,2008/07/18,,-11.169658489267114
(주)웰크론한텍,76080,2015/12,2008/07/18,,4.171119016536838
(주)웰크론한텍,76080,2016/12,2008/07/18,,-1.8855242734933133
(주)웰크론한텍,76080,2017/12,2008/07/18,,90.35770737002598
(주)웰크론한텍,76080,2018/12,2008/07/18,,4.936175475670327
(주)웰크론한텍,76080,2019/12,2008/07/18,,2.428047159449385
(주)웰크론한텍,76080,2020/12,2008/07/18,,-25.730186494470882
(주)웹솔루스,160350,2012/12,2013/07/01,2015/04/30,
(주)웹솔루스,160350,2013/12,2013/07/01,2015/04/30,
(주)웹솔루스,160350,2014/12,2013/07/01,2015/04/30,
(주)웹스,196700,2011/12,2015/08/24,,
(주)웹스,196700,2012/12,2015/08/24,,
(주)웹스,196700,2013/12,2015/08/24,,
(주)웹스,196700,2014/12,2015/08/24,,-0.6606721406484339
(주)웹스,196700,2015/12,2015/08/24,,-0.4026468340167272
(주)웹스,196700,2016/12,2015/08/24,,-1.847883133484246
(주)웹스,196700,2017/12,2015/08/24,,12.590591722199157
(주)웹스,196700,2018/12,2015/08/24,,-7.2915742239891115
(주)웹스,196700,2019/12,2015/08/24,,0.16356534197769793
(주)웹스,196700,2020/12,2015/08/24,,14.290593237863572
(주)웹젠,69080,2010/12,2003/05/23,,33.6522457056443
(주)웹젠,69080,2011/12,2003/05/23,,59.315911507406035
(주)웹젠,69080,2012/12,2003/05/23,,-4.263315259795992
(주)웹젠,69080,2013/12,2003/05/23,,27.178255640934346
(주)웹젠,69080,2014/12,2003/05/23,,1.9327806733281359
(주)웹젠,69080,2015/12,2003/05/23,,229.67957867004944
(주)웹젠,69080,2016/12,2003/05/23,,-9.176974834642644
(주)웹젠,69080,2017/12,2003/05/23,,-24.421605826494627
(주)웹젠,69080,2018/12,2003/05/23,,31.64158177027869
(주)웹젠,69080,2019/12,2003/05/23,,-19.56582063856693
(주)웹젠,69080,2020/12,2003/05/23,,67.04830880407408
(주)위너지스,26260,2010/12,1996/09/24,2018/10/11,96.50948084400827
(주)위너지스,26260,2011/12,1996/09/24,2018/10/11,31.160384747451808
(주)위너지스,26260,2012/12,1996/09/24,2018/10/11,4.611966204812506
(주)위너지스,26260,2013/12,1996/09/24,2018/10/11,-15.882730020558759
(주)위너지스,26260,2014/12,1996/09/24,2018/10/11,-13.029565081041802
(주)위너지스,26260,2015/12,1996/09/24,2018/10/11,258.2817116706076
(주)위너지스,26260,2016/12,1996/09/24,2018/10/11,27.57526704543727
(주)위너지스,26260,2017/12,1996/09/24,2018/10/11,-60.85963121298059
(주)위노바,39790,2010/12,2000/07/25,2018/03/09,16.943256605233454
(주)위노바,39790,2011/12,2000/07/25,2018/03/09,85.69002801759105
(주)위노바,39790,2012/12,2000/07/25,2018/03/09,-26.904710207843934
(주)위노바,39790,2013/12,2000/07/25,2018/03/09,-40.21718488135886
(주)위노바,39790,2014/12,2000/07/25,2018/03/09,-28.03608435986783
(주)위노바,39790,2015/12,2000/07/25,2018/03/09,0.1966358031631968
(주)위노바,39790,2016/12,2000/07/25,2018/03/09,12.842642809156638
(주)위니아,71460,2010/12,2016/07/14,,13.561278761942297
(주)위니아,71460,2011/12,2016/07/14,,13.250447681639276
(주)위니아,71460,2012/12,2016/07/14,,-10.5491933929281
(주)위니아,71460,2013/12,2016/07/14,,21.553790385039566
(주)위니아,71460,2014/12,2016/07/14,,-7.3141267642938805
(주)위니아,71460,2015/12,2016/07/14,,8.217403399933984
(주)위니아,71460,2016/12,2016/07/14,,7.595973858773865
(주)위니아,71460,2017/12,2016/07/14,,11.12276221262842
(주)위니아,71460,2018/12,2016/07/14,,12.614985094495603
(주)위니아,71460,2019/12,2016/07/14,,34.64859987485842
(주)위니아,71460,2020/12,2016/07/14,,16.67147317853715
(주)위니아에이드,377460,2017/12,2022/06/23,,39.15939975866603
(주)위니아에이드,377460,2018/12,2022/06/23,,124.60880606690571
(주)위니아에이드,377460,2019/12,2022/06/23,,72.02953520019983
(주)위니아에이드,377460,2020/12,2022/06/23,,34.85312979184986
(주)위닉스,44340,2010/12,2000/10/24,,39.85497431499959
(주)위닉스,44340,2011/12,2000/10/24,,-9.504276830483791
(주)위닉스,44340,2012/12,2000/10/24,,11.034437993575354
(주)위닉스,44340,2013/12,2000/10/24,,34.23678545826847
(주)위닉스,44340,2014/12,2000/10/24,,2.080629526514514
(주)위닉스,44340,2015/12,2000/10/24,,-24.957499575191427
(주)위닉스,44340,2016/12,2000/10/24,,7.923341408472906
(주)위닉스,44340,2017/12,2000/10/24,,22.31997310846783
(주)위닉스,44340,2018/12,2000/10/24,,26.782178988131943
(주)위닉스,44340,2019/12,2000/10/24,,16.843510906989184
(주)위닉스,44340,2020/12,2000/10/24,,-1.0074509594803345
(주)위다스,56810,2010/12,2002/01/15,2013/09/10,-13.746516422028302
(주)위다스,56810,2011/12,2002/01/15,2013/09/10,-36.66412468845469
(주)위다스,56810,2012/12,2002/01/15,2013/09/10,187.13056450335785
(주)위드텍,348350,2012/12,2020/10/30,,
(주)위드텍,348350,2013/12,2020/10/30,,
(주)위드텍,348350,2014/12,2020/10/30,,
(주)위드텍,348350,2015/12,2020/10/30,,
(주)위드텍,348350,2016/12,2020/10/30,,
(주)위드텍,348350,2017/12,2020/10/30,,
(주)위드텍,348350,2018/12,2020/10/30,,
(주)위드텍,348350,2019/12,2020/10/30,,
(주)위드텍,348350,2020/12,2020/10/30,,-5.513268151619797
(주)위메이드,112040,2010/12,2009/12/18,,18.18708839123778
(주)위메이드,112040,2011/12,2009/12/18,,-7.846984446907109
(주)위메이드,112040,2012/12,2009/12/18,,3.5105803919451293
(주)위메이드,112040,2013/12,2009/12/18,,89.69189879230467
(주)위메이드,112040,2014/12,2009/12/18,,-28.46924379184741
(주)위메이드,112040,2015/12,2009/12/18,,-22.18919499239609
(주)위메이드,112040,2016/12,2009/12/18,,-14.701036677132509
(주)위메이드,112040,2017/12,2009/12/18,,1.4725040985238258
(주)위메이드,112040,2018/12,2009/12/18,,15.978471147989351
(주)위메이드,112040,2019/12,2009/12/18,,-10.56671577381292
(주)위메이드,112040,2020/12,2009/12/18,,11.081585473421454
(주)위메이드맥스,101730,2010/12,2009/06/03,,-21.99252912040601
(주)위메이드맥스,101730,2011/12,2009/06/03,,-1.274347194456515
(주)위메이드맥스,101730,2012/12,2009/06/03,,3.7745258327418583
(주)위메이드맥스,101730,2013/12,2009/06/03,,86.2657744622103
(주)위메이드맥스,101730,2014/12,2009/06/03,,-40.679914819723344
(주)위메이드맥스,101730,2015/12,2009/06/03,,-0.8636047225949289
(주)위메이드맥스,101730,2016/12,2009/06/03,,4.139879147577896
(주)위메이드맥스,101730,2017/12,2009/06/03,,2.095505460711272
(주)위메이드맥스,101730,2018/12,2009/06/03,,-10.616020915904583
(주)위메이드맥스,101730,2019/12,2009/06/03,,6.03477991163766
(주)위메이드맥스,101730,2020/12,2009/06/03,,24.380780815688528
(주)위메이드플레이,123420,2011/12,2010/11/10,,
(주)위메이드플레이,123420,2012/12,2010/11/10,,
(주)위메이드플레이,123420,2013/12,2010/11/10,,
(주)위메이드플레이,123420,2014/12,2010/11/10,,202.61951267887005
(주)위메이드플레이,123420,2015/12,2010/11/10,,-44.71820379915405
(주)위메이드플레이,123420,2016/12,2010/11/10,,-2.9707652911811104
(주)위메이드플레이,123420,2017/12,2010/11/10,,-6.0000182683853
(주)위메이드플레이,123420,2018/12,2010/11/10,,18.350346649037284
(주)위메이드플레이,123420,2019/12,2010/11/10,,-1.844356128573673
(주)위메이드플레이,123420,2020/12,2010/11/10,,25.832715281128436
(주)위세아이텍,65370,2009/12,2020/02/10,,3.8670442979912214
(주)위세아이텍,65370,2012/12,2020/02/10,,
(주)위세아이텍,65370,2013/12,2020/02/10,,
(주)위세아이텍,65370,2014/12,2020/02/10,,
(주)위세아이텍,65370,2015/12,2020/02/10,,
(주)위세아이텍,65370,2016/12,2020/02/10,,1.989337786780129
(주)위세아이텍,65370,2017/12,2020/02/10,,-5.630736606161055
(주)위세아이텍,65370,2018/12,2020/02/10,,2.2999325650984175
(주)위세아이텍,65370,2019/12,2020/02/10,,19.157074277855443
(주)위세아이텍,65370,2020/12,2020/02/10,,26.080671409287376
(주)위스컴,24070,2010/12,1996/11/22,,13.940041578960747
(주)위스컴,24070,2011/12,1996/11/22,,2.727509483025187
(주)위스컴,24070,2012/12,1996/11/22,,-9.608192490210014
(주)위스컴,24070,2013/12,1996/11/22,,-8.769218606850382
(주)위스컴,24070,2014/12,1996/11/22,,-5.179919085340414
(주)위스컴,24070,2015/12,1996/11/22,,-1.2713455836128105
(주)위스컴,24070,2016/12,1996/11/22,,-4.722176164468978
(주)위스컴,24070,2017/12,1996/11/22,,-13.10250230471961
(주)위스컴,24070,2018/12,1996/11/22,,-4.21810449628279
(주)위스컴,24070,2019/12,1996/11/22,,3.153150066195335
(주)위스컴,24070,2020/12,1996/11/22,,-11.259541321877276
(주)위지윅스튜디오,299900,2017/12,2018/12/20,,1099.5493353157653
(주)위지윅스튜디오,299900,2018/12,2018/12/20,,82.06402058315871
(주)위지윅스튜디오,299900,2019/12,2018/12/20,,96.22212471186133
(주)위지윅스튜디오,299900,2020/12,2018/12/20,,137.46683726359882
(주)위지트,36090,2010/12,1999/12/10,,-42.62271132792872
(주)위지트,36090,2011/12,1999/12/10,,-10.584385960712577
(주)위지트,36090,2012/12,1999/12/10,,18.438729298789024
(주)위지트,36090,2013/12,1999/12/10,,-1.390791949330505
(주)위지트,36090,2014/12,1999/12/10,,8.830007682068635
(주)위지트,36090,2015/12,1999/12/10,,14.407109870916598
(주)위지트,36090,2016/12,1999/12/10,,0.35819927313453115
(주)위지트,36090,2017/12,1999/12/10,,21.588297184961363
(주)위지트,36090,2018/12,1999/12/10,,14.272900513037417
(주)위지트,36090,2019/12,1999/12/10,,-29.27254614044996
(주)위지트,36090,2020/12,1999/12/10,,-5.058646019767064
(주)윈스,136540,2012/12,2011/05/02,,48.869990215570304
(주)윈스,136540,2013/12,2011/05/02,,16.351462867759388
(주)윈스,136540,2014/12,2011/05/02,,-4.9956869666108705
(주)윈스,136540,2015/12,2011/05/02,,-5.713098938360664
(주)윈스,136540,2016/12,2011/05/02,,13.398494662671684
(주)윈스,136540,2017/12,2011/05/02,,-2.1400374331698373
(주)윈스,136540,2018/12,2011/05/02,,-1.8461009269129247
(주)윈스,136540,2019/12,2011/05/02,,16.198866301298683
(주)윈스,136540,2020/12,2011/05/02,,14.317047609982541
(주)윈팩,97800,2010/12,2013/03/07,,78.74965853546284
(주)윈팩,97800,2011/12,2013/03/07,,12.12111153262519
(주)윈팩,97800,2012/12,2013/03/07,,1.809946191077778
(주)윈팩,97800,2013/12,2013/03/07,,-24.329306522480966
(주)윈팩,97800,2014/12,2013/03/07,,-0.31845403075774187
(주)윈팩,97800,2015/12,2013/03/07,,-13.859603491380504
(주)윈팩,97800,2016/12,2013/03/07,,-19.818977585710613
(주)윈팩,97800,2017/12,2013/03/07,,35.732068469667745
(주)윈팩,97800,2018/12,2013/03/07,,43.18094088529945
(주)윈팩,97800,2019/12,2013/03/07,,45.05081854779049
(주)윈팩,97800,2020/12,2013/03/07,,12.425650587990212
(주)윈하이텍,192390,2012/12,2014/07/25,,
(주)윈하이텍,192390,2013/12,2014/07/25,,
(주)윈하이텍,192390,2014/12,2014/07/25,,1.3954844561218402
(주)윈하이텍,192390,2015/12,2014/07/25,,0.2180356612468652
(주)윈하이텍,192390,2016/12,2014/07/25,,10.719369941953936
(주)윈하이텍,192390,2017/12,2014/07/25,,6.17808090148898
(주)윈하이텍,192390,2018/12,2014/07/25,,38.87765596120355
(주)윈하이텍,192390,2019/12,2014/07/25,,-11.188612281559749
(주)윈하이텍,192390,2020/12,2014/07/25,,-10.49723739268364
(주)윌링스,313760,2011/12,2019/07/25,,
(주)윌링스,313760,2012/12,2019/07/25,,
(주)윌링스,313760,2013/12,2019/07/25,,
(주)윌링스,313760,2014/12,2019/07/25,,
(주)윌링스,313760,2015/12,2019/07/25,,
(주)윌링스,313760,2016/12,2019/07/25,,
(주)윌링스,313760,2017/12,2019/07/25,,
(주)윌링스,313760,2018/12,2019/07/25,,
(주)윌링스,313760,2019/12,2019/07/25,,-21.085919003780443
(주)윌링스,313760,2020/12,2019/07/25,,47.50762374667429
(주)윌비스,8600,2010/12,1989/07/28,,3.4503443251967947
(주)윌비스,8600,2011/12,1989/07/28,,-2.107269937277654
(주)윌비스,8600,2012/12,1989/07/28,,-0.7233762660775357
(주)윌비스,8600,2013/12,1989/07/28,,-3.1432460312364894
(주)윌비스,8600,2014/12,1989/07/28,,-1.3085046637209303
(주)윌비스,8600,2015/12,1989/07/28,,22.648062695632966
(주)윌비스,8600,2016/12,1989/07/28,,6.558779321851857
(주)윌비스,8600,2017/12,1989/07/28,,-6.396236682769225
(주)윌비스,8600,2018/12,1989/07/28,,-4.560628612821258
(주)윌비스,8600,2019/12,1989/07/28,,-2.907235345796983
(주)윌비스,8600,2020/12,1989/07/28,,-11.130806654718244
(주)윌텍정보통신,39390,2003/12,2000/07/25,2004/04/09,-13.505294687546476
(주)유니드,14830,2010/12,2004/12/03,,6.306129586342346
(주)유니드,14830,2011/12,2004/12/03,,16.808596006010674
(주)유니드,14830,2012/12,2004/12/03,,-5.032141510220725
(주)유니드,14830,2013/12,2004/12/03,,5.169861268717817
(주)유니드,14830,2014/12,2004/12/03,,-1.8705043607666925
(주)유니드,14830,2015/12,2004/12/03,,5.841147909423661
(주)유니드,14830,2016/12,2004/12/03,,4.6124117199124886
(주)유니드,14830,2017/12,2004/12/03,,2.902457726549974
(주)유니드,14830,2018/12,2004/12/03,,6.770896430086632
(주)유니드,14830,2019/12,2004/12/03,,7.512927916502423
(주)유니드,14830,2020/12,2004/12/03,,1.7478707381841267
(주)유니드코리아,110500,2010/12,2011/06/17,2014/09/02,12.579958125379878
(주)유니드코리아,110500,2011/12,2011/06/17,2014/09/02,-26.32590963278265
(주)유니드코리아,110500,2012/12,2011/06/17,2014/09/02,21.031632521695887
(주)유니드코리아,110500,2013/12,2011/06/17,2014/09/02,2.444853917923913
(주)유니씨앤티,40780,2001/12,2000/06/27,2002/10/18,-28.830669433371604
(주)유니온,910,2010/12,1996/07/03,,25.066703965598414
(주)유니온,910,2011/12,1996/07/03,,11.947825366327388
(주)유니온,910,2012/12,1996/07/03,,-5.306773003629695
(주)유니온,910,2013/12,1996/07/03,,-8.878988134770701
(주)유니온,910,2014/12,1996/07/03,,3.0985349453715836
(주)유니온,910,2015/12,1996/07/03,,-14.746484778654242
(주)유니온,910,2016/12,1996/07/03,,-8.129787295448644
(주)유니온,910,2017/12,1996/07/03,,96.22242858027579
(주)유니온,910,2018/12,1996/07/03,,15.305414220911976
(주)유니온,910,2019/12,1996/07/03,,1.708275216125393
(주)유니온,910,2020/12,1996/07/03,,-10.93927912112221
(주)유니온커뮤니티,203450,2010/12,2016/12/07,,18.47373297542579
(주)유니온커뮤니티,203450,2011/12,2016/12/07,,
(주)유니온커뮤니티,203450,2012/12,2016/12/07,,
(주)유니온커뮤니티,203450,2013/12,2016/12/07,,
(주)유니온커뮤니티,203450,2014/12,2016/12/07,,
(주)유니온커뮤니티,203450,2015/12,2016/12/07,,30.416079818076735
(주)유니온커뮤니티,203450,2016/12,2016/12/07,,-5.145735284678167
(주)유니온커뮤니티,203450,2017/12,2016/12/07,,-7.9441625986028
(주)유니온커뮤니티,203450,2018/12,2016/12/07,,-3.65905839848131
(주)유니온커뮤니티,203450,2019/12,2016/12/07,,13.93894305768599
(주)유니온커뮤니티,203450,2020/12,2016/12/07,,6.831139783771019
(주)유니켐,11330,2010/12,1989/12/14,,17.571197635263083
(주)유니켐,11330,2011/12,1989/12/14,,-1.0341548906922833
(주)유니켐,11330,2012/12,1989/12/14,,-9.47141324759321
(주)유니켐,11330,2013/12,1989/12/14,,-12.705115146161738
(주)유니켐,11330,2015/06,1989/12/14,,-89.99832507083353
(주)유니켐,11330,2016/12,1989/12/14,,323.6257757148515
