회사명,거래소코드,회계년도,상장일,상장폐지일,매출액증가율_계산
(주)쎄노텍,222420,2018/12,2015/08/06,,-18.955961589465275
(주)쎄노텍,222420,2019/12,2015/08/06,,-13.994103217386773
(주)쎄노텍,222420,2020/12,2015/08/06,,-17.013406206540864
(주)쎄니트,37760,2010/12,2000/04/07,,8.916354158195222
(주)쎄니트,37760,2011/12,2000/04/07,,3.1808357763593116
(주)쎄니트,37760,2012/12,2000/04/07,,18.202492588531246
(주)쎄니트,37760,2013/12,2000/04/07,,8.070784706792345
(주)쎄니트,37760,2014/12,2000/04/07,,4.140328604082474
(주)쎄니트,37760,2015/12,2000/04/07,,38.50035166630498
(주)쎄니트,37760,2016/12,2000/04/07,,18.45059498855468
(주)쎄니트,37760,2017/12,2000/04/07,,9.054429503076149
(주)쎄니트,37760,2018/12,2000/04/07,,-9.894579400289876
(주)쎄니트,37760,2019/12,2000/04/07,,-3.5086769128401483
(주)쎄니트,37760,2020/12,2000/04/07,,-14.420531831127494
(주)쎄라텍,41550,2009/12,2000/07/11,2010/08/25,0.8965204156348029
(주)쎄트렉아이,99320,2010/12,2008/06/13,,-4.2113121399993645
(주)쎄트렉아이,99320,2011/12,2008/06/13,,29.734892802357976
(주)쎄트렉아이,99320,2012/12,2008/06/13,,25.943461097056144
(주)쎄트렉아이,99320,2013/12,2008/06/13,,-12.348782423805275
(주)쎄트렉아이,99320,2014/12,2008/06/13,,-17.480425203540975
(주)쎄트렉아이,99320,2015/12,2008/06/13,,16.945444934377253
(주)쎄트렉아이,99320,2016/12,2008/06/13,,12.211490687708194
(주)쎄트렉아이,99320,2017/12,2008/06/13,,24.89535571987151
(주)쎄트렉아이,99320,2018/12,2008/06/13,,7.880821864406736
(주)쎄트렉아이,99320,2019/12,2008/06/13,,52.232765147479476
(주)쎄트렉아이,99320,2020/12,2008/06/13,,27.053486159407402
(주)쎌마테라퓨틱스,15540,2010/12,1989/09/02,,4180.506409710969
(주)쎌마테라퓨틱스,15540,2011/12,1989/09/02,,-39.31568020474669
(주)쎌마테라퓨틱스,15540,2012/12,1989/09/02,,-32.181377129996164
(주)쎌마테라퓨틱스,15540,2013/12,1989/09/02,,-15.361670737365083
(주)쎌마테라퓨틱스,15540,2014/12,1989/09/02,,13.831536909584525
(주)쎌마테라퓨틱스,15540,2015/12,1989/09/02,,2.7253990529960093
(주)쎌마테라퓨틱스,15540,2016/12,1989/09/02,,-31.964017094812043
(주)쎌마테라퓨틱스,15540,2017/12,1989/09/02,,-4.288455149643738
(주)쎌마테라퓨틱스,15540,2018/12,1989/09/02,,-43.258347762204004
(주)쎌마테라퓨틱스,15540,2019/12,1989/09/02,,-79.50698908049971
(주)쎌마테라퓨틱스,15540,2020/12,1989/09/02,,25.285027109704338
(주)쎌바이오텍,49960,2010/12,2002/12/13,,15.11074516470118
(주)쎌바이오텍,49960,2011/12,2002/12/13,,28.104861774793154
(주)쎌바이오텍,49960,2012/12,2002/12/13,,11.026336579772366
(주)쎌바이오텍,49960,2013/12,2002/12/13,,22.050261132155928
(주)쎌바이오텍,49960,2014/12,2002/12/13,,29.020732566900808
(주)쎌바이오텍,49960,2015/12,2002/12/13,,21.430599642697914
(주)쎌바이오텍,49960,2016/12,2002/12/13,,17.718211809201406
(주)쎌바이오텍,49960,2017/12,2002/12/13,,4.771978283758836
(주)쎌바이오텍,49960,2018/12,2002/12/13,,2.4353150457211594
(주)쎌바이오텍,49960,2019/12,2002/12/13,,-26.515854163647113
(주)쎌바이오텍,49960,2020/12,2002/12/13,,-0.8212024461964247
(주)쏘카,403550,2014/12,2022/08/22,,
(주)쏘카,403550,2015/12,2022/08/22,,
(주)쏘카,403550,2016/12,2022/08/22,,
(주)쏘카,403550,2017/12,2022/08/22,,
(주)쏘카,403550,2018/12,2022/08/22,,
(주)쏘카,403550,2019/12,2022/08/22,,
(주)쏘카,403550,2020/12,2022/08/22,,
(주)쏠라엔텍,30390,2009/12,1997/02/12,2010/05/08,93.74816845191447
(주)쏠리드,50890,2010/12,2005/07/08,,65.96989548351695
(주)쏠리드,50890,2011/12,2005/07/08,,-31.042157008008044
(주)쏠리드,50890,2012/12,2005/07/08,,137.09154119103488
(주)쏠리드,50890,2013/12,2005/07/08,,13.503829667910724
(주)쏠리드,50890,2014/12,2005/07/08,,16.577853150974807
(주)쏠리드,50890,2015/12,2005/07/08,,-5.289959157288903
(주)쏠리드,50890,2016/12,2005/07/08,,53.44882316794002
(주)쏠리드,50890,2017/12,2005/07/08,,-11.040033513396482
(주)쏠리드,50890,2018/12,2005/07/08,,-14.163628497762534
(주)쏠리드,50890,2019/12,2005/07/08,,3.009491842781729
(주)쏠리드,50890,2020/12,2005/07/08,,-24.606237394610144
(주)쓰리디월드,65340,2008/12,2002/09/26,2010/04/15,-63.8289449926313
(주)쓰리소프트,36360,2008/12,2001/01/18,2009/04/29,-44.394662916891306
(주)씨그널엔터테인먼트그룹,99830,2010/12,2011/01/24,2018/05/04,-8.989810639718963
(주)씨그널엔터테인먼트그룹,99830,2011/12,2011/01/24,2018/05/04,-6.918037613859222
(주)씨그널엔터테인먼트그룹,99830,2012/12,2011/01/24,2018/05/04,-16.19789263329898
(주)씨그널엔터테인먼트그룹,99830,2013/12,2011/01/24,2018/05/04,-17.121422907831317
(주)씨그널엔터테인먼트그룹,99830,2014/12,2011/01/24,2018/05/04,-52.39211137275988
(주)씨그널엔터테인먼트그룹,99830,2015/12,2011/01/24,2018/05/04,119.2657972900855
(주)씨그널엔터테인먼트그룹,99830,2016/12,2011/01/24,2018/05/04,-4.629607991358116
(주)씨그널엔터테인먼트그룹,99830,2017/12,2011/01/24,2018/05/04,30.554073383597714
(주)씨디네트웍스,73710,2008/12,2005/07/29,2009/09/23,16.178805911838218
(주)씨모스,37600,2003/12,1999/12/24,2004/03/24,-53.54767125389138
(주)씨모텍,81090,2010/12,2007/11/14,2011/09/23,82.4751040341021
(주)씨씨에스충북방송,66790,2010/12,2003/05/30,,17.177229710533396
(주)씨씨에스충북방송,66790,2011/12,2003/05/30,,77.10624511488459
(주)씨씨에스충북방송,66790,2012/12,2003/05/30,,0.5088454750793268
(주)씨씨에스충북방송,66790,2013/12,2003/05/30,,-10.409883887211622
(주)씨씨에스충북방송,66790,2014/12,2003/05/30,,-9.127199404407245
(주)씨씨에스충북방송,66790,2015/12,2003/05/30,,-8.83558684025212
(주)씨씨에스충북방송,66790,2016/12,2003/05/30,,-14.921186838281342
(주)씨씨에스충북방송,66790,2017/12,2003/05/30,,1.6801464031240805
(주)씨씨에스충북방송,66790,2018/12,2003/05/30,,-1.1620122253550833
(주)씨씨에스충북방송,66790,2019/12,2003/05/30,,-3.304016247815353
(주)씨씨에스충북방송,66790,2020/12,2003/05/30,,-5.157747034814446
(주)씨아이테크,4920,2010/12,1989/11/30,,7.0684664656652405
(주)씨아이테크,4920,2011/12,1989/11/30,,-3.693206758217977
(주)씨아이테크,4920,2012/12,1989/11/30,,-6.442914352113957
(주)씨아이테크,4920,2013/12,1989/11/30,,26.695881859585448
(주)씨아이테크,4920,2014/12,1989/11/30,,80.42882701928819
(주)씨아이테크,4920,2015/12,1989/11/30,,58.00874174646174
(주)씨아이테크,4920,2016/12,1989/11/30,,-12.986794616338958
(주)씨아이테크,4920,2017/12,1989/11/30,,17.333385037163566
(주)씨아이테크,4920,2018/12,1989/11/30,,48.60215232932725
(주)씨아이테크,4920,2019/12,1989/11/30,,26.12868416778882
(주)씨아이테크,4920,2020/12,1989/11/30,,28.518600779854935
(주)씨앤상선,790,2008/12,1977/11/09,2009/05/13,-8.771404822212462
(주)씨앤씨인터내셔널,352480,2017/12,2021/05/17,,
(주)씨앤씨인터내셔널,352480,2018/12,2021/05/17,,
(주)씨앤씨인터내셔널,352480,2019/12,2021/05/17,,
(주)씨앤씨인터내셔널,352480,2020/12,2021/05/17,,9.820839381977377
(주)씨앤에스자산관리,32040,2010/12,1997/01/23,2018/10/11,2.881217555693852
(주)씨앤에스자산관리,32040,2011/12,1997/01/23,2018/10/11,11.925093756345746
(주)씨앤에스자산관리,32040,2012/12,1997/01/23,2018/10/11,10.713306975689983
(주)씨앤에스자산관리,32040,2013/12,1997/01/23,2018/10/11,34.78074462889827
(주)씨앤에스자산관리,32040,2014/12,1997/01/23,2018/10/11,12.365238185468371
(주)씨앤에스자산관리,32040,2015/12,1997/01/23,2018/10/11,25.809443544792554
(주)씨앤에스자산관리,32040,2016/12,1997/01/23,2018/10/11,2.428592463055716
(주)씨앤에스자산관리,32040,2017/12,1997/01/23,2018/10/11,-6.93605532318982
(주)씨앤우방,13200,2008/12,1997/02/12,2009/05/13,-24.48899007220458
(주)씨앤중공업,8400,2008/12,1987/11/18,2009/05/13,-52.970753360220435
(주)씨앤케이인터내셔널,39530,2010/12,2000/03/21,2015/05/19,-38.241387011759016
(주)씨앤케이인터내셔널,39530,2011/12,2000/03/21,2015/05/19,332.7552826217492
(주)씨앤케이인터내셔널,39530,2012/12,2000/03/21,2015/05/19,-55.63861423407587
(주)씨앤케이인터내셔널,39530,2013/12,2000/03/21,2015/05/19,-31.534647700757773
(주)씨앤케이인터내셔널,39530,2014/12,2000/03/21,2015/05/19,-39.14930720012401
(주)씨앤투스성진,352700,2011/12,2021/01/28,,
(주)씨앤투스성진,352700,2012/12,2021/01/28,,
(주)씨앤투스성진,352700,2013/12,2021/01/28,,
(주)씨앤투스성진,352700,2014/12,2021/01/28,,
(주)씨앤투스성진,352700,2015/12,2021/01/28,,
(주)씨앤투스성진,352700,2016/12,2021/01/28,,1.2543769022768725
(주)씨앤투스성진,352700,2017/12,2021/01/28,,-30.91501060831625
(주)씨앤투스성진,352700,2018/12,2021/01/28,,25.98438006739061
(주)씨앤투스성진,352700,2019/12,2021/01/28,,28.64706276655058
(주)씨앤투스성진,352700,2020/12,2021/01/28,,232.60768728934815
(주)씨에스,65770,2010/12,2004/06/04,,55.2274590930258
(주)씨에스,65770,2011/12,2004/06/04,,-3.5342793254007154
(주)씨에스,65770,2012/12,2004/06/04,,36.685986929958936
(주)씨에스,65770,2013/12,2004/06/04,,-23.916278973291973
(주)씨에스,65770,2014/12,2004/06/04,,37.923034905896905
(주)씨에스,65770,2015/12,2004/06/04,,-36.389285604955916
(주)씨에스,65770,2016/12,2004/06/04,,-11.547564824071724
(주)씨에스,65770,2017/12,2004/06/04,,-10.666363300200524
(주)씨에스,65770,2018/12,2004/06/04,,35.57597997697533
(주)씨에스,65770,2019/12,2004/06/04,,-45.259843877183506
(주)씨에스,65770,2020/12,2004/06/04,,33.58517354905606
(주)씨에스에이코스믹,83660,2010/12,2006/07/25,,-25.161712414511285
(주)씨에스에이코스믹,83660,2011/12,2006/07/25,,12.59812257608094
(주)씨에스에이코스믹,83660,2012/12,2006/07/25,,-5.936061615525112
(주)씨에스에이코스믹,83660,2013/12,2006/07/25,,-36.00111140015483
(주)씨에스에이코스믹,83660,2014/12,2006/07/25,,-9.784386618541706
(주)씨에스에이코스믹,83660,2015/12,2006/07/25,,7.430794808646354
(주)씨에스에이코스믹,83660,2016/12,2006/07/25,,72.45544273237236
(주)씨에스에이코스믹,83660,2017/12,2006/07/25,,-8.76080590365211
(주)씨에스에이코스믹,83660,2018/12,2006/07/25,,101.88923455979058
(주)씨에스에이코스믹,83660,2019/12,2006/07/25,,1.201523489837275
(주)씨에스에이코스믹,83660,2020/12,2006/07/25,,-9.303220583930567
(주)씨엔플러스,115530,2010/12,2011/11/02,,44.506639383619955
(주)씨엔플러스,115530,2011/12,2011/11/02,,33.458294757063435
(주)씨엔플러스,115530,2012/12,2011/11/02,,-0.7662567795421826
(주)씨엔플러스,115530,2013/12,2011/11/02,,-22.309141583918322
(주)씨엔플러스,115530,2014/12,2011/11/02,,-19.865122674484475
(주)씨엔플러스,115530,2015/12,2011/11/02,,-18.552351430554378
(주)씨엔플러스,115530,2016/12,2011/11/02,,-11.0623336595033
(주)씨엔플러스,115530,2017/12,2011/11/02,,16.340965336802462
(주)씨엔플러스,115530,2018/12,2011/11/02,,-11.964607236091968
(주)씨엔플러스,115530,2019/12,2011/11/02,,-22.75047660895387
(주)씨엔플러스,115530,2020/12,2011/11/02,,33.11063170168481
(주)씨엘엘씨디,35710,2008/12,1999/11/11,2010/05/01,-19.944121048998873
(주)씨엘인터내셔널,37340,2010/12,1999/12/14,2016/09/08,-51.270270893355416
(주)씨엘인터내셔널,37340,2011/12,1999/12/14,2016/09/08,-46.40495930875178
(주)씨엘인터내셔널,37340,2012/12,1999/12/14,2016/09/08,133.99989024229916
(주)씨엘인터내셔널,37340,2013/12,1999/12/14,2016/09/08,33.13911990972587
(주)씨엘인터내셔널,37340,2014/12,1999/12/14,2016/09/08,-47.666960347477016
(주)씨엘인터내셔널,37340,2015/12,1999/12/14,2016/09/08,-14.629326563950931
(주)씨유메디칼시스템,115480,2010/12,2011/12/15,,32.42673645655286
(주)씨유메디칼시스템,115480,2011/12,2011/12/15,,32.635401857067535
(주)씨유메디칼시스템,115480,2012/12,2011/12/15,,-5.950377038527898
(주)씨유메디칼시스템,115480,2013/12,2011/12/15,,9.37299712806183
(주)씨유메디칼시스템,115480,2014/12,2011/12/15,,4.339193102710627
(주)씨유메디칼시스템,115480,2015/12,2011/12/15,,3.9708898094899867
(주)씨유메디칼시스템,115480,2016/12,2011/12/15,,112.52060796384633
(주)씨유메디칼시스템,115480,2017/12,2011/12/15,,6.90888106216989
(주)씨유메디칼시스템,115480,2018/12,2011/12/15,,30.77585833537099
(주)씨유메디칼시스템,115480,2019/12,2011/12/15,,7.195007144180233
(주)씨유메디칼시스템,115480,2020/12,2011/12/15,,-65.37807490362178
(주)씨유전자,56340,2010/12,2002/11/08,2014/05/21,35.731348689011035
(주)씨유전자,56340,2011/12,2002/11/08,2014/05/21,-29.638096711120344
(주)씨유전자,56340,2012/12,2002/11/08,2014/05/21,-37.77771563169515
(주)씨유전자,56340,2013/12,2002/11/08,2014/05/21,-76.22909454361074
(주)씨이랩,189330,2012/12,2021/02/24,,
(주)씨이랩,189330,2013/12,2021/02/24,,
(주)씨이랩,189330,2014/12,2021/02/24,,
(주)씨이랩,189330,2015/12,2021/02/24,,
(주)씨이랩,189330,2016/12,2021/02/24,,
(주)씨이랩,189330,2017/12,2021/02/24,,
(주)씨이랩,189330,2018/12,2021/02/24,,
(주)씨이랩,189330,2019/12,2021/02/24,,
(주)씨이랩,189330,2020/12,2021/02/24,,
(주)씨제이이엔엠,35760,2010/12,1999/11/23,,10.265354128156243
(주)씨제이이엔엠,35760,2011/12,1999/11/23,,31.244508119808113
(주)씨제이이엔엠,35760,2012/12,1999/11/23,,24.66766941446144
(주)씨제이이엔엠,35760,2013/12,1999/11/23,,26.1821248083146
(주)씨제이이엔엠,35760,2014/12,1999/11/23,,3.636839861941594
(주)씨제이이엔엠,35760,2015/12,1999/11/23,,-11.374763123493262
(주)씨제이이엔엠,35760,2016/12,1999/11/23,,-4.332018041420236
(주)씨제이이엔엠,35760,2017/12,1999/11/23,,2.3277504633635635
(주)씨제이이엔엠,35760,2018/12,1999/11/23,,51.628617005273824
(주)씨제이이엔엠,35760,2019/12,1999/11/23,,10.59020355655993
(주)씨제이이엔엠,35760,2020/12,1999/11/23,,-10.516331855780683
(주)씨젠,96530,2010/12,2010/09/10,,87.04489561742317
(주)씨젠,96530,2011/12,2010/09/10,,60.28067431970731
(주)씨젠,96530,2012/12,2010/09/10,,31.252692615916306
(주)씨젠,96530,2013/12,2010/09/10,,14.077821008211952
(주)씨젠,96530,2014/12,2010/09/10,,9.18424292632705
(주)씨젠,96530,2015/12,2010/09/10,,1.1267041124125667
(주)씨젠,96530,2016/12,2010/09/10,,13.136995781342401
(주)씨젠,96530,2017/12,2010/09/10,,18.95545622021476
(주)씨젠,96530,2018/12,2010/09/10,,16.657316987545823
(주)씨젠,96530,2019/12,2010/09/10,,19.252488831124673
(주)씨젠,96530,2020/12,2010/09/10,,822.6611071171867
(주)씨크롭,16970,2005/12,1989/09/12,2006/07/13,3936.7661822653913
(주)씨티네트웍스,189540,2012/12,2013/12/24,2020/05/12,
(주)씨티네트웍스,189540,2013/12,2013/12/24,2020/05/12,
(주)씨티네트웍스,189540,2014/12,2013/12/24,2020/05/12,
(주)씨티네트웍스,189540,2015/12,2013/12/24,2020/05/12,
(주)씨티네트웍스,189540,2016/12,2013/12/24,2020/05/12,
(주)씨티네트웍스,189540,2017/12,2013/12/24,2020/05/12,
(주)씨티네트웍스,189540,2018/12,2013/12/24,2020/05/12,
(주)씨티네트웍스,189540,2019/12,2013/12/24,2020/05/12,
(주)씨티씨바이오,60590,2010/12,2002/02/21,,7.268104558276764
(주)씨티씨바이오,60590,2011/12,2002/02/21,,7.311708711623627
(주)씨티씨바이오,60590,2012/12,2002/02/21,,38.120773051895924
(주)씨티씨바이오,60590,2013/12,2002/02/21,,-4.928552896579411
(주)씨티씨바이오,60590,2014/12,2002/02/21,,-1.2416606793997902
(주)씨티씨바이오,60590,2015/12,2002/02/21,,-2.350516275090804
(주)씨티씨바이오,60590,2016/12,2002/02/21,,3.492045971670011
(주)씨티씨바이오,60590,2017/12,2002/02/21,,6.019853232014186
(주)씨티씨바이오,60590,2018/12,2002/02/21,,6.005768013414993
(주)씨티씨바이오,60590,2019/12,2002/02/21,,-1.6447962641403209
(주)씨티씨바이오,60590,2020/12,2002/02/21,,-4.475258011722576
(주)씨티앤티,50470,2010/12,2002/04/23,2012/05/01,69.62896928697137
(주)씨티앤티,50470,2011/12,2002/04/23,2012/05/01,-79.12775896314736
(주)씨티엘테크,88960,2010/12,2006/06/30,2012/02/08,-6.373449778698179
(주)씨티케이,260930,2017/12,2017/12/07,,-15.608428358765266
(주)씨티케이,260930,2018/12,2017/12/07,,-2.2332143363064034
(주)씨티케이,260930,2019/12,2017/12/07,,5.305556008681601
(주)씨티케이,260930,2020/12,2017/12/07,,6.764897409633079
(주)아가방앤컴퍼니,13990,2010/12,2002/01/17,,6.481924695850802
(주)아가방앤컴퍼니,13990,2011/12,2002/01/17,,5.643571907331273
(주)아가방앤컴퍼니,13990,2012/12,2002/01/17,,-0.8099657134602953
(주)아가방앤컴퍼니,13990,2013/12,2002/01/17,,-4.169731116086466
(주)아가방앤컴퍼니,13990,2014/12,2002/01/17,,-17.694706792825098
(주)아가방앤컴퍼니,13990,2015/12,2002/01/17,,-1.7644958531849373
(주)아가방앤컴퍼니,13990,2016/12,2002/01/17,,-4.488977836932957
(주)아가방앤컴퍼니,13990,2017/12,2002/01/17,,-6.25255469243904
(주)아가방앤컴퍼니,13990,2018/12,2002/01/17,,-19.877728307896643
(주)아가방앤컴퍼니,13990,2019/12,2002/01/17,,18.93979610455499
(주)아가방앤컴퍼니,13990,2020/12,2002/01/17,,-8.769382456996292
(주)아구스,78670,2009/12,2007/07/27,2010/05/01,-6.025210739703808
(주)아나패스,123860,2010/12,2010/11/05,,69.58685144721487
(주)아나패스,123860,2011/12,2010/11/05,,7.360391720663187
(주)아나패스,123860,2012/12,2010/11/05,,-2.517863904874208
(주)아나패스,123860,2013/12,2010/11/05,,-7.173790765384033
(주)아나패스,123860,2014/12,2010/11/05,,47.066446390165346
(주)아나패스,123860,2015/12,2010/11/05,,-25.825267332020264
(주)아나패스,123860,2016/12,2010/11/05,,-0.1252408726866886
(주)아나패스,123860,2017/12,2010/11/05,,-12.327574458264008
(주)아나패스,123860,2018/12,2010/11/05,,-40.84823625110634
(주)아나패스,123860,2019/12,2010/11/05,,18.1302277731873
(주)아나패스,123860,2020/12,2010/11/05,,65.95472023804378
(주)아난티,25980,2010/12,1996/01/06,,66.10056698671609
(주)아난티,25980,2011/12,1996/01/06,,-81.89298323847584
(주)아난티,25980,2012/12,1996/01/06,,31.03146904402966
(주)아난티,25980,2013/12,1996/01/06,,-24.470511926486076
(주)아난티,25980,2014/12,1996/01/06,,127.35431720216582
(주)아난티,25980,2015/12,1996/01/06,,165.31320879408977
(주)아난티,25980,2016/12,1996/01/06,,7.747248367409888
(주)아난티,25980,2017/12,1996/01/06,,11.51027058366859
(주)아난티,25980,2018/12,1996/01/06,,7.794664052688299
(주)아난티,25980,2019/12,1996/01/06,,-12.010787995176246
(주)아난티,25980,2020/12,1996/01/06,,-20.072567957812797
(주)아라온테크,41060,2010/12,2000/06/07,2014/05/08,180.41086769585763
(주)아라온테크,41060,2011/12,2000/06/07,2014/05/08,-2.6754737663631065
(주)아라온테크,41060,2012/12,2000/06/07,2014/05/08,248.47153493899503
(주)아라온테크,41060,2013/12,2000/06/07,2014/05/08,-84.41209935485693
(주)아리온테크놀로지,58220,2010/12,2005/08/05,,42.67162432107655
(주)아리온테크놀로지,58220,2011/12,2005/08/05,,39.96021730630625
(주)아리온테크놀로지,58220,2012/12,2005/08/05,,50.92265317534046
(주)아리온테크놀로지,58220,2013/12,2005/08/05,,-40.18055819522687
(주)아리온테크놀로지,58220,2014/12,2005/08/05,,47.22579320995289
(주)아리온테크놀로지,58220,2015/12,2005/08/05,,0.2786244099249131
(주)아리온테크놀로지,58220,2016/12,2005/08/05,,-48.126116739382134
(주)아리온테크놀로지,58220,2017/12,2005/08/05,,12.392953282664632
(주)아리온테크놀로지,58220,2018/12,2005/08/05,,-11.31905870444288
(주)아리온테크놀로지,58220,2019/12,2005/08/05,,-27.997809968071152
(주)아리온테크놀로지,58220,2020/12,2005/08/05,,-75.1956665502083
(주)아모그린텍,125210,2016/12,2019/03/28,,
(주)아모그린텍,125210,2017/12,2019/03/28,,
(주)아모그린텍,125210,2018/12,2019/03/28,,
(주)아모그린텍,125210,2019/12,2019/03/28,,9.852185439849286
(주)아모그린텍,125210,2020/12,2019/03/28,,19.69077476816187
(주)아모레퍼시픽,90430,2010/12,2006/06/29,,16.066633166618903
(주)아모레퍼시픽,90430,2011/12,2006/06/29,,13.433140695145212
(주)아모레퍼시픽,90430,2012/12,2006/06/29,,11.537052916559503
(주)아모레퍼시픽,90430,2013/12,2006/06/29,,8.80694998049876
(주)아모레퍼시픽,90430,2014/12,2006/06/29,,24.951335938626475
(주)아모레퍼시픽,90430,2015/12,2006/06/29,,23.041240770793518
(주)아모레퍼시픽,90430,2016/12,2006/06/29,,18.43678787389158
(주)아모레퍼시픽,90430,2017/12,2006/06/29,,-9.239567936676249
(주)아모레퍼시픽,90430,2018/12,2006/06/29,,3.0059311839824145
(주)아모레퍼시픽,90430,2019/12,2006/06/29,,5.727672110249616
(주)아모레퍼시픽,90430,2020/12,2006/06/29,,-20.57229214409734
(주)아모레퍼시픽그룹,2790,2010/12,1973/04/30,,20.50834807582464
(주)아모레퍼시픽그룹,2790,2011/12,1973/04/30,,14.373946373988078
(주)아모레퍼시픽그룹,2790,2012/12,1973/04/30,,12.202676298209042
(주)아모레퍼시픽그룹,2790,2013/12,1973/04/30,,13.51087500294975
(주)아모레퍼시픽그룹,2790,2014/12,1973/04/30,,20.96211531520998
(주)아모레퍼시픽그룹,2790,2015/12,1973/04/30,,20.14578389664243
(주)아모레퍼시픽그룹,2790,2016/12,1973/04/30,,18.306262182046428
(주)아모레퍼시픽그룹,2790,2017/12,1973/04/30,,-9.98119727372324
(주)아모레퍼시픽그룹,2790,2018/12,1973/04/30,,0.8146419177950109
(주)아모레퍼시픽그룹,2790,2019/12,1973/04/30,,3.39042268932877
(주)아모레퍼시픽그룹,2790,2020/12,1973/04/30,,-21.548647979344878
(주)아모센스,357580,2014/12,2021/06/25,,
(주)아모센스,357580,2015/12,2021/06/25,,
(주)아모센스,357580,2016/12,2021/06/25,,-38.57900346261607
(주)아모센스,357580,2017/12,2021/06/25,,19.57678970024686
(주)아모센스,357580,2018/12,2021/06/25,,-19.491556234805095
(주)아모센스,357580,2019/12,2021/06/25,,33.26085068266742
(주)아모센스,357580,2020/12,2021/06/25,,-29.68933712366397
(주)아모텍,52710,2010/12,2003/08/01,,21.87901636741459
(주)아모텍,52710,2011/12,2003/08/01,,4.575732769626479
(주)아모텍,52710,2012/12,2003/08/01,,91.52869823693646
(주)아모텍,52710,2013/12,2003/08/01,,32.3183746675267
(주)아모텍,52710,2014/12,2003/08/01,,-28.01276388113465
(주)아모텍,52710,2015/12,2003/08/01,,75.88603212818549
(주)아모텍,52710,2016/12,2003/08/01,,-5.73707507047983
(주)아모텍,52710,2017/12,2003/08/01,,6.574596459112975
(주)아모텍,52710,2018/12,2003/08/01,,-19.662903232473873
(주)아모텍,52710,2019/12,2003/08/01,,-1.921778161082505
(주)아모텍,52710,2020/12,2003/08/01,,-9.921043559545712
(주)아미노로직스,74430,2010/12,2004/06/04,,492.8537882975105
(주)아미노로직스,74430,2011/12,2004/06/04,,-59.105828352263664
(주)아미노로직스,74430,2012/12,2004/06/04,,-53.051840129523534
(주)아미노로직스,74430,2013/12,2004/06/04,,-64.10067859232504
(주)아미노로직스,74430,2014/12,2004/06/04,,8.097908775425974
(주)아미노로직스,74430,2015/12,2004/06/04,,210.54965555453262
(주)아미노로직스,74430,2016/12,2004/06/04,,48.825682832470854
(주)아미노로직스,74430,2017/12,2004/06/04,,2.868514893107401
(주)아미노로직스,74430,2018/12,2004/06/04,,9.588807407240212
(주)아미노로직스,74430,2019/12,2004/06/04,,2.876247118115945
(주)아미노로직스,74430,2020/12,2004/06/04,,-7.005275337774829
(주)아바코,83930,2010/12,2005/10/11,,85.98283884965817
(주)아바코,83930,2011/12,2005/10/11,,9.068528909118664
(주)아바코,83930,2012/12,2005/10/11,,-61.910488617995895
(주)아바코,83930,2013/12,2005/10/11,,76.17075125480565
(주)아바코,83930,2014/12,2005/10/11,,-10.496164680254743
(주)아바코,83930,2015/12,2005/10/11,,-7.816796440560922
(주)아바코,83930,2016/12,2005/10/11,,45.01240016025283
(주)아바코,83930,2017/12,2005/10/11,,-6.81073822108634
(주)아바코,83930,2018/12,2005/10/11,,30.850490902623562
(주)아바코,83930,2019/12,2005/10/11,,-7.1462810268693095
(주)아바코,83930,2020/12,2005/10/11,,-11.383719139744027
(주)아바텍,149950,2010/12,2012/11/06,,195.19551083657575
(주)아바텍,149950,2011/12,2012/11/06,,3.8379104305740306
(주)아바텍,149950,2012/12,2012/11/06,,79.77159088342275
(주)아바텍,149950,2013/12,2012/11/06,,23.105893592281536
(주)아바텍,149950,2014/12,2012/11/06,,13.861209386240969
(주)아바텍,149950,2015/12,2012/11/06,,-37.151651383145406
(주)아바텍,149950,2016/12,2012/11/06,,3.766252291192522
(주)아바텍,149950,2017/12,2012/11/06,,21.258199139467905
(주)아바텍,149950,2018/12,2012/11/06,,-22.2688086159836
(주)아바텍,149950,2019/12,2012/11/06,,1.4490607787429042
(주)아바텍,149950,2020/12,2012/11/06,,0.4192292731123504
(주)아센디오,12170,2010/12,1989/12/20,,-8.262373685334854
(주)아센디오,12170,2011/12,1989/12/20,,1555.64693051928
(주)아센디오,12170,2012/12,1989/12/20,,-38.3024805122094
(주)아센디오,12170,2013/12,1989/12/20,,-70.87224918967678
(주)아센디오,12170,2014/12,1989/12/20,,-57.928649494138284
(주)아센디오,12170,2015/12,1989/12/20,,-25.358662841350384
(주)아센디오,12170,2016/12,1989/12/20,,1.9436184899057807
(주)아센디오,12170,2017/12,1989/12/20,,519.6908684705156
(주)아센디오,12170,2018/12,1989/12/20,,-49.58783092443088
(주)아센디오,12170,2019/12,1989/12/20,,73.42570370745214
(주)아센디오,12170,2020/12,1989/12/20,,-31.076309430327075
(주)아셈스,136410,2012/12,2022/02/07,,
(주)아셈스,136410,2013/12,2022/02/07,,
(주)아셈스,136410,2014/12,2022/02/07,,
(주)아셈스,136410,2015/12,2022/02/07,,
(주)아셈스,136410,2016/12,2022/02/07,,
(주)아셈스,136410,2017/12,2022/02/07,,
(주)아셈스,136410,2018/12,2022/02/07,,
(주)아셈스,136410,2019/12,2022/02/07,,
